"","Fold Change","log2(FC)"
"2.146/151.02162",0.0013924,-9.4882
"2.146/228.04445",0.0024789,-8.6561
"2.144/184.05503",0.0026445,-8.5628
"2.285/437.08628",178.45,7.4793
"2.111/551.07164",154.98,7.276
"1.952/286.18948",0.0075898,-7.0417
"2.143/166.04536",0.0085887,-6.8633
"2.144/495.16705",0.01077,-6.5368
"1.359/304.05042",0.01157,-6.4334
"1.194/348.17062",0.01822,-5.7784
"2.477/464.16297",0.019037,-5.7151
"2.649/631.34877",0.019746,-5.6623
"2.575/269.00581",50.227,5.6504
"2.345/419.70069",0.02133,-5.551
"2.133/947.84270",0.021608,-5.5323
"1.321/535.08210",42.87,5.4219
"2.135/839.28788",0.023545,-5.4084
"5.082/779.49715",0.025087,-5.3169
"5.086/249.18485",0.025162,-5.3126
"2.576/901.48147",0.026582,-5.2334
"2.145/836.25456",0.029629,-5.0768
"2.294/513.22281",0.029731,-5.0719
"2.494/421.12526",0.030098,-5.0542
"2.122/524.16781",0.030414,-5.0391
"2.147/935.26699",0.0308,-5.0209
"0.806/517.25498",31.873,4.9942
"2.147/917.28073",0.031994,-4.9661
"2.149/1016.29433",0.033278,-4.9093
"2.451/411.22157",0.033339,-4.9067
"4.941/572.43327",0.033741,-4.8893
"2.040/323.11719",0.033907,-4.8823
"4.171/249.18534",0.035076,-4.8334
"2.144/774.21470",0.035687,-4.8085
"5.087/301.21747",0.03577,-4.8051
"2.122/512.14505",0.036646,-4.7702
"5.346/807.50174",0.037113,-4.7519
"2.237/316.04878",26.265,4.7151
"2.141/1088.87953",0.038554,-4.697
"5.087/769.49060",0.038639,-4.6938
"2.145/854.24016",0.038677,-4.6924
"2.140/920.31161",0.038843,-4.6862
"2.282/769.23468",25.492,4.672
"0.960/378.07876",0.039877,-4.6483
"2.478/891.38031",0.040121,-4.6395
"2.132/954.35571",0.04167,-4.5849
"2.152/1223.38451",0.041753,-4.582
"2.344/840.41536",0.041759,-4.5818
"2.144/448.23620",0.042014,-4.573
"2.139/755.22508",0.042917,-4.5423
"2.521/400.18004",0.042943,-4.5414
"2.136/845.79955",0.043374,-4.527
"1.044/605.37203",22.461,4.4894
"2.133/765.27301",0.045601,-4.4548
"2.127/593.17271",0.045832,-4.4475
"2.527/427.29262",0.046167,-4.437
"4.789/811.46806",0.047385,-4.3994
"2.703/553.26518",20.956,4.3893
"4.880/737.45237",0.049674,-4.3314
"2.139/756.22282",0.050107,-4.3188
"2.379/733.35945",0.051006,-4.2932
"2.739/1071.70641",19.552,4.2892
"0.972/280.10544",0.051372,-4.2829
"2.128/695.21689",0.051989,-4.2656
"2.370/691.30471",0.052131,-4.2617
"2.148/1097.32315",0.052263,-4.2581
"2.285/829.25611",19.041,4.2511
"2.253/522.22946",0.052789,-4.2436
"2.481/890.39167",0.052842,-4.2422
"2.284/805.21052",18.902,4.2405
"2.132/873.33196",0.054618,-4.1945
"2.566/498.28082",0.054806,-4.1895
"2.141/400.22542",0.054937,-4.1861
"2.142/773.21623",0.054993,-4.1846
"2.759/349.13242",18.103,4.1781
"2.181/369.17681",0.055996,-4.1585
"2.505/654.38330",0.056168,-4.1541
"2.114/443.14103",0.056302,-4.1507
"2.153/1142.37312",0.056649,-4.1418
"2.145/1007.84770",0.056657,-4.1416
"1.677/387.13359",0.057655,-4.1164
