"","Fold Change","log2(FC)"
"2.173/329.18269",0.11566,-3.112
"2.139/364.98716",0.11575,-3.1109
"2.239/574.27296",8.6133,3.1066
"2.148/677.13087",8.6107,3.1061
"1.043/641.35173",8.6044,3.1051
"0.578/285.10720",0.11623,-3.1049
"0.972/164.89062",0.11684,-3.0973
"1.052/201.12451",0.11709,-3.0943
"0.751/253.99921",0.11715,-3.0936
"2.262/500.27198",8.5352,3.0934
"0.658/409.12981",0.11728,-3.092
"1.047/295.11304",0.11785,-3.0849
"0.728/850.10187",8.4657,3.0816
"0.776/319.12836",0.11837,-3.0787
"2.519/446.21558",0.1188,-3.0734
"0.742/604.13007",0.11902,-3.0707
"0.958/619.99311",0.11931,-3.0673
"0.970/116.90670",0.11997,-3.0593
"2.345/402.15793",0.12031,-3.0551
"1.352/343.07216",0.12048,-3.0531
"0.460/352.81805",0.12065,-3.0511
"0.805/425.24867",8.2704,3.0479
"2.127/715.20926",0.1213,-3.0434
"0.740/409.12452",0.1214,-3.0422
"0.630/710.22719",0.12237,-3.0307
"2.386/465.23391",8.1711,3.0305
"0.965/692.11058",8.1346,3.0241
"0.775/615.06866",0.12365,-3.0157
"2.110/491.19120",0.12366,-3.0156
"2.134/690.24387",0.12393,-3.0124
"2.134/329.09263",0.12404,-3.0111
"1.046/378.11204",8.0505,3.0091
"0.684/539.94364",0.12518,-2.9979
"0.801/346.56167",7.9785,2.9961
"2.389/342.23758",7.9518,2.9913
"0.625/248.12439",0.1258,-2.9909
"0.769/356.13279",0.12621,-2.9861
"2.135/688.20501",0.12671,-2.9804
"0.577/259.13084",0.12729,-2.9738
"0.764/618.15660",0.12788,-2.9671
"0.742/393.15054",0.12847,-2.9605
"2.137/389.03382",0.12889,-2.9558
"0.616/594.18109",0.1289,-2.9557
"2.123/797.25949",0.12892,-2.9555
"0.869/357.05463",0.13027,-2.9404
"0.747/238.02542",0.13058,-2.9369
"0.767/587.20212",0.13075,-2.9351
"2.198/444.24444",0.13086,-2.9339
"2.199/1133.36654",0.13111,-2.9311
"2.124/149.04710",0.13116,-2.9306
"2.135/698.23684",0.13118,-2.9304
"0.987/748.28700",0.13156,-2.9262
"0.695/569.14266",7.5828,2.9227
"0.819/330.13076",0.13201,-2.9213
"1.366/129.05608",0.13221,-2.9191
"0.729/257.07622",7.5548,2.9174
"2.135/544.13509",0.13318,-2.9085
"0.910/469.10106",0.13371,-2.9029
"2.282/394.18050",7.4715,2.9014
"0.950/378.18052",0.13406,-2.8991
"0.554/111.94586",0.13411,-2.8985
"0.460/145.06162",7.4309,2.8935
"1.599/316.01263",7.4309,2.8935
"1.139/338.15989",0.1349,-2.8901
"0.744/525.08914",0.1351,-2.8879
"1.060/144.01259",7.385,2.8846
"0.667/1040.17816",7.3735,2.8823
"2.244/312.06469",7.3457,2.8769
"1.144/384.18448",0.1364,-2.8741
"0.673/835.04841",0.1367,-2.8709
"1.093/348.17018",0.13694,-2.8684
"0.578/295.06530",0.13723,-2.8653
"0.756/373.17184",0.13729,-2.8646
"0.582/287.14788",0.13758,-2.8617
"2.171/332.16070",0.1377,-2.8604
"0.774/459.23007",0.13842,-2.8529
"0.682/594.18015",0.13891,-2.8478
"0.747/873.13667",0.13895,-2.8474
"0.629/516.13720",0.13926,-2.8442
"0.748/278.05446",0.13945,-2.8421
"2.701/683.34242",7.1648,2.8409
