"","Fold Change","log2(FC)"
"1.169/650.21429",0.0040833,-7.936
"3.260/699.31395",0.004455,-7.8104
"0.813/392.12792",0.0055814,-7.4851
"0.812/393.13077",0.0079889,-6.9678
"2.792/143.02683",0.00999,-6.6453
"2.760/991.46141",94.072,6.5557
"2.783/865.65622",92.515,6.5316
"2.788/232.05554",0.012921,-6.2741
"2.716/1074.01187",0.01773,-5.8177
"2.774/1083.67424",53.465,5.7405
"2.790/926.72281",53.077,5.73
"2.793/1151.04330",52.812,5.7228
"2.791/768.03082",49.707,5.6354
"1.085/1101.26281",48.309,5.5942
"2.791/767.91463",46.92,5.5521
"2.784/865.77722",45.853,5.5189
"2.794/863.53252",45.798,5.5172
"2.789/447.18009",0.022263,-5.4892
"0.810/608.07692",0.024098,-5.3749
"2.791/986.60990",41.356,5.37
"1.085/627.58496",0.025011,-5.3213
"2.775/929.00941",39.612,5.3079
"2.784/811.00360",39.147,5.2908
"2.786/721.23245",37.857,5.2425
"2.782/989.03680",35.734,5.1592
"2.769/812.88427",35.335,5.143
"2.677/248.59331",0.028928,-5.1114
"2.787/927.00853",34.499,5.1085
"5.181/631.22913",0.029577,-5.0794
"2.787/811.38769",33.278,5.0565
"2.784/1081.51121",33.204,5.0533
"2.794/987.03631",32.628,5.028
"2.790/767.80201",32.56,5.025
"2.781/769.58235",32.466,5.0209
"2.792/863.78104",32.328,5.0147
"1.141/739.09826",0.030938,-5.0145
"2.943/842.42710",0.031332,-4.9962
"2.789/768.13971",31.826,4.9921
"0.760/229.98149",0.032697,-4.9347
"2.909/838.38821",0.032853,-4.9278
"0.823/161.16448",0.03339,-4.9044
"2.787/1081.34333",29.694,4.8921
"0.928/406.14424",0.033704,-4.8909
"3.014/656.39679",0.03383,-4.8855
"2.789/759.70992",29.436,4.8795
"2.754/932.00834",28.966,4.8563
"2.787/927.29677",28.779,4.847
"3.034/491.25188",0.035335,-4.8228
"2.792/1151.54207",27.936,4.804
"1.006/335.59339",26.774,4.7428
"2.787/721.45834",26.556,4.731
"1.085/626.00391",0.037768,-4.7267
"5.181/593.27839",0.038196,-4.7104
"2.985/642.38344",0.038552,-4.6971
"2.781/721.68040",25.748,4.6864
"3.218/530.77088",0.039055,-4.6783
"1.088/479.54408",0.039059,-4.6782
"2.783/721.00262",25.602,4.6782
"2.777/700.15165",0.040015,-4.6433
"2.757/931.72493",24.854,4.6354
"3.149/618.20644",0.040474,-4.6268
"2.775/813.00618",24.412,4.6095
"2.777/1109.87587",0.040996,-4.6084
"2.773/722.78499",24.313,4.6036
"2.755/815.13419",24.204,4.5972
"2.994/1231.61886",0.041724,-4.583
"2.791/863.65514",23.96,4.5825
"1.119/836.18287",0.042568,-4.5541
"2.868/425.46793",0.042573,-4.5539
"2.793/986.75204",23.477,4.5532
"2.793/987.32102",23.477,4.5532
"2.785/1081.17557",23.4,4.5484
"2.948/551.81992",0.042797,-4.5464
"2.774/813.38409",23.263,4.54
"3.013/328.70287",0.043108,-4.5359
"2.756/315.60413",0.043272,-4.5304
"2.787/927.15017",23.038,4.526
"3.068/557.27492",0.043979,-4.5071
"2.783/989.17851",22.575,4.4967
"2.778/813.50705",22.555,4.4953
"3.199/655.34668",0.044458,-4.4914
"2.785/989.32156",22.378,4.484
"3.197/633.36531",0.044954,-4.4754
"2.844/632.32577",21.811,4.447
"2.786/811.25716",21.607,4.4334
"3.322/835.53052",0.047227,-4.4043
"3.093/495.22269",0.047346,-4.4006
"1.085/681.97323",0.048033,-4.3798
"3.611/528.35473",0.048146,-4.3764
"2.776/929.14935",20.763,4.376
"3.277/689.78536",0.048388,-4.3692
"2.794/1151.21305",20.591,4.3639
"2.777/1165.25045",0.048771,-4.3578
"2.776/929.43377",20.357,4.3475
"2.776/813.25767",20.314,4.3444
"2.791/986.89111",20.23,4.3385
"2.946/421.71627",0.049496,-4.3365
"2.709/336.70738",0.050238,-4.3151
"1.306/269.56779",0.051089,-4.2908
