"","Fold Change","log2(FC)"
"0.665/432.29241",0.20027,-2.32
"0.531/468.39971",0.20316,-2.2993
"0.522/577.37984",0.20344,-2.2973
"3.673/288.05274",4.8633,2.2819
"4.676/429.74933",0.20763,-2.2679
"3.665/240.86866",0.21939,-2.1884
"1.321/389.94112",0.22242,-2.1686
"0.819/210.12482",4.4934,2.1678
"0.644/562.36160",0.23255,-2.1044
"3.652/202.07173",0.2397,-2.0607
"0.519/621.41529",0.24212,-2.0462
"1.287/519.02265",0.24372,-2.0367
"3.678/134.07909",0.2459,-2.0239
"0.677/388.26474",0.25318,-1.9817
"4.913/590.87410",0.25378,-1.9784
"0.662/453.22260",0.25497,-1.9716
"4.431/427.17400",0.25709,-1.9596
"3.650/82.06270",0.26613,-1.9098
"3.654/252.14671",0.2666,-1.9073
"3.674/132.07474",0.26733,-1.9033
"0.577/642.34278",0.27013,-1.8883
"3.657/270.12288",0.2758,-1.8583
"4.827/733.29209",3.6044,1.8498
"0.659/518.33288",0.27922,-1.8405
"3.662/245.11623",0.28354,-1.8184
"3.649/128.06894",0.28391,-1.8165
"0.577/598.31755",0.28501,-1.8109
"0.527/526.41051",0.29499,-1.7613
"0.535/445.30213",0.30067,-1.7338
"0.519/665.44417",0.30767,-1.7006
"0.677/409.19516",0.31315,-1.6751
"3.671/306.06476",3.1614,1.6606
"4.388/270.06854",0.31678,-1.6585
"5.344/331.25189",0.31844,-1.6509
"2.658/469.33638",3.0899,1.6276
"4.415/296.10083",0.32376,-1.627
"2.619/352.25016",3.0653,1.616
"3.671/161.16311",0.32717,-1.6119
"0.534/489.34343",0.32806,-1.608
"4.331/203.14003",0.33217,-1.59
"0.560/461.29906",0.33261,-1.5881
"3.669/322.06002",0.33272,-1.5876
"4.660/174.05697",0.33544,-1.5759
"1.350/132.13725",2.975,1.5729
"3.660/284.10374",0.34007,-1.5561
"1.090/306.06588",2.9228,1.5473
"4.919/495.51610",2.9175,1.5447
"4.960/798.82932",0.35139,-1.5088
"0.658/539.26263",0.35161,-1.508
"0.667/460.32370",0.35464,-1.4956
"3.644/146.08098",0.36185,-1.4665
"5.321/336.14979",2.7356,1.4518
"4.468/573.32188",2.7275,1.4476
"3.678/192.10852",0.36934,-1.437
"3.668/143.11663",0.37265,-1.4241
"4.352/296.02462",0.37689,-1.4078
"0.669/147.09051",2.6332,1.3968
"5.448/216.20789",0.38092,-1.3924
"3.672/189.12368",0.38401,-1.3808
"5.568/595.24476",2.5906,1.3733
"3.672/126.08975",0.38758,-1.3674
"1.101/467.27489",0.39014,-1.3579
"0.509/419.79466",2.5611,1.3568
"3.660/139.91305",0.39292,-1.3477
"5.568/459.28787",2.5336,1.3412
"5.293/485.15474",0.39486,-1.3406
"0.510/400.81354",2.5286,1.3384
"0.510/800.62669",2.5157,1.331
"1.102/220.12039",2.5058,1.3253
"5.861/230.63688",0.40102,-1.3183
"1.273/658.25252",2.4825,1.3118
"1.339/124.07452",2.4779,1.3091
"1.102/429.31706",0.40823,-1.2925
"0.696/365.16769",0.4085,-1.2916
"0.694/308.98165",2.4392,1.2864
"0.669/474.30602",0.41312,-1.2754
"1.960/305.97660",0.41662,-1.2632
"0.694/340.13427",2.3941,1.2595
"0.563/405.23398",0.42756,-1.2258
"4.760/355.08997",2.3331,1.2223
"5.376/508.01529",2.328,1.2191
"0.527/496.43315",0.43229,-1.2099
"5.752/201.63329",0.43453,-1.2025
"0.807/124.07393",2.3008,1.2022
"3.667/236.15162",0.43808,-1.1907
"2.680/352.25221",2.2668,1.1807
"0.694/227.03206",2.2654,1.1798
"5.115/615.28978",2.2582,1.1752
"4.413/362.10918",0.44639,-1.1636
"0.512/720.53931",0.4466,-1.163
"3.685/287.97457",2.2316,1.1581
"2.260/501.12070",2.2136,1.1464
"3.660/151.04131",0.45214,-1.1451
"0.694/271.02412",2.2099,1.144
"1.994/268.01764",0.45549,-1.1345
