"","Fold Change","log2(FC)"
"6.007/429.19286",0.00032399,-11.592
"1.287/519.02265",0.0010896,-9.8421
"1.269/270.01594",0.0040282,-7.9556
"1.285/391.93985",0.0044817,-7.8017
"1.292/143.02599",0.0048073,-7.7006
"0.760/193.03763",187.44,7.5503
"4.481/349.97607",0.0054137,-7.5292
"1.502/268.01921",0.0070201,-7.1543
"1.289/305.97504",0.0070272,-7.1528
"1.321/389.94112",0.0073922,-7.0798
"5.402/442.97357",128.01,7.0002
"1.494/389.94134",0.0082687,-6.9181
"5.293/485.15474",0.0086414,-6.8545
"1.277/379.91076",0.012274,-6.3482
"3.683/304.12032",71.923,6.1684
"3.680/274.10888",63.742,5.9942
"0.760/446.27135",0.016723,-5.902
"1.287/509.09662",0.016769,-5.8981
"0.629/608.40473",0.017773,-5.8142
"5.043/627.34693",54.27,5.7621
"3.674/290.06889",51.533,5.6874
"1.023/352.13229",46.872,5.5507
"0.590/593.29480",44.504,5.4759
"0.619/520.37651",40.732,5.3481
"0.752/490.30020",0.02517,-5.3122
"0.510/704.56036",38.703,5.2744
"0.694/395.70561",0.026154,-5.2568
"0.685/417.71968",0.027327,-5.1935
"0.752/511.23064",0.027462,-5.1864
"4.560/733.29565",0.027696,-5.1742
"1.477/230.06208",0.028627,-5.1265
"1.304/268.02050",0.030092,-5.0545
"0.635/589.26241",32.55,5.0246
"0.627/359.26556",31.939,4.9973
"1.295/230.06198",0.034047,-4.8763
"0.594/826.56856",29.19,4.8674
"0.602/774.53018",28.935,4.8547
"0.597/802.57113",28.802,4.8481
"4.621/341.22583",0.03513,-4.8312
"0.740/168.10359",0.036374,-4.781
"0.535/700.95858",26.633,4.7352
"0.534/641.43873",26.291,4.7165
"0.602/778.56574",25.907,4.6953
"0.644/559.45172",25.368,4.665
"0.669/439.73290",0.03971,-4.6543
"0.644/583.29371",0.04046,-4.6274
"2.357/132.09969",0.040632,-4.6212
"0.762/488.28339",0.041218,-4.6006
"5.302/383.22537",0.041315,-4.5972
"0.644/759.47142",23.812,4.5736
"0.635/311.26303",22.978,4.5222
"2.368/252.12830",0.043641,-4.5182
"0.510/756.60573",22.785,4.51
"4.358/183.16083",0.043935,-4.5085
"0.635/786.54473",22.72,4.5059
"4.456/328.17251",0.044824,-4.4796
"0.638/761.48837",22.039,4.462
"0.535/581.41767",21.966,4.4572
"1.994/143.02633",0.045882,-4.4459
"0.635/267.21375",21.606,4.4334
"0.719/414.28038",0.047095,-4.4083
"0.643/625.20223",21.219,4.4073
"4.774/714.31671",21.145,4.4022
"0.622/558.33496",21.138,4.4018
"4.494/515.18631",20.901,4.3855
"0.644/757.45188",20.782,4.3772
"0.760/467.20170",0.048147,-4.3764
"0.510/780.59939",20.525,4.3593
"1.277/574.99336",0.049105,-4.348
"3.648/100.07335",0.049927,-4.324
"0.504/830.62403",19.938,4.3174
"0.577/636.06407",0.050358,-4.3116
"0.618/206.16594",19.508,4.286
"4.544/348.17784",0.052553,-4.2501
"1.077/625.20166",18.96,4.2449
"0.760/72.04171",18.877,4.2386
"0.510/782.62235",18.772,4.2305
"0.594/864.52662",18.72,4.2265
"3.677/221.99404",18.645,4.2207
"5.327/537.11286",0.054103,-4.2081
"0.610/724.51143",18.079,4.1763
"0.603/814.51348",17.983,4.1685
"5.206/359.25698",0.055811,-4.1633
"1.149/246.20874",17.821,4.1555
"0.585/669.20562",17.809,4.1545
"0.535/563.40498",17.479,4.1276
"0.633/591.45847",17.43,4.1235
"4.751/327.20884",0.057837,-4.1119
"1.285/381.90812",0.058334,-4.0995
"0.636/627.21634",17.077,4.0939
"0.535/659.44957",16.614,4.0543
"0.728/641.30305",0.061475,-4.0239
"0.537/500.39219",0.062777,-3.9936
"0.744/576.34168",0.062913,-3.9905
"1.277/307.97489",0.063514,-3.9768
"3.670/214.06564",0.064022,-3.9653
"0.729/620.36756",0.064403,-3.9567
"3.676/156.04205",15.175,3.9236
"0.759/279.19518",0.067297,-3.8933
"5.543/303.21966",0.069799,-3.8406
"0.510/424.81752",14.228,3.8307
"4.546/366.18866",0.071276,-3.8104
"1.289/573.00013",0.071861,-3.7986
"0.702/182.12958",0.071991,-3.796
"0.508/818.55735",13.826,3.7893
"4.722/275.17453",0.073118,-3.7736
"5.363/303.21662",0.073434,-3.7674
"3.678/158.03948",13.385,3.7425
"0.777/379.14557",0.074743,-3.7419
"4.896/474.25343",0.074881,-3.7393
"4.548/335.52028",0.075143,-3.7342
"0.710/605.80713",0.075712,-3.7233
"3.660/315.60949",0.07598,-3.7182
"1.455/165.10184",13.141,3.716
"0.744/597.27213",0.077552,-3.6887
"4.640/446.18956",12.852,3.6839
"0.588/690.15057",12.841,3.6827
"4.677/423.21090",0.079275,-3.657
"0.503/868.58285",12.505,3.6444
"4.360/395.10112",0.08007,-3.6426
"0.535/698.41583",12.369,3.6287
"6.008/430.19986",0.081104,-3.6241
"0.760/281.16392",0.081293,-3.6207
"0.602/424.98495",0.082493,-3.5996
"0.760/326.22376",0.082645,-3.5969
"0.669/645.26350",12.076,3.5941
"0.506/842.56727",12.073,3.5937
"3.677/216.08263",0.08379,-3.5771
"0.761/263.15156",0.084696,-3.5616
"3.666/116.06895",0.08518,-3.5533
"5.860/558.24633",0.08529,-3.5515
"0.727/562.86336",0.086206,-3.5361
"5.373/317.23474",0.086617,-3.5292
"0.628/629.32909",0.087251,-3.5187
"5.068/541.29116",0.089132,-3.4879
"2.169/805.26052",11.204,3.4859
"4.636/447.19185",11.192,3.4843
"0.719/387.25075",0.089442,-3.4829
"3.677/132.01890",11.071,3.4687
"5.586/331.22645",0.090708,-3.4626
"4.307/242.05606",0.091849,-3.4446
"5.345/337.17684",10.871,3.4424
"5.036/250.09600",0.092235,-3.4385
"0.596/334.23578",0.092682,-3.4316
"0.510/792.54802",10.762,3.4279
"3.683/268.02270",10.726,3.4231
"5.391/529.98448",10.652,3.413
"1.795/190.10775",10.559,3.4004
"0.778/215.14020",10.557,3.4001
"0.719/114.09004",0.095353,-3.3906
"0.578/345.15415",0.095569,-3.3873
"4.771/338.08137",10.447,3.385
"4.437/144.14763",0.096087,-3.3795
"1.535/203.13995",0.096134,-3.3788
"1.492/212.10459",0.096476,-3.3737
"3.677/259.99447",10.282,3.3621
"0.637/585.30489",0.098126,-3.3492
"4.438/127.12151",0.098445,-3.3445
"5.587/467.18217",0.098522,-3.3434
"5.587/166.11380",0.099607,-3.3276
"4.827/733.29209",10.027,3.3259
"6.014/166.11307",0.10099,-3.3077
"1.051/285.01650",0.10103,-3.3071
"0.635/564.37561",0.10161,-3.2989
"0.693/413.24681",0.10167,-3.2981
"0.744/401.10750",0.10174,-3.297
"4.785/252.08436",9.807,3.2938
"1.472/260.11038",9.796,3.2922
"3.668/256.08729",0.10297,-3.2797
"0.642/587.24541",9.6931,3.277
"0.759/533.31626",0.10325,-3.2757
"2.233/376.13980",9.5884,3.2613
"6.168/289.20028",0.10457,-3.2574
"3.665/206.10388",0.10585,-3.2399
"4.646/336.17850",0.10618,-3.2354
"5.656/562.83249",0.10647,-3.2314
"1.934/212.10305",0.10672,-3.228
"0.644/520.34733",0.10694,-3.2252
"2.369/337.24015",9.3462,3.2244
"0.739/567.02479",0.10721,-3.2215
"4.915/401.20502",0.10772,-3.2147
"0.682/132.10030",9.2398,3.2079
"5.124/220.16711",0.10833,-3.2065
"0.772/421.15385",0.10852,-3.204
"0.719/113.74036",0.1087,-3.2016
"0.585/387.22353",9.1852,3.1993
"0.744/342.22061",0.11077,-3.1744
"4.285/173.02090",0.1116,-3.1636
"4.381/270.17295",0.11223,-3.1555
"1.118/466.17964",0.11277,-3.1485
"1.155/190.10801",8.849,3.1455
"1.285/373.96668",0.11313,-3.1439
"5.285/475.12571",0.11336,-3.141
"3.677/176.01090",8.785,3.135
"0.632/609.46870",8.763,3.1314
"0.652/144.06384",0.11456,-3.1258
"4.996/262.15320",0.11457,-3.1257
"5.255/157.10781",0.11629,-3.1042
"4.666/254.13704",0.1163,-3.1041
"5.006/327.21269",0.11639,-3.1029
"0.742/393.16899",0.11729,-3.0919
"0.694/458.30751",0.11737,-3.0908
"0.852/344.26070",8.4802,3.0841
"0.644/541.27828",0.11822,-3.0805
"5.368/232.20460",0.1183,-3.0795
"0.626/652.43152",0.1201,-3.0577
"0.634/307.23194",8.2247,3.04
"0.798/181.10833",8.2231,3.0397
"4.549/375.28443",0.12187,-3.0366
"1.273/493.12417",0.12223,-3.0323
"2.903/297.08737",8.0615,3.011
"2.602/353.25322",8.0073,3.0013
"4.923/396.19978",0.12525,-2.9972
"2.910/191.14927",0.12553,-2.9939
"1.117/428.22175",0.12553,-2.9939
"4.810/379.06380",0.12561,-2.993
"0.924/286.11016",0.12729,-2.9738
"4.662/290.18601",0.12739,-2.9727
"2.915/152.07027",7.7977,2.963
"0.769/135.09000",7.7705,2.958
"0.735/593.21638",0.13006,-2.9428
"2.364/361.18063",7.6558,2.9365
"4.772/396.20070",0.1316,-2.9258
"3.657/269.11416",0.13164,-2.9254
"4.898/284.13749",0.13174,-2.9242
"5.177/225.16513",0.1322,-2.9192
"4.332/326.18492",7.5346,2.9135
"1.126/453.26051",7.5338,2.9134
"0.630/610.47221",7.4924,2.9054
"3.681/257.99636",7.4687,2.9009
"4.666/234.07436",7.375,2.8826
"3.641/60.05345",7.2322,2.8544
"0.652/476.31954",0.13829,-2.8542
"2.955/102.08948",7.1727,2.8425
"1.068/141.06447",0.13981,-2.8385
"1.664/206.13905",7.1154,2.8309
"5.861/230.63688",0.14202,-2.8158
"4.417/320.14475",0.14228,-2.8132
"4.414/289.21108",0.14237,-2.8123
"0.619/425.14776",7.0214,2.8118
"1.160/210.12547",6.9828,2.8038
"1.277/521.02286",0.14345,-2.8014
"1.960/305.97660",0.14386,-2.7973
"0.708/180.15772",6.9084,2.7883
"0.685/221.16687",0.14493,-2.7866
"1.123/160.10622",0.14727,-2.7635
"5.943/428.04682",0.14746,-2.7617
"1.101/258.07708",6.7805,2.7614
"0.619/432.24946",6.774,2.76
"4.424/342.17075",0.14785,-2.7578
"4.645/272.17541",0.14808,-2.7556
"0.652/138.12692",6.723,2.7491
"0.510/406.78620",6.7216,2.7488
"4.690/188.17623",0.14889,-2.7476
"0.507/804.60916",6.7036,2.7449
"4.313/124.99820",0.1495,-2.7418
"0.587/265.14715",0.14993,-2.7376
"0.653/497.24772",0.15031,-2.734
"0.562/191.15138",6.6048,2.7235
"5.061/440.23663",0.15204,-2.7175
"0.710/152.06980",6.5557,2.7127
"0.633/809.49067",6.523,2.7055
"4.789/201.12379",0.15366,-2.7022
"0.802/237.13617",0.15378,-2.701
"3.657/268.10845",0.15393,-2.6996
"4.675/262.14338",0.15543,-2.6857
"4.300/316.11984",6.4145,2.6813
"1.101/671.29339",6.3512,2.667
"3.671/265.11646",0.15804,-2.6616
"4.600/503.14960",6.2734,2.6492
"2.339/184.09459",6.2535,2.6447
"2.387/102.09030",6.2278,2.6387
"4.643/337.08644",6.221,2.6372
"2.210/564.25175",6.1671,2.6246
"4.426/236.15176",6.1381,2.6178
"0.633/788.55933",6.1242,2.6145
"6.170/294.17804",6.0993,2.6086
"1.176/198.07758",6.0814,2.6044
"1.454/176.12805",6.0798,2.604
"4.727/423.09473",6.0485,2.5966
"0.635/607.45379",6.0306,2.5923
"1.341/210.12496",6.0087,2.587
