"","Fold Change","log2(FC)"
"1.169/650.21429",0.0042027,-7.8945
"3.260/699.31395",0.0045852,-7.7688
"0.813/392.12792",0.0057446,-7.4436
"0.812/393.13077",0.0082224,-6.9262
"2.792/143.02683",0.010282,-6.6037
"2.789/230.05938",0.013116,-6.2525
"2.788/232.05554",0.013299,-6.2326
"2.762/559.31019",0.013316,-6.2307
"2.716/1074.01187",0.018248,-5.7761
"3.257/661.35822",0.020041,-5.6409
"2.789/447.18009",0.022913,-5.4477
"0.810/608.07692",0.024802,-5.3334
"1.085/627.58496",0.025742,-5.2797
"2.757/552.81160",34.448,5.1064
"2.677/248.59331",0.029774,-5.0698
"3.110/658.35786",0.030869,-5.0177
"1.141/739.09826",0.031843,-4.9729
"2.943/842.42710",0.032248,-4.9546
"0.760/229.98149",0.033653,-4.8931
"2.780/1047.47838",0.033826,-4.8857
"0.928/406.14424",0.034689,-4.8494
"3.014/656.39679",0.034819,-4.844
"5.313/760.50132",28.106,4.8128
"3.034/491.25188",0.036368,-4.7812
"2.805/599.98373",26.301,4.717
"1.085/626.00391",0.038872,-4.6851
"2.810/541.80034",0.039647,-4.6566
"2.985/642.38344",0.039679,-4.6555
"3.218/530.77088",0.040197,-4.6368
"1.088/479.54408",0.040201,-4.6366
"2.789/759.70992",24.293,4.6025
"2.777/700.15165",0.041185,-4.6017
"2.777/1109.87587",0.042194,-4.5668
"1.119/836.18287",0.043812,-4.5125
"2.868/425.46793",0.043818,-4.5123
"2.948/551.81992",0.044048,-4.5048
"3.013/328.70287",0.044368,-4.4943
"2.756/315.60413",0.044537,-4.4888
"2.962/803.41633",22.193,4.472
"2.783/865.65622",22.105,4.4663
"3.068/557.27492",0.045264,-4.4655
"3.199/655.34668",0.045757,-4.4499
"3.197/633.36531",0.046268,-4.4338
"3.209/486.33067",0.046574,-4.4243
"3.322/835.53052",0.048607,-4.3627
"3.093/495.22269",0.04873,-4.359
"1.085/681.97323",0.049437,-4.3383
"3.277/689.78536",0.049803,-4.3276
"2.777/1165.25045",0.050196,-4.3163
"2.946/421.71627",0.050943,-4.295
"2.691/334.52274",19.582,4.2915
"2.709/336.70738",0.051706,-4.2735
"2.877/688.32500",19.314,4.2716
"2.774/1083.67424",19.103,4.2558
"1.306/269.56779",0.052582,-4.2493
"0.855/385.13055",0.052816,-4.2429
"2.773/699.55152",0.052905,-4.2404
"3.043/805.45026",0.053647,-4.2204
"3.144/903.50081",0.053743,-4.2178
"2.900/630.34670",18.312,4.1947
"3.137/747.32240",0.054776,-4.1903
"2.705/335.51403",0.055271,-4.1773
"2.747/618.34557",17.996,4.1696
"3.152/629.77423",0.055748,-4.1649
"2.802/436.74582",0.056578,-4.1436
"3.134/893.39495",0.056681,-4.141
"1.193/125.10672",0.05673,-4.1398
"3.145/925.48115",0.05676,-4.139
"3.250/685.35699",17.602,4.1376
"2.843/644.62417",0.05747,-4.1211
"3.071/556.60061",0.058238,-4.1019
"3.110/930.36336",0.058278,-4.1009
"3.160/319.66361",16.892,4.0783
"3.164/1051.53489",16.855,4.0751
"0.844/339.09076",0.059441,-4.0724
"1.069/465.98907",0.0599,-4.0613
"2.887/731.39781",16.687,4.0607
"0.764/223.97142",0.05997,-4.0596
"3.316/702.85079",0.060261,-4.0526
"1.302/486.11621",0.060804,-4.0397
"0.760/261.92997",0.06092,-4.037
"2.737/497.08450",16.414,4.0368
"3.134/865.39698",0.060978,-4.0356
"2.736/565.78943",16.078,4.007
"3.293/659.22191",0.062551,-3.9988
"1.102/469.08959",15.985,3.9986
"2.841/949.78267",0.062679,-3.9959
"2.814/350.72109",0.063342,-3.9807
"2.944/864.40940",0.063362,-3.9802
"3.110/892.40927",0.06348,-3.9775
"3.244/584.30863",15.752,3.9774
"2.772/699.74798",0.064589,-3.9526
"2.741/900.49513",0.065344,-3.9358
"2.960/771.42762",0.065556,-3.9311
"2.825/555.77543",0.065694,-3.9281
"2.989/445.26709",0.066227,-3.9164
"1.099/363.54003",0.066253,-3.9159
"2.832/823.91348",0.066581,-3.9087
"3.271/541.26702",15.013,3.9081
"2.846/463.72220",0.066904,-3.9018
"0.764/208.97178",0.067279,-3.8937
"3.185/567.35017",0.067386,-3.8914
"2.834/558.24249",14.758,3.8834
"0.760/422.96184",0.068128,-3.8756
"3.127/946.00384",14.577,3.8656
"2.830/559.30897",0.068656,-3.8645
"2.824/914.44887",14.351,3.843
"2.985/321.69551",0.070256,-3.8312
"2.793/1151.04330",14.213,3.8291
"2.799/516.30338",14.211,3.829
"1.189/570.15385",0.070444,-3.8274
"3.110/696.31347",0.070441,-3.8274
"2.868/566.95060",0.070453,-3.8272
"2.794/863.53252",14.155,3.8233
"3.172/569.78661",14.133,3.821
"3.191/641.28004",0.070777,-3.8206
"0.866/452.01162",0.070823,-3.8196
"0.910/720.44070",14.078,3.8154
"1.093/782.04333",0.071072,-3.8146
"0.766/377.03157",0.07116,-3.8128
"1.183/811.25331",0.071353,-3.8089
"3.157/656.33238",13.996,3.8069
"2.914/693.32114",0.071833,-3.7992
"0.766/385.00629",0.071948,-3.7969
"0.919/557.28801",0.071976,-3.7963
"3.252/707.33616",13.893,3.7963
"3.134/931.34821",0.072149,-3.7929
"2.856/761.88261",13.851,3.7919
"2.794/750.31823",0.072366,-3.7885
"2.750/461.57747",0.07259,-3.7841
"2.760/402.55949",13.765,3.783
"2.724/664.31523",13.708,3.7769
"2.904/315.67690",13.658,3.7717
"2.680/336.16655",0.073333,-3.7694
"2.841/950.11582",0.073509,-3.7659
"2.894/682.35231",13.536,3.7588
"2.860/517.77797",0.073877,-3.7587
"1.094/766.06480",0.073911,-3.7581
"1.419/281.02544",0.074355,-3.7494
"1.090/659.98586",0.074409,-3.7484
"2.841/950.45067",0.074521,-3.7462
"2.995/1231.28511",0.074552,-3.7456
"2.712/902.32792",0.074615,-3.7444
"3.042/401.27693",13.379,3.7419
"0.769/400.97833",0.074943,-3.7381
"2.790/926.72281",13.328,3.7364
"0.858/751.17316",0.075044,-3.7361
"1.803/358.12647",0.075243,-3.7323
"2.803/1029.46889",0.075276,-3.7317
"2.800/756.16332",0.075357,-3.7301
"2.787/811.38769",13.257,3.7287
"3.154/429.30827",0.075596,-3.7255
"3.110/465.68290",0.075635,-3.7248
"2.862/404.53806",13.213,3.7239
"0.981/679.05015",0.075681,-3.7239
"2.910/559.59418",0.075691,-3.7237
