Metabolite Clone1 Clone2 log2FC plotContrast
2.444/448.18278 AC9.1 E30 0.062112 "AC9.1 vs E30"
2.444/448.18278 AC9.2 E30 0.16381 "AC9.2 vs E30"
2.444/448.18278 AC9.3 E30 0.49701 "AC9.3 vs E30"
2.444/448.18278 AC9.1 AC9.3 -0.4349 "AC9.1 vs AC9.3"
2.444/448.18278 AC9.2 AC9.3 -0.3332 "AC9.2 vs AC9.3"
2.444/448.18278 AC9.1 AC9.2 -0.1017 "AC9.1 vs AC9.2"
2.144/448.23620 AC9.1 E30 0.80028 "AC9.1 vs E30"
2.144/448.23620 AC9.2 E30 -0.1714 "AC9.2 vs E30"
2.144/448.23620 AC9.3 E30 1.6763 "AC9.3 vs E30"
2.144/448.23620 AC9.1 AC9.3 -0.876 "AC9.1 vs AC9.3"
2.144/448.23620 AC9.2 AC9.3 -1.8477 "AC9.2 vs AC9.3"
2.144/448.23620 AC9.1 AC9.2 0.97168 "AC9.1 vs AC9.2"
0.744/449.10302 AC9.1 E30 -0.023051 "AC9.1 vs E30"
0.744/449.10302 AC9.2 E30 -0.18569 "AC9.2 vs E30"
0.744/449.10302 AC9.3 E30 -0.1826 "AC9.3 vs E30"
0.744/449.10302 AC9.1 AC9.3 0.15955 "AC9.1 vs AC9.3"
0.744/449.10302 AC9.2 AC9.3 -0.0030932 "AC9.2 vs AC9.3"
0.744/449.10302 AC9.1 AC9.2 0.16264 "AC9.1 vs AC9.2"
1.241/449.10497 AC9.1 E30 0.62851 "AC9.1 vs E30"
1.241/449.10497 AC9.2 E30 0.41453 "AC9.2 vs E30"
1.241/449.10497 AC9.3 E30 -0.24569 "AC9.3 vs E30"
1.241/449.10497 AC9.1 AC9.3 0.8742 "AC9.1 vs AC9.3"
1.241/449.10497 AC9.2 AC9.3 0.66022 "AC9.2 vs AC9.3"
1.241/449.10497 AC9.1 AC9.2 0.21398 "AC9.1 vs AC9.2"
2.135/449.20654 AC9.1 E30 -0.18949 "AC9.1 vs E30"
2.135/449.20654 AC9.2 E30 0.81713 "AC9.2 vs E30"
2.135/449.20654 AC9.3 E30 0.92754 "AC9.3 vs E30"
2.135/449.20654 AC9.1 AC9.3 -1.117 "AC9.1 vs AC9.3"
2.135/449.20654 AC9.2 AC9.3 -0.11041 "AC9.2 vs AC9.3"
2.135/449.20654 AC9.1 AC9.2 -1.0066 "AC9.1 vs AC9.2"
2.410/449.25310 AC9.1 E30 1.448 "AC9.1 vs E30"
2.410/449.25310 AC9.2 E30 2.0814 "AC9.2 vs E30"
2.410/449.25310 AC9.3 E30 1.9476 "AC9.3 vs E30"
2.410/449.25310 AC9.1 AC9.3 -0.49957 "AC9.1 vs AC9.3"
2.410/449.25310 AC9.2 AC9.3 0.13388 "AC9.2 vs AC9.3"
2.410/449.25310 AC9.1 AC9.2 -0.63344 "AC9.1 vs AC9.2"
0.672/450.04005 AC9.1 E30 -0.11647 "AC9.1 vs E30"
0.672/450.04005 AC9.2 E30 -0.091361 "AC9.2 vs E30"
0.672/450.04005 AC9.3 E30 -0.062758 "AC9.3 vs E30"
0.672/450.04005 AC9.1 AC9.3 -0.053715 "AC9.1 vs AC9.3"
0.672/450.04005 AC9.2 AC9.3 -0.028603 "AC9.2 vs AC9.3"
0.672/450.04005 AC9.1 AC9.2 -0.025112 "AC9.1 vs AC9.2"
1.100/450.09212 AC9.1 E30 -0.014405 "AC9.1 vs E30"
1.100/450.09212 AC9.2 E30 -0.62338 "AC9.2 vs E30"
1.100/450.09212 AC9.3 E30 -0.37252 "AC9.3 vs E30"
1.100/450.09212 AC9.1 AC9.3 0.35811 "AC9.1 vs AC9.3"
1.100/450.09212 AC9.2 AC9.3 -0.25086 "AC9.2 vs AC9.3"
1.100/450.09212 AC9.1 AC9.2 0.60898 "AC9.1 vs AC9.2"
1.230/450.09312 AC9.1 E30 0.20869 "AC9.1 vs E30"
1.230/450.09312 AC9.2 E30 -1.7148 "AC9.2 vs E30"
1.230/450.09312 AC9.3 E30 0.36292 "AC9.3 vs E30"
1.230/450.09312 AC9.1 AC9.3 -0.15423 "AC9.1 vs AC9.3"
1.230/450.09312 AC9.2 AC9.3 -2.0778 "AC9.2 vs AC9.3"
1.230/450.09312 AC9.1 AC9.2 1.9235 "AC9.1 vs AC9.2"
0.684/450.09315 AC9.1 E30 -0.69692 "AC9.1 vs E30"
0.684/450.09315 AC9.2 E30 -0.78378 "AC9.2 vs E30"
0.684/450.09315 AC9.3 E30 -1.0723 "AC9.3 vs E30"
0.684/450.09315 AC9.1 AC9.3 0.37541 "AC9.1 vs AC9.3"
0.684/450.09315 AC9.2 AC9.3 0.28855 "AC9.2 vs AC9.3"
0.684/450.09315 AC9.1 AC9.2 0.086861 "AC9.1 vs AC9.2"
2.114/450.10257 AC9.1 E30 -1.2235 "AC9.1 vs E30"
2.114/450.10257 AC9.2 E30 -1.9075 "AC9.2 vs E30"
2.114/450.10257 AC9.3 E30 0.59575 "AC9.3 vs E30"
2.114/450.10257 AC9.1 AC9.3 -1.8193 "AC9.1 vs AC9.3"
2.114/450.10257 AC9.2 AC9.3 -2.5032 "AC9.2 vs AC9.3"
2.114/450.10257 AC9.1 AC9.2 0.68395 "AC9.1 vs AC9.2"
0.602/450.17540 AC9.1 E30 -2.2266 "AC9.1 vs E30"
0.602/450.17540 AC9.2 E30 -2.6728 "AC9.2 vs E30"
0.602/450.17540 AC9.3 E30 -2.2899 "AC9.3 vs E30"
0.602/450.17540 AC9.1 AC9.3 0.063262 "AC9.1 vs AC9.3"
0.602/450.17540 AC9.2 AC9.3 -0.38292 "AC9.2 vs AC9.3"
0.602/450.17540 AC9.1 AC9.2 0.44618 "AC9.1 vs AC9.2"
2.153/450.19806 AC9.1 E30 0.06061 "AC9.1 vs E30"
2.153/450.19806 AC9.2 E30 0.93679 "AC9.2 vs E30"
2.153/450.19806 AC9.3 E30 0.40003 "AC9.3 vs E30"
2.153/450.19806 AC9.1 AC9.3 -0.33942 "AC9.1 vs AC9.3"
2.153/450.19806 AC9.2 AC9.3 0.53676 "AC9.2 vs AC9.3"
2.153/450.19806 AC9.1 AC9.2 -0.87618 "AC9.1 vs AC9.2"
0.569/451.01892 AC9.1 E30 -0.027691 "AC9.1 vs E30"
0.569/451.01892 AC9.2 E30 0.29793 "AC9.2 vs E30"
0.569/451.01892 AC9.3 E30 1.1663 "AC9.3 vs E30"
0.569/451.01892 AC9.1 AC9.3 -1.194 "AC9.1 vs AC9.3"
0.569/451.01892 AC9.2 AC9.3 -0.86837 "AC9.2 vs AC9.3"
0.569/451.01892 AC9.1 AC9.2 -0.32562 "AC9.1 vs AC9.2"
1.224/451.08888 AC9.1 E30 0.063782 "AC9.1 vs E30"
1.224/451.08888 AC9.2 E30 -1.5804 "AC9.2 vs E30"
1.224/451.08888 AC9.3 E30 0.48216 "AC9.3 vs E30"
1.224/451.08888 AC9.1 AC9.3 -0.41838 "AC9.1 vs AC9.3"
1.224/451.08888 AC9.2 AC9.3 -2.0626 "AC9.2 vs AC9.3"
1.224/451.08888 AC9.1 AC9.2 1.6442 "AC9.1 vs AC9.2"
0.682/451.08915 AC9.1 E30 -0.7763 "AC9.1 vs E30"
0.682/451.08915 AC9.2 E30 -0.85127 "AC9.2 vs E30"
0.682/451.08915 AC9.3 E30 -1.2004 "AC9.3 vs E30"
0.682/451.08915 AC9.1 AC9.3 0.42412 "AC9.1 vs AC9.3"
0.682/451.08915 AC9.2 AC9.3 0.34915 "AC9.2 vs AC9.3"
0.682/451.08915 AC9.1 AC9.2 0.074971 "AC9.1 vs AC9.2"
1.103/451.09006 AC9.1 E30 0.02354 "AC9.1 vs E30"
1.103/451.09006 AC9.2 E30 -0.68873 "AC9.2 vs E30"
1.103/451.09006 AC9.3 E30 -0.4849 "AC9.3 vs E30"
1.103/451.09006 AC9.1 AC9.3 0.50844 "AC9.1 vs AC9.3"
1.103/451.09006 AC9.2 AC9.3 -0.20382 "AC9.2 vs AC9.3"
1.103/451.09006 AC9.1 AC9.2 0.71227 "AC9.1 vs AC9.2"
0.905/451.09089 AC9.1 E30 -0.15873 "AC9.1 vs E30"
0.905/451.09089 AC9.2 E30 -0.89906 "AC9.2 vs E30"
0.905/451.09089 AC9.3 E30 -0.35184 "AC9.3 vs E30"
0.905/451.09089 AC9.1 AC9.3 0.19311 "AC9.1 vs AC9.3"
0.905/451.09089 AC9.2 AC9.3 -0.54722 "AC9.2 vs AC9.3"
0.905/451.09089 AC9.1 AC9.2 0.74032 "AC9.1 vs AC9.2"
0.577/451.12324 AC9.1 E30 -0.13512 "AC9.1 vs E30"
0.577/451.12324 AC9.2 E30 -0.12901 "AC9.2 vs E30"
0.577/451.12324 AC9.3 E30 0.20847 "AC9.3 vs E30"
0.577/451.12324 AC9.1 AC9.3 -0.34359 "AC9.1 vs AC9.3"
0.577/451.12324 AC9.2 AC9.3 -0.33748 "AC9.2 vs AC9.3"
0.577/451.12324 AC9.1 AC9.2 -0.0061059 "AC9.1 vs AC9.2"
0.774/452.21578 AC9.1 E30 -0.17131 "AC9.1 vs E30"
0.774/452.21578 AC9.2 E30 -0.21635 "AC9.2 vs E30"
0.774/452.21578 AC9.3 E30 0.68826 "AC9.3 vs E30"
0.774/452.21578 AC9.1 AC9.3 -0.85956 "AC9.1 vs AC9.3"
0.774/452.21578 AC9.2 AC9.3 -0.9046 "AC9.2 vs AC9.3"
0.774/452.21578 AC9.1 AC9.2 0.04504 "AC9.1 vs AC9.2"
0.579/453.11642 AC9.1 E30 -0.6564 "AC9.1 vs E30"
0.579/453.11642 AC9.2 E30 -0.65021 "AC9.2 vs E30"
0.579/453.11642 AC9.3 E30 -0.07398 "AC9.3 vs E30"
0.579/453.11642 AC9.1 AC9.3 -0.58242 "AC9.1 vs AC9.3"
0.579/453.11642 AC9.2 AC9.3 -0.57623 "AC9.2 vs AC9.3"
0.579/453.11642 AC9.1 AC9.2 -0.0061888 "AC9.1 vs AC9.2"
0.583/454.08833 AC9.1 E30 -0.88108 "AC9.1 vs E30"
0.583/454.08833 AC9.2 E30 -0.43822 "AC9.2 vs E30"
0.583/454.08833 AC9.3 E30 -1.4385 "AC9.3 vs E30"
0.583/454.08833 AC9.1 AC9.3 0.5574 "AC9.1 vs AC9.3"
0.583/454.08833 AC9.2 AC9.3 1.0003 "AC9.2 vs AC9.3"
0.583/454.08833 AC9.1 AC9.2 -0.44286 "AC9.1 vs AC9.2"
0.577/454.20070 AC9.1 E30 0.87957 "AC9.1 vs E30"
0.577/454.20070 AC9.2 E30 1.4597 "AC9.2 vs E30"
0.577/454.20070 AC9.3 E30 1.3792 "AC9.3 vs E30"
0.577/454.20070 AC9.1 AC9.3 -0.49963 "AC9.1 vs AC9.3"
0.577/454.20070 AC9.2 AC9.3 0.080487 "AC9.2 vs AC9.3"
0.577/454.20070 AC9.1 AC9.2 -0.58011 "AC9.1 vs AC9.2"
2.277/454.26519 AC9.1 E30 -1.4826 "AC9.1 vs E30"
2.277/454.26519 AC9.2 E30 -1.939 "AC9.2 vs E30"
2.277/454.26519 AC9.3 E30 0.48937 "AC9.3 vs E30"
2.277/454.26519 AC9.1 AC9.3 -1.972 "AC9.1 vs AC9.3"
2.277/454.26519 AC9.2 AC9.3 -2.4283 "AC9.2 vs AC9.3"
2.277/454.26519 AC9.1 AC9.2 0.45635 "AC9.1 vs AC9.2"
2.445/454.26596 AC9.1 E30 0.48298 "AC9.1 vs E30"
2.445/454.26596 AC9.2 E30 0.60087 "AC9.2 vs E30"
2.445/454.26596 AC9.3 E30 -0.39201 "AC9.3 vs E30"
2.445/454.26596 AC9.1 AC9.3 0.87499 "AC9.1 vs AC9.3"
2.445/454.26596 AC9.2 AC9.3 0.99287 "AC9.2 vs AC9.3"
2.445/454.26596 AC9.1 AC9.2 -0.11788 "AC9.1 vs AC9.2"
0.460/454.78030 AC9.1 E30 -1.1242 "AC9.1 vs E30"
0.460/454.78030 AC9.2 E30 -0.95171 "AC9.2 vs E30"
0.460/454.78030 AC9.3 E30 0.01618 "AC9.3 vs E30"
0.460/454.78030 AC9.1 AC9.3 -1.1403 "AC9.1 vs AC9.3"
0.460/454.78030 AC9.2 AC9.3 -0.96789 "AC9.2 vs AC9.3"
0.460/454.78030 AC9.1 AC9.2 -0.17246 "AC9.1 vs AC9.2"
2.300/455.02088 AC9.1 E30 -0.74749 "AC9.1 vs E30"
2.300/455.02088 AC9.2 E30 -0.67895 "AC9.2 vs E30"
2.300/455.02088 AC9.3 E30 -0.70175 "AC9.3 vs E30"
2.300/455.02088 AC9.1 AC9.3 -0.045747 "AC9.1 vs AC9.3"
2.300/455.02088 AC9.2 AC9.3 0.022794 "AC9.2 vs AC9.3"
2.300/455.02088 AC9.1 AC9.2 -0.068541 "AC9.1 vs AC9.2"
2.279/455.09751 AC9.1 E30 -0.16451 "AC9.1 vs E30"
2.279/455.09751 AC9.2 E30 -0.29921 "AC9.2 vs E30"
2.279/455.09751 AC9.3 E30 -0.32933 "AC9.3 vs E30"
2.279/455.09751 AC9.1 AC9.3 0.16483 "AC9.1 vs AC9.3"
2.279/455.09751 AC9.2 AC9.3 0.030127 "AC9.2 vs AC9.3"
2.279/455.09751 AC9.1 AC9.2 0.1347 "AC9.1 vs AC9.2"
0.591/455.10021 AC9.1 E30 -1.1459 "AC9.1 vs E30"
0.591/455.10021 AC9.2 E30 -1.0219 "AC9.2 vs E30"
0.591/455.10021 AC9.3 E30 0.34565 "AC9.3 vs E30"
0.591/455.10021 AC9.1 AC9.3 -1.4916 "AC9.1 vs AC9.3"
0.591/455.10021 AC9.2 AC9.3 -1.3675 "AC9.2 vs AC9.3"
0.591/455.10021 AC9.1 AC9.2 -0.12404 "AC9.1 vs AC9.2"
2.494/455.24882 AC9.1 E30 -0.27966 "AC9.1 vs E30"
2.494/455.24882 AC9.2 E30 -0.54848 "AC9.2 vs E30"
2.494/455.24882 AC9.3 E30 0.83185 "AC9.3 vs E30"
2.494/455.24882 AC9.1 AC9.3 -1.1115 "AC9.1 vs AC9.3"
2.494/455.24882 AC9.2 AC9.3 -1.3803 "AC9.2 vs AC9.3"
2.494/455.24882 AC9.1 AC9.2 0.26882 "AC9.1 vs AC9.2"
2.070/455.34270 AC9.1 E30 1.4456 "AC9.1 vs E30"
2.070/455.34270 AC9.2 E30 -0.57575 "AC9.2 vs E30"
2.070/455.34270 AC9.3 E30 1.6959 "AC9.3 vs E30"
2.070/455.34270 AC9.1 AC9.3 -0.25039 "AC9.1 vs AC9.3"
2.070/455.34270 AC9.2 AC9.3 -2.2717 "AC9.2 vs AC9.3"
2.070/455.34270 AC9.1 AC9.2 2.0213 "AC9.1 vs AC9.2"
0.570/456.17348 AC9.1 E30 -0.37236 "AC9.1 vs E30"
0.570/456.17348 AC9.2 E30 -0.75999 "AC9.2 vs E30"
0.570/456.17348 AC9.3 E30 0.29346 "AC9.3 vs E30"
0.570/456.17348 AC9.1 AC9.3 -0.66583 "AC9.1 vs AC9.3"
0.570/456.17348 AC9.2 AC9.3 -1.0534 "AC9.2 vs AC9.3"
0.570/456.17348 AC9.1 AC9.2 0.38762 "AC9.1 vs AC9.2"
2.192/456.17748 AC9.1 E30 1.1242 "AC9.1 vs E30"
2.192/456.17748 AC9.2 E30 0.95506 "AC9.2 vs E30"
2.192/456.17748 AC9.3 E30 0.70023 "AC9.3 vs E30"
2.192/456.17748 AC9.1 AC9.3 0.42395 "AC9.1 vs AC9.3"
2.192/456.17748 AC9.2 AC9.3 0.25483 "AC9.2 vs AC9.3"
2.192/456.17748 AC9.1 AC9.2 0.16912 "AC9.1 vs AC9.2"
2.187/456.20849 AC9.1 E30 0.22967 "AC9.1 vs E30"
2.187/456.20849 AC9.2 E30 2.1116 "AC9.2 vs E30"
2.187/456.20849 AC9.3 E30 -0.66687 "AC9.3 vs E30"
2.187/456.20849 AC9.1 AC9.3 0.89654 "AC9.1 vs AC9.3"
2.187/456.20849 AC9.2 AC9.3 2.7785 "AC9.2 vs AC9.3"
2.187/456.20849 AC9.1 AC9.2 -1.882 "AC9.1 vs AC9.2"
2.216/456.29000 AC9.1 E30 0.10369 "AC9.1 vs E30"
2.216/456.29000 AC9.2 E30 -0.55987 "AC9.2 vs E30"
2.216/456.29000 AC9.3 E30 0.70183 "AC9.3 vs E30"
2.216/456.29000 AC9.1 AC9.3 -0.59814 "AC9.1 vs AC9.3"
2.216/456.29000 AC9.2 AC9.3 -1.2617 "AC9.2 vs AC9.3"
2.216/456.29000 AC9.1 AC9.2 0.66356 "AC9.1 vs AC9.2"
0.460/457.00584 AC9.1 E30 0.74008 "AC9.1 vs E30"
0.460/457.00584 AC9.2 E30 1.1088 "AC9.2 vs E30"
0.460/457.00584 AC9.3 E30 0.72719 "AC9.3 vs E30"
0.460/457.00584 AC9.1 AC9.3 0.012893 "AC9.1 vs AC9.3"
0.460/457.00584 AC9.2 AC9.3 0.38159 "AC9.2 vs AC9.3"
0.460/457.00584 AC9.1 AC9.2 -0.36870000000000003 "AC9.1 vs AC9.2"
2.302/457.01731 AC9.1 E30 -1.3079 "AC9.1 vs E30"
2.302/457.01731 AC9.2 E30 -0.90063 "AC9.2 vs E30"
2.302/457.01731 AC9.3 E30 -1.1794 "AC9.3 vs E30"
2.302/457.01731 AC9.1 AC9.3 -0.12844 "AC9.1 vs AC9.3"
2.302/457.01731 AC9.2 AC9.3 0.27881 "AC9.2 vs AC9.3"
2.302/457.01731 AC9.1 AC9.2 -0.40726 "AC9.1 vs AC9.2"
2.102/457.04540 AC9.1 E30 -0.13244 "AC9.1 vs E30"
2.102/457.04540 AC9.2 E30 -0.67103 "AC9.2 vs E30"
2.102/457.04540 AC9.3 E30 -0.52191 "AC9.3 vs E30"
2.102/457.04540 AC9.1 AC9.3 0.38946 "AC9.1 vs AC9.3"
2.102/457.04540 AC9.2 AC9.3 -0.14912 "AC9.2 vs AC9.3"
2.102/457.04540 AC9.1 AC9.2 0.53859 "AC9.1 vs AC9.2"
2.134/457.15798 AC9.1 E30 -0.064202 "AC9.1 vs E30"
2.134/457.15798 AC9.2 E30 -0.19127 "AC9.2 vs E30"
2.134/457.15798 AC9.3 E30 -0.68143 "AC9.3 vs E30"
2.134/457.15798 AC9.1 AC9.3 0.61723 "AC9.1 vs AC9.3"
2.134/457.15798 AC9.2 AC9.3 0.49016 "AC9.2 vs AC9.3"
2.134/457.15798 AC9.1 AC9.2 0.12707 "AC9.1 vs AC9.2"
0.794/457.15920 AC9.1 E30 -0.050757 "AC9.1 vs E30"
0.794/457.15920 AC9.2 E30 0.1575 "AC9.2 vs E30"
0.794/457.15920 AC9.3 E30 -0.41855 "AC9.3 vs E30"
0.794/457.15920 AC9.1 AC9.3 0.36779 "AC9.1 vs AC9.3"
0.794/457.15920 AC9.2 AC9.3 0.57605 "AC9.2 vs AC9.3"
0.794/457.15920 AC9.1 AC9.2 -0.20826 "AC9.1 vs AC9.2"
1.380/457.19159 AC9.1 E30 0.70526 "AC9.1 vs E30"
1.380/457.19159 AC9.2 E30 0.23271 "AC9.2 vs E30"
1.380/457.19159 AC9.3 E30 0.31142 "AC9.3 vs E30"
1.380/457.19159 AC9.1 AC9.3 0.39384 "AC9.1 vs AC9.3"
1.380/457.19159 AC9.2 AC9.3 -0.078708 "AC9.2 vs AC9.3"
1.380/457.19159 AC9.1 AC9.2 0.47255 "AC9.1 vs AC9.2"
1.044/457.20534 AC9.1 E30 0.11517 "AC9.1 vs E30"
1.044/457.20534 AC9.2 E30 0.72227 "AC9.2 vs E30"
1.044/457.20534 AC9.3 E30 -1.7548 "AC9.3 vs E30"
1.044/457.20534 AC9.1 AC9.3 1.87 "AC9.1 vs AC9.3"
1.044/457.20534 AC9.2 AC9.3 2.4771 "AC9.2 vs AC9.3"
1.044/457.20534 AC9.1 AC9.2 -0.6071 "AC9.1 vs AC9.2"
0.796/457.21792 AC9.1 E30 -0.014141 "AC9.1 vs E30"
0.796/457.21792 AC9.2 E30 1.2599 "AC9.2 vs E30"
0.796/457.21792 AC9.3 E30 -1.2499 "AC9.3 vs E30"
0.796/457.21792 AC9.1 AC9.3 1.2357 "AC9.1 vs AC9.3"
0.796/457.21792 AC9.2 AC9.3 2.5097 "AC9.2 vs AC9.3"
0.796/457.21792 AC9.1 AC9.2 -1.274 "AC9.1 vs AC9.2"
2.158/457.24149 AC9.1 E30 0.11354 "AC9.1 vs E30"
2.158/457.24149 AC9.2 E30 -0.8053 "AC9.2 vs E30"
2.158/457.24149 AC9.3 E30 0.094452 "AC9.3 vs E30"
2.158/457.24149 AC9.1 AC9.3 0.01909 "AC9.1 vs AC9.3"
2.158/457.24149 AC9.2 AC9.3 -0.89976 "AC9.2 vs AC9.3"
2.158/457.24149 AC9.1 AC9.2 0.91885 "AC9.1 vs AC9.2"
0.638/457.26340 AC9.1 E30 2.3451 "AC9.1 vs E30"
0.638/457.26340 AC9.2 E30 2.2373 "AC9.2 vs E30"
0.638/457.26340 AC9.3 E30 1.9205 "AC9.3 vs E30"
0.638/457.26340 AC9.1 AC9.3 0.42466 "AC9.1 vs AC9.3"
0.638/457.26340 AC9.2 AC9.3 0.31682 "AC9.2 vs AC9.3"
0.638/457.26340 AC9.1 AC9.2 0.10783 "AC9.1 vs AC9.2"
2.135/457.27661 AC9.1 E30 0.32087 "AC9.1 vs E30"
2.135/457.27661 AC9.2 E30 -1.1668 "AC9.2 vs E30"
2.135/457.27661 AC9.3 E30 1.4579 "AC9.3 vs E30"
2.135/457.27661 AC9.1 AC9.3 -1.137 "AC9.1 vs AC9.3"
2.135/457.27661 AC9.2 AC9.3 -2.6247 "AC9.2 vs AC9.3"
2.135/457.27661 AC9.1 AC9.2 1.4877 "AC9.1 vs AC9.2"
0.683/457.94187 AC9.1 E30 -0.28707 "AC9.1 vs E30"
0.683/457.94187 AC9.2 E30 -0.33394 "AC9.2 vs E30"
0.683/457.94187 AC9.3 E30 -0.15329 "AC9.3 vs E30"
0.683/457.94187 AC9.1 AC9.3 -0.13378 "AC9.1 vs AC9.3"
0.683/457.94187 AC9.2 AC9.3 -0.18065 "AC9.2 vs AC9.3"
0.683/457.94187 AC9.1 AC9.2 0.046866 "AC9.1 vs AC9.2"
2.107/458.08122 AC9.1 E30 -0.46394 "AC9.1 vs E30"
2.107/458.08122 AC9.2 E30 -0.6942 "AC9.2 vs E30"
2.107/458.08122 AC9.3 E30 -0.055027 "AC9.3 vs E30"
2.107/458.08122 AC9.1 AC9.3 -0.40892 "AC9.1 vs AC9.3"
2.107/458.08122 AC9.2 AC9.3 -0.63917 "AC9.2 vs AC9.3"
2.107/458.08122 AC9.1 AC9.2 0.23026 "AC9.1 vs AC9.2"
1.139/458.11501 AC9.1 E30 2.0827 "AC9.1 vs E30"
1.139/458.11501 AC9.2 E30 0.61306 "AC9.2 vs E30"
1.139/458.11501 AC9.3 E30 1.5384 "AC9.3 vs E30"
1.139/458.11501 AC9.1 AC9.3 0.5443 "AC9.1 vs AC9.3"
1.139/458.11501 AC9.2 AC9.3 -0.9253 "AC9.2 vs AC9.3"
1.139/458.11501 AC9.1 AC9.2 1.4696 "AC9.1 vs AC9.2"
1.048/458.11618 AC9.1 E30 0.48057 "AC9.1 vs E30"
1.048/458.11618 AC9.2 E30 0.64337 "AC9.2 vs E30"
1.048/458.11618 AC9.3 E30 -0.53562 "AC9.3 vs E30"
1.048/458.11618 AC9.1 AC9.3 1.0162 "AC9.1 vs AC9.3"
1.048/458.11618 AC9.2 AC9.3 1.179 "AC9.2 vs AC9.3"
1.048/458.11618 AC9.1 AC9.2 -0.1628 "AC9.1 vs AC9.2"
2.132/458.15788 AC9.1 E30 -0.097532 "AC9.1 vs E30"
2.132/458.15788 AC9.2 E30 -0.0028807 "AC9.2 vs E30"
2.132/458.15788 AC9.3 E30 -0.61005 "AC9.3 vs E30"
2.132/458.15788 AC9.1 AC9.3 0.51252 "AC9.1 vs AC9.3"
2.132/458.15788 AC9.2 AC9.3 0.60717 "AC9.2 vs AC9.3"
2.132/458.15788 AC9.1 AC9.2 -0.094651 "AC9.1 vs AC9.2"
0.577/458.18620 AC9.1 E30 -0.30684 "AC9.1 vs E30"
0.577/458.18620 AC9.2 E30 -0.077787 "AC9.2 vs E30"
0.577/458.18620 AC9.3 E30 0.51352 "AC9.3 vs E30"
0.577/458.18620 AC9.1 AC9.3 -0.82036 "AC9.1 vs AC9.3"
0.577/458.18620 AC9.2 AC9.3 -0.59131 "AC9.2 vs AC9.3"
0.577/458.18620 AC9.1 AC9.2 -0.22905 "AC9.1 vs AC9.2"
1.042/458.19006 AC9.1 E30 0.28959 "AC9.1 vs E30"
1.042/458.19006 AC9.2 E30 0.78023 "AC9.2 vs E30"
1.042/458.19006 AC9.3 E30 -1.1854 "AC9.3 vs E30"
1.042/458.19006 AC9.1 AC9.3 1.4749 "AC9.1 vs AC9.3"
1.042/458.19006 AC9.2 AC9.3 1.9656 "AC9.2 vs AC9.3"
1.042/458.19006 AC9.1 AC9.2 -0.49064 "AC9.1 vs AC9.2"
2.305/458.24325 AC9.1 E30 0.18369 "AC9.1 vs E30"
2.305/458.24325 AC9.2 E30 -0.82619 "AC9.2 vs E30"
2.305/458.24325 AC9.3 E30 1.1766 "AC9.3 vs E30"
2.305/458.24325 AC9.1 AC9.3 -0.99288 "AC9.1 vs AC9.3"
2.305/458.24325 AC9.2 AC9.3 -2.0028 "AC9.2 vs AC9.3"
2.305/458.24325 AC9.1 AC9.2 1.0099 "AC9.1 vs AC9.2"
2.175/458.29695 AC9.1 E30 1.822 "AC9.1 vs E30"
2.175/458.29695 AC9.2 E30 1.4251 "AC9.2 vs E30"
2.175/458.29695 AC9.3 E30 0.93354 "AC9.3 vs E30"
2.175/458.29695 AC9.1 AC9.3 0.88847 "AC9.1 vs AC9.3"
2.175/458.29695 AC9.2 AC9.3 0.49153 "AC9.2 vs AC9.3"
2.175/458.29695 AC9.1 AC9.2 0.39693 "AC9.1 vs AC9.2"
0.755/459.00791 AC9.1 E30 1.1948 "AC9.1 vs E30"
0.755/459.00791 AC9.2 E30 2.0258 "AC9.2 vs E30"
0.755/459.00791 AC9.3 E30 2.7536 "AC9.3 vs E30"
0.755/459.00791 AC9.1 AC9.3 -1.5588 "AC9.1 vs AC9.3"
0.755/459.00791 AC9.2 AC9.3 -0.72783 "AC9.2 vs AC9.3"
0.755/459.00791 AC9.1 AC9.2 -0.83094 "AC9.1 vs AC9.2"
0.579/459.06662 AC9.1 E30 -3.5226 "AC9.1 vs E30"
0.579/459.06662 AC9.2 E30 -3.8186 "AC9.2 vs E30"
0.579/459.06662 AC9.3 E30 -2.7167 "AC9.3 vs E30"
0.579/459.06662 AC9.1 AC9.3 -0.80593 "AC9.1 vs AC9.3"
0.579/459.06662 AC9.2 AC9.3 -1.1019 "AC9.2 vs AC9.3"
0.579/459.06662 AC9.1 AC9.2 0.296 "AC9.1 vs AC9.2"
0.565/459.09064 AC9.1 E30 0.13557 "AC9.1 vs E30"
0.565/459.09064 AC9.2 E30 -0.31162 "AC9.2 vs E30"
0.565/459.09064 AC9.3 E30 1.4864 "AC9.3 vs E30"
0.565/459.09064 AC9.1 AC9.3 -1.3508 "AC9.1 vs AC9.3"
0.565/459.09064 AC9.2 AC9.3 -1.798 "AC9.2 vs AC9.3"
0.565/459.09064 AC9.1 AC9.2 0.44719 "AC9.1 vs AC9.2"
2.131/459.09404 AC9.1 E30 -0.072015 "AC9.1 vs E30"
2.131/459.09404 AC9.2 E30 -0.15883 "AC9.2 vs E30"
2.131/459.09404 AC9.3 E30 -0.15716 "AC9.3 vs E30"
2.131/459.09404 AC9.1 AC9.3 0.085141 "AC9.1 vs AC9.3"
2.131/459.09404 AC9.2 AC9.3 -0.0016697 "AC9.2 vs AC9.3"
