Metabolite Clone1 Clone2 log2FC plotContrast
0.453/234.88054 AC9.1 AC9.3 -0.17459 "AC9.1 vs AC9.3"
0.453/234.88054 AC9.2 AC9.3 -0.38264 "AC9.2 vs AC9.3"
0.453/234.88054 AC9.1 AC9.2 0.20805 "AC9.1 vs AC9.2"
0.459/234.96780 AC9.1 E30 -0.81286 "AC9.1 vs E30"
0.459/234.96780 AC9.2 E30 -0.10933 "AC9.2 vs E30"
0.459/234.96780 AC9.3 E30 -1.2487 "AC9.3 vs E30"
0.459/234.96780 AC9.1 AC9.3 0.43587 "AC9.1 vs AC9.3"
0.459/234.96780 AC9.2 AC9.3 1.1394 "AC9.2 vs AC9.3"
0.459/234.96780 AC9.1 AC9.2 -0.70353 "AC9.1 vs AC9.2"
0.592/235.08108 AC9.1 E30 -0.36456 "AC9.1 vs E30"
0.592/235.08108 AC9.2 E30 0.034103 "AC9.2 vs E30"
0.592/235.08108 AC9.3 E30 -1.0257 "AC9.3 vs E30"
0.592/235.08108 AC9.1 AC9.3 0.6611 "AC9.1 vs AC9.3"
0.592/235.08108 AC9.2 AC9.3 1.0598 "AC9.2 vs AC9.3"
0.592/235.08108 AC9.1 AC9.2 -0.39866 "AC9.1 vs AC9.2"
2.076/235.10921 AC9.1 E30 0.88619 "AC9.1 vs E30"
2.076/235.10921 AC9.2 E30 0.94608 "AC9.2 vs E30"
2.076/235.10921 AC9.3 E30 2.0629 "AC9.3 vs E30"
2.076/235.10921 AC9.1 AC9.3 -1.1767 "AC9.1 vs AC9.3"
2.076/235.10921 AC9.2 AC9.3 -1.1168 "AC9.2 vs AC9.3"
2.076/235.10921 AC9.1 AC9.2 -0.059888 "AC9.1 vs AC9.2"
2.151/235.10955 AC9.1 E30 0.58744 "AC9.1 vs E30"
2.151/235.10955 AC9.2 E30 0.57508 "AC9.2 vs E30"
2.151/235.10955 AC9.3 E30 0.70246 "AC9.3 vs E30"
2.151/235.10955 AC9.1 AC9.3 -0.11502 "AC9.1 vs AC9.3"
2.151/235.10955 AC9.2 AC9.3 -0.12738 "AC9.2 vs AC9.3"
2.151/235.10955 AC9.1 AC9.2 0.012354 "AC9.1 vs AC9.2"
0.564/236.02050 AC9.1 E30 -1.064 "AC9.1 vs E30"
0.564/236.02050 AC9.2 E30 -0.33136 "AC9.2 vs E30"
0.564/236.02050 AC9.3 E30 0.10345 "AC9.3 vs E30"
0.564/236.02050 AC9.1 AC9.3 -1.1675 "AC9.1 vs AC9.3"
0.564/236.02050 AC9.2 AC9.3 -0.43482 "AC9.2 vs AC9.3"
0.564/236.02050 AC9.1 AC9.2 -0.73265 "AC9.1 vs AC9.2"
0.794/236.05682 AC9.1 E30 -0.41586 "AC9.1 vs E30"
0.794/236.05682 AC9.2 E30 -0.53553 "AC9.2 vs E30"
0.794/236.05682 AC9.3 E30 -0.19755 "AC9.3 vs E30"
0.794/236.05682 AC9.1 AC9.3 -0.21831 "AC9.1 vs AC9.3"
0.794/236.05682 AC9.2 AC9.3 -0.33798 "AC9.2 vs AC9.3"
0.794/236.05682 AC9.1 AC9.2 0.11967 "AC9.1 vs AC9.2"
0.560/237.00514 AC9.1 E30 -0.65089 "AC9.1 vs E30"
0.560/237.00514 AC9.2 E30 -0.41457 "AC9.2 vs E30"
0.560/237.00514 AC9.3 E30 -0.068352 "AC9.3 vs E30"
0.560/237.00514 AC9.1 AC9.3 -0.58254 "AC9.1 vs AC9.3"
0.560/237.00514 AC9.2 AC9.3 -0.34621 "AC9.2 vs AC9.3"
0.560/237.00514 AC9.1 AC9.2 -0.23633 "AC9.1 vs AC9.2"
1.002/237.08900 AC9.1 E30 -0.19785 "AC9.1 vs E30"
1.002/237.08900 AC9.2 E30 -0.16918 "AC9.2 vs E30"
1.002/237.08900 AC9.3 E30 -0.60211 "AC9.3 vs E30"
1.002/237.08900 AC9.1 AC9.3 0.40426 "AC9.1 vs AC9.3"
1.002/237.08900 AC9.2 AC9.3 0.43293 "AC9.2 vs AC9.3"
1.002/237.08900 AC9.1 AC9.2 -0.028678 "AC9.1 vs AC9.2"
2.741/237.09220 AC9.1 E30 0.41328 "AC9.1 vs E30"
2.741/237.09220 AC9.2 E30 0.52326 "AC9.2 vs E30"
2.741/237.09220 AC9.3 E30 0.023285 "AC9.3 vs E30"
2.741/237.09220 AC9.1 AC9.3 0.38999 "AC9.1 vs AC9.3"
2.741/237.09220 AC9.2 AC9.3 0.49998 "AC9.2 vs AC9.3"
2.741/237.09220 AC9.1 AC9.2 -0.10998 "AC9.1 vs AC9.2"
1.346/238.00378 AC9.1 E30 0.052521 "AC9.1 vs E30"
1.346/238.00378 AC9.2 E30 0.11011 "AC9.2 vs E30"
1.346/238.00378 AC9.3 E30 0.024523 "AC9.3 vs E30"
1.346/238.00378 AC9.1 AC9.3 0.027998 "AC9.1 vs AC9.3"
1.346/238.00378 AC9.2 AC9.3 0.085589 "AC9.2 vs AC9.3"
1.346/238.00378 AC9.1 AC9.2 -0.057591 "AC9.1 vs AC9.2"
0.747/238.02542 AC9.1 E30 -0.23223 "AC9.1 vs E30"
0.747/238.02542 AC9.2 E30 -0.68633 "AC9.2 vs E30"
0.747/238.02542 AC9.3 E30 0.27303 "AC9.3 vs E30"
0.747/238.02542 AC9.1 AC9.3 -0.50526 "AC9.1 vs AC9.3"
0.747/238.02542 AC9.2 AC9.3 -0.95936 "AC9.2 vs AC9.3"
0.747/238.02542 AC9.1 AC9.2 0.4541 "AC9.1 vs AC9.2"
0.589/238.03875 AC9.1 E30 -0.29537 "AC9.1 vs E30"
0.589/238.03875 AC9.2 E30 0.40483 "AC9.2 vs E30"
0.589/238.03875 AC9.3 E30 0.54488 "AC9.3 vs E30"
0.589/238.03875 AC9.1 AC9.3 -0.84024 "AC9.1 vs AC9.3"
0.589/238.03875 AC9.2 AC9.3 -0.14004 "AC9.2 vs AC9.3"
0.589/238.03875 AC9.1 AC9.2 -0.7002 "AC9.1 vs AC9.2"
0.452/238.89146 AC9.1 E30 -0.70598 "AC9.1 vs E30"
0.452/238.89146 AC9.2 E30 -0.40607 "AC9.2 vs E30"
0.452/238.89146 AC9.3 E30 -0.93393 "AC9.3 vs E30"
0.452/238.89146 AC9.1 AC9.3 0.22795 "AC9.1 vs AC9.3"
0.452/238.89146 AC9.2 AC9.3 0.52786 "AC9.2 vs AC9.3"
0.452/238.89146 AC9.1 AC9.2 -0.29991 "AC9.1 vs AC9.2"
2.360/238.99331 AC9.1 E30 -0.18887 "AC9.1 vs E30"
2.360/238.99331 AC9.2 E30 -0.10943 "AC9.2 vs E30"
2.360/238.99331 AC9.3 E30 0.19759 "AC9.3 vs E30"
2.360/238.99331 AC9.1 AC9.3 -0.38646 "AC9.1 vs AC9.3"
2.360/238.99331 AC9.2 AC9.3 -0.30703 "AC9.2 vs AC9.3"
2.360/238.99331 AC9.1 AC9.2 -0.079434 "AC9.1 vs AC9.2"
0.553/238.99444 AC9.1 E30 -0.76952 "AC9.1 vs E30"
0.553/238.99444 AC9.2 E30 -0.22019 "AC9.2 vs E30"
0.553/238.99444 AC9.3 E30 0.44416 "AC9.3 vs E30"
0.553/238.99444 AC9.1 AC9.3 -1.2137 "AC9.1 vs AC9.3"
0.553/238.99444 AC9.2 AC9.3 -0.66434 "AC9.2 vs AC9.3"
0.553/238.99444 AC9.1 AC9.2 -0.54933 "AC9.1 vs AC9.2"
2.159/239.10507 AC9.1 E30 -0.59089 "AC9.1 vs E30"
2.159/239.10507 AC9.2 E30 -0.2294 "AC9.2 vs E30"
2.159/239.10507 AC9.3 E30 -0.41066 "AC9.3 vs E30"
2.159/239.10507 AC9.1 AC9.3 -0.18023 "AC9.1 vs AC9.3"
2.159/239.10507 AC9.2 AC9.3 0.18126 "AC9.2 vs AC9.3"
2.159/239.10507 AC9.1 AC9.2 -0.36149 "AC9.1 vs AC9.2"
2.739/239.12912 AC9.1 E30 2.4005 "AC9.1 vs E30"
2.739/239.12912 AC9.2 E30 1.031 "AC9.2 vs E30"
2.739/239.12912 AC9.3 E30 1.3647 "AC9.3 vs E30"
2.739/239.12912 AC9.1 AC9.3 1.0358 "AC9.1 vs AC9.3"
2.739/239.12912 AC9.2 AC9.3 -0.33365 "AC9.2 vs AC9.3"
2.739/239.12912 AC9.1 AC9.2 1.3695 "AC9.1 vs AC9.2"
0.548/239.97906 AC9.1 E30 -0.35067 "AC9.1 vs E30"
0.548/239.97906 AC9.2 E30 0.25314 "AC9.2 vs E30"
0.548/239.97906 AC9.3 E30 0.51577 "AC9.3 vs E30"
0.548/239.97906 AC9.1 AC9.3 -0.86644 "AC9.1 vs AC9.3"
0.548/239.97906 AC9.2 AC9.3 -0.26264 "AC9.2 vs AC9.3"
0.548/239.97906 AC9.1 AC9.2 -0.6038 "AC9.1 vs AC9.2"
1.345/240.00114 AC9.1 E30 -0.1384 "AC9.1 vs E30"
1.345/240.00114 AC9.2 E30 -0.2627 "AC9.2 vs E30"
1.345/240.00114 AC9.3 E30 -0.02914 "AC9.3 vs E30"
1.345/240.00114 AC9.1 AC9.3 -0.10926 "AC9.1 vs AC9.3"
1.345/240.00114 AC9.2 AC9.3 -0.23356 "AC9.2 vs AC9.3"
1.345/240.00114 AC9.1 AC9.2 0.1243 "AC9.1 vs AC9.2"
0.584/240.09984 AC9.1 E30 0.92721 "AC9.1 vs E30"
0.584/240.09984 AC9.2 E30 -0.034608 "AC9.2 vs E30"
0.584/240.09984 AC9.3 E30 0.48792 "AC9.3 vs E30"
0.584/240.09984 AC9.1 AC9.3 0.43928 "AC9.1 vs AC9.3"
0.584/240.09984 AC9.2 AC9.3 -0.52253 "AC9.2 vs AC9.3"
0.584/240.09984 AC9.1 AC9.2 0.96181 "AC9.1 vs AC9.2"
0.730/240.10708 AC9.1 E30 0.89763 "AC9.1 vs E30"
0.730/240.10708 AC9.2 E30 -0.01687 "AC9.2 vs E30"
0.730/240.10708 AC9.3 E30 0.54836 "AC9.3 vs E30"
0.730/240.10708 AC9.1 AC9.3 0.34928 "AC9.1 vs AC9.3"
0.730/240.10708 AC9.2 AC9.3 -0.56523 "AC9.2 vs AC9.3"
0.730/240.10708 AC9.1 AC9.2 0.9145 "AC9.1 vs AC9.2"
0.860/240.11027 AC9.1 E30 -0.046823 "AC9.1 vs E30"
0.860/240.11027 AC9.2 E30 1.2449 "AC9.2 vs E30"
0.860/240.11027 AC9.3 E30 -1.8812 "AC9.3 vs E30"
0.860/240.11027 AC9.1 AC9.3 1.8344 "AC9.1 vs AC9.3"
0.860/240.11027 AC9.2 AC9.3 3.1261 "AC9.2 vs AC9.3"
0.860/240.11027 AC9.1 AC9.2 -1.2917 "AC9.1 vs AC9.2"
0.621/241.01644 AC9.1 E30 -0.71233 "AC9.1 vs E30"
0.621/241.01644 AC9.2 E30 -0.07528 "AC9.2 vs E30"
0.621/241.01644 AC9.3 E30 0.070192 "AC9.3 vs E30"
0.621/241.01644 AC9.1 AC9.3 -0.78252 "AC9.1 vs AC9.3"
0.621/241.01644 AC9.2 AC9.3 -0.14547 "AC9.2 vs AC9.3"
0.621/241.01644 AC9.1 AC9.2 -0.63705 "AC9.1 vs AC9.2"
2.704/241.07332 AC9.1 E30 -0.40167 "AC9.1 vs E30"
2.704/241.07332 AC9.2 E30 -0.62973 "AC9.2 vs E30"
2.704/241.07332 AC9.3 E30 -0.41213 "AC9.3 vs E30"
2.704/241.07332 AC9.1 AC9.3 0.010465 "AC9.1 vs AC9.3"
2.704/241.07332 AC9.2 AC9.3 -0.2176 "AC9.2 vs AC9.3"
2.704/241.07332 AC9.1 AC9.2 0.22806 "AC9.1 vs AC9.2"
0.956/241.10820 AC9.1 E30 0.86121 "AC9.1 vs E30"
0.956/241.10820 AC9.2 E30 -0.44005 "AC9.2 vs E30"
0.956/241.10820 AC9.3 E30 0.052951 "AC9.3 vs E30"
0.956/241.10820 AC9.1 AC9.3 0.80826 "AC9.1 vs AC9.3"
0.956/241.10820 AC9.2 AC9.3 -0.493 "AC9.2 vs AC9.3"
0.956/241.10820 AC9.1 AC9.2 1.3013 "AC9.1 vs AC9.2"
0.551/241.96050 AC9.1 E30 -0.048059 "AC9.1 vs E30"
0.551/241.96050 AC9.2 E30 -0.1681 "AC9.2 vs E30"
0.551/241.96050 AC9.3 E30 0.19666 "AC9.3 vs E30"
0.551/241.96050 AC9.1 AC9.3 -0.24472 "AC9.1 vs AC9.3"
0.551/241.96050 AC9.2 AC9.3 -0.36476 "AC9.2 vs AC9.3"
0.551/241.96050 AC9.1 AC9.2 0.12004 "AC9.1 vs AC9.2"
2.310/242.06062 AC9.1 E30 3.7585 "AC9.1 vs E30"
2.310/242.06062 AC9.2 E30 2.9986 "AC9.2 vs E30"
2.310/242.06062 AC9.3 E30 5.0497 "AC9.3 vs E30"
2.310/242.06062 AC9.1 AC9.3 -1.2912 "AC9.1 vs AC9.3"
2.310/242.06062 AC9.2 AC9.3 -2.0512 "AC9.2 vs AC9.3"
2.310/242.06062 AC9.1 AC9.2 0.75993 "AC9.1 vs AC9.2"
0.567/242.07817 AC9.1 E30 -0.21222 "AC9.1 vs E30"
0.567/242.07817 AC9.2 E30 0.090289 "AC9.2 vs E30"
0.567/242.07817 AC9.3 E30 -0.35989 "AC9.3 vs E30"
0.567/242.07817 AC9.1 AC9.3 0.14767 "AC9.1 vs AC9.3"
0.567/242.07817 AC9.2 AC9.3 0.45018 "AC9.2 vs AC9.3"
0.567/242.07817 AC9.1 AC9.2 -0.30251 "AC9.1 vs AC9.2"
0.751/242.07868 AC9.1 E30 -0.84372 "AC9.1 vs E30"
0.751/242.07868 AC9.2 E30 -0.36806 "AC9.2 vs E30"
0.751/242.07868 AC9.3 E30 0.052056 "AC9.3 vs E30"
0.751/242.07868 AC9.1 AC9.3 -0.89578 "AC9.1 vs AC9.3"
0.751/242.07868 AC9.2 AC9.3 -0.42011 "AC9.2 vs AC9.3"
0.751/242.07868 AC9.1 AC9.2 -0.47567 "AC9.1 vs AC9.2"
0.610/242.11530 AC9.1 E30 0.96832 "AC9.1 vs E30"
0.610/242.11530 AC9.2 E30 0.44206 "AC9.2 vs E30"
0.610/242.11530 AC9.3 E30 0.4627 "AC9.3 vs E30"
0.610/242.11530 AC9.1 AC9.3 0.50562 "AC9.1 vs AC9.3"
0.610/242.11530 AC9.2 AC9.3 -0.020644 "AC9.2 vs AC9.3"
0.610/242.11530 AC9.1 AC9.2 0.52627 "AC9.1 vs AC9.2"
1.099/242.11538 AC9.1 E30 0.52984 "AC9.1 vs E30"
1.099/242.11538 AC9.2 E30 -0.56141 "AC9.2 vs E30"
1.099/242.11538 AC9.3 E30 -1.1298 "AC9.3 vs E30"
1.099/242.11538 AC9.1 AC9.3 1.6597 "AC9.1 vs AC9.3"
1.099/242.11538 AC9.2 AC9.3 0.56842 "AC9.2 vs AC9.3"
1.099/242.11538 AC9.1 AC9.2 1.0913 "AC9.1 vs AC9.2"
0.630/242.15157 AC9.1 E30 0.38461 "AC9.1 vs E30"
0.630/242.15157 AC9.2 E30 0.43555 "AC9.2 vs E30"
0.630/242.15157 AC9.3 E30 0.10101 "AC9.3 vs E30"
0.630/242.15157 AC9.1 AC9.3 0.2836 "AC9.1 vs AC9.3"
0.630/242.15157 AC9.2 AC9.3 0.33455 "AC9.2 vs AC9.3"
0.630/242.15157 AC9.1 AC9.2 -0.050945 "AC9.1 vs AC9.2"
0.460/243.06198 AC9.1 E30 1.4893 "AC9.1 vs E30"
0.460/243.06198 AC9.2 E30 1.7218 "AC9.2 vs E30"
0.460/243.06198 AC9.3 E30 0.94633 "AC9.3 vs E30"
0.460/243.06198 AC9.1 AC9.3 0.54301 "AC9.1 vs AC9.3"
0.460/243.06198 AC9.2 AC9.3 0.77548 "AC9.2 vs AC9.3"
0.460/243.06198 AC9.1 AC9.2 -0.23248 "AC9.1 vs AC9.2"
0.869/243.06265 AC9.1 E30 -0.2923 "AC9.1 vs E30"
0.869/243.06265 AC9.2 E30 -0.052735 "AC9.2 vs E30"
0.869/243.06265 AC9.3 E30 0.28296 "AC9.3 vs E30"
0.869/243.06265 AC9.1 AC9.3 -0.57526 "AC9.1 vs AC9.3"
0.869/243.06265 AC9.2 AC9.3 -0.3357 "AC9.2 vs AC9.3"
0.869/243.06265 AC9.1 AC9.2 -0.23957 "AC9.1 vs AC9.2"
0.639/243.06315 AC9.1 E30 -0.34225 "AC9.1 vs E30"
0.639/243.06315 AC9.2 E30 -0.19553 "AC9.2 vs E30"
0.639/243.06315 AC9.3 E30 -0.111 "AC9.3 vs E30"
0.639/243.06315 AC9.1 AC9.3 -0.23125 "AC9.1 vs AC9.3"
0.639/243.06315 AC9.2 AC9.3 -0.084531 "AC9.2 vs AC9.3"
0.639/243.06315 AC9.1 AC9.2 -0.14672 "AC9.1 vs AC9.2"
1.062/243.16294 AC9.1 E30 0.076062 "AC9.1 vs E30"
1.062/243.16294 AC9.2 E30 -0.19625 "AC9.2 vs E30"
1.062/243.16294 AC9.3 E30 0.21665 "AC9.3 vs E30"
1.062/243.16294 AC9.1 AC9.3 -0.14059 "AC9.1 vs AC9.3"
1.062/243.16294 AC9.2 AC9.3 -0.4129 "AC9.2 vs AC9.3"
1.062/243.16294 AC9.1 AC9.2 0.27231 "AC9.1 vs AC9.2"
0.978/243.16339 AC9.1 E30 -0.54471 "AC9.1 vs E30"
0.978/243.16339 AC9.2 E30 0.014841 "AC9.2 vs E30"
0.978/243.16339 AC9.3 E30 -2.0558 "AC9.3 vs E30"
0.978/243.16339 AC9.1 AC9.3 1.5111 "AC9.1 vs AC9.3"
0.978/243.16339 AC9.2 AC9.3 2.0706 "AC9.2 vs AC9.3"
0.978/243.16339 AC9.1 AC9.2 -0.55955 "AC9.1 vs AC9.2"
2.270/243.17146 AC9.1 E30 0.0089342 "AC9.1 vs E30"
2.270/243.17146 AC9.2 E30 -0.12388 "AC9.2 vs E30"
2.270/243.17146 AC9.3 E30 0.11478 "AC9.3 vs E30"
2.270/243.17146 AC9.1 AC9.3 -0.10584 "AC9.1 vs AC9.3"
2.270/243.17146 AC9.2 AC9.3 -0.23866 "AC9.2 vs AC9.3"
2.270/243.17146 AC9.1 AC9.2 0.13282 "AC9.1 vs AC9.2"
0.788/243.31540 AC9.1 E30 0.28957 "AC9.1 vs E30"
0.788/243.31540 AC9.2 E30 0.066062 "AC9.2 vs E30"
0.788/243.31540 AC9.3 E30 -0.15646 "AC9.3 vs E30"
0.788/243.31540 AC9.1 AC9.3 0.44603 "AC9.1 vs AC9.3"
0.788/243.31540 AC9.2 AC9.3 0.22252 "AC9.2 vs AC9.3"
0.788/243.31540 AC9.1 AC9.2 0.22351 "AC9.1 vs AC9.2"
0.544/243.95705 AC9.1 E30 -0.53863 "AC9.1 vs E30"
0.544/243.95705 AC9.2 E30 -0.69605 "AC9.2 vs E30"
0.544/243.95705 AC9.3 E30 0.31283 "AC9.3 vs E30"
0.544/243.95705 AC9.1 AC9.3 -0.85146 "AC9.1 vs AC9.3"
0.544/243.95705 AC9.2 AC9.3 -1.0089 "AC9.2 vs AC9.3"
0.544/243.95705 AC9.1 AC9.2 0.15742 "AC9.1 vs AC9.2"
0.644/243.96112 AC9.1 E30 -0.63592 "AC9.1 vs E30"
0.644/243.96112 AC9.2 E30 -0.24071 "AC9.2 vs E30"
0.644/243.96112 AC9.3 E30 -0.4907 "AC9.3 vs E30"
0.644/243.96112 AC9.1 AC9.3 -0.14522 "AC9.1 vs AC9.3"
0.644/243.96112 AC9.2 AC9.3 0.24999 "AC9.2 vs AC9.3"
0.644/243.96112 AC9.1 AC9.2 -0.39521 "AC9.1 vs AC9.2"
1.792/244.07648 AC9.1 E30 0.70861 "AC9.1 vs E30"
1.792/244.07648 AC9.2 E30 0.58278 "AC9.2 vs E30"
1.792/244.07648 AC9.3 E30 0.17341 "AC9.3 vs E30"
1.792/244.07648 AC9.1 AC9.3 0.53521 "AC9.1 vs AC9.3"
1.792/244.07648 AC9.2 AC9.3 0.40938 "AC9.2 vs AC9.3"
1.792/244.07648 AC9.1 AC9.2 0.12583 "AC9.1 vs AC9.2"
0.790/244.07725 AC9.1 E30 0.24668 "AC9.1 vs E30"
0.790/244.07725 AC9.2 E30 0.27332 "AC9.2 vs E30"
0.790/244.07725 AC9.3 E30 -0.024565 "AC9.3 vs E30"
0.790/244.07725 AC9.1 AC9.3 0.27125 "AC9.1 vs AC9.3"
0.790/244.07725 AC9.2 AC9.3 0.29788 "AC9.2 vs AC9.3"
0.790/244.07725 AC9.1 AC9.2 -0.026631 "AC9.1 vs AC9.2"
0.752/244.13081 AC9.1 E30 -0.27592 "AC9.1 vs E30"
0.752/244.13081 AC9.2 E30 0.68843 "AC9.2 vs E30"
0.752/244.13081 AC9.3 E30 -1.1662 "AC9.3 vs E30"
0.752/244.13081 AC9.1 AC9.3 0.89032 "AC9.1 vs AC9.3"
0.752/244.13081 AC9.2 AC9.3 1.8547 "AC9.2 vs AC9.3"
0.752/244.13081 AC9.1 AC9.2 -0.96434 "AC9.1 vs AC9.2"
0.587/244.14102 AC9.1 E30 0.28602 "AC9.1 vs E30"
0.587/244.14102 AC9.2 E30 0.14886 "AC9.2 vs E30"
0.587/244.14102 AC9.3 E30 1.1534 "AC9.3 vs E30"
0.587/244.14102 AC9.1 AC9.3 -0.86739 "AC9.1 vs AC9.3"
0.587/244.14102 AC9.2 AC9.3 -1.0046 "AC9.2 vs AC9.3"
0.587/244.14102 AC9.1 AC9.2 0.13716 "AC9.1 vs AC9.2"
0.667/244.16711 AC9.1 E30 0.60417 "AC9.1 vs E30"
0.667/244.16711 AC9.2 E30 0.1784 "AC9.2 vs E30"
0.667/244.16711 AC9.3 E30 0.95011 "AC9.3 vs E30"
0.667/244.16711 AC9.1 AC9.3 -0.34594 "AC9.1 vs AC9.3"
0.667/244.16711 AC9.2 AC9.3 -0.77171 "AC9.2 vs AC9.3"
0.667/244.16711 AC9.1 AC9.2 0.42577 "AC9.1 vs AC9.2"
0.556/245.04315 AC9.1 E30 -0.44576 "AC9.1 vs E30"
0.556/245.04315 AC9.2 E30 0.011714 "AC9.2 vs E30"
0.556/245.04315 AC9.3 E30 -0.19075 "AC9.3 vs E30"
0.556/245.04315 AC9.1 AC9.3 -0.25502 "AC9.1 vs AC9.3"
0.556/245.04315 AC9.2 AC9.3 0.20246 "AC9.2 vs AC9.3"
0.556/245.04315 AC9.1 AC9.2 -0.45748 "AC9.1 vs AC9.2"
2.067/245.06061 AC9.1 E30 0.60267 "AC9.1 vs E30"
2.067/245.06061 AC9.2 E30 -0.70831 "AC9.2 vs E30"
2.067/245.06061 AC9.3 E30 -0.0066006 "AC9.3 vs E30"
2.067/245.06061 AC9.1 AC9.3 0.60927 "AC9.1 vs AC9.3"
2.067/245.06061 AC9.2 AC9.3 -0.70171 "AC9.2 vs AC9.3"
2.067/245.06061 AC9.1 AC9.2 1.311 "AC9.1 vs AC9.2"
1.109/245.06114 AC9.1 E30 0.74255 "AC9.1 vs E30"
1.109/245.06114 AC9.2 E30 0.072261 "AC9.2 vs E30"
1.109/245.06114 AC9.3 E30 0.3698 "AC9.3 vs E30"
1.109/245.06114 AC9.1 AC9.3 0.37275 "AC9.1 vs AC9.3"
1.109/245.06114 AC9.2 AC9.3 -0.29754 "AC9.2 vs AC9.3"
1.109/245.06114 AC9.1 AC9.2 0.67029 "AC9.1 vs AC9.2"
0.585/246.05524 AC9.1 E30 0.73896 "AC9.1 vs E30"
0.585/246.05524 AC9.2 E30 0.58144 "AC9.2 vs E30"
0.585/246.05524 AC9.3 E30 0.33944 "AC9.3 vs E30"
0.585/246.05524 AC9.1 AC9.3 0.39952 "AC9.1 vs AC9.3"
0.585/246.05524 AC9.2 AC9.3 0.242 "AC9.2 vs AC9.3"
0.585/246.05524 AC9.1 AC9.2 0.15752 "AC9.1 vs AC9.2"
1.347/246.07562 AC9.1 E30 0.20232 "AC9.1 vs E30"
1.347/246.07562 AC9.2 E30 0.079896 "AC9.2 vs E30"
1.347/246.07562 AC9.3 E30 0.091473 "AC9.3 vs E30"
1.347/246.07562 AC9.1 AC9.3 0.11085 "AC9.1 vs AC9.3"
1.347/246.07562 AC9.2 AC9.3 -0.011577 "AC9.2 vs AC9.3"
1.347/246.07562 AC9.1 AC9.2 0.12243 "AC9.1 vs AC9.2"
1.010/246.14491 AC9.1 E30 -0.59872 "AC9.1 vs E30"
1.010/246.14491 AC9.2 E30 -0.52952 "AC9.2 vs E30"
1.010/246.14491 AC9.3 E30 0.71991 "AC9.3 vs E30"
1.010/246.14491 AC9.1 AC9.3 -1.3186 "AC9.1 vs AC9.3"
1.010/246.14491 AC9.2 AC9.3 -1.2494 "AC9.2 vs AC9.3"
1.010/246.14491 AC9.1 AC9.2 -0.069205 "AC9.1 vs AC9.2"
3.209/247.04512 AC9.1 E30 -0.38165 "AC9.1 vs E30"
3.209/247.04512 AC9.2 E30 -0.12016 "AC9.2 vs E30"
3.209/247.04512 AC9.3 E30 -0.52374 "AC9.3 vs E30"
3.209/247.04512 AC9.1 AC9.3 0.14209 "AC9.1 vs AC9.3"
3.209/247.04512 AC9.2 AC9.3 0.40358 "AC9.2 vs AC9.3"
3.209/247.04512 AC9.1 AC9.2 -0.26148 "AC9.1 vs AC9.2"
2.134/247.11363 AC9.1 E30 0.3935 "AC9.1 vs E30"
2.134/247.11363 AC9.2 E30 -0.36715 "AC9.2 vs E30"
2.134/247.11363 AC9.3 E30 -0.12235 "AC9.3 vs E30"
2.134/247.11363 AC9.1 AC9.3 0.51585 "AC9.1 vs AC9.3"
2.134/247.11363 AC9.2 AC9.3 -0.24479 "AC9.2 vs AC9.3"
2.134/247.11363 AC9.1 AC9.2 0.76064 "AC9.1 vs AC9.2"
4.018/247.16948 AC9.1 E30 1.0092 "AC9.1 vs E30"
4.018/247.16948 AC9.2 E30 0.24672 "AC9.2 vs E30"
4.018/247.16948 AC9.3 E30 4.4084 "AC9.3 vs E30"
4.018/247.16948 AC9.1 AC9.3 -3.3991 "AC9.1 vs AC9.3"
4.018/247.16948 AC9.2 AC9.3 -4.1616 "AC9.2 vs AC9.3"
4.018/247.16948 AC9.1 AC9.2 0.7625 "AC9.1 vs AC9.2"
4.952/247.17018 AC9.1 E30 3.3933 "AC9.1 vs E30"
4.952/247.17018 AC9.2 E30 5.4314 "AC9.2 vs E30"
4.952/247.17018 AC9.3 E30 3.3778 "AC9.3 vs E30"
4.952/247.17018 AC9.1 AC9.3 0.015545 "AC9.1 vs AC9.3"
4.952/247.17018 AC9.2 AC9.3 2.0536 "AC9.2 vs AC9.3"
4.952/247.17018 AC9.1 AC9.2 -2.0381 "AC9.1 vs AC9.2"
0.622/248.03788 AC9.1 E30 -0.18166 "AC9.1 vs E30"
0.622/248.03788 AC9.2 E30 -0.10427 "AC9.2 vs E30"
0.622/248.03788 AC9.3 E30 -0.2339 "AC9.3 vs E30"
0.622/248.03788 AC9.1 AC9.3 0.052234 "AC9.1 vs AC9.3"
0.622/248.03788 AC9.2 AC9.3 0.12963 "AC9.2 vs AC9.3"
0.622/248.03788 AC9.1 AC9.2 -0.077395 "AC9.1 vs AC9.2"
0.625/248.12439 AC9.1 E30 0.37948 "AC9.1 vs E30"
0.625/248.12439 AC9.2 E30 0.53074 "AC9.2 vs E30"
0.625/248.12439 AC9.3 E30 1.1457 "AC9.3 vs E30"
0.625/248.12439 AC9.1 AC9.3 -0.76622 "AC9.1 vs AC9.3"
0.625/248.12439 AC9.2 AC9.3 -0.61495 "AC9.2 vs AC9.3"
0.625/248.12439 AC9.1 AC9.2 -0.15126 "AC9.1 vs AC9.2"
0.581/248.96141 AC9.1 E30 -2.2023 "AC9.1 vs E30"
0.581/248.96141 AC9.2 E30 -1.9261 "AC9.2 vs E30"
