AnalysisMode	Contrast	plotContrast	Metabolite	Ratio_Change	FoldChange	pValue	padj	Regulation
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.039/643.33371	3.416423825772796	1.7724869601493078	0.010476190476190476	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.705/647.34534	0.27741419930703615	-1.8498864617118884	0.012380952380952381	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.505/654.38330	0.36734391418378964	-1.4447967213112602	0.04789115646258504	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	4.577/655.41968	0.3850615161207244	-1.3768391506050008	0.016054421768707482	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.740/658.28631	2.5467979050036016	1.3486844825736846	0.02761904761904762	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.119/665.21638	0.4298866971779986	-1.217971628000143	0.04979591836734694	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.042/679.30557	3.5022174978104283	1.8082686820778364	0.0091156462585034	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.252/680.19013	0.36997413697004355	-1.4345036721706221	0.01727891156462585	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.219/681.32267	3.0216668652031573	1.5953446140395406	0.018639455782312925	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.744/681.32488	2.557669988696801	1.3548301280253565	0.029931972789115645	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	4.506/687.26648	0.33843552189072595	-1.5630470944966801	0.02979591836734694	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	5.154/691.45522	0.3502648214173048	-1.5134819954580123	0.03877551020408163	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.228/692.83940	2.455623220407405	1.296089217161807	0.02857142857142857	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.019/693.39824	0.4150072710002233	-1.2687914819360602	0.03306122448979592	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	4.617/695.31053	0.30286553602222954	-1.7232506760101445	0.015102040816326531	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.735/696.43171	0.3527377070931707	-1.5033322891016705	0.03727891156462585	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.797/700.30333	3.6617555807665787	1.8725354956179578	0.008707482993197279	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.040/701.28912	3.4033621950717183	1.766960695007861	0.007346938775510204	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.635/709.42410	0.33374105921537783	-1.5831989067715502	0.026802721088435375	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.519/711.40501	0.2690821538504508	-1.8938813836014143	0.012789115646258504	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.227/711.82022	2.9498852976916576	1.5606588583156231	0.011292517006802722	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.427/712.35425	0.3407057780031353	-1.5534016806911857	0.036326530612244896	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.780/715.20794	0.41867179788111936	-1.2561083548062328	0.025306122448979593	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.039/715.28275	3.418490072483522	1.7733592356506533	0.013877551020408163	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.044/717.27122	3.201007707668934	1.6785261507361526	0.015646258503401362	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.143/724.20146	2.22206976595499	1.1519041134944257	0.04353741496598639	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.927/724.23601	2.4204450486685585	1.2752723410844213	0.029659863945578232	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.739/724.24024	2.403599362790627	1.2651964445168973	0.019591836734693877	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.031/724.30537	0.34097137371282055	-1.5522774721661707	0.022993197278911564	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.473/735.35382	0.22500454046538895	-2.1519739803747977	0.0035374149659863946	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.127/742.12520	3.190418549264291	1.673745702779354	0.037142857142857144	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.735/742.38101	0.36014681179731134	-1.4733429620113634	0.0380952380952381	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.622/744.33901	2.122294324152301	1.0856247460500337	0.04585034013605442	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.274/754.25373	0.486378625098813	-1.0398482668902793	0.04557823129251701	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	4.906/761.06305	0.37646173974234964	-1.4094248453654412	0.040952380952380955	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.494/762.33422	0.3970226910731603	-1.3327066306848403	0.04598639455782313	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.744/762.93258	3.97984110649506	1.9927108329177685	0.004761904761904762	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.598/763.15555	3.8686537015152176	1.9518315932249857	0.003673469387755102	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.114/763.19098	0.3741177633643155	-1.4184356272365237	0.03510204081632653	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	5.227/768.48387	0.32985082918966385	-1.6001143632753947	0.03197278911564626	0	Down-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.282/769.23468	2.0517616923867497	1.0368631748157373	0.04054421768707483	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.702/779.36817	2.248440437281998	1.1689246665392585	0.04625850340136054	0	Up-regulated
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.385/790.32826	0.32360258282366183	-1.627704972249206	0.022040816326530613	0	Down-regulated
