"","Fold Change","log2(FC)"
"2.698/414.15529",8.5001,3.0875
"5.371/786.51696",0.11813,-3.0816
"0.783/489.18724",0.11829,-3.0796
"0.869/673.17555",0.11831,-3.0794
"5.371/791.47353",0.11833,-3.0792
"2.901/1195.33586",8.4112,3.0723
"2.879/1193.00342",8.3896,3.0686
"2.832/823.91348",8.3425,3.0605
"0.825/479.03642",0.12014,-3.0572
"5.528/609.45346",0.12025,-3.0559
"2.897/1194.88690",8.2764,3.049
"2.899/978.09387",8.2548,3.0452
"1.149/115.58398",0.12138,-3.0424
"2.861/831.27749",0.12138,-3.0424
"1.549/295.57882",0.12221,-3.0326
"3.044/775.23943",0.12238,-3.0306
"2.969/847.74060",8.1711,3.0305
"1.011/549.19730",0.12289,-3.0245
"3.085/631.65410",0.1229,-3.0245
"2.768/500.74230",8.1243,3.0222
"4.005/457.67344",0.12322,-3.0207
"2.891/826.77508",8.1115,3.02
"2.877/1192.88992",8.1019,3.0183
"2.994/1189.58617",0.12385,-3.0133
"2.675/1223.37041",8.045,3.0081
"0.935/662.19886",0.1245,-3.0058
"3.087/1160.79389",8.029,3.0052
"2.755/999.20290",8.0249,3.0045
"2.884/677.31908",8.0244,3.0044
"2.893/984.91066",8.0105,3.0019
"5.400/757.43184",0.12544,-2.9949
"2.921/1232.29006",7.9671,2.994
"2.882/1116.53742",0.12562,-2.9929
"2.922/1122.35124",0.12567,-2.9923
"2.894/1205.22704",7.9416,2.9894
"4.173/1048.18018",7.9362,2.9885
"2.900/769.79294",7.9283,2.987
"2.880/1193.22212",7.9227,2.986
"2.719/861.87852",7.9002,2.9819
"1.689/146.02682",0.12736,-2.9731
"1.667/228.63192",7.8449,2.9717
"4.174/1047.84839",7.8295,2.9689
"2.901/904.66813",7.821,2.9674
"3.848/340.67257",7.741,2.9525
"2.810/541.80034",7.7256,2.9496
"1.235/268.94617",7.7091,2.9466
"0.800/603.89922",0.13049,-2.938
"2.808/781.22210",0.13072,-2.9355
"5.524/307.22807",0.13079,-2.9347
"0.835/381.08129",7.635,2.9326
"2.902/903.33626",7.6194,2.9297
"1.173/535.18923",0.13134,-2.9286
"1.103/451.11884",0.13147,-2.9272
"3.338/514.27459",0.13166,-2.9251
"3.410/408.73642",7.5898,2.9241
"2.905/835.46673",7.582,2.9226
"2.957/386.71838",7.5675,2.9198
"2.900/897.91843",7.5651,2.9194
"2.746/1103.02964",7.5503,2.9165
"3.209/486.33067",7.5345,2.9135
"2.878/815.46401",0.13296,-2.9109
"3.241/778.43396",0.13359,-2.9041
"0.863/291.06932",7.476,2.9023
"2.894/977.73000",7.4383,2.895
"0.882/507.12871",7.3884,2.8853
"2.883/895.25750",7.386,2.8848
"0.822/184.10842",7.384,2.8844
"1.444/664.23209",0.13548,-2.8839
"2.901/896.66949",7.3784,2.8833
"3.020/1033.10180",0.13573,-2.8812
"0.940/450.01866",7.3621,2.8801
"3.128/1192.16098",0.13622,-2.876
"2.909/838.38821",0.13632,-2.8749
"1.003/425.04496",0.13651,-2.873
"2.890/723.26779",7.3222,2.8723
"2.897/670.44166",7.3218,2.8722
"1.012/462.99819",0.13693,-2.8685
"3.452/435.67937",0.13695,-2.8683
"2.732/631.39991",7.2997,2.8678
"2.905/775.57423",7.2981,2.8675
"1.291/844.28840",7.2968,2.8673
"2.874/441.68198",0.13721,-2.8655
"2.860/625.35294",7.2828,2.8645
"2.698/629.37701",7.2829,2.8645
"2.915/826.69313",7.2824,2.8644
"2.903/772.64616",7.265,2.861
"2.810/688.14290",0.13824,-2.8547
"1.209/717.20096",7.2304,2.8541
"2.901/885.91753",7.1847,2.8449
"3.110/265.06254",7.1757,2.8431
"2.806/661.56103",7.1677,2.8415
"0.781/431.02836",0.14074,-2.8289
"2.994/1231.61886",0.14127,-2.8235
"1.607/264.02388",7.0545,2.8185
"2.702/561.64434",7.039,2.8154
"2.693/420.64148",7.014,2.8102
"1.285/787.04025",0.14259,-2.8101
"2.767/523.31155",0.1427,-2.8089
"2.695/531.93135",6.9915,2.8056
"2.903/775.64273",6.9659,2.8003
"0.803/527.00494",0.1442,-2.7938
"2.350/210.07628",6.9147,2.7897
"0.792/445.95162",6.8934,2.7852
"1.048/752.15007",0.14555,-2.7804
"2.703/726.23536",6.868,2.7799
"1.603/551.39054",6.8661,2.7795
"0.785/726.18354",6.8632,2.7789
"2.830/559.30897",6.8599,2.7782
"3.104/1093.60812",6.8574,2.7777
"0.777/518.13947",0.14635,-2.7725
"2.830/790.39598",6.7951,2.7645
"2.898/824.84615",6.7952,2.7645
"2.732/549.92444",0.14819,-2.7545
"3.006/617.79831",0.14867,-2.7498
"2.982/1051.51148",0.14905,-2.7461
"3.092/788.70623",6.6859,2.7411
"2.899/715.07243",6.6817,2.7402
"2.902/718.34285",6.6765,2.7391
"1.278/595.09565",0.15003,-2.7366
"2.958/813.54863",6.6551,2.7345
"2.892/896.33126",6.642,2.7316
"2.319/682.19445",6.6415,2.7315
"2.903/721.53694",6.6362,2.7303
"2.840/331.69783",0.15086,-2.7287
"2.680/780.74609",0.15088,-2.7285
"2.898/765.93148",6.6247,2.7278
"1.690/321.60059",6.587,2.7196
"3.110/658.35786",6.587,2.7196
"2.979/1128.95406",0.15189,-2.7189
"1.169/768.18559",0.15248,-2.7133
"1.057/264.04022",0.15278,-2.7105
"0.794/668.02944",6.5438,2.7101
"0.854/521.05519",0.15318,-2.7067
"0.613/605.86346",0.15319,-2.7066
"0.809/511.02550",0.15378,-2.7011
"5.052/686.92278",0.15385,-2.7004
"2.961/716.10820",6.4998,2.7004
"1.977/235.11134",0.15414,-2.6977
"2.920/1199.79551",0.1542,-2.6971
"2.856/296.63653",6.4772,2.6954
"2.960/949.30800",6.4655,2.6928
"5.052/687.42331",0.1547,-2.6925
"0.815/252.08370",6.4546,2.6903
"0.849/324.06071",6.4449,2.6882
"3.698/516.31844",0.15548,-2.6852
"2.900/766.00475",6.4147,2.6814
"1.453/919.23878",6.4128,2.681
"2.959/719.47792",6.4015,2.6784
"0.816/462.91181",6.3848,2.6746
"2.900/670.56588",6.3535,2.6675
"2.726/701.72735",0.15754,-2.6662
"2.814/468.18402",6.3416,2.6648
"0.796/429.97991",6.3342,2.6632
"2.903/983.36491",6.334,2.6631
"0.827/521.17376",0.15803,-2.6617
"2.904/721.26960",6.3267,2.6614
"2.891/672.62258",6.3249,2.661
"3.004/1190.25157",0.15815,-2.6607
"0.853/116.07045",6.3093,2.6575
"2.695/673.38903",0.15886,-2.6542
"2.902/721.00624",6.2682,2.6481
"0.650/107.47593",0.15955,-2.6479
"1.428/371.60507",0.15957,-2.6477
"0.611/525.90417",6.2605,2.6463
"2.903/832.07993",6.249,2.6436
"2.057/124.59122",6.2383,2.6411
"2.721/905.43782",0.16137,-2.6315
"1.037/626.16073",0.16156,-2.6299
"2.701/310.69133",6.1766,2.6268
"2.903/721.20285",6.1758,2.6266
"2.977/826.40978",0.16192,-2.6266
"2.797/383.54457",6.1705,2.6254
"0.611/697.87606",0.16206,-2.6254
"1.061/794.26354",6.1664,2.6244
"2.902/759.50082",6.1643,2.6239
"3.257/661.35822",6.1593,2.6228
"2.710/344.52474",0.16281,-2.6188
"0.909/513.35189",6.1386,2.6179
"1.269/793.04136",0.16373,-2.6106
"0.611/784.85996",0.16438,-2.6049
"1.057/118.12247",6.0731,2.6024
"0.967/704.21341",6.0622,2.5998
"0.923/608.37664",6.0611,2.5996
"2.540/353.13756",6.0598,2.5993
"2.308/689.06062",6.0219,2.5902
"2.724/361.19907",6.019,2.5895
"1.569/386.09495",6.0183,2.5894
"2.807/382.51201",5.9888,2.5823
"0.797/564.96212",0.16717,-2.5806
"2.887/933.79765",5.9817,2.5806
"2.932/1149.16383",0.16722,-2.5802
"0.820/282.08053",5.9793,2.58
"1.368/513.12461",0.16734,-2.5792
"2.750/506.75294",5.9569,2.5746
"2.996/862.66674",5.9158,2.5646
"0.816/627.28127",5.9151,2.5644
"0.906/132.10095",0.1693,-2.5623
"0.890/464.12740",0.17068,-2.5506
"0.819/531.00823",5.8363,2.545
"2.859/244.15549",0.17148,-2.5439
"0.649/232.59817",5.8155,2.5399
"2.846/463.72220",5.7368,2.5202
"0.913/418.23177",5.7279,2.518
"0.826/460.97500",5.7224,2.5166
"0.785/199.99574",0.17484,-2.5159
"3.093/773.11677",5.718,2.5155
"0.820/515.03499",5.6685,2.503
"2.924/1232.62133",5.6588,2.5005
"2.896/761.13162",5.6407,2.4959
"2.660/339.64168",5.6343,2.4942
"0.636/387.36007",0.17833,-2.4874
"2.907/473.77203",5.554,2.4735
"2.714/1016.47182",5.5019,2.4599
"0.819/232.03712",5.4888,2.4565
"2.869/465.55125",5.4497,2.4462
"0.876/405.09730",5.4213,2.4386
"1.179/559.16716",0.18614,-2.4255
"1.150/380.19770",5.3574,2.4215
"2.900/829.00312",5.312,2.4093
"1.184/261.17995",5.2312,2.3871
"1.119/366.11208",5.2278,2.3862
"0.871/588.15998",5.2021,2.3791
"2.318/556.14399",5.1742,2.3713
"0.635/306.37898",5.0894,2.3475
"0.645/417.35316",5.0422,2.334
"2.843/520.76817",0.21996,-2.1847
"2.790/767.80201",4.3486,2.1206
"2.783/865.65622",4.1852,2.0653
"2.723/765.36302",0.24079,-2.0542
"3.037/673.41446",0.24135,-2.0508
"2.792/1151.54207",4.0342,2.0123
"2.790/926.72281",3.9822,1.9936
"2.844/632.32577",3.9671,1.9881
"3.061/575.32113",0.26782,-1.9007
"2.793/1151.04330",3.7158,1.8937
"2.793/986.75204",3.6651,1.8739
"2.785/1081.17557",3.5193,1.8153
"2.877/688.32500",0.28943,-1.7887
"2.787/721.34015",3.3846,1.759
"2.794/863.53252",3.2354,1.6939
"2.784/1081.51121",3.1945,1.6756
"2.794/987.03631",3.168,1.6636
"2.787/927.00853",3.1245,1.6436
"2.776/929.72000",3.1042,1.6342
"2.758/799.56594",3.0541,1.6107
"2.757/552.81160",0.3336,-1.5838
"2.926/719.37751",2.9831,1.5768
"2.972/732.32578",0.33632,-1.5721
"3.201/865.46602",0.34073,-1.5533
"3.201/843.48618",0.35118,-1.5097
"2.774/1083.67424",2.7987,1.4848
"5.052/698.39182",0.36229,-1.4648
"2.775/813.00618",2.708,1.4372
"2.755/666.47036",2.6955,1.4306
"2.792/863.78104",2.6767,1.4205
"5.052/697.38866",0.37493,-1.4153
"2.783/989.17851",2.6519,1.407
"3.119/573.83266",0.37804,-1.4034
"2.799/516.30338",0.37861,-1.4012
"2.747/736.02369",2.6111,1.3847
"2.758/799.76804",2.5735,1.3637
"3.043/999.58942",0.39099,-1.3548
"2.747/735.68937",2.5356,1.3423
"5.850/761.46096",0.39768,-1.3303
"2.787/811.38769",2.5102,1.3278
"2.787/1081.34333",2.504,1.3242
