Metabolite Clone1 Clone2 log2FC plotContrast
1.583/220.11822 AC9.1 AC9.3 0.71678 "AC9.1 vs AC9.3"
1.583/220.11822 AC9.2 AC9.3 1.1262 "AC9.2 vs AC9.3"
1.583/220.11822 AC9.1 AC9.2 -0.40944 "AC9.1 vs AC9.2"
0.608/221.02304 AC9.1 E30 -0.1834 "AC9.1 vs E30"
0.608/221.02304 AC9.2 E30 -0.093393 "AC9.2 vs E30"
0.608/221.02304 AC9.3 E30 -0.08729 "AC9.3 vs E30"
0.608/221.02304 AC9.1 AC9.3 -0.096106 "AC9.1 vs AC9.3"
0.608/221.02304 AC9.2 AC9.3 -0.0061022 "AC9.2 vs AC9.3"
0.608/221.02304 AC9.1 AC9.2 -0.090003 "AC9.1 vs AC9.2"
1.724/221.09179 AC9.1 E30 0.14095 "AC9.1 vs E30"
1.724/221.09179 AC9.2 E30 -0.032064 "AC9.2 vs E30"
1.724/221.09179 AC9.3 E30 0.29612 "AC9.3 vs E30"
1.724/221.09179 AC9.1 AC9.3 -0.15517 "AC9.1 vs AC9.3"
1.724/221.09179 AC9.2 AC9.3 -0.32818 "AC9.2 vs AC9.3"
1.724/221.09179 AC9.1 AC9.2 0.17302 "AC9.1 vs AC9.2"
2.725/221.09240 AC9.1 E30 0.059638 "AC9.1 vs E30"
2.725/221.09240 AC9.2 E30 -0.011221 "AC9.2 vs E30"
2.725/221.09240 AC9.3 E30 0.10272 "AC9.3 vs E30"
2.725/221.09240 AC9.1 AC9.3 -0.043083 "AC9.1 vs AC9.3"
2.725/221.09240 AC9.2 AC9.3 -0.11394 "AC9.2 vs AC9.3"
2.725/221.09240 AC9.1 AC9.2 0.070858 "AC9.1 vs AC9.2"
1.263/221.09575 AC9.1 E30 0.15231 "AC9.1 vs E30"
1.263/221.09575 AC9.2 E30 0.13063 "AC9.2 vs E30"
1.263/221.09575 AC9.3 E30 -0.052181 "AC9.3 vs E30"
1.263/221.09575 AC9.1 AC9.3 0.2045 "AC9.1 vs AC9.3"
1.263/221.09575 AC9.2 AC9.3 0.18281 "AC9.2 vs AC9.3"
1.263/221.09575 AC9.1 AC9.2 0.021687 "AC9.1 vs AC9.2"
3.527/221.11720 AC9.1 E30 -0.3187 "AC9.1 vs E30"
3.527/221.11720 AC9.2 E30 -0.64251 "AC9.2 vs E30"
3.527/221.11720 AC9.3 E30 -0.33747 "AC9.3 vs E30"
3.527/221.11720 AC9.1 AC9.3 0.01877 "AC9.1 vs AC9.3"
3.527/221.11720 AC9.2 AC9.3 -0.30504 "AC9.2 vs AC9.3"
3.527/221.11720 AC9.1 AC9.2 0.32381 "AC9.1 vs AC9.2"
2.837/221.12849 AC9.1 E30 -0.40779 "AC9.1 vs E30"
2.837/221.12849 AC9.2 E30 -1.0065 "AC9.2 vs E30"
2.837/221.12849 AC9.3 E30 -0.68725 "AC9.3 vs E30"
2.837/221.12849 AC9.1 AC9.3 0.27947 "AC9.1 vs AC9.3"
2.837/221.12849 AC9.2 AC9.3 -0.31924 "AC9.2 vs AC9.3"
2.837/221.12849 AC9.1 AC9.2 0.59871 "AC9.1 vs AC9.2"
2.751/221.16942 AC9.1 E30 0.1148 "AC9.1 vs E30"
2.751/221.16942 AC9.2 E30 -1.2326 "AC9.2 vs E30"
2.751/221.16942 AC9.3 E30 -1.5127 "AC9.3 vs E30"
2.751/221.16942 AC9.1 AC9.3 1.6275 "AC9.1 vs AC9.3"
2.751/221.16942 AC9.2 AC9.3 0.28014 "AC9.2 vs AC9.3"
2.751/221.16942 AC9.1 AC9.2 1.3474 "AC9.1 vs AC9.2"
0.902/221.18535 AC9.1 E30 0.99455 "AC9.1 vs E30"
0.902/221.18535 AC9.2 E30 1.2998 "AC9.2 vs E30"
0.902/221.18535 AC9.3 E30 1.032 "AC9.3 vs E30"
0.902/221.18535 AC9.1 AC9.3 -0.037496 "AC9.1 vs AC9.3"
0.902/221.18535 AC9.2 AC9.3 0.26779 "AC9.2 vs AC9.3"
0.902/221.18535 AC9.1 AC9.2 -0.30528 "AC9.1 vs AC9.2"
0.879/222.02956 AC9.1 E30 -0.62795 "AC9.1 vs E30"
0.879/222.02956 AC9.2 E30 -0.93383 "AC9.2 vs E30"
0.879/222.02956 AC9.3 E30 -0.70801 "AC9.3 vs E30"
0.879/222.02956 AC9.1 AC9.3 0.080057 "AC9.1 vs AC9.3"
0.879/222.02956 AC9.2 AC9.3 -0.22582 "AC9.2 vs AC9.3"
0.879/222.02956 AC9.1 AC9.2 0.30587 "AC9.1 vs AC9.2"
1.079/222.13307 AC9.1 E30 0.069613 "AC9.1 vs E30"
1.079/222.13307 AC9.2 E30 -0.085873 "AC9.2 vs E30"
1.079/222.13307 AC9.3 E30 -0.23157 "AC9.3 vs E30"
1.079/222.13307 AC9.1 AC9.3 0.30118 "AC9.1 vs AC9.3"
1.079/222.13307 AC9.2 AC9.3 0.14569 "AC9.2 vs AC9.3"
1.079/222.13307 AC9.1 AC9.2 0.15549 "AC9.1 vs AC9.2"
0.812/222.13443 AC9.1 E30 0.59754 "AC9.1 vs E30"
0.812/222.13443 AC9.2 E30 0.20895 "AC9.2 vs E30"
0.812/222.13443 AC9.3 E30 -0.031836 "AC9.3 vs E30"
0.812/222.13443 AC9.1 AC9.3 0.62938 "AC9.1 vs AC9.3"
0.812/222.13443 AC9.2 AC9.3 0.24079 "AC9.2 vs AC9.3"
0.812/222.13443 AC9.1 AC9.2 0.38859 "AC9.1 vs AC9.2"
0.612/222.94301 AC9.1 E30 -0.14645 "AC9.1 vs E30"
0.612/222.94301 AC9.2 E30 -0.11055 "AC9.2 vs E30"
0.612/222.94301 AC9.3 E30 0.12378 "AC9.3 vs E30"
0.612/222.94301 AC9.1 AC9.3 -0.27023 "AC9.1 vs AC9.3"
0.612/222.94301 AC9.2 AC9.3 -0.23433 "AC9.2 vs AC9.3"
0.612/222.94301 AC9.1 AC9.2 -0.035902 "AC9.1 vs AC9.2"
0.764/222.98728 AC9.1 E30 -2.8689 "AC9.1 vs E30"
0.764/222.98728 AC9.2 E30 -2.4039 "AC9.2 vs E30"
0.764/222.98728 AC9.3 E30 -0.17973 "AC9.3 vs E30"
0.764/222.98728 AC9.1 AC9.3 -2.6892 "AC9.1 vs AC9.3"
0.764/222.98728 AC9.2 AC9.3 -2.2241 "AC9.2 vs AC9.3"
0.764/222.98728 AC9.1 AC9.2 -0.46505 "AC9.1 vs AC9.2"
2.764/223.10768 AC9.1 E30 0.21765 "AC9.1 vs E30"
2.764/223.10768 AC9.2 E30 -0.28084 "AC9.2 vs E30"
2.764/223.10768 AC9.3 E30 0.43714 "AC9.3 vs E30"
2.764/223.10768 AC9.1 AC9.3 -0.21949 "AC9.1 vs AC9.3"
2.764/223.10768 AC9.2 AC9.3 -0.71799 "AC9.2 vs AC9.3"
2.764/223.10768 AC9.1 AC9.2 0.49849 "AC9.1 vs AC9.2"
3.895/223.11618 AC9.1 E30 0.12839 "AC9.1 vs E30"
3.895/223.11618 AC9.2 E30 -0.31055 "AC9.2 vs E30"
3.895/223.11618 AC9.3 E30 0.78393 "AC9.3 vs E30"
3.895/223.11618 AC9.1 AC9.3 -0.65554 "AC9.1 vs AC9.3"
3.895/223.11618 AC9.2 AC9.3 -1.0945 "AC9.2 vs AC9.3"
3.895/223.11618 AC9.1 AC9.2 0.43894 "AC9.1 vs AC9.2"
3.460/223.13268 AC9.1 E30 -0.13678 "AC9.1 vs E30"
3.460/223.13268 AC9.2 E30 -0.8693 "AC9.2 vs E30"
3.460/223.13268 AC9.3 E30 -0.30449 "AC9.3 vs E30"
3.460/223.13268 AC9.1 AC9.3 0.16772 "AC9.1 vs AC9.3"
3.460/223.13268 AC9.2 AC9.3 -0.5648 "AC9.2 vs AC9.3"
3.460/223.13268 AC9.1 AC9.2 0.73252 "AC9.1 vs AC9.2"
3.174/223.13342 AC9.1 E30 -0.44083 "AC9.1 vs E30"
3.174/223.13342 AC9.2 E30 -0.73012 "AC9.2 vs E30"
3.174/223.13342 AC9.3 E30 -0.47966 "AC9.3 vs E30"
3.174/223.13342 AC9.1 AC9.3 0.038829 "AC9.1 vs AC9.3"
3.174/223.13342 AC9.2 AC9.3 -0.25046 "AC9.2 vs AC9.3"
3.174/223.13342 AC9.1 AC9.2 0.28929 "AC9.1 vs AC9.2"
3.831/223.13421 AC9.1 E30 -0.20787 "AC9.1 vs E30"
3.831/223.13421 AC9.2 E30 -0.2093 "AC9.2 vs E30"
3.831/223.13421 AC9.3 E30 0.13804 "AC9.3 vs E30"
3.831/223.13421 AC9.1 AC9.3 -0.34591 "AC9.1 vs AC9.3"
3.831/223.13421 AC9.2 AC9.3 -0.34734 "AC9.2 vs AC9.3"
3.831/223.13421 AC9.1 AC9.2 0.0014308 "AC9.1 vs AC9.2"
0.764/223.97142 AC9.1 E30 -2.9586 "AC9.1 vs E30"
0.764/223.97142 AC9.2 E30 -2.3413 "AC9.2 vs E30"
0.764/223.97142 AC9.3 E30 0.1401 "AC9.3 vs E30"
0.764/223.97142 AC9.1 AC9.3 -3.0987 "AC9.1 vs AC9.3"
0.764/223.97142 AC9.2 AC9.3 -2.4814 "AC9.2 vs AC9.3"
0.764/223.97142 AC9.1 AC9.2 -0.61733 "AC9.1 vs AC9.2"
0.619/223.98899 AC9.1 E30 -0.095826 "AC9.1 vs E30"
0.619/223.98899 AC9.2 E30 0.0093299 "AC9.2 vs E30"
0.619/223.98899 AC9.3 E30 0.049722 "AC9.3 vs E30"
0.619/223.98899 AC9.1 AC9.3 -0.14555 "AC9.1 vs AC9.3"
0.619/223.98899 AC9.2 AC9.3 -0.040392 "AC9.2 vs AC9.3"
0.619/223.98899 AC9.1 AC9.2 -0.10516 "AC9.1 vs AC9.2"
2.860/224.04838 AC9.1 E30 0.89403 "AC9.1 vs E30"
2.860/224.04838 AC9.2 E30 1.636 "AC9.2 vs E30"
2.860/224.04838 AC9.3 E30 0.82126999999999994 "AC9.3 vs E30"
2.860/224.04838 AC9.1 AC9.3 0.072761 "AC9.1 vs AC9.3"
2.860/224.04838 AC9.2 AC9.3 0.81472 "AC9.2 vs AC9.3"
2.860/224.04838 AC9.1 AC9.2 -0.74196 "AC9.1 vs AC9.2"
1.048/224.09416 AC9.1 E30 0.80523 "AC9.1 vs E30"
1.048/224.09416 AC9.2 E30 0.79201 "AC9.2 vs E30"
1.048/224.09416 AC9.3 E30 1.1413 "AC9.3 vs E30"
1.048/224.09416 AC9.1 AC9.3 -0.33608 "AC9.1 vs AC9.3"
1.048/224.09416 AC9.2 AC9.3 -0.3493 "AC9.2 vs AC9.3"
1.048/224.09416 AC9.1 AC9.2 0.013216 "AC9.1 vs AC9.2"
1.137/224.09487 AC9.1 E30 0.24427 "AC9.1 vs E30"
1.137/224.09487 AC9.2 E30 -0.069406 "AC9.2 vs E30"
1.137/224.09487 AC9.3 E30 0.079441 "AC9.3 vs E30"
1.137/224.09487 AC9.1 AC9.3 0.16482 "AC9.1 vs AC9.3"
1.137/224.09487 AC9.2 AC9.3 -0.14885 "AC9.2 vs AC9.3"
1.137/224.09487 AC9.1 AC9.2 0.31367 "AC9.1 vs AC9.2"
1.531/224.10208 AC9.1 E30 0.72608 "AC9.1 vs E30"
1.531/224.10208 AC9.2 E30 -1.0008 "AC9.2 vs E30"
1.531/224.10208 AC9.3 E30 0.91056 "AC9.3 vs E30"
1.531/224.10208 AC9.1 AC9.3 -0.18448 "AC9.1 vs AC9.3"
1.531/224.10208 AC9.2 AC9.3 -1.9113 "AC9.2 vs AC9.3"
1.531/224.10208 AC9.1 AC9.2 1.7269 "AC9.1 vs AC9.2"
0.641/224.43534 AC9.1 E30 -0.29824 "AC9.1 vs E30"
0.641/224.43534 AC9.2 E30 -0.1898 "AC9.2 vs E30"
0.641/224.43534 AC9.3 E30 -0.16057 "AC9.3 vs E30"
0.641/224.43534 AC9.1 AC9.3 -0.13767 "AC9.1 vs AC9.3"
0.641/224.43534 AC9.2 AC9.3 -0.029225 "AC9.2 vs AC9.3"
0.641/224.43534 AC9.1 AC9.2 -0.10845 "AC9.1 vs AC9.2"
2.691/225.08729 AC9.1 E30 0.2552 "AC9.1 vs E30"
2.691/225.08729 AC9.2 E30 0.096418 "AC9.2 vs E30"
2.691/225.08729 AC9.3 E30 0.20706 "AC9.3 vs E30"
2.691/225.08729 AC9.1 AC9.3 0.048142 "AC9.1 vs AC9.3"
2.691/225.08729 AC9.2 AC9.3 -0.11064 "AC9.2 vs AC9.3"
2.691/225.08729 AC9.1 AC9.2 0.15879 "AC9.1 vs AC9.2"
2.849/225.08743 AC9.1 E30 0.30023 "AC9.1 vs E30"
2.849/225.08743 AC9.2 E30 0.24847 "AC9.2 vs E30"
2.849/225.08743 AC9.3 E30 0.33266 "AC9.3 vs E30"
2.849/225.08743 AC9.1 AC9.3 -0.03243 "AC9.1 vs AC9.3"
2.849/225.08743 AC9.2 AC9.3 -0.084193 "AC9.2 vs AC9.3"
2.849/225.08743 AC9.1 AC9.2 0.051763000000000003 "AC9.1 vs AC9.2"
3.676/225.14806 AC9.1 E30 -0.40615 "AC9.1 vs E30"
3.676/225.14806 AC9.2 E30 -0.55679 "AC9.2 vs E30"
3.676/225.14806 AC9.3 E30 -0.19267 "AC9.3 vs E30"
3.676/225.14806 AC9.1 AC9.3 -0.21347 "AC9.1 vs AC9.3"
3.676/225.14806 AC9.2 AC9.3 -0.36412 "AC9.2 vs AC9.3"
3.676/225.14806 AC9.1 AC9.2 0.15065 "AC9.1 vs AC9.2"
3.002/225.14894 AC9.1 E30 -0.61519 "AC9.1 vs E30"
3.002/225.14894 AC9.2 E30 -1.1251 "AC9.2 vs E30"
3.002/225.14894 AC9.3 E30 0.15977 "AC9.3 vs E30"
3.002/225.14894 AC9.1 AC9.3 -0.77497 "AC9.1 vs AC9.3"
3.002/225.14894 AC9.2 AC9.3 -1.2848 "AC9.2 vs AC9.3"
3.002/225.14894 AC9.1 AC9.2 0.50987 "AC9.1 vs AC9.2"
3.352/225.14917 AC9.1 E30 -0.73157 "AC9.1 vs E30"
3.352/225.14917 AC9.2 E30 -0.55034 "AC9.2 vs E30"
3.352/225.14917 AC9.3 E30 -0.14356 "AC9.3 vs E30"
3.352/225.14917 AC9.1 AC9.3 -0.58801 "AC9.1 vs AC9.3"
3.352/225.14917 AC9.2 AC9.3 -0.40678 "AC9.2 vs AC9.3"
3.352/225.14917 AC9.1 AC9.2 -0.18123 "AC9.1 vs AC9.2"
0.619/225.98737 AC9.1 E30 -0.053756 "AC9.1 vs E30"
0.619/225.98737 AC9.2 E30 0.0082706 "AC9.2 vs E30"
0.619/225.98737 AC9.3 E30 0.067851 "AC9.3 vs E30"
0.619/225.98737 AC9.1 AC9.3 -0.12161 "AC9.1 vs AC9.3"
0.619/225.98737 AC9.2 AC9.3 -0.05958 "AC9.2 vs AC9.3"
0.619/225.98737 AC9.1 AC9.2 -0.062026 "AC9.1 vs AC9.2"
2.706/226.12022 AC9.1 E30 0.8529 "AC9.1 vs E30"
2.706/226.12022 AC9.2 E30 0.73888 "AC9.2 vs E30"
2.706/226.12022 AC9.3 E30 0.54045 "AC9.3 vs E30"
2.706/226.12022 AC9.1 AC9.3 0.31245 "AC9.1 vs AC9.3"
2.706/226.12022 AC9.2 AC9.3 0.19842 "AC9.2 vs AC9.3"
2.706/226.12022 AC9.1 AC9.2 0.11403 "AC9.1 vs AC9.2"
2.952/227.08544 AC9.1 E30 -0.93026 "AC9.1 vs E30"
2.952/227.08544 AC9.2 E30 -0.91693 "AC9.2 vs E30"
2.952/227.08544 AC9.3 E30 -0.33921 "AC9.3 vs E30"
2.952/227.08544 AC9.1 AC9.3 -0.59105 "AC9.1 vs AC9.3"
2.952/227.08544 AC9.2 AC9.3 -0.57772 "AC9.2 vs AC9.3"
2.952/227.08544 AC9.1 AC9.2 -0.01333 "AC9.1 vs AC9.2"
1.321/227.10237 AC9.1 E30 0.58928 "AC9.1 vs E30"
1.321/227.10237 AC9.2 E30 0.05201 "AC9.2 vs E30"
1.321/227.10237 AC9.3 E30 0.87729 "AC9.3 vs E30"
1.321/227.10237 AC9.1 AC9.3 -0.28801 "AC9.1 vs AC9.3"
1.321/227.10237 AC9.2 AC9.3 -0.82528 "AC9.2 vs AC9.3"
1.321/227.10237 AC9.1 AC9.2 0.53727 "AC9.1 vs AC9.2"
2.358/227.13907 AC9.1 E30 0.43567 "AC9.1 vs E30"
2.358/227.13907 AC9.2 E30 0.34854 "AC9.2 vs E30"
2.358/227.13907 AC9.3 E30 0.25936 "AC9.3 vs E30"
2.358/227.13907 AC9.1 AC9.3 0.17631 "AC9.1 vs AC9.3"
2.358/227.13907 AC9.2 AC9.3 0.089181 "AC9.2 vs AC9.3"
2.358/227.13907 AC9.1 AC9.2 0.08713 "AC9.1 vs AC9.2"
2.835/227.17513 AC9.1 E30 -0.64217 "AC9.1 vs E30"
2.835/227.17513 AC9.2 E30 -0.075643 "AC9.2 vs E30"
2.835/227.17513 AC9.3 E30 0.3662 "AC9.3 vs E30"
2.835/227.17513 AC9.1 AC9.3 -1.0084 "AC9.1 vs AC9.3"
2.835/227.17513 AC9.2 AC9.3 -0.44185 "AC9.2 vs AC9.3"
2.835/227.17513 AC9.1 AC9.2 -0.56653 "AC9.1 vs AC9.2"
2.935/227.17515 AC9.1 E30 -0.29815 "AC9.1 vs E30"
2.935/227.17515 AC9.2 E30 -0.9424 "AC9.2 vs E30"
2.935/227.17515 AC9.3 E30 0.46102 "AC9.3 vs E30"
2.935/227.17515 AC9.1 AC9.3 -0.75916 "AC9.1 vs AC9.3"
2.935/227.17515 AC9.2 AC9.3 -1.4034 "AC9.2 vs AC9.3"
2.935/227.17515 AC9.1 AC9.2 0.64425 "AC9.1 vs AC9.2"
1.210/228.02646 AC9.1 E30 -1.2961 "AC9.1 vs E30"
1.210/228.02646 AC9.2 E30 -1.0974 "AC9.2 vs E30"
1.210/228.02646 AC9.3 E30 1.0871 "AC9.3 vs E30"
1.210/228.02646 AC9.1 AC9.3 -2.3831 "AC9.1 vs AC9.3"
1.210/228.02646 AC9.2 AC9.3 -2.1845 "AC9.2 vs AC9.3"
1.210/228.02646 AC9.1 AC9.2 -0.19865 "AC9.1 vs AC9.2"
2.739/228.06934 AC9.1 E30 -0.078699 "AC9.1 vs E30"
2.739/228.06934 AC9.2 E30 -0.33045 "AC9.2 vs E30"
2.739/228.06934 AC9.3 E30 -0.37629 "AC9.3 vs E30"
2.739/228.06934 AC9.1 AC9.3 0.29759 "AC9.1 vs AC9.3"
2.739/228.06934 AC9.2 AC9.3 0.045832 "AC9.2 vs AC9.3"
2.739/228.06934 AC9.1 AC9.2 0.25176 "AC9.1 vs AC9.2"
1.666/228.14615 AC9.1 E30 1.2627 "AC9.1 vs E30"
1.666/228.14615 AC9.2 E30 0.95123 "AC9.2 vs E30"
1.666/228.14615 AC9.3 E30 -0.28739 "AC9.3 vs E30"
1.666/228.14615 AC9.1 AC9.3 1.5501 "AC9.1 vs AC9.3"
1.666/228.14615 AC9.2 AC9.3 1.2386 "AC9.2 vs AC9.3"
1.666/228.14615 AC9.1 AC9.2 0.3115 "AC9.1 vs AC9.2"
2.688/228.61200 AC9.1 E30 2.1565 "AC9.1 vs E30"
2.688/228.61200 AC9.2 E30 0.49715 "AC9.2 vs E30"
2.688/228.61200 AC9.3 E30 2.5443 "AC9.3 vs E30"
2.688/228.61200 AC9.1 AC9.3 -0.38782 "AC9.1 vs AC9.3"
2.688/228.61200 AC9.2 AC9.3 -2.0472 "AC9.2 vs AC9.3"
2.688/228.61200 AC9.1 AC9.2 1.6593 "AC9.1 vs AC9.2"
1.667/228.63192 AC9.1 E30 1.3561 "AC9.1 vs E30"
1.667/228.63192 AC9.2 E30 0.92317 "AC9.2 vs E30"
1.667/228.63192 AC9.3 E30 -0.26139 "AC9.3 vs E30"
1.667/228.63192 AC9.1 AC9.3 1.6175 "AC9.1 vs AC9.3"
1.667/228.63192 AC9.2 AC9.3 1.1846 "AC9.2 vs AC9.3"
1.667/228.63192 AC9.1 AC9.2 0.43289 "AC9.1 vs AC9.2"
0.609/229.00453 AC9.1 E30 -0.083481 "AC9.1 vs E30"
0.609/229.00453 AC9.2 E30 -0.026507 "AC9.2 vs E30"
0.609/229.00453 AC9.3 E30 0.088374 "AC9.3 vs E30"
0.609/229.00453 AC9.1 AC9.3 -0.17185 "AC9.1 vs AC9.3"
0.609/229.00453 AC9.2 AC9.3 -0.11488 "AC9.2 vs AC9.3"
0.609/229.00453 AC9.1 AC9.2 -0.056974 "AC9.1 vs AC9.2"
0.819/229.03156 AC9.1 E30 -0.7012 "AC9.1 vs E30"
0.819/229.03156 AC9.2 E30 -0.5167 "AC9.2 vs E30"
0.819/229.03156 AC9.3 E30 -0.61087 "AC9.3 vs E30"
0.819/229.03156 AC9.1 AC9.3 -0.090325 "AC9.1 vs AC9.3"
0.819/229.03156 AC9.2 AC9.3 0.094171 "AC9.2 vs AC9.3"
0.819/229.03156 AC9.1 AC9.2 -0.1845 "AC9.1 vs AC9.2"
2.767/229.15456 AC9.1 E30 0.30035 "AC9.1 vs E30"
2.767/229.15456 AC9.2 E30 0.055471 "AC9.2 vs E30"
2.767/229.15456 AC9.3 E30 0.53508 "AC9.3 vs E30"
2.767/229.15456 AC9.1 AC9.3 -0.23473 "AC9.1 vs AC9.3"
2.767/229.15456 AC9.2 AC9.3 -0.47961 "AC9.2 vs AC9.3"
2.767/229.15456 AC9.1 AC9.2 0.24488 "AC9.1 vs AC9.2"
2.785/229.34988 AC9.1 E30 1.194 "AC9.1 vs E30"
2.785/229.34988 AC9.2 E30 -0.197 "AC9.2 vs E30"
2.785/229.34988 AC9.3 E30 1.8795 "AC9.3 vs E30"
2.785/229.34988 AC9.1 AC9.3 -0.68548 "AC9.1 vs AC9.3"
2.785/229.34988 AC9.2 AC9.3 -2.0765 "AC9.2 vs AC9.3"
2.785/229.34988 AC9.1 AC9.2 1.391 "AC9.1 vs AC9.2"
0.972/229.56244 AC9.1 E30 -0.12188 "AC9.1 vs E30"
0.972/229.56244 AC9.2 E30 -0.19933 "AC9.2 vs E30"
0.972/229.56244 AC9.3 E30 0.24788 "AC9.3 vs E30"
0.972/229.56244 AC9.1 AC9.3 -0.36976 "AC9.1 vs AC9.3"
0.972/229.56244 AC9.2 AC9.3 -0.44721 "AC9.2 vs AC9.3"
0.972/229.56244 AC9.1 AC9.2 0.077455 "AC9.1 vs AC9.2"
2.732/229.60098 AC9.1 E30 1.1327 "AC9.1 vs E30"
2.732/229.60098 AC9.2 E30 0.96221 "AC9.2 vs E30"
2.732/229.60098 AC9.3 E30 0.6542 "AC9.3 vs E30"
2.732/229.60098 AC9.1 AC9.3 0.47853 "AC9.1 vs AC9.3"
2.732/229.60098 AC9.2 AC9.3 0.30802 "AC9.2 vs AC9.3"
2.732/229.60098 AC9.1 AC9.2 0.17052 "AC9.1 vs AC9.2"
0.642/229.94604 AC9.1 E30 -0.18943 "AC9.1 vs E30"
0.642/229.94604 AC9.2 E30 -0.094909 "AC9.2 vs E30"
0.642/229.94604 AC9.3 E30 -0.039177 "AC9.3 vs E30"
0.642/229.94604 AC9.1 AC9.3 -0.15025 "AC9.1 vs AC9.3"
0.642/229.94604 AC9.2 AC9.3 -0.055731 "AC9.2 vs AC9.3"
0.642/229.94604 AC9.1 AC9.2 -0.094517 "AC9.1 vs AC9.2"
0.760/229.98149 AC9.1 E30 -3.1204 "AC9.1 vs E30"
0.760/229.98149 AC9.2 E30 -2.3882 "AC9.2 vs E30"
0.760/229.98149 AC9.3 E30 0.90693 "AC9.3 vs E30"
0.760/229.98149 AC9.1 AC9.3 -4.0273 "AC9.1 vs AC9.3"
0.760/229.98149 AC9.2 AC9.3 -3.2951 "AC9.2 vs AC9.3"
0.760/229.98149 AC9.1 AC9.2 -0.7322 "AC9.1 vs AC9.2"
2.789/230.05938 AC9.1 E30 0.94503 "AC9.1 vs E30"
2.789/230.05938 AC9.2 E30 -1.419 "AC9.2 vs E30"
2.789/230.05938 AC9.3 E30 2.6585 "AC9.3 vs E30"
2.789/230.05938 AC9.1 AC9.3 -1.7134 "AC9.1 vs AC9.3"
2.789/230.05938 AC9.2 AC9.3 -4.0774 "AC9.2 vs AC9.3"
2.789/230.05938 AC9.1 AC9.2 2.364 "AC9.1 vs AC9.2"
1.733/230.06001 AC9.1 E30 0.15011 "AC9.1 vs E30"
1.733/230.06001 AC9.2 E30 -0.080696 "AC9.2 vs E30"
1.733/230.06001 AC9.3 E30 -0.81059 "AC9.3 vs E30"
1.733/230.06001 AC9.1 AC9.3 0.96071 "AC9.1 vs AC9.3"
1.733/230.06001 AC9.2 AC9.3 0.7299 "AC9.2 vs AC9.3"
1.733/230.06001 AC9.1 AC9.2 0.23081 "AC9.1 vs AC9.2"
2.709/230.06035 AC9.1 E30 0.58178 "AC9.1 vs E30"
2.709/230.06035 AC9.2 E30 -0.14102 "AC9.2 vs E30"
2.709/230.06035 AC9.3 E30 0.42636 "AC9.3 vs E30"
2.709/230.06035 AC9.1 AC9.3 0.15542 "AC9.1 vs AC9.3"
2.709/230.06035 AC9.2 AC9.3 -0.56737 "AC9.2 vs AC9.3"
2.709/230.06035 AC9.1 AC9.2 0.7228 "AC9.1 vs AC9.2"
0.899/230.09598 AC9.1 E30 -1.3421 "AC9.1 vs E30"
0.899/230.09598 AC9.2 E30 -0.19503 "AC9.2 vs E30"
0.899/230.09598 AC9.3 E30 0.024664 "AC9.3 vs E30"
0.899/230.09598 AC9.1 AC9.3 -1.3668 "AC9.1 vs AC9.3"
0.899/230.09598 AC9.2 AC9.3 -0.21969 "AC9.2 vs AC9.3"
0.899/230.09598 AC9.1 AC9.2 -1.1471 "AC9.1 vs AC9.2"
1.035/230.09624 AC9.1 E30 -0.3112 "AC9.1 vs E30"
1.035/230.09624 AC9.2 E30 -0.50264 "AC9.2 vs E30"
1.035/230.09624 AC9.3 E30 0.74775 "AC9.3 vs E30"
1.035/230.09624 AC9.1 AC9.3 -1.0589 "AC9.1 vs AC9.3"
1.035/230.09624 AC9.2 AC9.3 -1.2504 "AC9.2 vs AC9.3"
1.035/230.09624 AC9.1 AC9.2 0.19145 "AC9.1 vs AC9.2"
1.146/230.09624 AC9.1 E30 -0.1984 "AC9.1 vs E30"
1.146/230.09624 AC9.2 E30 -0.19602 "AC9.2 vs E30"
1.146/230.09624 AC9.3 E30 0.14886 "AC9.3 vs E30"
1.146/230.09624 AC9.1 AC9.3 -0.34726 "AC9.1 vs AC9.3"
1.146/230.09624 AC9.2 AC9.3 -0.34489 "AC9.2 vs AC9.3"
1.146/230.09624 AC9.1 AC9.2 -0.0023764 "AC9.1 vs AC9.2"
1.130/230.11243 AC9.1 E30 0.14627 "AC9.1 vs E30"
1.130/230.11243 AC9.2 E30 0.14781 "AC9.2 vs E30"
1.130/230.11243 AC9.3 E30 0.50907 "AC9.3 vs E30"
1.130/230.11243 AC9.1 AC9.3 -0.3628 "AC9.1 vs AC9.3"
1.130/230.11243 AC9.2 AC9.3 -0.36125 "AC9.2 vs AC9.3"
1.130/230.11243 AC9.1 AC9.2 -0.0015444 "AC9.1 vs AC9.2"
4.170/230.11362 AC9.1 E30 -0.083581 "AC9.1 vs E30"
4.170/230.11362 AC9.2 E30 -2.6797 "AC9.2 vs E30"
4.170/230.11362 AC9.3 E30 -6.1576 "AC9.3 vs E30"
4.170/230.11362 AC9.1 AC9.3 6.074 "AC9.1 vs AC9.3"
4.170/230.11362 AC9.2 AC9.3 3.4779 "AC9.2 vs AC9.3"
4.170/230.11362 AC9.1 AC9.2 2.5961 "AC9.1 vs AC9.2"
0.823/230.11908 AC9.1 E30 0.19426 "AC9.1 vs E30"
0.823/230.11908 AC9.2 E30 -0.020348 "AC9.2 vs E30"
