AnalysisMode	Contrast	plotContrast	Metabolite	Ratio_Change	FoldChange	pValue	padj
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.573/175.06107	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.576/176.02719	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.869/176.03857	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.569/176.09338	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/176.54439	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.864/176.98169	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.626/176.98174	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.592/177.04114	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.810/177.07627	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.626/178.97822	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.867/178.97853	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.569/179.05548	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.757/179.05660	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.062/179.98887	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.744/180.06683	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.568/181.07139	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.060/181.98663	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.634/181.99518	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/182.01284	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.585/182.09351	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.799/182.09428	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.864/184.00109	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.927/184.05437	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.815/184.05519	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.578/184.05959	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.177/184.88613	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.552/185.02274	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.544/185.99440	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.624/186.03024	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.834/186.11360	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.644/187.01102	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.989/187.01928	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.094/187.09750	2.0190947634385905	1.013708623167951	0.12675675675675677	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.948/187.10915	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.629/187.11010	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.560/187.98882	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.630/188.03703	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.779/188.04602	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.214/188.96182	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.560/189.04284	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.120/190.09393	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.369/191.01903	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	6.045/191.01925	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.562/191.01988	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.941/191.01991	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.450/191.02047	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.569/191.10309	2.019182374210336	1.0137712219553237	0.14324324324324325	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.577/191.97268	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.581/192.00016	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.719/192.06982	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.567/193.07170	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.981/193.07182	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.085/194.06747	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.161/194.08248	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.701/194.09365	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/194.92786	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.285/195.81002	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.556/196.01828	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/196.92365	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.627/197.01234	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.274/197.07555	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.074/197.12927	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.110/198.04010	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.579/198.07563	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.560/198.97435	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.610/199.01070	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.727/200.00243	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.761/200.04954	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.868/200.05673	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.377/201.02569	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.200/201.02600	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.985/201.02601	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.626/201.02605	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.844/201.02612	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.052/201.12451	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.592/201.13559	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.107/201.14931	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.134/202.45233	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.852/203.02361	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.135/203.08360	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.550/204.00368	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.813/204.00502	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.733/204.04019	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.347/204.06499	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.579/204.08932	0.4992633688701955	-1.0021270353813543	0.13972972972972972	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.581/204.97078	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.577/205.03401	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.774/205.03727	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.143/205.12348	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.549/206.00215	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.639/206.00317	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.643/206.03455	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.602/206.03737	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.100/206.14012	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/207.01475	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.922/207.08703	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.641/207.99963	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.594/208.02825	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.326/208.06122	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.127/208.86364	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.617/208.98621	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.807/209.05668	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.568/209.06659	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.610/209.09541	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.293/209.15492	2.082147601817633	1.0580723437873856	0.043243243243243246	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.625/210.07469	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.061/210.07735	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.419/210.08917	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.667/211.00239	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.919/211.07196	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.551/211.97605	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/211.98735	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.327/212.00331	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.106/212.14895	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.010/212.14931	2.1040511715776176	1.0731697921223853	0.1327027027027027	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.549/212.95984	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.568/213.04873	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.498/213.11283	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.047/213.11407	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.373/213.12453	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.602/214.06615	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.744/214.06639	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.321/214.06778	4.010679857804667	2.003846811330485	0.004864864864864865	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.775/214.14618	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.549/214.95608	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.556/215.03699	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.269/215.08210	2.4884869363576345	1.3152688134157657	0.0075675675675675675	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.635/215.10801	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.598/215.13998	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.594/215.17701	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.601/216.06316	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.819/216.12332	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.874/217.00260	0.404690728242352	-1.305108298689535	0.08567567567567567	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.477/217.04210	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.553/217.04767	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/217.08244	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.772/217.11876	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.687/217.11966	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.932/217.11987	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.752/218.02232	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.842/218.10414	2.3097615726685876	1.2077439357617856	0.02	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.925/218.10423	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.586/218.10440	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.550/219.04695	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.945/219.07699	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.721/219.08139	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.735/220.01531	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.610/220.11814	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.582/220.94387	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.600/221.03033	2.419116081462799	1.274479998806313	0.014864864864864866	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.520/221.09350	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.140/221.09359	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.642/221.97592	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.344/222.03148	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.701/222.08072	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.573/223.02018	0.49652055115433624	-1.0100746622599068	0.09108108108108108	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.519/223.13389	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.639/223.97422	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.344/224.02620	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.656/224.06059	0.4647592527698774	-1.1054445072200973	0.023513513513513513	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.152/224.10509	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.244/224.11257	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.560/225.01980	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/225.05132	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.562/225.08586	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.822/225.11432	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.550/225.98604	0.31563657797775463	-1.6636636911542353	0.007027027027027027	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.464/226.00425	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.626/226.04876	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.994/226.05499	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.126/226.08341	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.703/226.08351	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.584/226.97844	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.464/226.98511	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.743/226.99583	3.6708460794003215	1.876112622707321	0.0024324324324324323	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.369/227.04918	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.561/227.06414	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	3.019/227.12852	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.211/227.13853	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.553/227.94892	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.810/228.04537	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.752/228.08187	2.2436000983565534	1.165815551378239	0.04027027027027027	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.019/228.08208	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.602/228.08487	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.731/228.08561	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.156/228.11872	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.894/228.14383	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.686/228.14422	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.549/228.93282	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.577/228.99429	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.553/229.04895	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.164/229.08267	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.160/229.15598	2.1067307554487757	1.0750059465238209	0.05243243243243243	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.812/229.19229	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.252/229.19265	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.642/230.04745	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.596/230.11499	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.548/230.93200	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.554/231.04552	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.994/231.13446	2.0329767875346376	1.0235937426298418	0.1372972972972973	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.145/231.13509	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.343/232.05741	0.480212427953398	-1.0582553537206953	0.11324324324324324	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.946/232.10800	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.452/232.88325	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.551/233.04620	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.602/233.08691	0.2565112305813817	-1.9629061035603912	0.001081081081081081	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.352/233.15423	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.604/234.04009	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.578/234.09794	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.453/234.88054	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.459/234.96780	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.592/235.08108	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.076/235.10921	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.151/235.10955	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.564/236.02050	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.794/236.05682	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.648/236.06003	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.560/237.00514	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.346/238.00378	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.747/238.02542	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.589/238.03875	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.452/238.89146	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.553/238.99444	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.159/239.10507	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.739/239.12912	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.548/239.97906	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.345/240.00114	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.584/240.09984	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.730/240.10708	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.860/240.11027	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.621/241.01644	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.704/241.07332	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.956/241.10820	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.551/241.96050	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	2.310/242.06062	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.567/242.07817	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.751/242.07868	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.610/242.11530	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	1.099/242.11538	2.0615903368227735	1.0437576800621415	0.0827027027027027	0
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.630/242.15157	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.460/243.06198	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.869/243.06265	NA	NA	NA	NA
RP_Negative	AC9.1_v_AC9.3	AC9.1 vs AC9.3	0.639/243.06315	NA	NA	NA	NA
