AnalysisMode	Contrast	plotContrast	Metabolite	Ratio_Change	FoldChange	pValue	padj
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.458/428.81646	0.47828925777427417	-1.0640447056744105	0.03951612903225806	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.289/429.04317	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.684/429.13974	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.135/429.15533	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	3.044/429.18614	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.382/429.19184	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.251/429.23485	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.569/430.15451	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.146/430.23139	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.135/430.26789	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.174/431.06807	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.262/431.07969	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.349/431.18443	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.348/431.19666	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	3.193/431.22760	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.143/432.13581	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.769/432.19086	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.149/432.20719	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.160/433.09900	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/433.10328	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.169/433.11652	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.742/433.11667	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.731/433.17914	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.048/434.07506	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.143/434.10829	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.016/434.14353	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.619/434.17122	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/434.18641	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.756/434.19414	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.148/434.20752	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.444/434.95187	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.464/435.07427	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.341/435.09074	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.584/435.10845	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.132/435.18978	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.362/435.22449	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.135/435.23795	0.473783994306712	-1.0776986335915564	0.125	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.460/436.03689	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.794/436.10309	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.144/436.10663	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.712/436.14327	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.248/436.19054	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.609/437.00600	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.327/437.01862	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.651/437.07328	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.285/437.08213	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.767/437.25816	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.792/438.04212	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.042/438.10898	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.262/438.98122	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.460/439.05182	0.4365560361075688	-1.1957612455554547	0.12258064516129032	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.100/439.05495	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.574/439.08577	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.133/439.18264	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.687/439.97870	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.616/440.12605	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.173/440.18160	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.579/440.22525	2.130321604200002	1.0910712434842402	0.05604838709677419	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.344/441.00291	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.344/441.04072	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.594/441.12435	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.915/441.13684	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.163/441.15313	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.137/441.18612	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.804/441.22170	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.682/441.97152	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.436/442.08534	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.054/442.14362	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.585/442.17233	2.79849959989525	1.4846535414697886	0.03588709677419355	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.133/442.18386	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.119/442.28702	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.552/443.01050	0.45549069512914064	-1.1345065122720215	0.0846774193548387	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.644/443.05687	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.114/443.14103	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.737/443.17219	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.347/443.25049	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.772/443.25703	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.683/443.96630	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.977/444.00537	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.675/444.03039	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.260/444.07885	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.727/444.16935	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.044/444.19205	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.144/444.19506	3.2021700720562922	1.6790499335869358	0.04032258064516129	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.198/444.24444	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.755/445.00902	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.567/445.11712	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.135/445.12785	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.143/445.16678	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.819/445.16689	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.282/445.26530	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.837/446.09878	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.132/446.13350	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.571/446.15199	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.654/446.21752	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.573/446.22077	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.263/447.05121	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.359/447.16240	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	3.035/447.18493	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.385/447.22666	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.702/447.26032	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.609/448.00089	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/448.11451	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.780/448.16324	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.444/448.18278	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.144/448.23620	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.744/449.10302	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.241/449.10497	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.135/449.20654	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.410/449.25310	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.672/450.04005	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.100/450.09212	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.230/450.09312	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.684/450.09315	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.114/450.10257	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.602/450.17540	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.153/450.19806	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.569/451.01892	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.643/451.02926	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.224/451.08888	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.682/451.08915	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.103/451.09006	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.905/451.09089	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/451.12324	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.774/452.21578	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.579/453.11642	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.583/454.08833	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/454.20070	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.277/454.26519	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.445/454.26596	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.460/454.78030	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.300/455.02088	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.279/455.09751	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.591/455.10021	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.494/455.24882	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.070/455.34270	2.815768191455913	1.493528568775433	0.08185483870967741	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.137/456.10390	0.4525933276447605	-1.143712779051385	0.11008064516129032	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.570/456.17348	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.192/456.17748	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.187/456.20849	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.216/456.29000	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.073/456.99322	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.460/457.00584	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.302/457.01731	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.102/457.04540	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.134/457.15798	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.794/457.15920	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.380/457.19159	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.044/457.20534	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.796/457.21792	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.158/457.24149	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.638/457.26340	2.34314589636637	1.2284467866428752	0.04395161290322581	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.135/457.27661	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.683/457.94187	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.107/458.08122	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.139/458.11501	2.439444666609671	1.2865527592987052	0.07862903225806452	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.048/458.11618	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.132/458.15788	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/458.18620	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.042/458.19006	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.305/458.24325	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.175/458.29695	2.3296376951249345	1.220105604626682	0.01653225806451613	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.755/459.00791	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.579/459.06662	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.131/459.09404	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.774/459.23007	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.208/459.24557	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.684/459.94274	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.261/460.05318	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.037/460.11483	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.569/460.16516	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.327/460.25527	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.266/460.96192	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/461.01416	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.263/461.03526	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.158/461.17745	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.150/461.22405	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.683/461.97081	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.573/462.11266	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.474/462.17765	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.302/462.23535	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.261/463.02664	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.299/463.09332	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.698/463.09684	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.594/463.21620	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.405/463.21991	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.460/463.95633	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.610/463.97634	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.970/463.98622	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.689/464.02171	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.002/464.08739	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.577/464.19881	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.242/465.07584	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.744/465.07745	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.552/465.08186	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.560/465.11321	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.101/465.11471	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.344/465.12219	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.810/465.15416	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.271/465.19815	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.386/465.23391	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.970/465.98291	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.676/466.01026	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.046/466.18729	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.152/466.20473	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.773/466.24613	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.019/466.25134	0.37880824907754507	-1.400460347043879	0.08588709677419355	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.452/466.76832	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.635/467.10412	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.702/467.23272	0.37450493277713703	-1.4169433736766446	0.08951612903225807	0
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.210/468.10253	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.679/468.10296	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.746/468.20611	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.767/468.20949	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.146/468.25601	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.286/468.28194	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.460/468.76662	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.223/469.09858	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.679/469.09868	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.100/469.09959	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.910/469.10106	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.357/469.14436	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	3.010/469.19966	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.376/469.22948	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.143/470.09059	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.327/470.10740	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.569/470.15045	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.623/470.18332	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.201/470.30870	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.231/471.00638	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.186/471.20877	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.036/471.21073	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.764/471.24133	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.214/471.25609	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.438/471.28181	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.060/472.04353	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.437/472.23035	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.249/472.23981	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.149/472.24090	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.751/472.25090	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.177/472.51960	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.452/472.77806	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.094/472.96988	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.869/473.14932	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.570/473.16325	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.410/473.25895	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.898/474.00282	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.047/474.08980	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.752/474.22013	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.432/474.22062	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.260/474.89584	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	4.956/474.96137	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	5.089/474.96333	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.269/475.04271	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.573/475.05632	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.769/475.20371	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.768/475.22632	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.929/476.09276	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.794/476.12163	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.080/476.12683	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	1.595/476.12809	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.578/476.19772	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.149/476.22430	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.569/477.05870	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.281/477.07818	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.160/477.10064	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.738/477.15539	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.919/477.17035	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.233/477.23759	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	4.684/477.30339	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.686/477.94403	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.652/478.09702	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	0.563/478.11727	NA	NA	NA	NA
RP_Negative	AC9.1_v_E30	AC9.1 vs E30	2.080/478.12586	NA	NA	NA	NA
