"","Fold Change","log2(FC)"
"1.169/650.21429",227.49,7.8296
"3.260/699.31395",208.51,7.7039
"0.813/392.12792",166.43,7.3787
"0.812/393.13077",116.27,6.8614
"2.792/143.02683",92.983,6.5389
"2.783/865.65622",0.013032,-6.2618
"2.789/230.05938",72.892,6.1877
"0.828/214.35504",72.009,6.1701
"2.788/232.05554",71.89,6.1677
"2.762/559.31019",71.797,6.1658
"2.793/1151.04330",0.01763,-5.8258
"2.716/1074.01187",52.392,5.7113
"2.790/926.72281",0.02045,-5.6117
"2.774/1083.67424",0.021327,-5.5512
"2.782/988.89101",0.022118,-5.4986
"0.830/599.05947",43.997,5.4593
"2.784/865.77722",0.023637,-5.4028
"2.789/447.18009",41.725,5.3828
"2.775/929.00941",0.024012,-5.3801
"2.782/989.03680",0.024558,-5.3476
"2.787/927.00853",0.025297,-5.3049
"0.810/608.07692",38.547,5.2685
"2.791/768.03082",0.026092,-5.2603
"2.784/1081.51121",0.026144,-5.2574
"2.791/767.91463",0.026274,-5.2502
"2.750/651.46771",0.02684,-5.2194
"1.085/627.58496",37.14,5.2149
"2.773/722.78499",0.027012,-5.2103
"2.794/863.53252",0.027182,-5.2012
"2.995/248.22214",35.524,5.1507
"2.777/650.90504",0.028747,-5.1204
"2.786/721.23245",0.029716,-5.0726
"2.791/986.60990",0.030161,-5.0512
"2.794/987.03631",0.030614,-5.0297
"2.677/248.59331",32.11,5.005
"5.181/631.22913",31.407,4.973
"0.818/393.00792",31.224,4.9646
"2.792/863.78104",0.032412,-4.9473
"1.141/739.09826",30.024,4.9081
"2.757/931.72493",0.03346,-4.9014
"2.787/1081.34333",0.033692,-4.8915
"2.943/842.42710",29.647,4.8898
"2.786/811.25716",0.033839,-4.8852
"2.769/812.88427",0.033943,-4.8807
"2.775/813.00618",0.035179,-4.8291
"2.909/838.38821",28.274,4.8214
"0.928/406.14424",27.561,4.7845
"5.728/795.50436",27.354,4.7737
"2.755/815.13419",0.036808,-4.7638
"2.785/989.60861",0.036994,-4.7566
"2.793/986.75204",0.037526,-4.736
"2.783/989.17851",0.037673,-4.7303
"2.787/811.38769",0.037765,-4.7268
"3.034/491.25188",26.289,4.7164
"2.781/721.68040",0.038066,-4.7154
"2.790/767.80201",0.038614,-4.6947
"2.785/1081.17557",0.038785,-4.6884
"2.784/811.00360",0.039112,-4.6763
"1.733/230.06001",0.039397,-4.6658
"5.452/629.27508",25.295,4.6608
"2.774/813.38409",0.040471,-4.627
