Metabolite	Method	Posthoc	statistic	ANOVA_p.value	ANOVA_padj	Clone1	Clone2	pvalue_posthoc
0.792/438.04212	ANOVA	NA	3.699987842108282	0.0616830073797027	1	AC9.1	AC9.3	1
0.792/438.04212	ANOVA	NA	3.699987842108282	0.0616830073797027	1	AC9.2	AC9.3	1
0.792/438.04212	ANOVA	NA	3.699987842108282	0.0616830073797027	1	AC9.1	AC9.2	1
0.915/441.13684	ANOVA	Tukey's test	16.418769015854995	8.838785123477534e-4	0.9987827189529613	AC9.2	AC9.1	0.4067490987319911
0.915/441.13684	ANOVA	Tukey's test	16.418769015854995	8.838785123477534e-4	0.9987827189529613	AC9.3	AC9.1	0.0020524417009066486
0.915/441.13684	ANOVA	Tukey's test	16.418769015854995	8.838785123477534e-4	0.9987827189529613	AC9.3	AC9.2	0.009106736776831735
0.915/441.13684	ANOVA	Tukey's test	16.418769015854995	8.838785123477534e-4	0.9987827189529613	E30	AC9.1	0.6171777470008484
0.915/441.13684	ANOVA	Tukey's test	16.418769015854995	8.838785123477534e-4	0.9987827189529613	E30	AC9.2	0.2796557910528359
0.915/441.13684	ANOVA	Tukey's test	16.418769015854995	8.838785123477534e-4	0.9987827189529613	E30	AC9.3	0.0013839952320098463
0.682/441.97152	ANOVA	NA	1.0719129828745517	0.41388464894830895	1	AC9.1	E30	1
0.682/441.97152	ANOVA	NA	1.0719129828745517	0.41388464894830895	1	AC9.2	E30	1
0.682/441.97152	ANOVA	NA	1.0719129828745517	0.41388464894830895	1	AC9.3	E30	1
0.682/441.97152	ANOVA	NA	1.0719129828745517	0.41388464894830895	1	AC9.1	AC9.3	1
0.682/441.97152	ANOVA	NA	1.0719129828745517	0.41388464894830895	1	AC9.2	AC9.3	1
0.682/441.97152	ANOVA	NA	1.0719129828745517	0.41388464894830895	1	AC9.1	AC9.2	1
2.133/442.18386	ANOVA	NA	3.775894898175474	0.05900390142275963	1	AC9.1	E30	1
2.133/442.18386	ANOVA	NA	3.775894898175474	0.05900390142275963	1	AC9.2	E30	1
2.133/442.18386	ANOVA	NA	3.775894898175474	0.05900390142275963	1	AC9.3	E30	1
2.133/442.18386	ANOVA	NA	3.775894898175474	0.05900390142275963	1	AC9.1	AC9.3	1
2.133/442.18386	ANOVA	NA	3.775894898175474	0.05900390142275963	1	AC9.2	AC9.3	1
2.133/442.18386	ANOVA	NA	3.775894898175474	0.05900390142275963	1	AC9.1	AC9.2	1
2.114/443.14103	ANOVA	Tukey's test	6.713436947651942	0.014122863786853599	1	AC9.2	AC9.1	0.8571969948604953
2.114/443.14103	ANOVA	Tukey's test	6.713436947651942	0.014122863786853599	1	AC9.3	AC9.1	0.028984496459125146
2.114/443.14103	ANOVA	Tukey's test	6.713436947651942	0.014122863786853599	1	AC9.3	AC9.2	0.03150359039152453
2.114/443.14103	ANOVA	Tukey's test	6.713436947651942	0.014122863786853599	1	E30	AC9.1	0.21889258641077666
2.114/443.14103	ANOVA	Tukey's test	6.713436947651942	0.014122863786853599	1	E30	AC9.2	0.2192835447379378
2.114/443.14103	ANOVA	Tukey's test	6.713436947651942	0.014122863786853599	1	E30	AC9.3	0.29272778719295645
0.737/443.17219	ANOVA	Tukey's test	5.303895250437416	0.026368565602371802	1	AC9.2	AC9.1	0.7187373561667152
0.737/443.17219	ANOVA	Tukey's test	5.303895250437416	0.026368565602371802	1	AC9.3	AC9.1	0.1057581183935917
0.737/443.17219	ANOVA	Tukey's test	5.303895250437416	0.026368565602371802	1	AC9.3	AC9.2	0.030008754302109204
0.737/443.17219	ANOVA	Tukey's test	5.303895250437416	0.026368565602371802	1	E30	AC9.1	0.7187373561667152
0.737/443.17219	ANOVA	Tukey's test	5.303895250437416	0.026368565602371802	1	E30	AC9.2	0.3497573805635105
0.737/443.17219	ANOVA	Tukey's test	5.303895250437416	0.026368565602371802	1	E30	AC9.3	0.28752938014171925
2.347/443.25049	ANOVA	Tukey's test	22.661755079573382	2.893463411940002e-4	0.32696136554922023	AC9.2	AC9.1	0.06966552922492639
2.347/443.25049	ANOVA	Tukey's test	22.661755079573382	2.893463411940002e-4	0.32696136554922023	AC9.3	AC9.1	0.00227749738766662
2.347/443.25049	ANOVA	Tukey's test	22.661755079573382	2.893463411940002e-4	0.32696136554922023	AC9.3	AC9.2	3.1681845144621116e-4
2.347/443.25049	ANOVA	Tukey's test	22.661755079573382	2.893463411940002e-4	0.32696136554922023	E30	AC9.1	0.06278807538810777
2.347/443.25049	ANOVA	Tukey's test	22.661755079573382	2.893463411940002e-4	0.32696136554922023	E30	AC9.2	0.006183274806963599
2.347/443.25049	ANOVA	Tukey's test	22.661755079573382	2.893463411940002e-4	0.32696136554922023	E30	AC9.3	0.0444462203450784
0.675/444.03039	ANOVA	Tukey's test	6.583023769233698	0.014905082903517568	1	AC9.2	AC9.1	0.07450507573551957
0.675/444.03039	ANOVA	Tukey's test	6.583023769233698	0.014905082903517568	1	AC9.3	AC9.1	1
0.675/444.03039	ANOVA	Tukey's test	6.583023769233698	0.014905082903517568	1	AC9.3	AC9.2	0.06355017896894721
0.675/444.03039	ANOVA	Tukey's test	6.583023769233698	0.014905082903517568	1	E30	AC9.1	0.06370000443030431
0.675/444.03039	ANOVA	Tukey's test	6.583023769233698	0.014905082903517568	1	E30	AC9.2	1
0.675/444.03039	ANOVA	Tukey's test	6.583023769233698	0.014905082903517568	1	E30	AC9.3	0.049571148238472126
1.044/444.19205	ANOVA	NA	1.3757029507362115	0.3183454432463923	1	AC9.1	E30	1
1.044/444.19205	ANOVA	NA	1.3757029507362115	0.3183454432463923	1	AC9.2	E30	1
1.044/444.19205	ANOVA	NA	1.3757029507362115	0.3183454432463923	1	AC9.3	E30	1
1.044/444.19205	ANOVA	NA	1.3757029507362115	0.3183454432463923	1	AC9.1	AC9.3	1
1.044/444.19205	ANOVA	NA	1.3757029507362115	0.3183454432463923	1	AC9.2	AC9.3	1
1.044/444.19205	ANOVA	NA	1.3757029507362115	0.3183454432463923	1	AC9.1	AC9.2	1
1.144/444.19506	ANOVA	Tukey's test	4.2427594372195605	0.045351254036664596	1	AC9.2	AC9.1	0.18232368834059257
1.144/444.19506	ANOVA	Tukey's test	4.2427594372195605	0.045351254036664596	1	AC9.3	AC9.1	1
1.144/444.19506	ANOVA	Tukey's test	4.2427594372195605	0.045351254036664596	1	AC9.3	AC9.2	0.21995297200126085
1.144/444.19506	ANOVA	Tukey's test	4.2427594372195605	0.045351254036664596	1	E30	AC9.1	0.11794301610746946
1.144/444.19506	ANOVA	Tukey's test	4.2427594372195605	0.045351254036664596	1	E30	AC9.2	1
1.144/444.19506	ANOVA	Tukey's test	4.2427594372195605	0.045351254036664596	1	E30	AC9.3	0.15739597683470066
2.198/444.24444	ANOVA	Tukey's test	7.102914092369987	0.012072631381001724	1	AC9.2	AC9.1	0.12933080606004063
2.198/444.24444	ANOVA	Tukey's test	7.102914092369987	0.012072631381001724	1	AC9.3	AC9.1	0.2943944512167721
2.198/444.24444	ANOVA	Tukey's test	7.102914092369987	0.012072631381001724	1	AC9.3	AC9.2	0.01270951030508268
2.198/444.24444	ANOVA	Tukey's test	7.102914092369987	0.012072631381001724	1	E30	AC9.1	0.38256910951059503
2.198/444.24444	ANOVA	Tukey's test	7.102914092369987	0.012072631381001724	1	E30	AC9.2	0.38256910951059503
2.198/444.24444	ANOVA	Tukey's test	7.102914092369987	0.012072631381001724	1	E30	AC9.3	0.08155359733375275
2.135/445.12785	ANOVA	Tukey's test	10.570352076810487	0.0037116869162949514	1	AC9.2	AC9.1	0.8359443515163911
2.135/445.12785	ANOVA	Tukey's test	10.570352076810487	0.0037116869162949514	1	AC9.3	AC9.1	0.005130926074928389
2.135/445.12785	ANOVA	Tukey's test	10.570352076810487	0.0037116869162949514	1	AC9.3	AC9.2	0.013113498283172435
2.135/445.12785	ANOVA	Tukey's test	10.570352076810487	0.0037116869162949514	1	E30	AC9.1	0.8359443515163911
2.135/445.12785	ANOVA	Tukey's test	10.570352076810487	0.0037116869162949514	1	E30	AC9.2	0.8359443515163911
2.135/445.12785	ANOVA	Tukey's test	10.570352076810487	0.0037116869162949514	1	E30	AC9.3	0.015670314019118167
2.143/445.16678	ANOVA	NA	2.2902354791501494	0.15513543462095436	1	AC9.1	E30	1
2.143/445.16678	ANOVA	NA	2.2902354791501494	0.15513543462095436	1	AC9.2	E30	1
2.143/445.16678	ANOVA	NA	2.2902354791501494	0.15513543462095436	1	AC9.3	E30	1
2.143/445.16678	ANOVA	NA	2.2902354791501494	0.15513543462095436	1	AC9.1	AC9.3	1
2.143/445.16678	ANOVA	NA	2.2902354791501494	0.15513543462095436	1	AC9.2	AC9.3	1
2.143/445.16678	ANOVA	NA	2.2902354791501494	0.15513543462095436	1	AC9.1	AC9.2	1
2.282/445.26530	ANOVA	Tukey's test	8.554645676347702	0.007061401571013452	1	AC9.2	AC9.1	0.21424750452605615
2.282/445.26530	ANOVA	Tukey's test	8.554645676347702	0.007061401571013452	1	AC9.3	AC9.1	0.21424750452605615
2.282/445.26530	ANOVA	Tukey's test	8.554645676347702	0.007061401571013452	1	AC9.3	AC9.2	0.016022530623639984
2.282/445.26530	ANOVA	Tukey's test	8.554645676347702	0.007061401571013452	1	E30	AC9.1	0.18034732071993592
2.282/445.26530	ANOVA	Tukey's test	8.554645676347702	0.007061401571013452	1	E30	AC9.2	0.012904393149861434
2.282/445.26530	ANOVA	Tukey's test	8.554645676347702	0.007061401571013452	1	E30	AC9.3	0.7755210488716223
2.132/446.13350	ANOVA	Tukey's test	4.910651545699999	0.031972671760424363	1	AC9.2	AC9.1	0.6186922525460309
2.132/446.13350	ANOVA	Tukey's test	4.910651545699999	0.031972671760424363	1	AC9.3	AC9.1	0.039909803261597
2.132/446.13350	ANOVA	Tukey's test	4.910651545699999	0.031972671760424363	1	AC9.3	AC9.2	0.11984117519283202
2.132/446.13350	ANOVA	Tukey's test	4.910651545699999	0.031972671760424363	1	E30	AC9.1	0.35333709737341895
2.132/446.13350	ANOVA	Tukey's test	4.910651545699999	0.031972671760424363	1	E30	AC9.2	0.6186922525460309
2.132/446.13350	ANOVA	Tukey's test	4.910651545699999	0.031972671760424363	1	E30	AC9.3	0.3865158435566437
2.654/446.21752	ANOVA	NA	1.4724700591550117	0.2935258574020784	1	AC9.1	E30	1
2.654/446.21752	ANOVA	NA	1.4724700591550117	0.2935258574020784	1	AC9.2	E30	1
