"","Fold Change","log2(FC)"
"6.007/429.19286",2968.7,11.536
"1.287/519.02265",882.79,9.7859
"4.777/435.19249",0.001883,-9.0527
"4.441/245.19778",0.0030796,-8.343
"1.269/270.01594",238.77,7.8995
"1.285/391.93985",214.61,7.7456
"0.635/543.45428",206.82,7.6922
"0.627/409.72078",0.0054219,-7.527
"3.681/257.99636",163.48,7.353
"1.289/305.97504",136.88,7.0967
"5.402/442.97357",0.007968,-6.9716
"5.293/485.15474",111.31,6.7984
"0.635/368.72766",0.01011,-6.628
"3.660/160.10731",0.010411,-6.5857
"0.635/547.48386",86.91,6.4414
"1.277/379.91076",78.362,6.2921
"0.633/809.49067",61.558,5.9439
"1.287/509.09662",57.359,5.8419
"3.673/231.14738",0.018064,-5.7907
"4.550/502.27754",53.638,5.7452
"3.666/264.15985",0.019667,-5.6681
"3.677/172.10741",0.019853,-5.6545
"0.639/561.46705",49.014,5.6151
"5.285/475.12571",47.548,5.5713
"3.685/266.11711",47.357,5.5655
"0.632/609.46870",46.368,5.5351
"0.633/788.55933",44.644,5.4804
"3.671/265.11646",44.511,5.4761
"3.677/144.04646",43.616,5.4468
"0.665/625.30268",0.023773,-5.3945
"0.510/754.58924",39.943,5.3199
"3.677/122.06984",39.59,5.3071
"0.727/716.96377",0.025286,-5.3055
"0.752/490.30020",38.214,5.256
"0.635/807.47334",37.468,5.2276
"0.642/587.24541",35.873,5.1648
"0.635/309.24632",35.621,5.1547
"0.634/307.23194",35.519,5.1505
"0.752/511.23064",35.024,5.1303
"0.635/607.45379",33.479,5.0652
"0.657/669.33248",0.030234,-5.0477
"0.535/697.41343",32.751,5.0335
"5.227/236.15162",0.030601,-5.0303
"0.510/675.28654",31.891,4.9951
"0.507/804.60916",30.213,4.9171
"0.510/794.56479",29.847,4.8995
"0.590/631.24914",28.839,4.8499
"0.602/816.52332",28.371,4.8263
"3.671/123.07254",27.858,4.8
"4.621/341.22583",27.379,4.775
"0.516/386.79707",26.546,4.7304
"0.619/305.11028",0.037759,-4.727
"0.740/168.10359",26.443,4.7248
"0.510/768.54677",25.233,4.6573
"1.105/521.47075",25.214,4.6561
"0.510/400.81354",24.749,4.6293
"3.671/161.16311",0.041075,-4.6056
"0.518/387.80635",24.101,4.591
"0.762/488.28339",23.335,4.5444
"5.302/383.22537",23.281,4.5411
"0.535/582.42329",23.221,4.5373
"0.560/461.29906",22.682,4.5035
"0.635/305.21665",22.18,4.4712
"2.368/252.12830",22.04,4.462
"3.671/267.11228",21.948,4.456
"4.569/581.82902",21.79,4.4456
"4.456/328.17251",21.458,4.4235
"0.618/206.16594",0.048295,-4.372
"0.760/467.20170",19.977,4.3203
"5.321/336.14979",19.687,4.2992
"1.277/574.99336",19.587,4.2919
"4.544/348.17784",18.302,4.194
"5.418/218.18725",0.055383,-4.1744
"5.327/537.11286",17.778,4.152
"5.206/359.25698",17.234,4.1072
"0.744/378.96795",17.117,4.0974
"0.510/730.58898",16.917,4.0804
"4.751/327.20884",16.63,4.0557
"1.152/174.12435",16.615,4.0544
"1.285/381.90812",16.489,4.0434
"4.314/192.09761",0.061011,-4.0348
"5.357/310.19225",0.062818,-3.9927
"0.507/739.48677",15.843,3.9858
"0.509/419.79466",15.61,3.9644
"0.537/500.39219",15.322,3.9375
"1.277/307.97489",15.144,3.9207
"1.795/190.10775",0.071002,-3.816
"1.304/268.02050",14.016,3.809
"1.052/174.14902",0.071584,-3.8042
"0.519/397.78989",13.949,3.8021
"0.510/800.62669",13.938,3.801
"5.543/303.21966",13.78,3.7845
"5.290/246.21981",0.072628,-3.7833
"4.774/714.31671",0.072709,-3.7817
"0.526/606.30129",13.529,3.758
"4.546/366.18866",13.495,3.7543
"5.568/595.24476",13.415,3.7457
"1.289/573.00013",13.385,3.7425
"0.702/182.12958",13.361,3.7399
"4.780/299.69770",13.334,3.7371
"1.155/190.10801",0.076261,-3.7129
"4.494/515.18631",0.077214,-3.695
"0.654/579.99962",0.077613,-3.6876
"0.777/379.14557",12.869,3.6858
"4.896/474.25343",12.845,3.6831
"4.548/335.52028",12.8,3.6781
"3.660/315.60949",12.659,3.6621
"4.777/450.76485",12.553,3.65
"0.765/420.30652",12.388,3.6309
"4.677/423.21090",12.133,3.6009
"0.540/485.15020",0.084191,-3.5702
"6.008/430.19986",11.859,3.568
"1.477/230.06208",11.832,3.5646
"0.760/281.16392",11.832,3.5646
"0.602/424.98495",11.66,3.5434
"0.760/326.22376",11.638,3.5408
"6.018/429.17918",11.454,3.5178
"0.761/263.15156",11.356,3.5054
"3.666/116.06895",11.292,3.4972
"5.860/558.24633",11.277,3.4953
"0.731/594.35955",11.272,3.4947
"5.373/317.23474",11.105,3.4731
"1.494/389.94134",11.103,3.4729
"0.527/607.31166",11.012,3.461
"5.391/529.98448",0.091251,-3.454
"4.640/446.18956",0.091882,-3.4441
"1.664/206.13905",0.09256,-3.4335
"0.719/387.25075",10.754,3.4268
"0.619/432.24946",0.093925,-3.4123
"5.586/331.22645",10.604,3.4065
"4.636/447.19185",0.09514,-3.3938
"0.596/334.23578",10.378,3.3754
"1.058/230.11742",0.097046,-3.3652
"1.056/500.16939",0.099046,-3.3358
"0.719/114.09004",10.087,3.3344
"0.578/345.15415",10.064,3.3312
"1.535/203.13995",10.005,3.3227
"1.492/212.10459",9.9697,3.3176
"1.295/230.06198",9.955,3.3154
"1.502/268.01921",9.8144,3.2949
"5.587/467.18217",9.7627,3.2873
"1.102/385.01875",0.10249,-3.2865
"5.587/166.11380",9.6564,3.2715
"0.619/425.14776",0.10391,-3.2666
"6.014/166.11307",9.5243,3.2516
"3.683/304.12032",0.10536,-3.2466
"0.693/413.24681",9.4607,3.2419
"0.744/401.10750",9.4539,3.2409
"1.149/309.12559",9.4416,3.239
"1.292/143.02599",9.4379,3.2385
"5.175/583.21155",9.4177,3.2354
"6.168/289.20028",9.1979,3.2013
"1.454/176.12805",0.10947,-3.1914
"0.612/247.01575",0.10992,-3.1855
"4.646/336.17850",9.0585,3.1793
"1.321/389.94112",9.0527,3.1784
"5.656/562.83249",9.0337,3.1753
"1.934/212.10305",9.0124,3.1719
"0.739/567.02479",8.9717,3.1654
"0.734/599.40981",0.11171,-3.1622
"5.662/563.82431",8.9486,3.1617
"5.662/475.37888",8.9311,3.1588
"4.915/401.20502",8.9292,3.1585
"0.772/421.15385",8.8633,3.1478
"0.719/113.74036",8.8489,3.1455
"4.916/236.15184",0.11436,-3.1283
"3.673/144.10086",0.11513,-3.1187
"0.744/342.22061",8.6832,3.1182
"1.341/210.12496",0.11576,-3.1107
"1.118/466.17964",8.5292,3.0924
"3.663/90.05256",0.11732,-3.0915
"1.285/373.96668",8.5019,3.0878
