Metabolite Clone1 Clone2 log2FC plotContrast
4.618/358.10677 AC9.2 AC9.3 0.46204 "AC9.2 vs AC9.3"
4.618/358.10677 AC9.1 AC9.2 -0.56887 "AC9.1 vs AC9.2"
5.195/358.17181 AC9.1 E30 0.061094999999999997 "AC9.1 vs E30"
5.195/358.17181 AC9.2 E30 -1.637 "AC9.2 vs E30"
5.195/358.17181 AC9.3 E30 -0.59698 "AC9.3 vs E30"
5.195/358.17181 AC9.1 AC9.3 0.65808 "AC9.1 vs AC9.3"
5.195/358.17181 AC9.2 AC9.3 -1.0401 "AC9.2 vs AC9.3"
5.195/358.17181 AC9.1 AC9.2 1.6981 "AC9.1 vs AC9.2"
4.731/358.19080 AC9.1 E30 0.08548 "AC9.1 vs E30"
4.731/358.19080 AC9.2 E30 0.1155 "AC9.2 vs E30"
4.731/358.19080 AC9.3 E30 -0.43061 "AC9.3 vs E30"
4.731/358.19080 AC9.1 AC9.3 0.51609 "AC9.1 vs AC9.3"
4.731/358.19080 AC9.2 AC9.3 0.54611 "AC9.2 vs AC9.3"
4.731/358.19080 AC9.1 AC9.2 -0.030025 "AC9.1 vs AC9.2"
4.916/358.21581 AC9.1 E30 0.97173 "AC9.1 vs E30"
4.916/358.21581 AC9.2 E30 -0.015553 "AC9.2 vs E30"
4.916/358.21581 AC9.3 E30 1.1981 "AC9.3 vs E30"
4.916/358.21581 AC9.1 AC9.3 -0.22635 "AC9.1 vs AC9.3"
4.916/358.21581 AC9.2 AC9.3 -1.2136 "AC9.2 vs AC9.3"
4.916/358.21581 AC9.1 AC9.2 0.98728 "AC9.1 vs AC9.2"
0.560/358.22855 AC9.1 E30 0.44448 "AC9.1 vs E30"
0.560/358.22855 AC9.2 E30 -0.23613 "AC9.2 vs E30"
0.560/358.22855 AC9.3 E30 -0.14442 "AC9.3 vs E30"
0.560/358.22855 AC9.1 AC9.3 0.5889 "AC9.1 vs AC9.3"
0.560/358.22855 AC9.2 AC9.3 -0.091712 "AC9.2 vs AC9.3"
0.560/358.22855 AC9.1 AC9.2 0.68061 "AC9.1 vs AC9.2"
0.577/358.37341 AC9.1 E30 0.024306 "AC9.1 vs E30"
0.577/358.37341 AC9.2 E30 2.7267 "AC9.2 vs E30"
0.577/358.37341 AC9.3 E30 1.0391 "AC9.3 vs E30"
0.577/358.37341 AC9.1 AC9.3 -1.0148 "AC9.1 vs AC9.3"
0.577/358.37341 AC9.2 AC9.3 1.6876 "AC9.2 vs AC9.3"
0.577/358.37341 AC9.1 AC9.2 -2.7024 "AC9.1 vs AC9.2"
5.583/358.99448 AC9.1 E30 -0.62757 "AC9.1 vs E30"
5.583/358.99448 AC9.2 E30 -0.92096 "AC9.2 vs E30"
5.583/358.99448 AC9.3 E30 -0.37637 "AC9.3 vs E30"
5.583/358.99448 AC9.1 AC9.3 -0.2512 "AC9.1 vs AC9.3"
5.583/358.99448 AC9.2 AC9.3 -0.54459 "AC9.2 vs AC9.3"
5.583/358.99448 AC9.1 AC9.2 0.2934 "AC9.1 vs AC9.2"
4.641/359.11562 AC9.1 E30 0.19413 "AC9.1 vs E30"
4.641/359.11562 AC9.2 E30 0.44771 "AC9.2 vs E30"
4.641/359.11562 AC9.3 E30 -0.15879 "AC9.3 vs E30"
4.641/359.11562 AC9.1 AC9.3 0.35291 "AC9.1 vs AC9.3"
4.641/359.11562 AC9.2 AC9.3 0.6065 "AC9.2 vs AC9.3"
4.641/359.11562 AC9.1 AC9.2 -0.25359 "AC9.1 vs AC9.2"
0.660/359.15882 AC9.1 E30 -0.58346 "AC9.1 vs E30"
0.660/359.15882 AC9.2 E30 -0.79472 "AC9.2 vs E30"
0.660/359.15882 AC9.3 E30 -0.37719 "AC9.3 vs E30"
0.660/359.15882 AC9.1 AC9.3 -0.20627 "AC9.1 vs AC9.3"
0.660/359.15882 AC9.2 AC9.3 -0.41753 "AC9.2 vs AC9.3"
0.660/359.15882 AC9.1 AC9.2 0.21126 "AC9.1 vs AC9.2"
4.552/359.18842 AC9.1 E30 -0.67129 "AC9.1 vs E30"
4.552/359.18842 AC9.2 E30 -0.50784 "AC9.2 vs E30"
4.552/359.18842 AC9.3 E30 1.1574 "AC9.3 vs E30"
4.552/359.18842 AC9.1 AC9.3 -1.8287 "AC9.1 vs AC9.3"
4.552/359.18842 AC9.2 AC9.3 -1.6653 "AC9.2 vs AC9.3"
4.552/359.18842 AC9.1 AC9.2 -0.16345 "AC9.1 vs AC9.2"
0.556/359.19125 AC9.1 E30 0.077648 "AC9.1 vs E30"
0.556/359.19125 AC9.2 E30 0.23066 "AC9.2 vs E30"
0.556/359.19125 AC9.3 E30 0.2002 "AC9.3 vs E30"
0.556/359.19125 AC9.1 AC9.3 -0.12256 "AC9.1 vs AC9.3"
0.556/359.19125 AC9.2 AC9.3 0.030457 "AC9.2 vs AC9.3"
0.556/359.19125 AC9.1 AC9.2 -0.15301 "AC9.1 vs AC9.2"
4.562/359.21128 AC9.1 E30 0.74013 "AC9.1 vs E30"
4.562/359.21128 AC9.2 E30 0.71618 "AC9.2 vs E30"
4.562/359.21128 AC9.3 E30 0.3568 "AC9.3 vs E30"
4.562/359.21128 AC9.1 AC9.3 0.38333 "AC9.1 vs AC9.3"
4.562/359.21128 AC9.2 AC9.3 0.35938 "AC9.2 vs AC9.3"
4.562/359.21128 AC9.1 AC9.2 0.023956 "AC9.1 vs AC9.2"
0.577/359.22159 AC9.1 E30 -0.13648 "AC9.1 vs E30"
0.577/359.22159 AC9.2 E30 -0.20927 "AC9.2 vs E30"
0.577/359.22159 AC9.3 E30 -0.032565 "AC9.3 vs E30"
0.577/359.22159 AC9.1 AC9.3 -0.10391 "AC9.1 vs AC9.3"
0.577/359.22159 AC9.2 AC9.3 -0.1767 "AC9.2 vs AC9.3"
0.577/359.22159 AC9.1 AC9.2 0.07279 "AC9.1 vs AC9.2"
4.722/359.24427 AC9.1 E30 -0.40338 "AC9.1 vs E30"
4.722/359.24427 AC9.2 E30 -0.21906 "AC9.2 vs E30"
4.722/359.24427 AC9.3 E30 -0.003469 "AC9.3 vs E30"
4.722/359.24427 AC9.1 AC9.3 -0.39991 "AC9.1 vs AC9.3"
4.722/359.24427 AC9.2 AC9.3 -0.21559 "AC9.2 vs AC9.3"
4.722/359.24427 AC9.1 AC9.2 -0.18432 "AC9.1 vs AC9.2"
5.206/359.25698 AC9.1 E30 1.1145 "AC9.1 vs E30"
5.206/359.25698 AC9.2 E30 -0.44252 "AC9.2 vs E30"
5.206/359.25698 AC9.3 E30 1.3052 "AC9.3 vs E30"
5.206/359.25698 AC9.1 AC9.3 -0.19072 "AC9.1 vs AC9.3"
5.206/359.25698 AC9.2 AC9.3 -1.7477 "AC9.2 vs AC9.3"
5.206/359.25698 AC9.1 AC9.2 1.557 "AC9.1 vs AC9.2"
1.102/359.26424 AC9.1 E30 2.8061 "AC9.1 vs E30"
1.102/359.26424 AC9.2 E30 4.3196 "AC9.2 vs E30"
1.102/359.26424 AC9.3 E30 2.8152 "AC9.3 vs E30"
1.102/359.26424 AC9.1 AC9.3 -0.0090357 "AC9.1 vs AC9.3"
1.102/359.26424 AC9.2 AC9.3 1.5045 "AC9.2 vs AC9.3"
1.102/359.26424 AC9.1 AC9.2 -1.5135 "AC9.1 vs AC9.2"
0.627/359.26556 AC9.1 E30 3.2771 "AC9.1 vs E30"
0.627/359.26556 AC9.2 E30 5.4036 "AC9.2 vs E30"
0.627/359.26556 AC9.3 E30 2.423 "AC9.3 vs E30"
0.627/359.26556 AC9.1 AC9.3 0.8541 "AC9.1 vs AC9.3"
0.627/359.26556 AC9.2 AC9.3 2.9806 "AC9.2 vs AC9.3"
0.627/359.26556 AC9.1 AC9.2 -2.1265 "AC9.1 vs AC9.2"
1.102/360.05695 AC9.1 E30 -0.67866 "AC9.1 vs E30"
1.102/360.05695 AC9.2 E30 -0.71928 "AC9.2 vs E30"
1.102/360.05695 AC9.3 E30 -1.4718 "AC9.3 vs E30"
1.102/360.05695 AC9.1 AC9.3 0.79311 "AC9.1 vs AC9.3"
1.102/360.05695 AC9.2 AC9.3 0.75249 "AC9.2 vs AC9.3"
1.102/360.05695 AC9.1 AC9.2 0.040617 "AC9.1 vs AC9.2"
4.649/360.06848 AC9.1 E30 0.058783 "AC9.1 vs E30"
4.649/360.06848 AC9.2 E30 0.46943 "AC9.2 vs E30"
4.649/360.06848 AC9.3 E30 0.10929 "AC9.3 vs E30"
4.649/360.06848 AC9.1 AC9.3 -0.050509 "AC9.1 vs AC9.3"
4.649/360.06848 AC9.2 AC9.3 0.36014 "AC9.2 vs AC9.3"
4.649/360.06848 AC9.1 AC9.2 -0.41065 "AC9.1 vs AC9.2"
5.359/360.08916 AC9.1 E30 -0.5132 "AC9.1 vs E30"
5.359/360.08916 AC9.2 E30 -0.57028 "AC9.2 vs E30"
5.359/360.08916 AC9.3 E30 -0.92295 "AC9.3 vs E30"
5.359/360.08916 AC9.1 AC9.3 0.40975 "AC9.1 vs AC9.3"
5.359/360.08916 AC9.2 AC9.3 0.35267 "AC9.2 vs AC9.3"
5.359/360.08916 AC9.1 AC9.2 0.057079 "AC9.1 vs AC9.2"
4.415/360.11797 AC9.1 E30 -0.72515 "AC9.1 vs E30"
4.415/360.11797 AC9.2 E30 -0.6536 "AC9.2 vs E30"
4.415/360.11797 AC9.3 E30 -0.069553 "AC9.3 vs E30"
4.415/360.11797 AC9.1 AC9.3 -0.65559 "AC9.1 vs AC9.3"
4.415/360.11797 AC9.2 AC9.3 -0.58405 "AC9.2 vs AC9.3"
4.415/360.11797 AC9.1 AC9.2 -0.071546 "AC9.1 vs AC9.2"
4.812/360.11901 AC9.1 E30 0.24324 "AC9.1 vs E30"
4.812/360.11901 AC9.2 E30 0.18763 "AC9.2 vs E30"
4.812/360.11901 AC9.3 E30 -0.12113 "AC9.3 vs E30"
4.812/360.11901 AC9.1 AC9.3 0.36437 "AC9.1 vs AC9.3"
4.812/360.11901 AC9.2 AC9.3 0.30876 "AC9.2 vs AC9.3"
4.812/360.11901 AC9.1 AC9.2 0.055613 "AC9.1 vs AC9.2"
4.774/360.20475 AC9.1 E30 0.07336 "AC9.1 vs E30"
4.774/360.20475 AC9.2 E30 -0.73045 "AC9.2 vs E30"
4.774/360.20475 AC9.3 E30 0.79385 "AC9.3 vs E30"
4.774/360.20475 AC9.1 AC9.3 -0.72049 "AC9.1 vs AC9.3"
4.774/360.20475 AC9.2 AC9.3 -1.5243 "AC9.2 vs AC9.3"
4.774/360.20475 AC9.1 AC9.2 0.80381 "AC9.1 vs AC9.2"
4.910/360.20558 AC9.1 E30 0.47032 "AC9.1 vs E30"
4.910/360.20558 AC9.2 E30 -0.33395 "AC9.2 vs E30"
4.910/360.20558 AC9.3 E30 0.91742 "AC9.3 vs E30"
4.910/360.20558 AC9.1 AC9.3 -0.44709 "AC9.1 vs AC9.3"
4.910/360.20558 AC9.2 AC9.3 -1.2514 "AC9.2 vs AC9.3"
4.910/360.20558 AC9.1 AC9.2 0.80427 "AC9.1 vs AC9.2"
0.577/360.23231 AC9.1 E30 -0.23942 "AC9.1 vs E30"
0.577/360.23231 AC9.2 E30 -0.30211 "AC9.2 vs E30"
0.577/360.23231 AC9.3 E30 -0.18402 "AC9.3 vs E30"
0.577/360.23231 AC9.1 AC9.3 -0.055399 "AC9.1 vs AC9.3"
0.577/360.23231 AC9.2 AC9.3 -0.11809 "AC9.2 vs AC9.3"
0.577/360.23231 AC9.1 AC9.2 0.062694 "AC9.1 vs AC9.2"
4.677/360.26421 AC9.1 E30 -0.32658 "AC9.1 vs E30"
4.677/360.26421 AC9.2 E30 -0.22894 "AC9.2 vs E30"
4.677/360.26421 AC9.3 E30 0.17416 "AC9.3 vs E30"
4.677/360.26421 AC9.1 AC9.3 -0.50074 "AC9.1 vs AC9.3"
4.677/360.26421 AC9.2 AC9.3 -0.4031 "AC9.2 vs AC9.3"
4.677/360.26421 AC9.1 AC9.2 -0.097632 "AC9.1 vs AC9.2"
5.584/360.99409 AC9.1 E30 -0.51723 "AC9.1 vs E30"
5.584/360.99409 AC9.2 E30 -0.84296 "AC9.2 vs E30"
5.584/360.99409 AC9.3 E30 -0.28827 "AC9.3 vs E30"
5.584/360.99409 AC9.1 AC9.3 -0.22896 "AC9.1 vs AC9.3"
5.584/360.99409 AC9.2 AC9.3 -0.55469 "AC9.2 vs AC9.3"
5.584/360.99409 AC9.1 AC9.2 0.32573 "AC9.1 vs AC9.2"
1.106/361.14699 AC9.1 E30 -0.23211 "AC9.1 vs E30"
1.106/361.14699 AC9.2 E30 -0.60746 "AC9.2 vs E30"
1.106/361.14699 AC9.3 E30 -0.56647 "AC9.3 vs E30"
1.106/361.14699 AC9.1 AC9.3 0.33436 "AC9.1 vs AC9.3"
1.106/361.14699 AC9.2 AC9.3 -0.040991 "AC9.2 vs AC9.3"
1.106/361.14699 AC9.1 AC9.2 0.37535 "AC9.1 vs AC9.2"
4.436/361.16043 AC9.1 E30 -0.26886 "AC9.1 vs E30"
4.436/361.16043 AC9.2 E30 0.27314 "AC9.2 vs E30"
4.436/361.16043 AC9.3 E30 -1.919 "AC9.3 vs E30"
4.436/361.16043 AC9.1 AC9.3 1.6501 "AC9.1 vs AC9.3"
4.436/361.16043 AC9.2 AC9.3 2.1921 "AC9.2 vs AC9.3"
4.436/361.16043 AC9.1 AC9.2 -0.542 "AC9.1 vs AC9.2"
2.364/361.18063 AC9.1 E30 -0.63927 "AC9.1 vs E30"
2.364/361.18063 AC9.2 E30 0.10123 "AC9.2 vs E30"
2.364/361.18063 AC9.3 E30 -0.98284 "AC9.3 vs E30"
2.364/361.18063 AC9.1 AC9.3 0.34357 "AC9.1 vs AC9.3"
2.364/361.18063 AC9.2 AC9.3 1.0841 "AC9.2 vs AC9.3"
2.364/361.18063 AC9.1 AC9.2 -0.74049 "AC9.1 vs AC9.2"
2.233/361.18219 AC9.1 E30 0.10781 "AC9.1 vs E30"
2.233/361.18219 AC9.2 E30 0.028253 "AC9.2 vs E30"
2.233/361.18219 AC9.3 E30 -0.81038 "AC9.3 vs E30"
2.233/361.18219 AC9.1 AC9.3 0.91818 "AC9.1 vs AC9.3"
2.233/361.18219 AC9.2 AC9.3 0.83863 "AC9.2 vs AC9.3"
2.233/361.18219 AC9.1 AC9.2 0.079555 "AC9.1 vs AC9.2"
4.560/361.20496 AC9.1 E30 0.21992 "AC9.1 vs E30"
4.560/361.20496 AC9.2 E30 -0.0054996 "AC9.2 vs E30"
4.560/361.20496 AC9.3 E30 0.93971 "AC9.3 vs E30"
4.560/361.20496 AC9.1 AC9.3 -0.71979 "AC9.1 vs AC9.3"
4.560/361.20496 AC9.2 AC9.3 -0.94521 "AC9.2 vs AC9.3"
4.560/361.20496 AC9.1 AC9.2 0.22542 "AC9.1 vs AC9.2"
0.744/361.20678 AC9.1 E30 -0.10623 "AC9.1 vs E30"
0.744/361.20678 AC9.2 E30 0.13235 "AC9.2 vs E30"
0.744/361.20678 AC9.3 E30 0.018384 "AC9.3 vs E30"
0.744/361.20678 AC9.1 AC9.3 -0.12462 "AC9.1 vs AC9.3"
0.744/361.20678 AC9.2 AC9.3 0.11397 "AC9.2 vs AC9.3"
0.744/361.20678 AC9.1 AC9.2 -0.23859 "AC9.1 vs AC9.2"
5.352/361.26268 AC9.1 E30 0.23522 "AC9.1 vs E30"
5.352/361.26268 AC9.2 E30 0.18088 "AC9.2 vs E30"
5.352/361.26268 AC9.3 E30 1.1953 "AC9.3 vs E30"
5.352/361.26268 AC9.1 AC9.3 -0.96004 "AC9.1 vs AC9.3"
5.352/361.26268 AC9.2 AC9.3 -1.0144 "AC9.2 vs AC9.3"
5.352/361.26268 AC9.1 AC9.2 0.054348 "AC9.1 vs AC9.2"
0.560/361.30157 AC9.1 E30 0.29023 "AC9.1 vs E30"
0.560/361.30157 AC9.2 E30 0.28964 "AC9.2 vs E30"
0.560/361.30157 AC9.3 E30 1.1002 "AC9.3 vs E30"
0.560/361.30157 AC9.1 AC9.3 -0.81001 "AC9.1 vs AC9.3"
0.560/361.30157 AC9.2 AC9.3 -0.8106 "AC9.2 vs AC9.3"
0.560/361.30157 AC9.1 AC9.2 5.9751e-4 "AC9.1 vs AC9.2"
5.018/361.97818 AC9.1 E30 -0.95771 "AC9.1 vs E30"
5.018/361.97818 AC9.2 E30 -0.47729 "AC9.2 vs E30"
5.018/361.97818 AC9.3 E30 -0.45413 "AC9.3 vs E30"
5.018/361.97818 AC9.1 AC9.3 -0.50358 "AC9.1 vs AC9.3"
5.018/361.97818 AC9.2 AC9.3 -0.023162 "AC9.2 vs AC9.3"
5.018/361.97818 AC9.1 AC9.2 -0.48042 "AC9.1 vs AC9.2"
4.826/362.02134 AC9.1 E30 -0.14627 "AC9.1 vs E30"
4.826/362.02134 AC9.2 E30 0.019119 "AC9.2 vs E30"
4.826/362.02134 AC9.3 E30 -0.70251 "AC9.3 vs E30"
4.826/362.02134 AC9.1 AC9.3 0.55624 "AC9.1 vs AC9.3"
4.826/362.02134 AC9.2 AC9.3 0.72163 "AC9.2 vs AC9.3"
4.826/362.02134 AC9.1 AC9.2 -0.16539 "AC9.1 vs AC9.2"
4.618/362.02138 AC9.1 E30 -0.25628 "AC9.1 vs E30"
4.618/362.02138 AC9.2 E30 -0.15198 "AC9.2 vs E30"
4.618/362.02138 AC9.3 E30 -0.57235 "AC9.3 vs E30"
4.618/362.02138 AC9.1 AC9.3 0.31607 "AC9.1 vs AC9.3"
4.618/362.02138 AC9.2 AC9.3 0.42037 "AC9.2 vs AC9.3"
4.618/362.02138 AC9.1 AC9.2 -0.1043 "AC9.1 vs AC9.2"
4.413/362.10918 AC9.1 E30 -1.0573 "AC9.1 vs E30"
4.413/362.10918 AC9.2 E30 -0.32976 "AC9.2 vs E30"
4.413/362.10918 AC9.3 E30 0.082297 "AC9.3 vs E30"
4.413/362.10918 AC9.1 AC9.3 -1.1396 "AC9.1 vs AC9.3"
4.413/362.10918 AC9.2 AC9.3 -0.41206 "AC9.2 vs AC9.3"
4.413/362.10918 AC9.1 AC9.2 -0.72756 "AC9.1 vs AC9.2"
0.610/362.22414 AC9.1 E30 0.27543 "AC9.1 vs E30"
0.610/362.22414 AC9.2 E30 -0.94601 "AC9.2 vs E30"
0.610/362.22414 AC9.3 E30 0.97666 "AC9.3 vs E30"
0.610/362.22414 AC9.1 AC9.3 -0.70123 "AC9.1 vs AC9.3"
0.610/362.22414 AC9.2 AC9.3 -1.9227 "AC9.2 vs AC9.3"
0.610/362.22414 AC9.1 AC9.2 1.2214 "AC9.1 vs AC9.2"
4.887/362.23427 AC9.1 E30 -0.37429 "AC9.1 vs E30"
4.887/362.23427 AC9.2 E30 0.0024261 "AC9.2 vs E30"
4.887/362.23427 AC9.3 E30 -1.6353 "AC9.3 vs E30"
4.887/362.23427 AC9.1 AC9.3 1.261 "AC9.1 vs AC9.3"
4.887/362.23427 AC9.2 AC9.3 1.6377 "AC9.2 vs AC9.3"
4.887/362.23427 AC9.1 AC9.2 -0.37671 "AC9.1 vs AC9.2"
0.760/362.23962 AC9.1 E30 1.0536 "AC9.1 vs E30"
0.760/362.23962 AC9.2 E30 0.29055 "AC9.2 vs E30"
0.760/362.23962 AC9.3 E30 2.1736 "AC9.3 vs E30"
0.760/362.23962 AC9.1 AC9.3 -1.12 "AC9.1 vs AC9.3"
0.760/362.23962 AC9.2 AC9.3 -1.8831 "AC9.2 vs AC9.3"
0.760/362.23962 AC9.1 AC9.2 0.76309 "AC9.1 vs AC9.2"
0.660/362.23986 AC9.1 E30 -0.27251 "AC9.1 vs E30"
0.660/362.23986 AC9.2 E30 -0.88783 "AC9.2 vs E30"
0.660/362.23986 AC9.3 E30 0.13946 "AC9.3 vs E30"
0.660/362.23986 AC9.1 AC9.3 -0.41197 "AC9.1 vs AC9.3"
0.660/362.23986 AC9.2 AC9.3 -1.0273 "AC9.2 vs AC9.3"
0.660/362.23986 AC9.1 AC9.2 0.61531 "AC9.1 vs AC9.2"
4.355/363.00190 AC9.1 E30 -0.54753 "AC9.1 vs E30"
4.355/363.00190 AC9.2 E30 -0.42778 "AC9.2 vs E30"
4.355/363.00190 AC9.3 E30 -0.28271 "AC9.3 vs E30"
4.355/363.00190 AC9.1 AC9.3 -0.26482 "AC9.1 vs AC9.3"
4.355/363.00190 AC9.2 AC9.3 -0.14507 "AC9.2 vs AC9.3"
4.355/363.00190 AC9.1 AC9.2 -0.11975 "AC9.1 vs AC9.2"
0.652/363.11042 AC9.1 E30 0.16458 "AC9.1 vs E30"
0.652/363.11042 AC9.2 E30 -0.68579 "AC9.2 vs E30"
0.652/363.11042 AC9.3 E30 -0.014085 "AC9.3 vs E30"
0.652/363.11042 AC9.1 AC9.3 0.17866 "AC9.1 vs AC9.3"
0.652/363.11042 AC9.2 AC9.3 -0.6717 "AC9.2 vs AC9.3"
0.652/363.11042 AC9.1 AC9.2 0.85037 "AC9.1 vs AC9.2"
5.059/363.12235 AC9.1 E30 0.3248 "AC9.1 vs E30"
5.059/363.12235 AC9.2 E30 0.048612 "AC9.2 vs E30"
5.059/363.12235 AC9.3 E30 0.26876 "AC9.3 vs E30"
5.059/363.12235 AC9.1 AC9.3 0.05604 "AC9.1 vs AC9.3"
5.059/363.12235 AC9.2 AC9.3 -0.22015 "AC9.2 vs AC9.3"
5.059/363.12235 AC9.1 AC9.2 0.27619 "AC9.1 vs AC9.2"
0.677/363.13986 AC9.1 E30 1.6246 "AC9.1 vs E30"
0.677/363.13986 AC9.2 E30 0.99179 "AC9.2 vs E30"
0.677/363.13986 AC9.3 E30 -1.2007 "AC9.3 vs E30"
0.677/363.13986 AC9.1 AC9.3 2.8252 "AC9.1 vs AC9.3"
0.677/363.13986 AC9.2 AC9.3 2.1925 "AC9.2 vs AC9.3"
0.677/363.13986 AC9.1 AC9.2 0.63277 "AC9.1 vs AC9.2"
0.744/363.15068 AC9.1 E30 0.35285 "AC9.1 vs E30"
0.744/363.15068 AC9.2 E30 0.34028 "AC9.2 vs E30"
0.744/363.15068 AC9.3 E30 1.4422 "AC9.3 vs E30"
0.744/363.15068 AC9.1 AC9.3 -1.0893 "AC9.1 vs AC9.3"
0.744/363.15068 AC9.2 AC9.3 -1.1019 "AC9.2 vs AC9.3"
0.744/363.15068 AC9.1 AC9.2 0.01257 "AC9.1 vs AC9.2"
0.593/363.15228 AC9.1 E30 -0.074114 "AC9.1 vs E30"
0.593/363.15228 AC9.2 E30 -0.49001 "AC9.2 vs E30"
0.593/363.15228 AC9.3 E30 -0.18729 "AC9.3 vs E30"
0.593/363.15228 AC9.1 AC9.3 0.11317 "AC9.1 vs AC9.3"
0.593/363.15228 AC9.2 AC9.3 -0.30272 "AC9.2 vs AC9.3"
0.593/363.15228 AC9.1 AC9.2 0.4159 "AC9.1 vs AC9.2"
2.444/363.17541 AC9.1 E30 0.77855 "AC9.1 vs E30"
2.444/363.17541 AC9.2 E30 0.31423 "AC9.2 vs E30"
2.444/363.17541 AC9.3 E30 0.18672 "AC9.3 vs E30"
2.444/363.17541 AC9.1 AC9.3 0.59183 "AC9.1 vs AC9.3"
2.444/363.17541 AC9.2 AC9.3 0.12751 "AC9.2 vs AC9.3"
2.444/363.17541 AC9.1 AC9.2 0.46432 "AC9.1 vs AC9.2"
4.798/363.24092 AC9.1 E30 0.54709 "AC9.1 vs E30"
4.798/363.24092 AC9.2 E30 0.60266 "AC9.2 vs E30"
4.798/363.24092 AC9.3 E30 -0.25133 "AC9.3 vs E30"
4.798/363.24092 AC9.1 AC9.3 0.79842 "AC9.1 vs AC9.3"
4.798/363.24092 AC9.2 AC9.3 0.85399 "AC9.2 vs AC9.3"
4.798/363.24092 AC9.1 AC9.2 -0.055573 "AC9.1 vs AC9.2"
0.552/363.26107 AC9.1 E30 0.53908 "AC9.1 vs E30"
0.552/363.26107 AC9.2 E30 0.90069 "AC9.2 vs E30"
0.552/363.26107 AC9.3 E30 -0.52341 "AC9.3 vs E30"
0.552/363.26107 AC9.1 AC9.3 1.0625 "AC9.1 vs AC9.3"
0.552/363.26107 AC9.2 AC9.3 1.4241 "AC9.2 vs AC9.3"
0.552/363.26107 AC9.1 AC9.2 -0.36161 "AC9.1 vs AC9.2"
4.849/364.07443 AC9.1 E30 0.10075 "AC9.1 vs E30"
4.849/364.07443 AC9.2 E30 0.31341 "AC9.2 vs E30"
4.849/364.07443 AC9.3 E30 -0.17631 "AC9.3 vs E30"
4.849/364.07443 AC9.1 AC9.3 0.27705 "AC9.1 vs AC9.3"
4.849/364.07443 AC9.2 AC9.3 0.48972 "AC9.2 vs AC9.3"
4.849/364.07443 AC9.1 AC9.2 -0.21266 "AC9.1 vs AC9.2"
5.419/364.15708 AC9.1 E30 -5.6095 "AC9.1 vs E30"
5.419/364.15708 AC9.2 E30 -0.70289 "AC9.2 vs E30"
5.419/364.15708 AC9.3 E30 -0.2161 "AC9.3 vs E30"
5.419/364.15708 AC9.1 AC9.3 -5.3934 "AC9.1 vs AC9.3"
5.419/364.15708 AC9.2 AC9.3 -0.48679 "AC9.2 vs AC9.3"
5.419/364.15708 AC9.1 AC9.2 -4.9066 "AC9.1 vs AC9.2"
1.102/364.31199 AC9.1 E30 -0.23326 "AC9.1 vs E30"
1.102/364.31199 AC9.2 E30 -0.012986 "AC9.2 vs E30"
1.102/364.31199 AC9.3 E30 -0.054291 "AC9.3 vs E30"
1.102/364.31199 AC9.1 AC9.3 -0.17897 "AC9.1 vs AC9.3"
1.102/364.31199 AC9.2 AC9.3 0.041305 "AC9.2 vs AC9.3"
1.102/364.31199 AC9.1 AC9.2 -0.22028 "AC9.1 vs AC9.2"
5.117/365.07986 AC9.1 E30 0.27872 "AC9.1 vs E30"
5.117/365.07986 AC9.2 E30 -0.055364 "AC9.2 vs E30"
5.117/365.07986 AC9.3 E30 0.23972 "AC9.3 vs E30"
5.117/365.07986 AC9.1 AC9.3 0.039004 "AC9.1 vs AC9.3"
5.117/365.07986 AC9.2 AC9.3 -0.29508 "AC9.2 vs AC9.3"
5.117/365.07986 AC9.1 AC9.2 0.33408 "AC9.1 vs AC9.2"
0.696/365.16769 AC9.1 E30 0.081504 "AC9.1 vs E30"
0.696/365.16769 AC9.2 E30 -0.151 "AC9.2 vs E30"
0.696/365.16769 AC9.3 E30 1.3262 "AC9.3 vs E30"
0.696/365.16769 AC9.1 AC9.3 -1.2447 "AC9.1 vs AC9.3"
0.696/365.16769 AC9.2 AC9.3 -1.4772 "AC9.2 vs AC9.3"
0.696/365.16769 AC9.1 AC9.2 0.2325 "AC9.1 vs AC9.2"
1.416/365.25489 AC9.1 E30 0.13594 "AC9.1 vs E30"
1.416/365.25489 AC9.2 E30 -0.047851 "AC9.2 vs E30"
1.416/365.25489 AC9.3 E30 -1.2446 "AC9.3 vs E30"
1.416/365.25489 AC9.1 AC9.3 1.3806 "AC9.1 vs AC9.3"
1.416/365.25489 AC9.2 AC9.3 1.1968 "AC9.2 vs AC9.3"
1.416/365.25489 AC9.1 AC9.2 0.18379 "AC9.1 vs AC9.2"
5.712/365.87513 AC9.1 E30 -0.051782 "AC9.1 vs E30"
5.712/365.87513 AC9.2 E30 -0.028976 "AC9.2 vs E30"
5.712/365.87513 AC9.3 E30 0.035402 "AC9.3 vs E30"
5.712/365.87513 AC9.1 AC9.3 -0.087184 "AC9.1 vs AC9.3"
5.712/365.87513 AC9.2 AC9.3 -0.064378 "AC9.2 vs AC9.3"
5.712/365.87513 AC9.1 AC9.2 -0.022806 "AC9.1 vs AC9.2"
1.129/365.89125 AC9.1 E30 0.020063 "AC9.1 vs E30"
1.129/365.89125 AC9.2 E30 0.079848 "AC9.2 vs E30"
1.129/365.89125 AC9.3 E30 -0.1008 "AC9.3 vs E30"
