Metabolite Clone1 Clone2 log2FC plotContrast
4.350/240.05592 AC9.1 AC9.3 -0.733 "AC9.1 vs AC9.3"
4.350/240.05592 AC9.2 AC9.3 0.076538 "AC9.2 vs AC9.3"
4.350/240.05592 AC9.1 AC9.2 -0.80954 "AC9.1 vs AC9.2"
6.018/240.11149 AC9.1 E30 -0.19573 "AC9.1 vs E30"
6.018/240.11149 AC9.2 E30 -0.38917 "AC9.2 vs E30"
6.018/240.11149 AC9.3 E30 0.28827 "AC9.3 vs E30"
6.018/240.11149 AC9.1 AC9.3 -0.48401 "AC9.1 vs AC9.3"
6.018/240.11149 AC9.2 AC9.3 -0.67745 "AC9.2 vs AC9.3"
6.018/240.11149 AC9.1 AC9.2 0.19344 "AC9.1 vs AC9.2"
1.099/240.12279 AC9.1 E30 -0.77433 "AC9.1 vs E30"
1.099/240.12279 AC9.2 E30 -0.83818 "AC9.2 vs E30"
1.099/240.12279 AC9.3 E30 -0.49614 "AC9.3 vs E30"
1.099/240.12279 AC9.1 AC9.3 -0.2782 "AC9.1 vs AC9.3"
1.099/240.12279 AC9.2 AC9.3 -0.34205 "AC9.2 vs AC9.3"
1.099/240.12279 AC9.1 AC9.2 0.06385 "AC9.1 vs AC9.2"
4.602/240.13769 AC9.1 E30 -0.13511 "AC9.1 vs E30"
4.602/240.13769 AC9.2 E30 -0.81903 "AC9.2 vs E30"
4.602/240.13769 AC9.3 E30 -0.10012 "AC9.3 vs E30"
4.602/240.13769 AC9.1 AC9.3 -0.034991 "AC9.1 vs AC9.3"
4.602/240.13769 AC9.2 AC9.3 -0.71891 "AC9.2 vs AC9.3"
4.602/240.13769 AC9.1 AC9.2 0.68392 "AC9.1 vs AC9.2"
1.577/240.41108 AC9.1 E30 0.037162 "AC9.1 vs E30"
1.577/240.41108 AC9.2 E30 -0.023597 "AC9.2 vs E30"
1.577/240.41108 AC9.3 E30 -0.45161 "AC9.3 vs E30"
1.577/240.41108 AC9.1 AC9.3 0.48877 "AC9.1 vs AC9.3"
1.577/240.41108 AC9.2 AC9.3 0.42801 "AC9.2 vs AC9.3"
1.577/240.41108 AC9.1 AC9.2 0.060759 "AC9.1 vs AC9.2"
3.665/240.86866 AC9.1 E30 -2.3002 "AC9.1 vs E30"
3.665/240.86866 AC9.2 E30 -1.785 "AC9.2 vs E30"
3.665/240.86866 AC9.3 E30 -0.10515 "AC9.3 vs E30"
3.665/240.86866 AC9.1 AC9.3 -2.1951 "AC9.1 vs AC9.3"
3.665/240.86866 AC9.2 AC9.3 -1.6799 "AC9.2 vs AC9.3"
3.665/240.86866 AC9.1 AC9.2 -0.5152 "AC9.1 vs AC9.2"
1.102/240.98952 AC9.1 E30 -0.67101 "AC9.1 vs E30"
1.102/240.98952 AC9.2 E30 -0.60801 "AC9.2 vs E30"
1.102/240.98952 AC9.3 E30 -0.55415 "AC9.3 vs E30"
1.102/240.98952 AC9.1 AC9.3 -0.11685 "AC9.1 vs AC9.3"
1.102/240.98952 AC9.2 AC9.3 -0.05386 "AC9.2 vs AC9.3"
1.102/240.98952 AC9.1 AC9.2 -0.062995 "AC9.1 vs AC9.2"
0.721/241.08640 AC9.1 E30 -0.030068 "AC9.1 vs E30"
0.721/241.08640 AC9.2 E30 -0.12923 "AC9.2 vs E30"
0.721/241.08640 AC9.3 E30 -0.0048593 "AC9.3 vs E30"
0.721/241.08640 AC9.1 AC9.3 -0.025209 "AC9.1 vs AC9.3"
0.721/241.08640 AC9.2 AC9.3 -0.12437 "AC9.2 vs AC9.3"
0.721/241.08640 AC9.1 AC9.2 0.099159 "AC9.1 vs AC9.2"
5.568/241.12923 AC9.1 E30 3.374 "AC9.1 vs E30"
5.568/241.12923 AC9.2 E30 2.6086 "AC9.2 vs E30"
5.568/241.12923 AC9.3 E30 2.0476 "AC9.3 vs E30"
5.568/241.12923 AC9.1 AC9.3 1.3264 "AC9.1 vs AC9.3"
5.568/241.12923 AC9.2 AC9.3 0.56105 "AC9.2 vs AC9.3"
5.568/241.12923 AC9.1 AC9.2 0.76539 "AC9.1 vs AC9.2"
0.577/241.12954 AC9.1 E30 1.4954 "AC9.1 vs E30"
0.577/241.12954 AC9.2 E30 0.43445 "AC9.2 vs E30"
0.577/241.12954 AC9.3 E30 1.0436 "AC9.3 vs E30"
0.577/241.12954 AC9.1 AC9.3 0.45179 "AC9.1 vs AC9.3"
0.577/241.12954 AC9.2 AC9.3 -0.60913 "AC9.2 vs AC9.3"
0.577/241.12954 AC9.1 AC9.2 1.0609 "AC9.1 vs AC9.2"
1.572/241.15825 AC9.1 E30 0.024447 "AC9.1 vs E30"
1.572/241.15825 AC9.2 E30 0.058853 "AC9.2 vs E30"
1.572/241.15825 AC9.3 E30 -0.30982 "AC9.3 vs E30"
1.572/241.15825 AC9.1 AC9.3 0.33427 "AC9.1 vs AC9.3"
1.572/241.15825 AC9.2 AC9.3 0.36868 "AC9.2 vs AC9.3"
1.572/241.15825 AC9.1 AC9.2 -0.034406 "AC9.1 vs AC9.2"
0.863/241.15856 AC9.1 E30 -0.13608 "AC9.1 vs E30"
0.863/241.15856 AC9.2 E30 -0.58836 "AC9.2 vs E30"
0.863/241.15856 AC9.3 E30 -0.5583 "AC9.3 vs E30"
0.863/241.15856 AC9.1 AC9.3 0.42222 "AC9.1 vs AC9.3"
0.863/241.15856 AC9.2 AC9.3 -0.030063 "AC9.2 vs AC9.3"
0.863/241.15856 AC9.1 AC9.2 0.45228 "AC9.1 vs AC9.2"
5.470/242.00166 AC9.1 E30 -0.095029 "AC9.1 vs E30"
5.470/242.00166 AC9.2 E30 -0.10707 "AC9.2 vs E30"
5.470/242.00166 AC9.3 E30 -0.029292 "AC9.3 vs E30"
5.470/242.00166 AC9.1 AC9.3 -0.065737 "AC9.1 vs AC9.3"
5.470/242.00166 AC9.2 AC9.3 -0.077777 "AC9.2 vs AC9.3"
5.470/242.00166 AC9.1 AC9.2 0.012041 "AC9.1 vs AC9.2"
4.307/242.05606 AC9.1 E30 -1.6816 "AC9.1 vs E30"
4.307/242.05606 AC9.2 E30 -2.3679 "AC9.2 vs E30"
4.307/242.05606 AC9.3 E30 -0.3202 "AC9.3 vs E30"
4.307/242.05606 AC9.1 AC9.3 -1.3614 "AC9.1 vs AC9.3"
4.307/242.05606 AC9.2 AC9.3 -2.0477 "AC9.2 vs AC9.3"
4.307/242.05606 AC9.1 AC9.2 0.68624 "AC9.1 vs AC9.2"
0.644/242.08129 AC9.1 E30 0.61 "AC9.1 vs E30"
0.644/242.08129 AC9.2 E30 -0.33942 "AC9.2 vs E30"
0.644/242.08129 AC9.3 E30 0.19732 "AC9.3 vs E30"
0.644/242.08129 AC9.1 AC9.3 0.41268 "AC9.1 vs AC9.3"
0.644/242.08129 AC9.2 AC9.3 -0.53674 "AC9.2 vs AC9.3"
0.644/242.08129 AC9.1 AC9.2 0.94942 "AC9.1 vs AC9.2"
1.270/242.08144 AC9.1 E30 -0.0051622 "AC9.1 vs E30"
1.270/242.08144 AC9.2 E30 -0.21021 "AC9.2 vs E30"
1.270/242.08144 AC9.3 E30 -0.26405 "AC9.3 vs E30"
1.270/242.08144 AC9.1 AC9.3 0.25889 "AC9.1 vs AC9.3"
1.270/242.08144 AC9.2 AC9.3 0.05384 "AC9.2 vs AC9.3"
1.270/242.08144 AC9.1 AC9.2 0.20505 "AC9.1 vs AC9.2"
0.777/242.08185 AC9.1 E30 0.17626 "AC9.1 vs E30"
0.777/242.08185 AC9.2 E30 0.060318 "AC9.2 vs E30"
0.777/242.08185 AC9.3 E30 -0.33775 "AC9.3 vs E30"
0.777/242.08185 AC9.1 AC9.3 0.51401 "AC9.1 vs AC9.3"
0.777/242.08185 AC9.2 AC9.3 0.39807 "AC9.2 vs AC9.3"
0.777/242.08185 AC9.1 AC9.2 0.11594 "AC9.1 vs AC9.2"
4.312/242.15117 AC9.1 E30 -0.98444 "AC9.1 vs E30"
4.312/242.15117 AC9.2 E30 -0.79844 "AC9.2 vs E30"
4.312/242.15117 AC9.3 E30 -0.063086 "AC9.3 vs E30"
4.312/242.15117 AC9.1 AC9.3 -0.92135 "AC9.1 vs AC9.3"
4.312/242.15117 AC9.2 AC9.3 -0.73536 "AC9.2 vs AC9.3"
4.312/242.15117 AC9.1 AC9.2 -0.186 "AC9.1 vs AC9.2"
0.619/242.17759 AC9.1 E30 -0.36192 "AC9.1 vs E30"
0.619/242.17759 AC9.2 E30 -0.74251 "AC9.2 vs E30"
0.619/242.17759 AC9.3 E30 0.057823 "AC9.3 vs E30"
0.619/242.17759 AC9.1 AC9.3 -0.41974 "AC9.1 vs AC9.3"
0.619/242.17759 AC9.2 AC9.3 -0.80034 "AC9.2 vs AC9.3"
0.619/242.17759 AC9.1 AC9.2 0.38059 "AC9.1 vs AC9.2"
4.659/242.56435 AC9.1 E30 0.14122 "AC9.1 vs E30"
4.659/242.56435 AC9.2 E30 0.0025244 "AC9.2 vs E30"
4.659/242.56435 AC9.3 E30 -0.30716 "AC9.3 vs E30"
4.659/242.56435 AC9.1 AC9.3 0.44838 "AC9.1 vs AC9.3"
4.659/242.56435 AC9.2 AC9.3 0.30969 "AC9.2 vs AC9.3"
4.659/242.56435 AC9.1 AC9.2 0.13869 "AC9.1 vs AC9.2"
4.910/243.02721 AC9.1 E30 -0.069574 "AC9.1 vs E30"
4.910/243.02721 AC9.2 E30 0.16734 "AC9.2 vs E30"
4.910/243.02721 AC9.3 E30 -0.071414 "AC9.3 vs E30"
4.910/243.02721 AC9.1 AC9.3 0.00184 "AC9.1 vs AC9.3"
4.910/243.02721 AC9.2 AC9.3 0.23875 "AC9.2 vs AC9.3"
4.910/243.02721 AC9.1 AC9.2 -0.23691 "AC9.1 vs AC9.2"
4.595/243.04479 AC9.1 E30 -0.088049 "AC9.1 vs E30"
4.595/243.04479 AC9.2 E30 -0.048861 "AC9.2 vs E30"
4.595/243.04479 AC9.3 E30 -0.45303 "AC9.3 vs E30"
4.595/243.04479 AC9.1 AC9.3 0.36498 "AC9.1 vs AC9.3"
4.595/243.04479 AC9.2 AC9.3 0.40417 "AC9.2 vs AC9.3"
4.595/243.04479 AC9.1 AC9.2 -0.039187 "AC9.1 vs AC9.2"
0.949/243.08221 AC9.1 E30 0.67472 "AC9.1 vs E30"
0.949/243.08221 AC9.2 E30 -0.37648 "AC9.2 vs E30"
0.949/243.08221 AC9.3 E30 0.25786 "AC9.3 vs E30"
0.949/243.08221 AC9.1 AC9.3 0.41686 "AC9.1 vs AC9.3"
0.949/243.08221 AC9.2 AC9.3 -0.63434 "AC9.2 vs AC9.3"
0.949/243.08221 AC9.1 AC9.2 1.0512 "AC9.1 vs AC9.2"
4.929/243.11046 AC9.1 E30 -0.53011 "AC9.1 vs E30"
4.929/243.11046 AC9.2 E30 -0.47511 "AC9.2 vs E30"
4.929/243.11046 AC9.3 E30 0.16273 "AC9.3 vs E30"
4.929/243.11046 AC9.1 AC9.3 -0.69283 "AC9.1 vs AC9.3"
4.929/243.11046 AC9.2 AC9.3 -0.63784 "AC9.2 vs AC9.3"
4.929/243.11046 AC9.1 AC9.2 -0.054992 "AC9.1 vs AC9.2"
0.801/243.18581 AC9.1 E30 0.25417 "AC9.1 vs E30"
0.801/243.18581 AC9.2 E30 -0.90138 "AC9.2 vs E30"
0.801/243.18581 AC9.3 E30 -1.7327 "AC9.3 vs E30"
0.801/243.18581 AC9.1 AC9.3 1.9868 "AC9.1 vs AC9.3"
0.801/243.18581 AC9.2 AC9.3 0.83128 "AC9.2 vs AC9.3"
0.801/243.18581 AC9.1 AC9.2 1.1556 "AC9.1 vs AC9.2"
1.619/243.18586 AC9.1 E30 -0.19745 "AC9.1 vs E30"
1.619/243.18586 AC9.2 E30 -1.3913 "AC9.2 vs E30"
1.619/243.18586 AC9.3 E30 -3.04 "AC9.3 vs E30"
1.619/243.18586 AC9.1 AC9.3 2.8425 "AC9.1 vs AC9.3"
1.619/243.18586 AC9.2 AC9.3 1.6486 "AC9.2 vs AC9.3"
1.619/243.18586 AC9.1 AC9.2 1.1939 "AC9.1 vs AC9.2"
1.389/243.18649 AC9.1 E30 0.48099 "AC9.1 vs E30"
1.389/243.18649 AC9.2 E30 0.63938 "AC9.2 vs E30"
1.389/243.18649 AC9.3 E30 0.63177 "AC9.3 vs E30"
1.389/243.18649 AC9.1 AC9.3 -0.15077 "AC9.1 vs AC9.3"
1.389/243.18649 AC9.2 AC9.3 0.0076171 "AC9.2 vs AC9.3"
1.389/243.18649 AC9.1 AC9.2 -0.15839 "AC9.1 vs AC9.2"
1.260/244.07738 AC9.1 E30 -0.053215 "AC9.1 vs E30"
1.260/244.07738 AC9.2 E30 -0.15478 "AC9.2 vs E30"
1.260/244.07738 AC9.3 E30 -0.25831 "AC9.3 vs E30"
1.260/244.07738 AC9.1 AC9.3 0.20509 "AC9.1 vs AC9.3"
1.260/244.07738 AC9.2 AC9.3 0.10352 "AC9.2 vs AC9.3"
1.260/244.07738 AC9.1 AC9.2 0.10157 "AC9.1 vs AC9.2"
0.752/244.15790 AC9.1 E30 -0.11937 "AC9.1 vs E30"
0.752/244.15790 AC9.2 E30 0.0018614 "AC9.2 vs E30"
0.752/244.15790 AC9.3 E30 -0.9482 "AC9.3 vs E30"
0.752/244.15790 AC9.1 AC9.3 0.82883 "AC9.1 vs AC9.3"
0.752/244.15790 AC9.2 AC9.3 0.95006 "AC9.2 vs AC9.3"
0.752/244.15790 AC9.1 AC9.2 -0.12123 "AC9.1 vs AC9.2"
4.623/244.16670 AC9.1 E30 0.17408 "AC9.1 vs E30"
4.623/244.16670 AC9.2 E30 -0.32014 "AC9.2 vs E30"
4.623/244.16670 AC9.3 E30 0.39675 "AC9.3 vs E30"
4.623/244.16670 AC9.1 AC9.3 -0.22267 "AC9.1 vs AC9.3"
4.623/244.16670 AC9.2 AC9.3 -0.7169 "AC9.2 vs AC9.3"
4.623/244.16670 AC9.1 AC9.2 0.49422 "AC9.1 vs AC9.2"
4.311/244.16835 AC9.1 E30 -0.27093 "AC9.1 vs E30"
4.311/244.16835 AC9.2 E30 -0.28038 "AC9.2 vs E30"
4.311/244.16835 AC9.3 E30 0.050714 "AC9.3 vs E30"
4.311/244.16835 AC9.1 AC9.3 -0.32165 "AC9.1 vs AC9.3"
4.311/244.16835 AC9.2 AC9.3 -0.33109 "AC9.2 vs AC9.3"
4.311/244.16835 AC9.1 AC9.2 0.0094485 "AC9.1 vs AC9.2"
2.502/244.20353 AC9.1 E30 -0.64884 "AC9.1 vs E30"
2.502/244.20353 AC9.2 E30 -0.33993 "AC9.2 vs E30"
2.502/244.20353 AC9.3 E30 -0.086343 "AC9.3 vs E30"
2.502/244.20353 AC9.1 AC9.3 -0.5625 "AC9.1 vs AC9.3"
2.502/244.20353 AC9.2 AC9.3 -0.25359 "AC9.2 vs AC9.3"
2.502/244.20353 AC9.1 AC9.2 -0.30891 "AC9.1 vs AC9.2"
1.592/244.20377 AC9.1 E30 -0.36146 "AC9.1 vs E30"
1.592/244.20377 AC9.2 E30 -0.07425 "AC9.2 vs E30"
1.592/244.20377 AC9.3 E30 0.025346 "AC9.3 vs E30"
1.592/244.20377 AC9.1 AC9.3 -0.38681 "AC9.1 vs AC9.3"
1.592/244.20377 AC9.2 AC9.3 -0.099596 "AC9.2 vs AC9.3"
1.592/244.20377 AC9.1 AC9.2 -0.28721 "AC9.1 vs AC9.2"
1.506/244.20451 AC9.1 E30 -0.41473 "AC9.1 vs E30"
1.506/244.20451 AC9.2 E30 -0.13217 "AC9.2 vs E30"
1.506/244.20451 AC9.3 E30 0.01231 "AC9.3 vs E30"
1.506/244.20451 AC9.1 AC9.3 -0.42704 "AC9.1 vs AC9.3"
1.506/244.20451 AC9.2 AC9.3 -0.14448 "AC9.2 vs AC9.3"
1.506/244.20451 AC9.1 AC9.2 -0.28256 "AC9.1 vs AC9.2"
4.652/245.06419 AC9.1 E30 0.20407 "AC9.1 vs E30"
4.652/245.06419 AC9.2 E30 0.47632 "AC9.2 vs E30"
4.652/245.06419 AC9.3 E30 0.09207 "AC9.3 vs E30"
4.652/245.06419 AC9.1 AC9.3 0.112 "AC9.1 vs AC9.3"
4.652/245.06419 AC9.2 AC9.3 0.38425 "AC9.2 vs AC9.3"
4.652/245.06419 AC9.1 AC9.2 -0.27226 "AC9.1 vs AC9.2"
4.322/245.07892 AC9.1 E30 0.91808 "AC9.1 vs E30"
4.322/245.07892 AC9.2 E30 1.3463 "AC9.2 vs E30"
4.322/245.07892 AC9.3 E30 0.91161 "AC9.3 vs E30"
4.322/245.07892 AC9.1 AC9.3 0.0064691 "AC9.1 vs AC9.3"
4.322/245.07892 AC9.2 AC9.3 0.43473 "AC9.2 vs AC9.3"
4.322/245.07892 AC9.1 AC9.2 -0.42826 "AC9.1 vs AC9.2"
1.098/245.09902 AC9.1 E30 -0.74421 "AC9.1 vs E30"
1.098/245.09902 AC9.2 E30 -0.44793 "AC9.2 vs E30"
1.098/245.09902 AC9.3 E30 -0.024854 "AC9.3 vs E30"
1.098/245.09902 AC9.1 AC9.3 -0.71936 "AC9.1 vs AC9.3"
1.098/245.09902 AC9.2 AC9.3 -0.42307 "AC9.2 vs AC9.3"
1.098/245.09902 AC9.1 AC9.2 -0.29629 "AC9.1 vs AC9.2"
1.563/245.11621 AC9.1 E30 -0.18685 "AC9.1 vs E30"
1.563/245.11621 AC9.2 E30 0.31379 "AC9.2 vs E30"
1.563/245.11621 AC9.3 E30 -0.29374 "AC9.3 vs E30"
1.563/245.11621 AC9.1 AC9.3 0.10689 "AC9.1 vs AC9.3"
1.563/245.11621 AC9.2 AC9.3 0.60753 "AC9.2 vs AC9.3"
1.563/245.11621 AC9.1 AC9.2 -0.50065 "AC9.1 vs AC9.2"
3.662/245.11623 AC9.1 E30 -1.6554 "AC9.1 vs E30"
3.662/245.11623 AC9.2 E30 -2.2201 "AC9.2 vs E30"
3.662/245.11623 AC9.3 E30 0.15733 "AC9.3 vs E30"
3.662/245.11623 AC9.1 AC9.3 -1.8127 "AC9.1 vs AC9.3"
3.662/245.11623 AC9.2 AC9.3 -2.3774 "AC9.2 vs AC9.3"
3.662/245.11623 AC9.1 AC9.2 0.56474 "AC9.1 vs AC9.2"
0.594/245.16464 AC9.1 E30 0.21534 "AC9.1 vs E30"
0.594/245.16464 AC9.2 E30 -0.25052 "AC9.2 vs E30"
0.594/245.16464 AC9.3 E30 -0.29188 "AC9.3 vs E30"
0.594/245.16464 AC9.1 AC9.3 0.50722 "AC9.1 vs AC9.3"
0.594/245.16464 AC9.2 AC9.3 0.041363 "AC9.2 vs AC9.3"
0.594/245.16464 AC9.1 AC9.2 0.46586 "AC9.1 vs AC9.2"
1.985/245.18743 AC9.1 E30 7.2567 "AC9.1 vs E30"
1.985/245.18743 AC9.2 E30 -4.2132 "AC9.2 vs E30"
1.985/245.18743 AC9.3 E30 -4.2041 "AC9.3 vs E30"
1.985/245.18743 AC9.1 AC9.3 11.461 "AC9.1 vs AC9.3"
1.985/245.18743 AC9.2 AC9.3 -0.0091519 "AC9.2 vs AC9.3"
1.985/245.18743 AC9.1 AC9.2 11.47 "AC9.1 vs AC9.2"
1.126/245.18938 AC9.1 E30 0.49574 "AC9.1 vs E30"
1.126/245.18938 AC9.2 E30 0.34066 "AC9.2 vs E30"
1.126/245.18938 AC9.3 E30 0.3816 "AC9.3 vs E30"
1.126/245.18938 AC9.1 AC9.3 0.11414 "AC9.1 vs AC9.3"
1.126/245.18938 AC9.2 AC9.3 -0.040935 "AC9.2 vs AC9.3"
1.126/245.18938 AC9.1 AC9.2 0.15508 "AC9.1 vs AC9.2"
4.441/245.19778 AC9.1 E30 -8.3965 "AC9.1 vs E30"
4.441/245.19778 AC9.2 E30 -8.6139 "AC9.2 vs E30"
4.441/245.19778 AC9.3 E30 -7.2056 "AC9.3 vs E30"
4.441/245.19778 AC9.1 AC9.3 -1.1909 "AC9.1 vs AC9.3"
4.441/245.19778 AC9.2 AC9.3 -1.4083 "AC9.2 vs AC9.3"
4.441/245.19778 AC9.1 AC9.2 0.21737 "AC9.1 vs AC9.2"
4.798/245.39492 AC9.1 E30 0.13019 "AC9.1 vs E30"
4.798/245.39492 AC9.2 E30 0.08281 "AC9.2 vs E30"
4.798/245.39492 AC9.3 E30 0.13098 "AC9.3 vs E30"
4.798/245.39492 AC9.1 AC9.3 -7.8773e-4 "AC9.1 vs AC9.3"
4.798/245.39492 AC9.2 AC9.3 -0.048173 "AC9.2 vs AC9.3"
4.798/245.39492 AC9.1 AC9.2 0.047385 "AC9.1 vs AC9.2"
0.727/245.41201 AC9.1 E30 -1.0356 "AC9.1 vs E30"
0.727/245.41201 AC9.2 E30 -0.83584 "AC9.2 vs E30"
0.727/245.41201 AC9.3 E30 -1.7344 "AC9.3 vs E30"
0.727/245.41201 AC9.1 AC9.3 0.69884 "AC9.1 vs AC9.3"
0.727/245.41201 AC9.2 AC9.3 0.8986 "AC9.2 vs AC9.3"
0.727/245.41201 AC9.1 AC9.2 -0.19977 "AC9.1 vs AC9.2"
4.436/246.03913 AC9.1 E30 -0.62867 "AC9.1 vs E30"
4.436/246.03913 AC9.2 E30 -0.20367 "AC9.2 vs E30"
4.436/246.03913 AC9.3 E30 -0.26877 "AC9.3 vs E30"
4.436/246.03913 AC9.1 AC9.3 -0.3599 "AC9.1 vs AC9.3"
4.436/246.03913 AC9.2 AC9.3 0.065099 "AC9.2 vs AC9.3"
4.436/246.03913 AC9.1 AC9.2 -0.425 "AC9.1 vs AC9.2"
4.882/246.05083 AC9.1 E30 0.48781 "AC9.1 vs E30"
4.882/246.05083 AC9.2 E30 0.022856 "AC9.2 vs E30"
4.882/246.05083 AC9.3 E30 -0.22927 "AC9.3 vs E30"
4.882/246.05083 AC9.1 AC9.3 0.71708 "AC9.1 vs AC9.3"
4.882/246.05083 AC9.2 AC9.3 0.25212 "AC9.2 vs AC9.3"
4.882/246.05083 AC9.1 AC9.2 0.46496 "AC9.1 vs AC9.2"
4.320/246.06331 AC9.1 E30 0.79865 "AC9.1 vs E30"
4.320/246.06331 AC9.2 E30 1.1255 "AC9.2 vs E30"
4.320/246.06331 AC9.3 E30 0.77558 "AC9.3 vs E30"
4.320/246.06331 AC9.1 AC9.3 0.023069 "AC9.1 vs AC9.3"
4.320/246.06331 AC9.2 AC9.3 0.34993 "AC9.2 vs AC9.3"
4.320/246.06331 AC9.1 AC9.2 -0.32686 "AC9.1 vs AC9.2"
3.669/246.09250 AC9.1 E30 -2.0939 "AC9.1 vs E30"
3.669/246.09250 AC9.2 E30 -2.0633 "AC9.2 vs E30"
3.669/246.09250 AC9.3 E30 0.30273 "AC9.3 vs E30"
3.669/246.09250 AC9.1 AC9.3 -2.3966 "AC9.1 vs AC9.3"
3.669/246.09250 AC9.2 AC9.3 -2.366 "AC9.2 vs AC9.3"
3.669/246.09250 AC9.1 AC9.2 -0.030608 "AC9.1 vs AC9.2"
2.505/246.09321 AC9.1 E30 -0.52624 "AC9.1 vs E30"
2.505/246.09321 AC9.2 E30 -0.11301 "AC9.2 vs E30"
2.505/246.09321 AC9.3 E30 0.1532 "AC9.3 vs E30"
2.505/246.09321 AC9.1 AC9.3 -0.67944 "AC9.1 vs AC9.3"
2.505/246.09321 AC9.2 AC9.3 -0.26621 "AC9.2 vs AC9.3"
2.505/246.09321 AC9.1 AC9.2 -0.41323 "AC9.1 vs AC9.2"
2.897/246.09376 AC9.1 E30 -0.19184 "AC9.1 vs E30"
2.897/246.09376 AC9.2 E30 0.14824 "AC9.2 vs E30"
2.897/246.09376 AC9.3 E30 0.22269 "AC9.3 vs E30"
2.897/246.09376 AC9.1 AC9.3 -0.41454 "AC9.1 vs AC9.3"
2.897/246.09376 AC9.2 AC9.3 -0.074449 "AC9.2 vs AC9.3"
2.897/246.09376 AC9.1 AC9.2 -0.34009 "AC9.1 vs AC9.2"
0.810/246.11196 AC9.1 E30 -0.48129 "AC9.1 vs E30"
0.810/246.11196 AC9.2 E30 -0.86379 "AC9.2 vs E30"
0.810/246.11196 AC9.3 E30 -0.77956 "AC9.3 vs E30"
0.810/246.11196 AC9.1 AC9.3 0.29827 "AC9.1 vs AC9.3"
0.810/246.11196 AC9.2 AC9.3 -0.084223 "AC9.2 vs AC9.3"
0.810/246.11196 AC9.1 AC9.2 0.3825 "AC9.1 vs AC9.2"
4.799/246.15904 AC9.1 E30 0.14849 "AC9.1 vs E30"
4.799/246.15904 AC9.2 E30 0.2499 "AC9.2 vs E30"
4.799/246.15904 AC9.3 E30 0.17282 "AC9.3 vs E30"
4.799/246.15904 AC9.1 AC9.3 -0.024329 "AC9.1 vs AC9.3"
4.799/246.15904 AC9.2 AC9.3 0.077081 "AC9.2 vs AC9.3"
4.799/246.15904 AC9.1 AC9.2 -0.10141 "AC9.1 vs AC9.2"
0.727/246.17400 AC9.1 E30 -0.9048 "AC9.1 vs E30"
0.727/246.17400 AC9.2 E30 -0.64639 "AC9.2 vs E30"
0.727/246.17400 AC9.3 E30 -1.718 "AC9.3 vs E30"
0.727/246.17400 AC9.1 AC9.3 0.81319 "AC9.1 vs AC9.3"
0.727/246.17400 AC9.2 AC9.3 1.0716 "AC9.2 vs AC9.3"
0.727/246.17400 AC9.1 AC9.2 -0.25842 "AC9.1 vs AC9.2"
4.404/246.18392 AC9.1 E30 -0.0094604 "AC9.1 vs E30"
4.404/246.18392 AC9.2 E30 -0.040912 "AC9.2 vs E30"
4.404/246.18392 AC9.3 E30 0.4451 "AC9.3 vs E30"
4.404/246.18392 AC9.1 AC9.3 -0.45456 "AC9.1 vs AC9.3"
4.404/246.18392 AC9.2 AC9.3 -0.48602 "AC9.2 vs AC9.3"
4.404/246.18392 AC9.1 AC9.2 0.031452 "AC9.1 vs AC9.2"
1.149/246.20874 AC9.1 E30 0.45862000000000003 "AC9.1 vs E30"
1.149/246.20874 AC9.2 E30 0.89191 "AC9.2 vs E30"
1.149/246.20874 AC9.3 E30 -0.44379 "AC9.3 vs E30"
1.149/246.20874 AC9.1 AC9.3 0.90242 "AC9.1 vs AC9.3"
1.149/246.20874 AC9.2 AC9.3 1.3357 "AC9.2 vs AC9.3"
1.149/246.20874 AC9.1 AC9.2 -0.43329 "AC9.1 vs AC9.2"
0.852/246.20888 AC9.1 E30 0.44199 "AC9.1 vs E30"
0.852/246.20888 AC9.2 E30 0.22485 "AC9.2 vs E30"
0.852/246.20888 AC9.3 E30 -0.49012 "AC9.3 vs E30"
0.852/246.20888 AC9.1 AC9.3 0.93211 "AC9.1 vs AC9.3"
0.852/246.20888 AC9.2 AC9.3 0.71497 "AC9.2 vs AC9.3"
0.852/246.20888 AC9.1 AC9.2 0.21714 "AC9.1 vs AC9.2"
5.290/246.21981 AC9.1 E30 -1.8439 "AC9.1 vs E30"
5.290/246.21981 AC9.2 E30 -2.2204 "AC9.2 vs E30"
5.290/246.21981 AC9.3 E30 -1.9108 "AC9.3 vs E30"
5.290/246.21981 AC9.1 AC9.3 0.066872 "AC9.1 vs AC9.3"
5.290/246.21981 AC9.2 AC9.3 -0.30963 "AC9.2 vs AC9.3"
5.290/246.21981 AC9.1 AC9.2 0.3765 "AC9.1 vs AC9.2"
0.660/246.24520 AC9.1 E30 0.51132 "AC9.1 vs E30"
0.660/246.24520 AC9.2 E30 1.4447 "AC9.2 vs E30"
0.660/246.24520 AC9.3 E30 1.0094 "AC9.3 vs E30"
0.660/246.24520 AC9.1 AC9.3 -0.49811 "AC9.1 vs AC9.3"
0.660/246.24520 AC9.2 AC9.3 0.4353 "AC9.2 vs AC9.3"
0.660/246.24520 AC9.1 AC9.2 -0.93341 "AC9.1 vs AC9.2"
0.612/247.01575 AC9.1 E30 -0.53616 "AC9.1 vs E30"
0.612/247.01575 AC9.2 E30 -0.87996 "AC9.2 vs E30"
