"","Fold Change","log2(FC)"
"1.786/360.12086",2991.4,11.547
"1.805/344.14666",984.92,9.9439
"2.146/151.02162",629.86,9.2989
"2.296/432.57752",0.0021756,-8.8444
"2.146/228.04445",353.78,8.4667
"2.240/434.51564",0.0030043,-8.3788
"2.144/184.05503",331.63,8.3734
"2.285/437.08628",0.0031482,-8.3112
"1.148/340.14006",244.63,7.9345
"0.599/409.14209",0.0061421,-7.3471
"2.231/414.54509",0.0066079,-7.2416
"2.291/414.54697",0.0066079,-7.2416
"1.144/378.11255",144.71,7.177
"1.952/286.18948",115.55,6.8524
"2.143/166.04536",102.11,6.674
"1.806/368.18950",83.313,6.3805
"2.144/495.16705",81.426,6.3474
"1.359/304.05042",75.798,6.2441
"0.820/348.10216",75.177,6.2322
"1.194/348.17062",48.135,5.589
"2.477/464.16297",46.069,5.5257
"2.345/419.70069",41.116,5.3616
"0.638/761.22424",0.024414,-5.3561
"2.133/947.84270",40.587,5.3429
"1.144/360.14125",37.462,5.2274
"2.575/269.00581",0.027587,-5.1799
"1.321/535.08210",0.027664,-5.1759
"5.082/779.49715",34.958,5.1275
"5.086/249.18485",34.853,5.1232
"4.684/477.30339",33.748,5.0767
"4.952/827.49415",30.915,4.9503
"2.294/513.22281",29.497,4.8825
"1.136/306.06514",29.309,4.8733
"1.144/376.11508",29.169,4.8664
"2.494/421.12526",29.138,4.8648
"0.460/282.95252",0.03609,-4.7923
"0.806/517.25498",0.03662,-4.7712
"1.164/378.18135",27.049,4.7575
"4.941/572.43327",25.992,4.7
"2.040/323.11719",25.865,4.6929
"4.171/249.18534",25.003,4.644
"5.083/755.45444",25,4.6438
"2.144/774.21470",24.574,4.6191
"2.405/384.20222",24.532,4.6166
"5.087/301.21747",24.518,4.6158
"5.346/807.50174",23.63,4.5626
"0.927/184.05437",0.043043,-4.5381
"2.141/1088.87953",22.747,4.5076
"5.087/769.49060",22.697,4.5044
"2.145/854.24016",22.675,4.503
"2.140/920.31161",22.578,4.4968
"4.952/803.45040",22.121,4.4674
"0.960/378.07876",21.992,4.4589
"0.460/184.98555",0.045902,-4.4453
"2.459/330.02893",0.046429,-4.4288
"2.132/954.35571",21.046,4.3955
"2.344/840.41536",21.001,4.3924
"2.144/448.23620",20.874,4.3836
"2.521/400.18004",20.422,4.3521
"4.954/789.48708",19.16,4.26
"4.779/761.45246",19.124,4.2573
"2.527/427.29262",18.996,4.2476
"0.934/309.07255",0.052669,-4.2469
"0.731/774.18551",0.053539,-4.2233
"0.719/850.22416",0.053761,-4.2173
"4.789/811.46806",18.508,4.2101
"2.311/364.65132",18.333,4.1964
"0.732/565.08433",0.05502,-4.1839
"0.841/872.28267",0.055218,-4.1787
"4.880/737.45237",17.655,4.142
"1.792/489.15824",17.587,4.1365
"2.139/756.22282",17.502,4.1295
"0.972/280.10544",17.071,4.0935
"0.729/872.28171",0.059307,-4.0757
"2.370/691.30471",16.823,4.0723
"2.148/1097.32315",16.78,4.0687
"0.979/148.06338",16.614,4.0543
"2.253/522.22946",16.613,4.0543
"1.019/754.25361",0.060251,-4.0529
"2.566/498.28082",16.002,4.0002
"2.141/400.22542",15.964,3.9967
"2.142/773.21623",15.947,3.9952
"2.181/369.17681",15.662,3.9692
"2.505/654.38330",15.614,3.9648
"2.145/1007.84770",15.479,3.9523
"1.677/387.13359",15.211,3.9271
"2.070/455.34270",14.939,3.901
"1.432/474.22062",14.784,3.886
"0.597/712.21249",0.068772,-3.862
"0.560/189.04284",14.38,3.846
"2.141/926.81989",14.343,3.8422
"2.396/434.17514",14.315,3.8395
"2.353/338.13023",0.070559,-3.825
"0.908/397.08777",0.071257,-3.8108
"2.202/728.23079",13.81,3.7877
"2.256/898.47499",13.715,3.7777
"2.138/648.32339",13.511,3.756
"0.965/692.11058",0.074127,-3.7539
"2.136/692.18962",13.489,3.7538
"0.731/812.14293",0.074316,-3.7502
"2.237/316.04878",0.074416,-3.7482
"2.705/647.34534",13.337,3.7374
"2.266/175.02491",0.075353,-3.7302
"2.138/517.08998",13.245,3.7274
"0.970/118.90471",13.206,3.7232
"1.632/263.09742",13.042,3.7051
"2.168/348.05265",0.076988,-3.6992
"0.722/515.12408",0.078166,-3.6773
"2.385/447.22666",12.69,3.6656
"2.135/693.18627",12.642,3.6602
"2.131/776.24243",12.564,3.6512
