"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"5.284/589.24506",0.027404,-0.05853,-0.0075218,-0.0011181,-0.030904,-0.058195,0.01053,-0.0071179,0.022657,-0.015093,0.030802,-0.0011808
"2.395/590.13661",-0.018466,-0.0083319,-0.0010606,0.0040262,-0.0037394,0.017925,0.019388,-0.036887,0.016544,-0.0078633,0.0026106,0.0020813
"1.540/590.15375",0.0073056,-0.0092397,-0.015693,-0.043136,0.023863,0.015306,-0.0024584,0.034593,0.047918,0.016245,0.023039,0.0010898
"3.033/590.82405",-0.027531,0.025785,-0.0053143,0.0086271,0.0035946,-0.00845,0.00016257,0.0109,0.001173,-0.0058171,-0.0059315,0.0033139
"1.613/591.07431",-0.025449,0.0043849,-0.0076734,0.0051196,-0.0044991,0.020989,-0.0015016,0.0095651,0.0068282,0.036715,0.0099404,-0.0014741
"2.989/591.83613",-0.0060418,-0.01207,-0.025422,-0.033399,-0.014152,0.032365,0.045376,0.0061096,0.021827,0.0093645,0.0094199,-0.001174
"1.612/593.07605",-0.027233,0.00070875,-0.0015271,0.0047733,0.0027129,0.0086485,-0.0091804,0.018501,0.015055,0.022738,0.0090947,0.00047893
"1.184/593.16857",-0.017741,-0.0073617,-0.013346,-0.0071595,0.02364,-0.0077478,-0.019204,-0.037623,-0.024483,-0.0066724,0.02595,-0.0019532
"5.181/593.27839",0.043735,-0.060349,0.0050577,-0.0092819,-0.046401,-0.04801,0.023081,0.010892,0.025597,-0.014498,0.020509,-0.0024295
"1.010/594.09242",0.033099,0.015807,-0.021861,0.0087057,-0.0050642,0.00043154,0.0038572,0.0072553,-0.038228,-0.00037727,0.00098716,-0.0041709
"1.284/594.09334",-0.0080436,-0.0044,-0.010911,-0.024762,-0.015496,-0.0029108,0.037285,-0.023241,-0.011989,-0.0026134,0.0042673,-4.362e-05
"0.835/595.09066",-0.014502,0.0080213,-0.0018153,-0.073134,0.002932,0.0058041,-0.013525,0.0077957,-0.026892,0.028145,0.024188,-0.0039948
"1.278/595.09565",-0.0016187,-0.0043561,-0.0078742,0.010499,-0.012813,-0.027781,-0.021362,-0.044257,0.010747,-0.034078,0.034253,-0.0010149
"3.272/596.70314",0.018231,0.0097868,-0.011307,-0.037405,-0.019034,0.029945,-0.0033586,0.037237,0.0025562,-0.0088299,0.032631,0.0021081
"3.120/597.83159",-0.040605,0.014922,-0.010127,0.0099895,-0.00059018,-0.011133,0.013399,0.0097569,-0.0044277,0.0065891,-0.011443,-0.00062441
"0.830/599.05947",-0.019514,-0.02635,-0.00053905,-0.07852,0.0065916,0.010086,-0.010678,-0.026206,0.0060322,0.0087291,0.00056789,-0.0024596
"5.943/599.40772",0.031845,-0.053677,-0.0089267,-0.0096175,-0.028431,-0.019044,0.021434,-0.00030842,0.012985,-0.021995,0.0056197,0.00073743
"2.805/599.98373",0.043959,-0.050264,0.015402,-0.040709,-0.066777,0.017133,-0.039032,0.022456,0.035005,-0.061054,-0.056005,-0.003751
"2.716/602.12696",-0.011982,0.0013357,0.020836,0.0011297,-0.059187,-0.02784,-0.050737,0.055728,-0.026545,-0.0011205,0.0045456,0.0041745
"0.779/602.91256",0.0030617,0.018934,-0.035634,0.029615,-0.020398,-0.018052,0.016745,-0.0036558,-0.00084025,-0.00034367,0.00065827,-0.00073788
"0.875/603.12747",0.013269,0.046745,0.0006016,0.0025792,-0.026449,0.033351,0.013148,-0.061394,-0.055439,0.088737,-0.077736,-0.0017893
"2.689/603.22641",0.0038805,-0.014421,-0.0078816,0.0078493,0.014904,0.010805,0.021578,-0.017726,-0.0020583,0.020569,-0.011926,0.0018637
"2.715/603.81073",-0.01344,-0.03242,0.01676,0.025523,0.0049952,0.0045761,-0.026334,-0.014147,0.002363,0.0096262,-0.01572,-0.0015258
"0.800/603.89922",0.0017616,-0.002223,-0.029895,0.0048803,-0.0020568,-0.037063,-0.010495,-0.033163,-0.036932,0.024552,-0.027916,-0.0033636
"1.104/604.02412",0.011163,0.0035398,-0.024567,-0.0022236,0.046178,-0.017491,-0.0040139,-0.0011274,-0.012052,0.0031016,0.029197,0.00016948
"2.695/604.53057",0.0013853,-0.0076752,0.032123,0.019659,-0.027045,0.013912,0.041355,-0.0053394,-0.00029883,-0.056982,-0.031633,0.0033914
"0.613/604.86313",0.0083826,0.006229,-0.001276,0.021751,0.01412,-0.022834,0.02353,-0.050921,0.015578,-0.01005,-0.027035,0.0018706
"2.693/604.86399",0.010097,-0.017372,0.022621,0.01465,-0.0060325,0.019742,0.017907,0.045734,-0.01313,-0.0085672,-0.0012164,0.0020883
"2.421/605.14632",-0.014447,-0.020193,0.0081151,0.011121,0.0036016,0.013465,0.020697,-0.0045346,-0.019253,0.0076647,-0.0039795,0.0019976
"2.862/605.80155",0.043834,-0.041335,0.015336,-0.0036117,-0.054835,0.034034,-0.0062306,0.00092266,0.053311,-0.041561,-0.041406,0.0077212
"0.613/605.86346",0.0088393,0.0096971,-0.0067022,0.025345,0.018816,-0.0024966,0.0038215,-0.035636,0.042419,0.0035999,0.006237,0.0029784
"2.859/606.81020",0.036842,-0.037618,-0.032266,0.040805,0.021938,-0.0091205,-0.0086933,-0.010651,0.0053754,0.008571,-0.010619,0.0056752
"0.613/606.86335",0.0067406,0.012952,-0.0046161,0.023769,0.027808,-0.018134,-0.00070261,-0.038713,0.009816,0.0022926,0.0045536,0.0022993
"5.453/607.29484",0.036336,-0.051007,0.0019506,-0.016512,-0.029413,-0.039391,0.0066497,0.0045322,0.022349,-0.013363,0.014533,-0.00080527
"5.371/607.43793",0.037585,-0.050236,0.0015787,-0.0055992,-0.03263,-0.042941,0.0075345,-0.020676,0.025718,-0.0092217,0.01482,0.0010339
"0.923/608.37664",-0.0021495,-0.014661,0.028424,-0.018268,-0.014517,0.0097067,-0.085092,-0.023628,0.029187,-0.018995,0.027624,-0.00067975
"3.127/608.79707",0.032697,0.035724,0.0082497,-0.004193,-0.023274,0.0042801,0.0044356,-0.019406,-0.026674,0.011852,-0.011024,-0.0043654
"0.913/609.34799",-0.019474,-0.017847,-0.014355,0.010716,-0.0032001,0.028667,-0.014268,-0.02197,0.0035499,0.0057091,-0.018877,0.0012048
"3.119/609.34971",-0.0053617,-0.013362,-0.045514,0.037836,0.0011979,0.014861,-0.00070258,0.034819,0.0084103,-0.0052053,-0.020402,0.0023412
"5.528/609.45346",0.025438,-0.04361,-0.0094741,-0.0015661,-0.039435,-0.036186,0.0072873,-0.016376,0.025561,-0.0091967,0.015512,0.0018779
"0.612/610.88945",0.0068304,0.0057475,4.4154e-05,0.024576,0.014043,0.0031102,0.017447,-0.036809,0.0072652,-0.0020959,0.017567,-0.00067502
"4.727/611.19870",0.028743,-0.040601,0.059552,-0.05288,-0.054299,-0.1965,-0.123,0.048165,0.014937,0.059525,-0.048985,-0.01304
"1.148/611.23966",-0.047758,-0.025944,-0.041448,-0.12218,-0.0026936,0.066106,-0.057553,-0.043118,0.013859,0.020927,0.0074894,0.0002442
"1.464/611.24259",0.00047439,0.014939,-0.025138,0.0024051,0.014445,0.0024862,0.013578,-0.021078,-0.035269,-0.0088976,-0.00017594,-0.002608
"5.727/611.46863",0.040134,-0.051441,-0.0014708,-0.0054758,-0.043028,-0.038938,0.021529,-0.011183,0.020513,-0.023575,0.020435,-0.0084125
"0.613/611.88992",0.014574,0.0052475,0.0015663,0.013092,0.0081002,-0.0031999,-0.024111,-0.03211,0.016285,0.0068739,0.019824,-0.0010677
"0.612/612.88858",0.015778,0.0065617,-0.0093824,0.016766,0.00063019,-0.0046955,-0.0075584,-0.0096804,0.012487,0.0017752,0.0087647,-0.00088811
"1.160/613.16066",-0.015904,-0.0033478,-0.028054,-0.026898,0.0087615,0.010554,-0.0028948,-0.016136,0.02522,0.0042521,-0.02733,-0.0025174
"1.461/613.16087",0.00042483,0.015188,-0.01124,0.0053429,0.013112,0.010269,0.013596,-0.0027543,-0.012827,-0.01969,-0.0076303,-0.00027905
"3.064/613.27678",0.0018732,-0.045622,-0.029862,0.034239,0.017095,0.0037649,-0.0086372,0.001806,0.0063796,0.016041,-0.014559,-0.0041704
"1.547/614.07883",0.0072038,-0.0064003,0.0088629,-0.028698,0.01309,0.0073318,-0.033421,0.0084063,0.041787,-0.016902,0.043072,0.0023502
"2.906/615.79817",-0.024629,-0.0018245,-0.02558,0.014137,-0.0080084,0.033781,0.013483,0.025902,-0.0084782,-0.011431,-0.029145,0.0025402
"1.008/616.07828",0.043952,0.0015107,-0.070229,-0.017295,-0.067157,-0.0097078,-0.019175,-0.032442,-0.18924,-0.027179,0.090744,0.0029571
"3.006/617.79831",0.031862,-0.015812,-0.016111,0.045609,-0.015094,0.0030947,-0.0029106,0.017964,-0.01033,0.0060239,-0.022692,-0.00042264
"3.149/618.20644",0.003759,-0.011341,-0.029626,-0.066575,0.00898,0.045518,0.015,0.023452,0.0029854,-0.0024524,0.00083464,-0.00097392
"2.747/618.34557",0.032983,-0.045975,-0.055317,0.0346,0.037886,-0.022481,-0.014543,0.00022336,0.0051323,0.010899,-0.012456,0.0038954
"0.869/619.10687",0.0082915,0.032756,-0.023585,0.0038859,-0.031886,0.02504,0.0062731,-0.0050911,-0.048239,-0.047206,0.03265,0.00047457
"2.798/620.24820",-0.0015881,0.017318,-0.0086162,-0.022051,0.02264,-0.0050636,0.015907,-0.010113,0.0064298,-0.0095397,0.070495,0.0062658
"1.103/622.03454",0.0067299,0.0047645,-0.017033,-0.0026274,0.025803,-0.0086836,-0.0013119,0.00045251,0.00039814,0.0042481,0.061411,-0.00084004
"2.879/622.63939",-0.031358,0.0026753,0.0047347,-0.01137,-0.046657,0.010113,0.0071673,0.0051927,0.018435,-0.0098416,-0.014714,0.0062873
"0.612/623.87431",0.01486,0.0027124,-0.005624,0.021844,0.017561,-0.01559,-0.010104,-0.017237,0.001714,0.0044526,-0.026156,-0.001438
"0.925/624.36413",-0.022604,-0.011115,0.0035089,0.0041652,-0.019381,-0.014149,0.0056232,-0.026085,0.0043957,-0.010561,-0.040948,-0.0021492
"0.611/624.87347",0.0046447,0.011729,-6.9917e-05,0.0097736,0.0013048,-0.0051759,-0.0073781,-0.012319,0.018641,0.019381,0.029178,0.0014986
"3.261/625.21607",-0.016579,0.0084693,-0.037092,-0.066995,0.014979,0.033001,0.0062724,-0.018465,-0.016589,0.0030486,0.013167,0.0038582
"2.860/625.35294",-0.022963,-0.0048192,0.029529,0.023918,-0.02593,0.032217,0.0094823,0.003261,-0.0092588,-0.007486,-0.0032758,0.0030533
"0.935/625.42696",0.012219,-0.039382,0.018006,0.0032418,0.018294,-0.035762,0.053198,0.056206,-0.01614,0.012898,-0.01526,0.0025284
"1.037/626.16073",-0.0096522,-0.02117,-0.0164,0.016585,-0.0068899,0.011703,-0.042088,0.0049493,0.016977,0.0050308,0.016441,-0.0048598
"2.311/627.06418",0.0018788,0.0014277,0.0026528,0.010095,-0.0012054,0.0047861,0.01485,0.0035869,0.034117,-0.0057155,0.016868,0.00065802
"0.816/627.28127",0.0066138,-0.0059863,0.034723,-0.030323,0.014021,-0.0041555,0.052363,-0.031644,-0.011998,-0.008415,0.034039,0.00098363
"3.234/627.41032",0.036318,-0.007765,-0.017118,-0.038256,0.02383,-0.0058404,-0.01921,0.00027856,0.010042,-0.018162,-0.020287,0.003339
"1.085/627.58496",0.055225,0.063669,-0.090108,-0.034375,-0.0071088,-0.031933,-0.014674,0.031632,0.03248,-0.19721,0.0012869,-0.0054177
"3.152/629.77423",0.027578,0.051411,0.018828,-0.027448,-0.024588,0.0055461,0.0060321,-0.010586,-0.0048068,0.048727,-0.015369,-0.005676
"2.683/630.16683",0.0066473,2.8422e-05,0.021747,0.035927,0.033523,0.01762,-0.020522,0.024033,0.032795,0.023011,-0.0073306,0.0057754
"2.900/630.34670",0.036035,-0.044379,-0.052046,0.041217,0.029427,-0.016726,-0.017581,-0.0096373,0.0071386,0.0070254,-0.0058812,-0.0013728
"2.926/630.63240",0.0012136,-0.011902,-0.018322,-0.016436,-0.033601,0.021475,0.053552,0.010115,0.024346,0.011294,0.0035098,-0.00023414
"2.927/630.96534",0.0063686,-0.013128,-0.017784,-0.030424,-0.0089404,0.04009,0.014775,0.022107,0.027709,-0.0022198,0.012314,0.0052812
"0.917/631.32778",-0.0044201,-0.0035953,-0.0091973,0.02204,-0.021994,0.0015106,0.0084505,-0.0019356,-0.050879,-0.043932,-0.016344,0.0015757
"2.901/631.35175",0.011024,-0.027911,-0.035427,0.03163,0.037166,-0.025804,-0.016593,0.00033613,0.013672,0.017572,0.003381,-0.0014056
"2.732/631.39991",-0.023306,-0.021101,0.028887,0.0057046,-0.0013845,0.044874,-0.014763,0.030937,-0.045803,-0.032898,0.0019291,0.00052525
"2.830/631.62325",0.014794,-0.036346,-0.0063396,0.028529,0.0078316,0.0045743,-0.0096531,-0.0136,-0.02681,0.018476,-0.027053,0.0015748
"3.085/631.65410",0.042128,-0.036644,0.01114,-0.014575,-0.03405,0.030321,-0.0089904,0.025462,0.010562,-0.017565,-0.028722,0.0033818
"2.762/631.79253",-0.014896,-0.010974,-0.046606,-0.024339,0.020942,0.014843,-0.0048603,0.022485,0.013978,-0.011563,-0.0067675,0.0035746
"2.844/632.32577",-0.046235,0.0074064,0.021583,0.021633,-0.03447,0.046149,-0.024076,0.004656,0.00042906,-0.024609,0.0033505,-0.0036164
"2.345/633.23138",-0.0093623,-0.019712,0.007026,0.022017,-0.0047865,-0.0084103,0.03567,-0.00045593,0.025282,-0.0030727,-0.015348,0.0024626
"3.197/633.36531",0.049486,0.057593,0.010196,-0.01362,-0.022101,-0.0097096,0.00035164,-0.017056,0.023323,0.033489,-0.0089911,-0.0019074
"3.003/633.86140",-0.030855,0.0094264,-0.012038,-0.026969,0.018867,-0.014548,0.015775,0.029163,-0.00024976,0.0037176,-0.0018284,0.0030056
"0.874/635.07692",0.0053069,0.042835,-0.033216,0.0017121,0.0059098,0.024018,-0.0047458,0.0084848,0.02392,0.042828,0.027648,-0.0016311
"1.183/635.14173",0.01396,0.028049,-0.028398,0.021857,0.032322,0.019117,-0.025635,0.00082849,0.038341,-0.01619,-0.018285,-0.00039064
"1.388/635.14236",0.0026703,0.0090866,-0.0079957,-0.010049,0.010553,0.038333,-0.022118,-0.018443,-0.013499,-0.0070814,-0.0092175,0.00021472
"0.866/635.22218",-0.022321,-0.031243,0.021792,0.0075119,0.0063532,-0.0036089,0.012365,-0.015775,0.012927,0.0032691,-0.016203,0.00086519
"2.959/635.42875",0.0071502,0.0060531,-0.0041166,0.017411,-0.020301,0.022259,-0.0063749,-0.034802,-0.023255,-0.0026105,0.0001952,0.0016805
"2.900/636.47717",-0.01653,0.021184,0.017924,-0.0015855,0.022142,-0.028605,0.047445,-0.022407,0.00052882,0.028148,-0.014931,-0.0025459
"2.900/636.59223",-0.013544,0.024547,0.019711,-0.0041222,0.018668,-0.0048282,-0.0012935,-0.025921,0.016913,-0.042731,-0.072297,0.00078566
"1.171/637.13904",0.015142,0.02462,-0.021977,0.014631,0.032464,0.010066,-0.015486,0.00068188,0.025515,-0.033864,-0.00010569,0.0033281
"1.202/638.14590",0.011084,0.033771,-0.01878,0.01696,-0.0053444,0.034653,-0.018755,-0.024638,-0.0029373,0.00051447,-0.031681,0.0026547
"2.819/638.81338",-0.01185,0.029981,0.036865,-0.013735,-0.044063,-0.0033443,0.0055564,0.0081986,-0.0063158,0.014587,-0.0022866,-0.0024844
"3.191/641.28004",0.015923,0.022226,0.0050001,0.010421,0.001316,-0.052693,0.028514,0.040303,-0.0071594,-0.032764,-0.099024,0.0030969
"5.155/641.42191",0.023849,-0.051579,-0.016744,-0.014196,-0.047485,-0.031541,0.0085106,-0.034747,0.016038,-0.0059456,0.050741,-0.0013696
"5.052/641.42232",0.02454,-0.048732,-0.012197,-0.031406,-0.037129,-0.016157,0.00034933,-0.0353,0.035956,-0.0075095,0.040191,0.0020472
"2.985/642.38344",0.044502,0.042014,0.0012462,0.000796,-0.0055623,-0.0028503,-0.0020071,-0.0030536,0.023875,0.023294,-0.0061428,0.0019142
"3.086/642.86756",-0.016375,0.012819,-0.0017744,0.008913,0.013572,-0.0048687,0.0075017,-0.014555,-0.0064273,-0.00099871,0.018681,-0.00033265
"3.209/643.87202",0.018991,-0.0021932,0.027809,0.01796,0.019355,-0.00081821,0.0022011,-0.03414,-0.024725,0.015364,0.00020901,0.00095844
"1.098/644.01589",0.027773,0.020209,-0.0083328,-0.013979,0.025339,-0.011816,-0.013196,0.0010757,-0.012801,0.0028255,0.018988,0.0024915
"2.707/644.10221",-0.0063828,0.011297,0.0028514,-0.0047685,-0.031694,0.0093452,-0.039456,0.02521,-0.00051749,-0.034425,-0.030149,-0.0043518
"2.889/644.39655",0.028648,-0.047762,-0.040578,0.048038,0.031124,-0.013938,-0.014505,-0.013383,-0.00026326,0.0026043,-0.0066526,0.0008141
"2.843/644.62417",0.062284,-0.0066488,0.0142,-0.037715,-0.017378,0.0029417,0.02393,0.002023,0.015121,-0.015081,-0.0014335,0.0043571
"2.674/645.13435",-0.023067,-0.010369,0.011756,0.022454,-0.030504,0.0023012,-0.013536,0.013223,0.016314,0.031826,0.030048,0.0074552
"3.163/645.81625",-0.02069,-0.046167,-0.012648,0.041741,0.0033659,0.031388,0.0016446,-0.0069707,-0.0054643,0.005291,-0.0027795,-0.0012027
"0.799/646.04484",0.0015021,0.020622,-0.0058903,0.044487,-0.0016074,0.019667,-0.028072,-0.013601,-0.0094352,-0.013087,-0.0087113,-0.0035856
"1.054/647.02175",0.010559,0.0087764,-0.020695,0.0023781,-0.014413,-0.011211,-0.022816,-0.030141,-0.0302,0.042328,0.051182,-0.0027055
"1.870/647.17518",-0.013487,-0.022098,-0.0079063,-0.033265,0.010343,0.010397,0.0048296,0.030787,-0.0028795,0.018427,-0.0052159,0.00034888
"3.202/647.97341",-0.038408,0.0074849,-0.0099019,0.027584,-0.014847,-0.0073565,-0.0053099,-0.0086042,0.019357,0.0058517,0.0028572,0.0051084
"0.818/648.07653",-0.012967,0.0075328,-0.039054,0.013451,-0.010073,0.0054185,0.04345,0.0050375,-0.0057799,-0.0022057,0.014435,-0.00066001
"2.785/649.21027",-0.029956,0.02831,0.016359,0.022625,0.034714,-0.038421,-0.044431,0.010221,0.0050763,0.032321,-0.0059616,-0.0035749
"2.669/649.21942",0.018428,0.033934,-0.0095687,-0.03293,0.022438,-0.02573,-0.019998,0.001054,-0.034016,-0.0032898,-0.011114,-0.0046673
"2.783/649.32455",0.024849,0.044689,0.017304,-0.0011787,-0.023586,0.011738,0.0075865,-0.012742,0.023281,0.033064,-0.011287,0.0051291
"1.498/649.62074",0.010574,-0.00052048,0.011954,-0.027413,0.023277,0.023089,-0.009203,-0.0062545,0.035235,0.012484,0.024234,-0.002244
"1.051/650.21429",-0.038072,-0.023533,-0.071546,-0.12115,0.0085306,0.057574,-0.056186,-0.050531,0.0021056,0.017274,0.017345,0.0077692
"1.169/650.21429",0.064577,0.071733,-0.028403,0.03081,0.010781,-0.023922,-0.037472,-0.045979,-0.013388,-0.11549,-0.10595,-0.0003631
"3.566/650.85317",0.040667,0.046972,-0.00087423,-0.0076702,-0.012231,0.0023213,0.0095979,-0.0028396,0.017418,0.022165,-0.01506,-0.0032949
"1.387/651.11491",-0.0067642,0.011028,-0.021342,0.0041227,0.0038232,0.026431,0.012586,-0.002418,-0.017233,-0.0022801,-0.016371,0.002285
"1.184/651.11501",0.0099135,0.03092,-0.03225,0.038151,0.042919,0.020919,0.0028334,-0.00053144,0.042861,-0.022634,-0.022387,-0.0022561
"1.152/651.25769",0.00029172,-0.023606,-0.0026159,0.038619,0.0056291,0.025588,-0.0082409,0.0033239,-0.00014272,-0.052921,0.026114,0.0061206
"2.750/651.46771",-0.050014,0.032155,-0.013649,-0.0058353,-0.0048898,-0.00038871,0.036094,0.014029,0.016379,-0.044016,0.044507,0.0056654
"1.203/652.11706",0.016231,0.027808,-0.042276,0.037507,-0.0072165,0.0086906,-0.0034073,-0.02713,-0.068648,-0.011291,0.03929,0.0016981
"1.098/652.11867",-0.061911,-0.063768,-0.0033758,-0.092855,-0.063672,-0.15313,0.03228,0.036805,0.060723,0.061273,-0.070027,-0.0017017
"0.914/652.38902",-0.026005,-0.013607,0.00041564,0.013576,-0.008529,0.027675,-0.042576,-0.027557,0.05694,0.025165,0.0039564,0.00063191
"2.731/652.67276",-0.010608,0.0041407,-0.04082,0.0077094,0.023735,-0.010559,-0.0010704,0.030489,-0.030083,0.021377,-0.045398,0.00046793
"0.908/654.27685",-0.022457,0.0012955,-0.034862,-0.023661,-0.020261,-0.01246,0.017286,0.010561,-0.043527,-0.0058109,0.010298,-0.0015191
"3.213/654.34247",0.014547,-0.04591,-0.020992,0.021922,0.020634,0.00060578,-0.0069276,-0.0076701,-0.001661,0.020551,-0.016401,-5.7438e-05
"3.905/655.28013",0.0088941,0.0048724,0.01016,0.011933,0.010946,0.0007802,-0.0064799,-0.021726,0.0024116,-0.011199,0.022967,0.00076836
"3.199/655.34668",0.05415,0.03128,-0.0111,-0.01434,0.0046157,-0.016986,-0.02106,-0.01732,0.029333,0.029325,-0.00090179,-0.00069687
"3.157/656.33238",0.0025229,-0.053401,-0.029435,0.055563,0.015773,0.010802,-0.01539,-0.0072246,-0.0062766,0.015856,-0.0080509,0.0075668
"3.014/656.39679",0.044087,0.054765,0.0067827,-0.003289,-0.017386,-0.0024263,0.0024923,-0.0023229,0.016869,0.022076,0.0014889,0.00018464
"1.373/657.12330",0.0024971,-0.0010852,0.0041142,-0.024105,0.0012725,0.042778,-0.0064228,0.0070844,-0.01745,0.00068173,0.0023909,0.0016471
"3.110/658.35786",0.025922,0.052062,0.029108,-0.038714,-0.020916,0.018962,0.0076109,-0.011178,0.010605,0.022718,-0.0087089,-0.0002715
"3.000/658.65107",-0.033091,0.00068481,-0.014371,0.0060518,-0.018361,0.0042775,0.0019773,-0.00063925,0.017622,-0.0016051,0.0062265,0.0017801
"5.051/659.43182",0.026107,-0.049683,-0.007968,-0.033868,-0.038758,-0.017215,-0.0032435,-0.039252,0.035677,-0.0060354,0.041369,0.00089754
"1.090/659.98586",0.024191,0.027066,-0.0069781,-0.016598,0.013437,-0.019905,-0.0044573,0.038286,0.024662,0.028386,0.039582,-0.0014127
"0.967/660.21221",0.0088887,-0.0045367,0.016419,-0.014179,-0.0073026,-0.0099942,-0.019874,-0.018387,0.013004,0.027807,0.052339,0.0011904
"3.257/661.35822",0.030868,0.056485,0.018655,-0.0364,-0.021143,0.010384,0.0064501,-0.024236,0.0064129,0.022659,-0.017057,-0.0005817
"2.806/661.56103",-0.01722,-0.021379,0.019943,-0.005399,-0.046586,-0.011247,-0.0041815,0.014944,0.0059831,-0.040252,-0.032428,-0.0019996
"2.806/661.81153",-0.015412,-0.024026,0.01898,-0.018231,-0.031981,-0.021831,0.010391,-0.0039865,0.005733,-0.0079951,-0.038092,0.0050922
"1.534/662.04348",-0.0084157,0.0023393,-0.011962,0.009677,0.018486,0.008319,0.0032331,-0.0092604,-0.0047383,0.012042,0.0020165,0.0014489
"1.053/662.99559",0.015621,0.0080203,-0.028004,-0.010641,-0.021643,0.027635,0.0079052,-0.0090831,-0.00076731,0.030822,0.0078251,-0.0034554
"1.228/663.08320",0.013791,0.015856,0.0055014,-0.037028,0.00047192,-0.030487,-0.00010852,0.015845,-0.05068,0.038471,-0.027584,-0.0032928
"1.532/664.11702",-0.0033399,0.0046553,-0.012884,0.0094022,0.0085846,0.0088881,0.0032812,-0.011303,0.0074094,-0.0025915,-0.01518,-4.601e-05
"1.028/664.12113",-0.0018545,-0.0046023,-0.010381,0.040029,-0.014637,-0.014844,0.013454,0.015541,-0.022084,-0.01722,0.0061776,-0.0020486
"1.444/664.23209",0.0083398,0.019699,-0.17746,-0.084233,0.012752,0.0123,-0.049478,-0.0014121,0.054331,0.019661,0.0091687,-0.0065413
"2.724/664.31523",0.025545,-0.040559,-0.042216,0.032014,0.031089,-0.016049,-0.019011,0.00059334,0.00092953,0.012909,-0.014723,-0.001561
"2.817/664.87512",0.021086,0.016597,0.00018111,-0.017384,0.020254,0.017277,0.032465,-0.031199,-0.032241,-0.010399,-0.047498,0.00034922
"3.233/665.36445",0.034973,-0.0038674,-0.01823,-0.047485,0.020411,0.00052147,-0.0087361,0.011152,0.005385,-0.016606,-0.034223,-0.00089517
"2.755/666.47036",-0.046425,0.022054,-0.0039926,-0.018127,-0.00053847,0.010496,0.00027696,-0.0066698,0.0031003,-0.013776,0.020561,-0.0018009
"2.777/666.52478",0.034118,0.014776,0.025341,-0.031097,0.024499,-0.029195,0.04459,0.085613,0.026391,-0.00077948,0.014489,-0.0044399
"2.757/666.64132",-0.039736,0.024494,-0.0048601,-0.0032723,0.012659,0.0044941,0.00026015,2.3989e-05,-0.0065927,0.017639,-0.00092712,-0.0011529
"1.454/667.07916",0.016351,0.0095564,-0.0058674,0.0025436,0.017969,-0.0072482,0.017319,-0.0052067,-0.0009064,-0.0036155,-0.0001614,0.0027831
"1.160/667.25828",0.031016,-0.0081494,0.030234,0.014963,0.033133,0.011609,0.00074611,0.01693,-0.065377,-0.018419,0.01265,0.0055341
"3.019/667.45393",-0.0017406,-0.024957,-0.0035521,0.0083699,-0.016886,-0.0028297,-0.015453,0.015197,0.0073456,-0.020325,0.0026121,0.0022554
"3.020/667.58211",-0.0024766,-0.021556,0.0015475,0.016483,-0.0042621,0.0028281,-0.021933,0.012792,0.015509,-0.035088,0.0082604,0.0019012
"3.021/667.70597",0.0027583,-0.024474,0.0027072,0.014253,-0.0058971,-0.017763,0.012479,-0.0075611,0.040011,0.0020326,-0.0087656,0.00052243
"0.794/668.02944",-0.0059255,0.012447,0.0026751,0.031064,-0.0044393,0.0063327,-0.0099655,-0.019074,-0.018599,0.026911,-0.0014362,0.00086562
"0.611/668.87943",0.012047,0.0050668,0.0033613,0.017466,0.0075433,0.0020322,0.01182,-0.021899,-0.009601,0.0076224,-0.042809,0.0013668
"2.816/668.88180",-0.011748,0.016624,-0.02677,0.0012808,-0.022464,0.011039,0.035245,-0.013084,-0.036559,-0.0090312,-0.068327,-0.0033474
"3.021/669.45664",0.0023834,-0.020194,0.0098766,0.0092041,-0.011282,-0.0010498,0.0060062,0.012749,0.0045376,0.015897,-0.0025153,-0.0015499
"2.815/669.54935",-0.01599,0.023109,-0.027107,0.0013714,-0.011679,0.020161,0.018386,-0.034529,-0.031124,-0.021176,-0.037028,0.0010712
"3.020/669.58204",0.001745,-0.021321,0.0030879,0.0081264,0.004737,0.00036013,-0.012397,-0.0039208,0.0012062,-0.0047302,-0.025101,-0.0018742
"3.020/669.70705",0.0090962,-0.0089299,0.0067516,0.0046824,0.0056469,-0.0022895,0.0020138,0.0040022,0.035114,-0.0068355,0.010686,0.0012223
"3.563/669.82846",0.037256,0.04093,-0.0013709,-0.0060863,-0.010537,0.011816,0.0083111,-0.0019908,0.027525,0.014054,-0.028695,0.00085512
"3.022/669.83281",0.011023,-0.007401,0.012658,-0.00045583,-0.01101,-0.0069021,0.014536,-0.0017322,0.02119,-0.032148,0.017002,0.0011084
"2.815/669.88194",-0.016481,0.021877,-0.024483,-0.0025903,-0.0064891,0.022483,0.0047373,-0.03189,-0.03009,-0.016641,-0.025067,0.00041178
"2.812/670.21362",-0.018956,0.017289,-0.019867,-0.0020268,-0.0078675,0.024305,0.012202,-0.041763,-0.044752,-0.026335,-0.04801,0.001039
"2.897/670.44166",0.0014317,0.018493,0.01466,1.6579e-05,0.028311,-0.026328,0.026829,-0.024402,0.038661,-0.045084,-0.0035623,0.0033674
"2.900/670.50471",-0.0014567,0.01588,0.021409,0.0074594,0.026853,-0.0081792,0.045894,-0.02101,0.014156,-0.013081,0.021971,0.000253
