"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"2.810/371.68433",0.030309,-0.028619,-0.022029,0.049119,0.031983,-0.0050872,-0.030144,-0.018361,0.032458,-0.014889,-0.012313,0.0061763
"1.100/372.54478",0.01682,0.020078,-0.031679,-0.022184,0.0065234,-0.013935,-0.0013981,0.0098672,0.01359,-0.016188,-0.0063412,0.0014099
"1.003/373.19635",-0.027934,0.0044898,-0.040143,0.0097988,-0.0086681,0.002849,-0.00040835,0.0093415,0.021127,0.00071871,0.0036806,2.3234e-05
"0.926/374.22465",-0.009521,-0.0097693,0.008398,-0.026677,-0.015509,0.006056,-0.01948,0.010591,0.010532,0.017122,-0.029333,-0.00046106
"0.910/375.18991",-0.019526,-0.0014313,-0.034273,0.0085686,-0.00067813,-0.00036329,-0.017234,0.012364,-0.02178,-0.010749,-0.012861,-0.0016126
"3.679/376.17681",0.0070071,0.023231,-0.01145,0.015911,0.0069688,0.03313,-0.0090529,-0.019455,0.016292,-0.011262,-0.0016575,0.0027127
"0.766/377.03157",0.030414,0.042557,-0.041386,0.0015159,-0.027922,-0.0051009,0.0011878,-0.007289,-0.044537,0.015707,0.020368,-0.0009617
"3.239/378.73031",0.0035337,-0.028942,-0.031845,0.0030408,0.022136,0.017806,-0.014325,-0.00021126,-0.013467,-0.012483,-0.018544,0.0015891
"1.150/380.19770",0.028431,0.0090753,0.024656,-0.020734,0.028977,0.0013267,0.014366,-0.0030687,-0.018762,-0.015465,0.013602,0.0016959
"2.704/380.61884",-0.026381,0.018772,-0.00014232,0.0038256,0.0033111,0.00065828,0.014806,0.0046263,-0.0054909,-0.013312,0.012182,-0.0034946
"0.835/381.08129",-0.0013775,0.01692,0.0093999,-0.047293,0.0073097,-0.023626,-0.012264,0.028988,-0.025392,0.022956,0.0025825,-0.0039765
"1.477/381.08588",0.0023277,0.010372,-0.0077945,-0.012916,0.022078,0.022292,0.014116,0.0082118,-0.0003412,-0.023676,0.052122,-0.0018774
"2.807/382.51201",-0.015318,0.00034314,0.0042072,0.0097331,-0.03804,-0.0052484,0.018993,-0.015803,-0.010938,-0.0069918,0.013711,-0.0018398
"2.713/382.53831",-0.017615,-0.015578,0.029951,0.0083786,-0.055101,0.013579,-0.022603,0.030858,0.015317,-0.040166,-0.022893,0.0046605
"0.610/382.92997",0.011331,0.0088759,-0.0021914,0.012499,0.010451,0.0062218,-0.013886,-0.01487,-0.018626,0.0089697,0.0050321,-5.457e-05
"2.797/383.54457",-0.017856,-0.01775,0.021639,0.021214,0.0081444,0.036476,-0.06087,-0.0052562,-0.00080706,-0.035062,0.0062647,0.0019334
"1.473/384.06002",-0.00040793,-0.018896,-0.025857,0.0071802,0.015602,0.013059,0.0021582,-0.021141,-0.019537,-0.0077212,0.012696,-0.0026569
"1.216/384.08969",0.016473,0.0015734,-0.0081275,-0.014997,0.0070843,0.014739,-0.0033497,0.061984,0.01813,-0.034843,-0.00044271,0.0016912
"0.627/384.38063",-0.0061675,0.0046472,-0.0059854,0.027421,0.027374,0.020476,0.0091158,0.022716,0.0096381,-0.014479,0.048163,0.0029407
"3.038/384.70769",-0.002313,-0.045526,-0.013513,0.043429,0.0048959,0.018698,-0.013567,0.0028951,0.0017761,0.0054417,-0.0091244,0.00048887
"0.610/384.92812",0.011686,0.0098397,0.0013673,0.0088058,0.0060926,0.0034959,-0.0077109,-0.02033,-0.021316,-0.0049976,0.0070729,-0.00070586
"0.766/385.00629",0.034531,0.037077,-0.056356,0.0020648,-0.043309,-0.013404,-0.011772,-0.0018844,-0.057734,0.023264,0.034038,-0.0023751
"0.828/385.06050",-0.023377,-0.032077,-0.00076197,-0.063976,-0.0017284,0.0021949,0.013199,-0.0041239,-0.034011,0.027555,-0.02422,-0.0030325
"0.855/385.13055",0.015492,0.049181,-0.013129,0.013299,-0.00075719,0.025189,-0.020774,0.039674,-0.0011191,-0.0062254,0.018158,0.00087511
"2.131/385.13083",-0.01312,0.0053289,0.01537,-0.010022,-0.012442,0.016168,-0.0029248,0.025581,-0.014378,-0.0046475,-0.017668,-0.0015297
"2.688/385.92794",-0.0071718,4.4309e-05,-0.0083308,-0.0071205,0.040371,-0.010427,-0.051627,0.0013296,0.024624,-0.005435,0.0054513,-0.0010823
"1.144/386.02579",-0.0040973,0.0086709,0.010626,0.038243,0.001388,0.025837,-0.038,-0.0035071,-0.0035887,0.0023391,-0.0084548,0.0017392
"1.215/386.04561",-0.0044819,-0.030738,0.0097709,-0.0083617,0.0090133,0.020255,0.0016237,-0.0079939,-0.038775,0.067849,-0.0019895,-0.0025376
"1.569/386.09495",-0.01215,-6.2891e-05,0.01862,0.010675,0.0062618,0.011981,-0.02128,-0.035153,0.02242,-0.021285,0.055467,0.0013919
"3.487/386.75396",-0.032172,0.0083988,-0.0075615,0.011093,0.0061803,0.011587,0.021962,0.0086198,-0.0016112,-0.011802,0.00073043,0.0044954
"0.636/387.36007",0.0052251,0.012216,-0.012874,0.023361,-0.0022272,0.021742,0.015768,-0.0046848,-0.045119,-0.0093477,-0.0082824,-0.00098315
"2.714/387.70842",0.023686,0.017825,0.03184,0.004244,-0.029913,0.011046,-0.00059719,-0.021885,0.021061,-0.022384,-0.016747,0.0030205
"2.044/388.11187",0.0056296,-0.019696,0.0083068,-0.028514,0.015633,0.011331,-0.0048687,0.066609,0.017116,0.024122,0.0043643,-0.004308
"2.733/388.71988",0.018128,-0.013087,0.035503,0.023988,0.014356,0.001434,-0.018601,-0.0092488,-0.033292,-0.010024,-0.015314,0.0025725
"0.646/390.52889",0.006249,0.0057549,-0.014659,0.020132,-0.0043266,0.022318,-0.015753,0.035098,-0.0094989,0.010582,-0.0024283,6.1332e-05
"3.132/390.67301",0.029475,0.0454,0.017202,-0.02052,-0.0087841,0.011953,0.0058951,-0.0022104,0.021172,0.028124,-0.017933,0.00033034
"2.667/390.67896",-0.017021,0.010102,-0.022205,0.0015367,0.004229,0.013319,0.003676,-0.011962,0.034673,-0.0013154,-0.026199,0.00096897
"0.938/391.26615",0.013087,-0.018457,0.025475,-0.0085326,0.034944,0.0038351,0.02633,-0.011754,-0.019141,0.015847,-0.0023035,-0.003111
"0.971/392.10422",0.0010717,0.012121,0.014918,0.0013336,0.0014785,0.00084566,-0.0085357,-0.0035497,-0.028253,-0.020224,0.038345,-5.6284e-05
"0.813/392.12792",0.050223,0.03383,-0.00044776,0.070705,0.03011,0.0064139,-0.033331,-0.0098266,-0.019007,-0.030438,0.013808,0.0046948
"0.812/393.13077",0.047283,0.029466,-0.0004489,0.07375,0.025632,0.0060261,-0.035297,-0.0077603,-0.02326,-0.01979,0.01095,-0.002157
"0.799/393.96106",0.017634,0.010633,-0.0093991,0.001648,0.0045463,0.00082204,-0.04198,-0.017008,-0.021586,0.0050459,-0.0012073,0.00019633
"2.829/395.70129",0.017874,0.00023116,0.047213,0.0093279,-0.00072245,0.031245,0.028545,0.00051604,-0.021711,0.012413,-0.00032629,-9.8294e-05
"2.742/395.90674",0.059152,-0.047945,0.020246,-0.0099541,-0.046737,0.021275,-0.0092411,0.020681,0.01849,-0.019677,-0.035037,0.0037105
"3.679/397.10655",-0.002315,0.023394,-0.016123,-0.0014639,-0.0033887,0.029317,-0.0073192,-0.03551,0.019624,0.008197,-0.019852,-0.0019249
"0.645/398.34001",0.0096976,0.013426,-0.0010317,0.012635,-0.0099232,-0.0082145,0.02071,-0.040864,0.0040193,-0.014098,-0.019876,0.00157
"0.882/399.14430",-0.015236,0.010382,0.012512,-0.031691,-0.011657,0.0095132,0.026878,0.011822,-0.017364,-0.013316,0.006383,-0.0023771
"0.765/399.99274",0.029493,0.041614,-0.057992,0.0084902,-0.04931,-0.0020638,0.016298,0.0091152,-0.045837,0.032985,0.041763,0.0016056
"2.677/400.14694",-0.0071965,-0.0097045,0.0024843,0.0041614,0.025609,0.017086,-0.0013125,0.014318,-0.0045478,-0.016028,0.020191,0.0018865
"2.744/400.57663",0.037091,-0.033399,0.031832,-0.0077891,-0.041267,0.022128,0.00073394,0.0027908,0.024542,-0.042139,-0.014087,-0.0038406
"2.760/400.72676",0.020989,0.0083325,0.036128,0.017849,-0.014886,0.028973,0.0068732,0.019376,-0.0013734,0.012596,0.05064,-0.0035077
"2.746/400.91130",0.043065,-0.038675,0.026086,-0.0093085,-0.040655,0.032062,-0.0095447,0.0069271,0.01188,-0.068921,-0.0092963,0.011489
"0.769/400.97833",0.027543,0.044052,-0.051245,0.004409,-0.036512,-0.0077964,0.0097876,0.0081314,-0.030835,0.027374,0.0097341,0.004195
"3.042/401.27693",0.01086,-0.040869,-0.049194,0.0089716,0.035099,-0.0021576,-0.03014,-0.0097707,0.0088978,0.020454,-0.0085639,0.0052961
"2.784/401.52001",-0.0054901,-0.018988,0.0047737,0.022122,0.0063707,-0.0101,-0.012103,-0.012229,0.010872,-0.012283,-0.050804,0.0036132
"2.705/401.73575",0.032759,0.040147,0.017476,0.0096899,-0.02216,0.012169,0.0121,-0.0038597,0.029578,0.042029,0.00099565,1.3699e-05
"2.869/401.74569",0.04725,-0.014828,0.00056426,0.0010533,-0.022893,0.021989,0.017271,0.010223,0.027353,-0.0025428,-0.007348,0.002505
"1.197/402.02094",-0.0027668,-0.030052,0.0038905,0.0067408,-0.0069844,0.0040336,-0.0031963,0.024491,-0.032605,0.067478,0.0064272,-0.0016705
"2.760/402.55949",-0.013011,-0.049796,-0.01643,0.059125,0.0057424,0.0051413,-0.028566,0.015953,-0.0043596,0.013863,-0.015815,1.8516e-06
"0.865/403.12690",-0.0037602,-0.04593,0.036356,0.012302,0.025259,-0.030171,-0.011017,0.01893,0.01102,0.019734,-0.035484,0.0047052
"3.681/404.20818",0.0077462,0.021909,-0.014834,0.013904,0.00078278,0.029133,-0.014744,-0.038858,0.022739,-0.0063692,-0.022105,0.0029838
"2.862/404.53806",0.054905,-0.052969,0.014251,-0.0086677,-0.038499,0.04054,-0.0023524,0.011935,0.040054,-0.042,-0.061499,-0.0123
"2.859/404.57137",-0.029922,-0.010661,-0.017277,0.0022054,0.016741,0.018843,-0.0061913,-0.0111,0.007334,-0.019223,0.003323,0.0013286
"0.876/405.09730",-0.021962,0.017211,-0.0010821,0.020287,-0.020367,-0.014794,0.015838,0.00086593,0.011264,0.011974,0.0032416,0.0037007
"1.459/405.28265",0.0092737,-0.028551,0.030353,-0.022049,0.032803,0.0092894,0.010237,-0.0090918,-0.013146,-0.0067117,0.010432,0.0034677
"1.597/405.28376",-0.0046791,-0.023455,0.022549,-0.016923,0.016317,0.028753,0.0098255,-0.01003,-0.02312,0.021054,-0.014637,0.0044511
"2.874/405.71320",0.019654,0.044196,-0.00055367,-0.022947,-0.021567,0.022978,0.0046626,0.00049842,0.010821,0.026179,-0.010112,-0.0020992
"2.244/406.12793",-0.026639,-0.0099266,-0.024949,0.015851,-0.0033703,0.0049964,-0.0030116,0.0082074,-0.0034281,-0.0087596,0.0038164,-0.0037899
"0.928/406.14424",0.026707,0.035976,0.01595,0.053409,0.040405,-0.0012703,0.023518,-0.015002,0.022967,-0.021216,0.0029193,-0.0014004
"1.188/406.14436",0.016076,0.024098,-0.033618,0.029622,0.01246,-0.014552,0.027048,0.0094222,0.030696,-0.017482,-0.0035143,0.0017289
"1.069/407.03033",0.017098,-0.005543,0.017112,-0.029508,0.004708,0.0017752,-0.00040259,-0.033208,-0.03152,-0.016757,0.041707,-0.0011187
"0.834/407.03171",-0.0181,-0.028937,0.0084358,-0.05923,0.0031482,-0.0072066,0.027486,-0.014841,-0.0023038,0.015501,0.0076411,-0.001856
"2.130/407.11113",-0.0042298,-0.0026866,0.0068416,-0.035656,0.002711,0.035162,-0.025395,0.012171,-0.014064,0.010337,-0.018982,-0.0012067
"1.267/407.23943",-0.015634,0.002707,-0.039093,-0.022811,0.020056,-0.027327,-0.019591,-0.0010742,0.028438,-0.0025985,-0.022354,0.002213
"0.647/407.34826",0.011562,0.0096755,-0.0021827,0.00092429,0.0054931,-0.00074354,0.025345,0.0028481,0.011444,-0.020962,-0.014758,-0.00053455
"2.739/407.74409",0.0018975,0.012375,-0.011956,0.016085,0.0024767,0.016724,0.022565,-0.010437,-0.027867,0.021074,-0.0062939,0.0006125
"3.410/408.73642",0.010781,-0.02887,0.047,-0.0057946,0.027359,0.00234,-0.02537,-0.013747,0.032685,0.038925,0.027228,-0.00096496
"2.985/408.75258",0.052263,-0.017348,0.00026691,-0.014885,-0.01995,0.019493,-0.0067235,0.016054,0.014914,-0.036041,-0.0062584,0.0018121
"0.813/408.97965",-0.0099812,-0.028518,0.0092031,-0.0097398,-0.013719,-0.014665,0.033351,0.027509,0.01001,0.034988,0.0026676,-0.0040314
"2.780/409.18639",-0.010407,-0.012343,0.0080434,0.018569,-0.0057356,0.024543,0.02297,-0.015909,0.042239,-0.0080808,0.038755,-0.0024929
"3.236/409.68017",-0.02852,0.0096897,-0.012669,0.014684,-0.01581,0.023061,-0.010382,-0.0073952,-0.0064121,0.013146,-0.020063,-0.0057499
"2.282/410.16011",-0.0095008,-0.023688,0.03704,0.015028,0.0105,-0.001188,0.012221,-0.027099,-0.010921,-0.0078768,-0.0013079,0.0020076
"2.667/410.16150",-0.02789,-0.0024957,0.021424,0.017742,-0.017334,0.023051,0.022555,-0.0025171,-0.021919,-0.00031844,-0.0055796,0.00042007
"3.896/411.63290",-0.0035839,-0.023233,0.0014429,0.0012271,0.00057255,0.00012677,0.0076095,0.058348,-0.0068859,-0.016167,0.03238,-0.0012577
"4.331/411.66921",0.0033006,-0.03061,-0.014907,-0.024562,-0.021863,0.020182,0.039853,0.056687,-0.017874,-0.005495,-0.0058872,-0.0014438
"1.012/412.15045",-0.020633,-0.0080714,-0.024085,0.035005,-0.020017,0.0087421,-0.025849,0.023015,0.018453,0.00094035,0.014015,0.0028495
"4.035/412.67650",0.003615,-0.02897,-0.0045951,-0.020668,-0.02893,0.033988,0.02629,0.052756,-0.0056191,0.0077687,0.0053976,-0.0023015
"3.916/412.67738",0.0038075,-0.029338,-0.0038469,-0.019242,-0.028044,0.027998,0.036879,0.064533,-0.010093,0.0052518,0.0074285,-0.0043176
"3.120/412.70795",0.038021,-0.029341,-0.03132,0.038608,0.012291,-0.0078405,-0.0043534,-0.0099504,0.010826,0.032553,-0.0016502,-0.0042579
"2.698/414.15529",0.0031357,-0.019362,0.055525,0.026721,-0.0099273,-0.0016187,-0.032877,0.0032731,0.019743,0.0075512,-0.0099631,-0.003038
"3.143/414.22617",0.0099109,0.0036641,0.0039817,0.0080338,0.005392,0.0031203,-0.046575,-0.0061284,-0.026039,0.030627,-0.035709,-0.003058
"0.764/414.99007",0.01798,0.02947,-0.00079252,0.011508,-0.026556,-0.013035,-0.0081741,0.020205,-0.026324,-0.010601,0.0092926,-0.0057762
"0.760/415.96775",0.023987,0.046988,-0.052619,0.017094,-0.04221,-0.0094177,0.02959,0.0083658,-0.014154,0.0029974,0.02228,0.0048438
"2.772/416.57179",0.014577,-0.033721,0.024702,0.002095,-0.048506,-0.011531,-0.00015159,0.018034,0.0238,-0.027337,-0.019348,0.00028932
"2.854/416.72550",0.030062,-0.032753,-0.016886,0.023702,0.038935,0.0005838,-0.0041897,-0.015535,-0.0090825,0.0049864,0.0094088,0.0047972
"0.625/416.87839",-0.00057064,0.012252,-0.016833,-0.0030273,-0.010427,0.00382,-0.0051971,0.028261,-0.049428,0.042321,-0.03911,-0.0037105
"0.764/416.95184",0.023997,0.047498,-0.057629,0.01338,-0.038926,-0.016703,0.026699,0.014155,-0.045872,0.0087664,0.024322,0.00045694
"2.837/417.24306",-0.015629,-0.037558,0.022882,0.01621,0.0089806,0.0039793,-0.015494,-0.018028,-0.0053166,-0.010764,-0.0033733,-0.0011189
"0.645/417.35316",0.010592,0.013998,0.0057992,0.014134,0.0019459,0.011815,-0.018885,0.016626,-0.0067046,-0.0047284,0.018414,0.0013043
"3.193/417.81686",0.0093971,0.03617,-0.006843,-0.015319,0.023405,0.026192,0.013055,-0.0264,-0.020857,-0.010146,0.0095175,0.0011114
"0.913/418.23177",-0.011486,-0.016332,0.010292,-0.00084757,0.0058087,0.020958,-0.009271,-0.032606,0.01458,0.03851,0.0080549,-0.0011884
"3.517/418.28227",0.0089291,-0.0018617,-0.023505,0.0087105,0.017079,0.015871,-0.023932,-0.024374,-0.0016063,0.043073,-0.044055,-0.0035705
"2.749/419.49110",0.023287,-0.020735,0.02725,-0.0015783,0.015658,-0.0064149,-0.033005,0.026759,-0.025697,0.032532,0.0011601,-0.00040278
"4.317/419.68396",-0.0024274,-0.041772,-0.02096,-0.0093804,-0.021507,0.0010459,0.02936,0.016829,0.0029593,-0.016911,0.031046,0.00040479
"3.438/420.29784",0.02081,0.0049875,0.0059768,0.0064796,0.0013903,0.0057398,-0.034351,-0.017856,0.00027942,0.022356,-0.025355,-0.00051729
"2.693/420.64148",-0.010833,-0.015393,0.032244,0.037275,-0.018187,-0.0032879,0.032201,-0.0033483,0.013206,0.010802,0.038662,-0.0014507
"2.992/421.14876",0.010263,0.011052,0.019791,-0.018014,-0.0022696,-0.041245,0.013974,0.023438,0.041922,-0.034476,-0.11431,-0.0063437
"1.154/421.27757",0.024039,-0.016912,-0.03926,-0.00036615,-0.0057864,0.0029178,-0.00029939,0.0088114,-0.038332,0.016069,0.011426,-0.0040089
"3.438/421.30174",0.020846,0.0035921,0.0011174,0.0023564,0.00578,0.0093209,-0.027666,-0.026112,-0.0055042,0.026126,-0.032605,0.0018715
"2.707/421.48523",-0.0081211,-0.024183,0.023809,-0.0011879,0.013254,-0.017947,-0.038774,-0.014219,0.018729,-0.0054737,0.0012079,0.00057336
"2.758/421.53237",-0.016317,-0.011598,-0.047995,-0.014196,0.018826,0.0084998,-0.00038345,0.0027664,-0.01705,-0.0046321,-0.0099551,0.0010109
"2.946/421.71627",0.045266,0.041649,0.062648,-0.019491,-0.019482,0.018092,0.026395,0.016914,-0.026715,-0.022733,0.017329,-0.0025481
"2.759/421.86615",-0.013739,-0.018023,-0.044718,-0.021615,0.0094546,0.022042,0.015256,0.021755,-0.0027345,0.020647,-0.038292,-0.00545
"3.201/422.24539",0.015878,-0.040877,-0.030129,0.019338,0.024157,0.00089901,-0.0069542,0.0051898,-0.0027806,-0.0020084,-0.022019,-0.00022666
"3.004/422.91018",-0.028914,0.012127,-0.014623,-0.033701,0.0079033,-0.0037169,0.035454,0.035628,0.013814,-0.0088287,-0.010557,-0.00027513
"0.760/422.96184",0.034097,0.052524,-0.057422,0.00097599,-0.02364,-0.02052,0.0093574,0.010079,-0.030583,0.027598,0.017981,-0.0020813
"2.132/423.08503",-0.016572,-0.0017015,0.0029742,-0.02754,-0.0089625,0.016412,-0.022049,0.018946,-0.017731,0.0085376,-0.0039661,-0.0016827
"3.004/423.57899",-0.029154,0.0113,-0.017078,-0.037742,0.0032693,0.00025069,0.014847,0.017342,0.0040111,-0.0040691,0.019224,0.0044475
"1.222/424.00352",-0.022545,-0.040962,-0.0026397,0.002932,-0.018438,0.0089762,-0.012805,0.0087308,-0.018099,0.041913,0.030999,0.0011048
"1.606/424.07767",-0.027977,0.0060879,0.0067629,0.01473,-0.0086048,0.016638,-0.010717,0.040805,0.011876,0.022598,0.007761,0.00039059
"0.612/424.90689",0.0064126,0.0088802,-0.010678,0.015469,0.025545,-0.014187,-0.00057758,-0.036135,0.0064787,-0.014107,-0.0088584,0.00056987
"1.003/425.04496",0.045083,-0.024304,-0.0043115,-0.0064249,0.00012516,0.0054239,0.0014672,0.001699,-0.011009,0.0023414,-0.019811,-0.005794
"0.865/425.10877",0.0069194,-0.031677,0.038941,-0.010185,0.018408,-0.012605,-0.036093,-0.01436,-0.0036425,0.020884,-0.043131,-0.004894
"1.595/425.25151",0.0022014,-0.01877,0.011136,-0.01291,0.021698,0.026353,0.0075755,-0.028225,-0.019404,0.0070948,-0.013629,-0.002244
"2.707/425.71117",0.033181,0.030412,0.019588,0.0080487,-0.013016,0.007017,-0.00045784,0.026533,0.033082,-0.022935,0.017547,0.0022373
"2.920/425.73814",-0.039681,0.010946,-0.022368,0.02274,-2.2263e-05,-0.0018713,-0.012501,-0.0069202,0.0073935,-0.002851,0.0013556,0.0025014
"2.822/425.90692",0.02059,-0.026081,0.01258,-0.0089541,0.014815,0.021638,-0.0037614,0.029467,0.0042652,-0.0084308,0.0082316,-0.0013767
"4.529/426.64604",-0.0029488,-0.0049004,0.018043,0.039391,-0.0014539,-0.0046305,-0.0047387,0.036333,-0.034044,0.0031447,0.01872,0.0022778
"0.809/426.89508",-0.0089363,-0.017441,-0.01957,0.0028756,-0.0022266,-0.019851,0.0010834,-0.035059,-0.025658,0.043475,-0.0075159,-0.0020467
"1.298/427.09542",0.016592,0.019611,-0.0042099,0.0090633,-0.0020877,-0.00933,-0.0056431,-0.014058,-0.0038067,-0.038361,-0.025198,0.00013041
"1.112/427.79937",-0.009996,0.0011036,0.0087438,-0.005024,0.023034,0.017569,-0.0061686,-0.030658,0.0097106,-0.0078797,0.00044215,0.00021338
"2.705/428.17291",0.003012,-0.018848,0.058455,0.022772,0.013544,0.022959,-0.023635,-0.018051,0.041719,0.0097292,0.005907,-0.0018826
"3.231/428.21062",0.019238,0.032662,0.018247,-0.00095964,-0.00048032,0.0075064,-0.033669,-0.028649,-0.0098447,0.028109,0.012911,-0.0012253
"2.394/429.13819",-0.0088081,-0.020614,0.018806,0.011397,0.04021,0.01108,0.011011,0.009822,0.019779,0.014034,0.011276,-0.00037284
"2.659/429.13889",-0.01153,0.010477,0.016737,0.00083806,0.0025797,0.0077301,-0.0056645,0.019815,-0.0092588,0.015684,0.02741,-0.00105
"1.111/429.13893",-0.0086825,-0.002918,-0.0019427,0.0025352,0.016128,0.018001,0.0075407,-0.034198,-0.0042251,-0.026317,0.0068498,0.0017202
"3.154/429.30827",0.037597,0.038427,0.0010035,-0.010169,-0.0082442,0.0061245,0.0029229,0.0086164,0.013055,0.015408,-0.0020543,-0.003633
"0.796/429.97991",-0.010977,-0.027007,0.035142,-0.019765,-0.0099426,-0.02782,0.072017,-0.024517,0.026124,0.037313,0.007834,-0.0029052
"2.869/430.69615",0.0098629,-0.027471,-0.025121,0.017669,0.019717,0.00048503,-0.014449,-0.0066975,-0.01034,0.006556,-0.021957,0.003542
"0.814/430.96418",-0.024615,-0.02761,-0.0033458,-0.078115,-0.0033303,0.024281,-0.0084991,-0.033355,0.0053852,0.026832,-0.0069767,0.0092932
"0.781/431.02836",0.0049766,0.00081154,-0.03037,0.0013949,-0.018084,-0.0039991,-0.020036,-0.0078834,-0.049785,-0.026479,0.0092231,0.002522
"1.012/434.13123",-0.019235,-0.013915,-0.02816,0.015169,-0.0051113,0.021938,-0.029693,-0.011827,0.04723,0.014259,0.0050222,0.00096432
"2.266/435.26857",-0.0018773,0.030193,-0.030413,-0.041324,-0.022686,0.037146,0.015498,0.0066906,-0.025111,-0.023037,-0.0038176,-0.006048
"3.452/435.67937",0.0050698,0.012007,-0.028297,-0.024384,0.0098534,0.013672,-0.007896,-0.0096728,-0.023863,-0.0082831,0.00046645,0.00022071
"2.714/435.72546",0.025337,0.036248,0.018476,-0.019079,-0.01809,0.0053214,-0.0026837,-0.012788,-0.014144,0.013645,-0.034907,-0.00060119
"0.865/436.03949",0.013329,0.034281,-0.00090909,0.0034286,-0.0011616,0.017742,-0.0014227,0.0034533,-0.030947,-0.0037692,0.042619,0.0039291
"2.802/436.74582",0.042002,0.030112,0.025022,0.0063954,-0.0073018,0.0063493,-0.0068885,-0.027737,0.0012061,0.068772,0.0019082,-3.9816e-05
"2.678/438.42187",-0.0086691,-0.018443,-0.0086994,0.037832,0.016121,0.016938,0.052792,0.032755,0.067861,-0.030455,-0.0057828,-0.00047534
"2.678/438.67033",-3.475e-05,-0.018082,-0.008044,0.021316,0.040613,0.012139,0.055264,0.020591,0.043407,0.021628,-0.04707,-0.006517
"2.805/438.74410",0.022228,-0.01356,0.0069614,0.025345,-0.035448,0.021305,0.0014537,-0.035157,0.016288,-0.0093335,0.0012899,0.0013174
"0.812/439.14061",0.0018684,0.0065193,-0.0035621,0.021049,-0.014983,0.0024046,-0.037204,-0.00063844,-0.038566,0.011546,-0.0053064,-0.0027865
"2.732/440.73133",0.013605,-0.042052,-0.0020739,0.018963,0.020926,0.0021899,-0.028854,-0.0064562,-0.017583,0.032692,0.0037723,-0.0011149
"2.682/441.11233",-0.0084867,-0.011221,-0.013362,-0.019193,-0.0038526,0.015701,-0.0056745,0.042608,0.0026262,-0.015391,-0.0058743,-0.0022285
"0.895/441.17616",-0.026444,-0.001867,-0.040447,0.0097442,-0.0013217,-0.010436,-0.00085298,0.019607,0.023074,0.0061204,-0.015337,-0.0049213
"1.148/441.24670",0.012472,-0.019362,-0.016915,0.0038584,-0.039324,0.01094,0.0073094,0.005221,-0.054298,0.096178,0.004662,0.0017371
"2.874/441.68198",0.010874,-0.029817,-0.011319,-0.0087716,0.013389,0.014605,-0.04059,-0.0076661,-0.005294,0.0027507,-0.0076926,0.0027456
"2.760/442.59085",0.036414,0.017858,0.003323,0.0032467,0.0057065,-0.025484,-0.020755,0.021937,0.014619,-0.010436,0.011235,0.0013618
"1.441/443.15339",-0.019684,0.012528,-0.021309,0.004714,0.0061817,0.0076861,-0.0023397,-0.026446,0.0017135,-0.014788,0.010241,0.0038641
"1.061/443.20788",-0.016209,-0.018293,0.023659,-0.0057724,0.013707,0.015874,-0.012754,0.0039834,-0.040448,0.0042569,-0.0069212,0.00046741
"2.834/443.75399",-0.01693,0.004559,0.018746,-0.032558,-0.00067654,0.03503,0.017639,-0.0090969,-0.021062,-0.0010002,-0.018987,8.0435e-07
"1.534/444.09249",-0.0066201,0.0092751,-0.023418,-0.00023444,0.0025222,-0.00066685,-0.0089022,-0.016326,-0.0023,-0.005273,-0.016545,-0.0017415
"2.806/444.58947",0.016568,-0.025643,0.03684,0.0021836,-0.020939,0.012873,-0.005674,0.015955,0.033173,-0.026645,-0.034057,-0.0020247
"3.452/444.68390",0.0067865,0.0088561,-0.02797,-0.029893,0.0093766,0.011475,-0.0070213,0.00027232,-0.012284,0.0061942,-0.013411,0.0042249
"2.740/444.74476",0.034337,0.013803,0.018561,0.019559,-0.028434,0.011527,-0.0063437,0.028561,0.020599,0.0030105,-0.0077144,0.0021231
"2.989/445.26709",0.037718,0.05015,0.0070843,-0.011563,-0.021459,0.0077351,0.013519,-0.0075159,0.010641,0.024442,-0.020093,-0.0039661
"2.756/445.72661",-0.015058,-0.042189,0.022491,0.0089706,0.017819,0.0009474,-0.020917,-0.020394,-0.025862,-0.00051723,-0.0083589,-0.00093479
"0.792/445.95162",-0.026562,-0.031526,0.026399,-0.042817,-0.026787,-0.046018,0.064446,0.0015302,-0.0047705,0.017523,-0.011596,-0.0059364
"4.618/446.65364",0.0011905,-0.018897,-0.019245,-0.01239,0.010388,0.01372,0.043472,0.077779,-0.0083272,0.0086792,0.004067,-0.00051506
"3.172/446.68108",-0.015694,-0.020659,-0.0081706,-0.0384,0.022791,0.014744,0.0016797,0.015373,-0.014819,0.0046913,0.0023032,-0.00066752
"3.109/446.70775",0.034512,0.04704,0.017504,-0.014077,-0.023539,0.014274,0.0047989,-0.0029758,0.012603,0.023392,-0.013163,0.0013098
"0.804/447.06482",0.0030933,0.015909,-0.020589,0.03772,-0.025834,0.0068248,-0.017397,0.0083563,0.014499,-0.0012044,0.018683,-0.0011437
"2.789/447.18009",0.025122,0.031912,0.06109,0.042343,0.029657,0.007614,-0.040825,0.0053491,0.07825,-0.0059886,0.03925,-0.0049667
"1.165/447.29125",-0.048172,0.0072285,0.13163,-0.0049975,-0.040473,0.061,0.048753,0.060831,-0.062233,0.086686,0.056356,0.008205
