Sample	QC_I	AC9.3_I	AC9.3_II	AC9.1_I	AC9.1_II	pPTGE30_I	AC9.2_I	pPTGE30_II	AC9.3_III	AC9.1_III	pPTGE30_III	AC9.2_III	AC9.2_II	QC_II
Label	QC	AC9.3	AC9.3	AC9.1	AC9.1	E30	AC9.2	E30	AC9.3	AC9.1	E30	AC9.2	AC9.2	QC
0.577/224.12245	0	274	644	2897	1079	2387	1067	898	5172	1784	825	1415	1999	0
0.785/224.14098	0	582	548	571	886	634	901	1401	313	662	1187	1393	797	0
1.094/224.95705	0	1153	303	480	2602	202	1152	259	728	1800	62	1310	1135	0
5.002/225.01697	0	1873	1269	1463	1167	1209	1250	1615	917	1582	1158	1261	1140	0
0.727/225.05430	0	4188	3559	5732	6428	7299	6721	7535	3824	5390	8917	5081	5689	0
0.777/225.11651	0	54	244	0	0	0	231	0	4	0	0	334	227	0
4.792/225.12883	0	6124	2887	4956	3523	3481	1609	987	4866	2082	3248	721	1221	0
0.576/225.15073	0	2259	2273	2612	1967	2892	1715	2828	2053	2434	2794	1804	1818	0
5.177/225.16513	0	3061	3759	2557	2551	3476	1341	3001	2322	2145	3147	1134	1325	0
5.535/225.98971	0	18638	17096	17703	18944	18493	19484	17027	17846	18499	13330	18284	17261	0
1.255/226.10600	0	3947	3039	5000	4865	5850	4272	3863	3148	4596	4374	7158	3788	0
0.776/226.10665	0	2547	2818	3237	2813	3261	3331	3492	2687	3553	3115	2488	2734	0
2.385/226.11938	0	1418	1003	673	250	270	866	148	695	392	670	1112	754	0
4.568/226.12031	0	634	410	0	0	0	87	0	846	0	0	175	532	0
4.860/226.12035	0	1491	974	2723	483	447	942	1586	1504	891	1385	1120	1517	0
0.697/226.18224	0	10918	8697	7457	8815	13026	6550	6972	3974	7153	7054	11937	6867	0
0.548/226.21854	0	892	342	287	1398	309	1075	226	205	192	175	1380	972	0
5.462/226.98990	0	2708	2802	2658	2444	2576	2592	2587	2407	2678	2552	2466	2472	0
0.694/227.03206	0	1359	1163	1934	3774	1254	2020	1965	1333	3508	1470	2875	1894	0
1.540/227.03300	0	3874	3147	3769	3342	3861	3256	4366	1704	2642	4198	3971	3198	0
3.672/227.08180	0	4047	3985	2394	3024	2730	2447	2368	1139	3504	2638	3320	3688	0
1.098/227.08715	0	14991	18102	9787	6814	14977	10121	15936	10311	8863	11657	9041	11407	0
4.368/227.11572	0	767	351	765	204	186	531	325	727	439	541	860	988	0
4.682/227.11573	0	5075	4281	3131	2752	4553	3234	2716	6067	3083	3563	2760	2625	0
1.485/227.14009	0	824	569	847	983	584	436	621	584	772	622	446	534	0
0.552/227.15344	0	588	446	553	722	933	488	676	408	678	774	598	725	0
5.460/227.98625	0	1277	1419	1329	1254	1175	1202	1312	1054	1171	1166	1295	1216	0
1.460/228.06468	0	0	0	225	153	148	435	725	0	514	1252	544	187	0
1.807/228.06513	0	0	0	479	242	537	1005	1312	0	502	1451	913	512	0
0.701/228.11577	0	3604	4083	2150	2783	2885	5242	4408	1619	5013	5255	6979	3234	0
0.610/228.16018	0	242	334	1038	225	686	179	673	1891	527	198	430	1325	0
0.810/228.17110	0	669	493	930	1014	1161	664	1086	438	937	1052	800	711	0
0.585/228.19805	0	1503	1307	967	927	1347	678	1051	305	833	1063	1308	660	0
1.102/229.12050	0	344	269	320	540	7372	457	416	320	510	332	377	339	0
4.798/229.13104	0	11188	8766	7530	7615	7744	8064	6554	6528	9480	6841	8854	6819	0
0.743/229.13579	0	2743	1690	2339	2863	1506	1948	1413	1980	2721	2011	2255	2145	0
1.127/229.15468	0	531	499	385	1053	417	404	293	408	439	272	372	267	0
2.462/229.18555	0	3415	4240	3248	2260	3707	3586	2419	3122	1300	3055	4141	2904	0
0.652/229.22946	0	0	0	48	74	1298	0	210	0	18	9	0	0	0
5.664/229.94773	0	1918	2104	1692	1957	1714	1721	1533	1524	1781	1550	1771	1769	0
2.328/230.06102	0	3821	10607	7693	9075	8996	2504	4250	11175	7990	4304	3411	5593	0
4.541/230.06120	0	9491	8235	7502	9137	8015	7058	8148	10871	11324	9516	9352	9453	0
2.003/230.06159	0	2600	8220	3895	5922	5443	1116	2306	13817	7088	2531	1898	3489	0
4.432/230.06166	0	12131	15805	8237	10542	13657	11177	13650	20098	8984	14491	11606	10508	0
1.295/230.06198	0	843	12721	2075	3503	3672	331	1684	41827	4038	658	765	979	0
1.477/230.06208	0	241	3988	447	552	925	113	335	12776	680	288	214	209	0
0.809/230.11643	0	4607	3017	15304	3464	14638	2782	8425	14064	7405	4273	3079	7857	0
1.340/230.11686	0	2932	1580	6608	1486	8654	1512	4278	6299	3479	2279	1345	4161	0
1.058/230.11742	0	2491	1390	7333	2010	6524	1808	3597	6496	3734	1904	1540	4694	0
2.310/230.14213	0	0	0	1971	1261	0	0	0	0	1930	0	0	0	0
5.564/230.14492	0	4834	2539	3118	5372	871	2624	473	751	15155	466	4132	6251	0
6.007/230.14522	0	82579	52894	59082	61998	25070	61731	16730	43317	127363	19639	83725	94981	0
4.435/230.15130	0	1341	1498	1132	946	985	594	752	1221	674	701	837	704	0
0.569/230.15631	0	3735	3217	3252	3008	4164	2823	3283	3307	3158	3826	2533	2716	0
5.382/230.22502	0	1208	1173	443	496	691	1222	884	426	422	685	1032	1216	0
5.861/230.63688	0	36696	26180	13754	16162	10726	5363	7856	41418	14464	5668	5430	4567	0
5.110/230.65572	0	1668	1287	820	1515	440	166	365	536	526	223	516	201	0
2.923/231.11408	0	1599	1844	2350	1261	2762	1838	2251	1692	1829	2129	1915	2086	0
0.777/231.13388	0	546	888	589	722	1171	948	1300	819	869	1071	1016	972	0
1.346/231.13480	0	524	478	460	207	1490	193	1226	423	203	1283	148	116	0
0.598/231.14076	0	464	544	1371	359	786	333	479	1067	587	595	443	660	0
1.331/231.17106	0	1006	486	702	656	407	509	331	553	808	398	393	969	0
2.485/231.17130	0	1863	1451	978	114	632	1006	601	1178	256	634	819	584	0
0.785/231.17175	0	94	445	494	774	383	437	43	512	118	96	408	959	0
5.614/231.21949	0	891	1106	838	1226	747	587	717	600	661	571	590	571	0
0.760/231.43921	0	2408	2335	2485	3970	2469	1974	2707	1722	2920	2564	2073	2917	0
4.296/231.94546	0	2676	2662	1815	2113	3301	2337	3440	3007	2356	3033	2001	2322	0
4.431/231.94559	0	1178	1278	1337	1141	1902	1690	3209	1370	1535	2429	2206	1934	0
4.530/232.08424	0	1649	1778	1931	2378	2082	2433	1531	1145	1630	2179	2274	1657	0
4.310/232.11504	0	208	1551	495	828	1194	97	406	2260	428	147	139	100	0
5.080/232.14143	0	8834	8209	7500	8612	7135	5028	4893	6029	8403	6257	5322	6257	0
4.805/232.14170	0	2664	3130	1788	2095	1689	1466	1260	3209	1478	1394	1357	1246	0
0.660/232.15619	0	749	1432	7225	1139	1623	1782	1067	3321	2003	538	1158	1401	0
0.890/232.15650	0	6625	5724	12487	9477	10792	9204	12103	11320	10120	13571	8110	8872	0
0.760/232.15749	0	557794	411542	782637	1030143	652648	590334	787292	517970	692988	728601	570198	753251	0
4.604/232.16894	0	1833	1760	2084	1994	2297	1962	1840	2135	1771	2134	1773	1928	0
5.368/232.20460	0	6796	7843	6516	7080	19026	4956	24325	12194	5531	15284	4881	4133	0
4.637/232.56932	0	1665	1050	922	997	669	1144	882	1057	718	1058	1183	1435	0
1.130/232.90327	0	3836	3084	3668	3932	3496	3799	3273	2925	3734	3665	3606	3177	0
4.675/233.11549	0	1926	1339	1146	1267	1283	601	1074	1581	1106	956	991	904	0
4.314/233.15223	0	811	577	811	729	1131	1130	1676	167	935	1565	837	783	0
0.568/233.15628	0	3094	3497	4710	3475	3979	2991	3135	6082	3718	3270	3309	4790	0
0.635/233.19153	0	983	143	0	0	332	1525	48	296	0	41	601	5986	0
4.433/234.07385	0	1471	4263	5130	3431	6102	2270	3370	8202	2215	1394	1681	1435	0
4.666/234.07436	0	14001	12125	36570	28382	19890	26819	20216	16197	26642	15800	20569	25446	0
4.773/234.07458	0	1079	2634	6250	5586	3818	3450	2830	2318	4625	1496	3038	3061	0
4.418/234.11038	0	1063	1362	1351	1107	1824	1212	1135	1328	1093	1752	1173	1107	0
4.416/234.13476	0	0	0	1232	1341	2182	1329	2024	0	1249	1583	1332	954	0
2.233/234.13532	0	1057	817	1296	1588	1215	1326	1608	878	1929	1237	1362	1641	0
5.088/234.14461	0	3085	2346	1730	2173	1693	2709	1251	2502	2245	1456	2169	1703	0
4.753/234.14693	0	1520	1164	2327	1428	2153	1562	1934	1349	1982	1790	1292	1457	0
4.908/234.18325	0	478	1190	1223	1003	1341	1392	1000	791	888	1285	1397	1613	0
2.708/234.43918	0	6227	4903	6031	5961	5181	5343	5470	4715	7044	5046	5154	6172	0
2.602/234.44078	0	3798	3527	5241	5350	4431	5224	5723	1191	4586	4807	6163	3927	0
5.662/234.92676	0	2762	2655	2262	2564	2131	2262	2052	2043	2386	1967	2338	2270	0
0.617/235.07485	0	1107	1276	587	525	1278	435	1015	600	810	1148	503	148	0
1.094/235.11917	0	1670	1958	1010	1078	1061	1140	1036	481	1097	491	1504	934	0
4.753/235.13002	0	3959	955	1895	1017	1401	1855	1497	1033	2206	1700	2049	1898	0
4.892/235.13100	0	5364	1846	2147	1963	1853	2029	1352	2571	2776	1980	1777	2914	0
2.688/235.16854	0	1280892	1097691	1542040	1482488	1261266	1276122	1232489	1066877	1354689	1160164	1372194	1373963	0
0.569/235.17207	0	0	0	2164	387	1335	180	342	0	942	163	363	1399	0
4.637/236.14986	0	14254	10729	14575	15340	23642	19566	25133	8293	16396	23664	19314	21273	0
5.227/236.15162	0	4107	1037	5481	1652	10230	3643	19728	2674	6362	4043	3650	3709	0
3.667/236.15162	0	22089	29518	9484	9356	63724	17256	57960	11463	9824	58452	8398	10238	0
4.426/236.15176	0	15365	11624	20316	24266	34284	24041	36292	8512	24524	28309	22568	30988	0
4.916/236.15184	0	8142	7789	15032	15555	27501	18216	25738	7925	16555	28035	17036	18155	0
5.829/236.15187	0	4851	4085	7439	8274	11939	8448	12119	3556	8891	11023	7764	8418	0
2.671/236.17095	0	107404	95284	132437	126314	109736	117359	94536	96976	121192	104302	121549	120857	0
5.385/236.90763	0	1727	1451	1494	949	1583	1323	1254	1549	1419	1708	1300	1189	0
4.902/237.01781	0	617	554	966	438	600	591	776	232	1180	609	610	729	0
0.703/237.05463	0	1644	1549	1628	1773	1236	1587	1126	1005	1457	1101	1329	1648	0
0.802/237.13617	0	1854	2086	2019	2686	1896	1282	1545	2118	1987	1020	1227	888	0
1.340/237.13832	0	417	682	834	925	539	191	376	1018	622	204	12	200	0
0.602/237.15047	0	7112	9786	3413	3275	6943	2728	5236	5578	3449	5844	3594	2121	0
5.343/237.15271	0	437	247	456	590	477	228	721	161	1429	500	238	679	0
4.918/237.15517	0	1018	711	1497	1687	2368	1708	2378	772	1624	2696	1740	1737	0
2.810/237.17304	0	12778	9974	10696	9313	11760	10612	8913	5878	8863	11056	7982	9344	0
4.776/238.07866	0	740	1420	1354	992	1838	1603	1701	1959	929	2068	1675	1649	0
0.760/238.10311	0	48	108	170	102	96	0	34	2431	100	15	0	0	0
1.087/238.19243	0	811	461	0	0	1241	1359	1330	390	0	858	1971	1486	0
0.677/239.07142	0	2363	2217	3335	3586	2790	2779	2432	2038	3350	2972	2850	2814	0
6.159/239.10524	0	48653	66009	0	0	44054	18041	36477	51576	0	41210	28116	20899	0
6.024/239.10946	0	74373	79608	55546	59343	56618	41328	55837	73582	39835	54894	35107	33908	0
5.848/239.11012	0	77754	81747	62053	67757	69137	50569	54637	82140	50963	73410	40718	50289	0
0.560/239.13076	0	16212	11660	15277	13264	14430	14694	16948	6738	15647	20694	18047	15171	0
0.760/239.15214	0	19907	22948	8206	19244	15241	13448	10367	45148	11338	9515	10803	11555	0
4.350/240.05592	0	1184	872	733	492	1820	1327	1804	1072	722	1535	744	1236	0
6.018/240.11149	0	5360	6936	4304	4015	4572	3117	3890	5744	3071	4031	2536	2658	0
1.099/240.12279	0	1320	1456	874	1070	1383	1123	1740	645	947	1552	869	661	0
0.771/240.12280	0	3983	3500	2798	2722	2981	3801	3580	1730	2878	3349	2853	3257	0
4.602/240.13769	0	727	818	649	573	1008	306	407	198	539	401	266	345	0
1.577/240.41108	0	1224	1118	1767	1471	1295	1456	1685	944	1546	1315	1484	1489	0
3.665/240.86866	0	2830	4507	754	912	3261	1254	3138	1761	414	3028	680	931	0
1.102/240.98952	0	1354	1596	1281	937	1429	1205	1500	599	1168	2017	1511	701	0
0.721/241.08640	0	1262	968	1395	818	1256	1035	941	1116	1199	1012	998	1016	0
5.568/241.12923	0	718	440	507	726	106	342	51	68	1950	77	559	890	0
0.577/241.12954	0	344	506	2829	910	403	805	302	2333	1025	675	785	485	0
1.572/241.15825	0	335303	271930	402878	348152	351183	383110	338534	250634	368491	325993	384358	339809	0
0.863/241.15856	0	59187	56447	97069	72203	89690	63173	79909	64956	83072	86287	62515	52453	0
5.470/242.00166	0	1734	2010	2021	1842	1714	1724	1963	1773	1646	1740	1643	1905	0
4.307/242.05606	0	1345	2099	585	544	2373	283	1883	1548	872	1812	338	559	0
0.644/242.08129	0	224	226	1269	482	798	327	411	1313	785	316	395	506	0
1.270/242.08144	0	41585	36465	50117	43428	46617	37630	44237	37075	49506	41746	42200	40013	0
0.777/242.08185	0	14961	11624	20720	16512	16059	19503	17784	12375	20399	13315	16212	15701	0
4.312/242.15117	0	803	1589	650	530	1267	933	1168	1092	755	1109	582	617	0
0.619/242.17759	0	1073	1523	872	698	1357	744	953	921	1059	926	848	228	0
4.659/242.56435	0	1343	795	1021	1106	847	1240	1169	653	1766	1225	1245	937	0
4.910/243.02721	0	1196	1028	945	957	842	950	1011	601	1024	963	1292	1118	0
4.595/243.04479	0	1162	879	1373	1048	1126	1151	1043	655	1198	1364	1233	1207	0
0.949/243.08221	0	1693	2450	2719	2975	1940	1365	2030	2082	3138	1052	1037	1565	0
4.929/243.11046	0	910	760	606	631	894	608	678	1407	559	997	572	622	0
0.801/243.18581	0	2354	919	11191	8488	7767	2971	7480	2135	8897	6430	2086	6160	0
1.619/243.18586	0	212	72	2533	1748	2303	571	2332	377	2202	2239	469	1562	0
1.389/243.18649	0	3335	2560	2514	2669	1755	2711	1468	2584	2715	1939	2803	3005	0
1.260/244.07738	0	3773	3292	4180	4763	3747	3411	3862	3483	3730	4453	4520	3441	0
0.752/244.15790	0	48473	44325	67635	85902	84050	78282	69875	32476	77284	77287	77088	86847	0
4.623/244.16670	0	1043	1370	1063	1120	1097	753	770	1156	1008	732	653	740	0
4.311/244.16835	0	11870	11494	9337	7656	11806	10144	10079	9831	10559	8942	8620	7715	0
2.502/244.20353	0	2304	2180	1935	933	2284	1638	2436	2471	1748	2388	2157	1925	0
1.592/244.20377	0	21778	20390	19089	14578	21738	19027	17313	17916	13876	17607	20277	16866	0
1.346/244.20436	0	6245	5722	4073	6629	4888	4548	4920	12218	8854	6254	2789	6126	0
1.506/244.20451	0	21760	19387	20089	12602	21720	19009	17295	17898	12657	17159	20259	14171	0
4.652/245.06419	0	6194	4306	5046	5366	3675	5420	4185	3919	5653	4920	6982	6330	0
4.322/245.07892	0	1650	1550	1789	1445	859	2563	638	1907	2118	1030	2447	2004	0
1.098/245.09902	0	69293	73580	41444	29704	62503	49888	64129	39645	43464	51200	42978	43345	0
1.563/245.11621	0	0	0	227	481	236	525	622	0	511	470	793	807	0
3.662/245.11623	0	909	1892	402	366	1063	319	920	1022	376	1331	151	277	0
0.594/245.16464	0	735	705	1164	858	826	673	588	552	985	939	868	517	0
2.444/245.18637	0	0	0	947	24	0	0	0	0	172	0	0	0	0
1.985/245.18743	0	0	0	1302	4007	0	0	0	0	3142	0	0	0	0
1.126/245.18938	0	3101	2486	2543	2775	1916	1469	1416	1175	2244	1517	2638	2392	0
4.441/245.19778	0	0	0	0	0	18774	0	3367	0	0	46	0	0	0
4.798/245.39492	0	6449	4746	5478	4822	3973	4992	4637	4175	5540	4698	5239	4576	0
0.727/245.41201	0	1090	704	1562	1412	2855	1693	2688	841	1445	2810	1685	1523	0
4.436/246.03913	0	16368	20286	15388	16204	21036	17591	22293	20252	14747	22904	21046	21607	0
4.882/246.05083	0	577	1150	1957	1536	1176	1223	1028	892	1118	811	1134	840	0
4.320/246.06331	0	3996	3426	4250	3332	2199	5020	1525	3759	4215	2517	4771	4514	0
3.669/246.09250	0	531	1070	242	183	893	237	754	1510	200	825	188	192	0
2.505/246.09321	0	3883	4462	2157	2340	2362	2485	4273	2856	2754	2979	3724	3127	0
2.897/246.09376	0	9841	9693	6621	7399	7171	8339	7366	7104	6731	7284	8384	8622	0
0.810/246.11196	0	489	278	578	530	887	622	1061	693	812	593	293	465	0
4.799/246.15904	0	1555444	1243903	1284923	1171005	1024373	1290447	1092332	1083927	1488134	1158954	1367412	1431352	0
0.727/246.17400	0	254447	169613	448472	327146	656293	465048	734751	237759	428388	687426	459890	467444	0
4.404/246.18392	0	17418	13936	14287	11555	14135	12235	10033	17787	11452	10600	11448	11553	0
1.149/246.20874	0	505	59	1670	500	425	1616	495	848	628	916	1736	318	0
0.852/246.20888	0	327	42	1670	287	456	982	410	784	406	709	829	147	0
5.290/246.21981	0	1454	1659	1924	1723	5650	1228	7250	1596	1522	4496	1294	1291	0
0.660/246.24520	0	1436	874	827	1070	486	1407	495	938	404	401	1893	1166	0
0.612/247.01575	0	1215	1315	1035	937	1315	1111	1588	876	1488	1741	1216	289	0
1.169/247.02233	0	1348	1450	1756	2217	780	1517	548	1069	1723	740	1456	1254	0
0.852/247.06014	0	2331	1982	1877	517	1979	869	1739	581	1142	1113	663	462	0
4.282/247.06064	0	7809	8141	5677	4599	5552	4359	6101	3053	5377	3376	3975	4734	0
1.087/247.06076	0	6803	2397	2409	2323	2209	2474	2453	1550	4101	2628	2891	2262	0
4.613/247.13209	0	1281	825	1200	943	837	1136	2127	428	997	1850	922	651	0
0.585/247.13605	0	554	563	1266	488	787	328	495	992	466	417	398	589	0
1.102/247.16090	0	446	361	737	673	486	847	566	109	809	404	1147	771	0
2.499/247.17886	0	924	1054	414	103	785	871	897	592	303	432	1139	537	0
2.010/247.20375	0	0	0	161	1239	0	0	0	0	633	0	0	0	0
5.652/247.95889	0	1023	1154	868	920	796	872	759	774	932	738	800	925	0
4.438/248.03413	0	1293	1548	1423	1467	1777	1599	1840	1645	1303	2206	2190	1909	0
4.652/248.12452	0	742	422	895	880	632	981	789	403	719	1119	1165	958	0
0.652/248.15207	0	478	572	5289	1667	500	1512	283	2650	1400	1287	523	460	0
2.213/248.15244	0	4415	3771	5303	5733	4817	6349	5006	4114	6126	4050	6182	7950	0
0.916/248.15258	0	23737	22761	30775	34748	33248	22815	30222	25613	27681	29721	23972	22289	0
1.534/248.15311	0	121462	99433	115834	98895	166454	122220	153175	67943	103793	137514	124474	114540	0
0.744/248.22445	0	3605	416	10594	3184	1600	6887	1330	4923	2716	3000	5957	577	0
4.435/248.93628	0	1071	1319	1175	1518	1433	1580	1378	2031	918	1748	1308	1829	0
4.769/249.04847	0	14912	19398	16402	15447	17929	16337	18197	23220	14090	18068	17074	16873	0
4.548/249.06471	0	2736	2086	3257	2441	2266	2233	3656	1992	2972	2825	3136	2773	0
0.660/249.07870	0	1417	1431	1208	1245	1651	1185	1303	1411	1435	1550	1279	1133	0
0.587/249.15281	0	2026	2467	3932	1895	2563	1666	1867	3334	2082	2273	1628	2329	0
1.579/249.99026	0	2113	1708	2680	2221	2017	1844	1856	1290	2318	1723	2246	1812	0
0.871/250.06196	0	3550	2512	4050	3397	2092	3444	3402	1879	3841	3018	3643	3825	0
1.344/250.06222	0	2305	2893	2419	2022	2344	1718	2560	1634	1920	1892	2252	1863	0
1.472/250.06239	0	7223	4844	6433	6294	4286	6695	5925	2931	6849	4506	8228	8414	0
5.036/250.09600	0	8270	6224	5544	4596	7750	2114	7275	2594	4515	5973	1939	2937	0
4.689/250.09676	0	148381	130149	125637	133740	124626	114115	120435	121376	117001	114835	98478	123006	0
0.754/250.16846	0	19161	3717	51397	18540	11639	18775	19805	35046	20887	25294	8460	9583	0
5.236/250.17847	0	1286	1559	1327	1418	2023	687	1406	1428	1190	837	622	738	0
0.594/250.18285	0	288	456	1374	317	637	284	272	1280	403	339	369	590	0
0.660/251.09450	0	3566	4559	3016	3659	4530	3232	3256	3439	3625	5537	3059	2727	0
0.575/251.16601	0	518	991	3404	1346	1651	715	1153	3532	1196	1126	414	2084	0
1.285/252.00630	0	5381	4021	5033	6786	3323	4391	3596	3653	4887	3686	5466	4132	0
4.785/252.08436	0	962	1614	3872	3823	2196	2678	2132	912	2821	1280	2360	2822	0
4.410/252.08500	0	914	2231	1932	1545	1874	1176	1451	1698	1159	801	932	1523	0
4.538/252.08503	0	5495	10408	18233	17194	12984	9204	9177	9532	14565	4855	8642	8243	0
4.668/252.08629	0	1774	2077	5427	2870	2482	3250	2224	994	4988	1643	3453	3016	0
2.479/252.12826	0	9797	6264	4449	7043	6863	7262	4816	6094	9080	4668	7952	14969	0
2.368/252.12830	0	9165	8962	7064	35808	7164	5670	6207	17798	26107	7245	4810	15002	0
0.752/252.13774	0	0	0	1088	1240	406	3823	1433	0	973	2039	4319	2244	0
3.654/252.14671	0	4358	9232	1352	1716	3801	2273	3135	436	759	2420	1248	2025	0
0.624/252.19674	0	590	831	2652	537	941	353	569	2043	952	518	2143	824	0
5.689/252.96735	0	6239	6151	6183	6546	6059	6181	6055	5657	6099	5760	6154	5913	0
1.102/252.99072	0	0	0	452	292	490	0	870	0	1101	351	0	0	0
0.660/253.10956	0	5057	4329	3586	5007	6306	4521	4048	4996	4863	6296	3975	2980	0
1.095/253.13072	0	2364	1317	1674	2345	1336	2000	1453	393	2647	2290	2654	1401	0
1.547/253.13072	0	0	0	1566	1612	972	2416	1724	0	2084	2574	2276	1635	0
4.416/253.13122	0	1009	1363	878	591	949	609	724	1305	538	634	686	644	0
2.344/253.13548	0	1238	884	412	4034	1323	437	913	2390	3122	1059	438	1861	0
0.552/253.16805	0	487	1038	3095	1129	2821	1387	1304	7085	2088	990	1529	3973	0
4.302/254.02051	0	247	438	264	214	861	306	1244	302	265	563	263	250	0
4.666/254.13704	0	6948	6490	3878	4005	3123	4156	2752	6572	3913	3193	4193	3505	0
0.760/254.13946	0	639	484	581	914	825	723	775	762	1251	692	728	1086	0
1.902/254.14430	0	2591	1157	2079	2383	1991	2091	1672	1696	1835	1797	1836	2210	0
1.050/254.16233	0	1960	1196	1024	901	1249	550	788	605	999	561	843	514	0
0.635/254.92367	0	690	772	792	1064	426	417	862	435	1767	1200	1242	797	0
4.607/255.04903	0	996	883	1598	1694	1317	1690	1621	864	1744	1199	1985	1702	0
2.882/255.13699	0	46310	36285	49951	44468	49307	59126	41641	30670	49734	39507	53114	54347	0
1.677/255.17378	0	469	532	626	1345	415	704	586	1150	1427	491	416	770	0
0.552/255.17648	0	2827	3361	4018	3313	4184	2822	3781	5802	3832	3256	3116	4188	0
0.707/255.67843	0	1252	1414	1165	1312	800	1197	858	1699	1194	931	1784	1183	0
5.393/255.94283	0	1196	1073	1093	1064	1045	1214	870	763	86	1084	940	983	0
3.668/256.08729	0	464	1177	108	95	618	140	752	769	166	1149	74	50	0
1.080/256.09701	0	24181	22502	21130	17988	23741	18147	27513	15275	19195	24290	15028	15255	0
0.775/256.09805	0	25836	19645	20268	14199	23451	21512	24603	15944	12731	22052	22524	14044	0
4.792/256.10800	0	4440	3046	4584	3609	3591	3442	1902	5687	4245	3794	3646	2805	0
4.677/256.13010	0	1177	482	669	868	465	826	436	220	934	703	767	796	0
0.736/256.15800	0	3866	3445	2975	2225	1979	2019	1974	2407	2904	1720	2272	2517	0
2.135/256.96663	0	1396	922	706	974	1027	909	1778	1299	729	1487	1448	778	0
4.552/257.05599	0	555	277	505	528	247	1134	803	71	551	1239	689	789	0
4.313/257.12719	0	2265	1701	2504	2353	2908	2403	1679	1862	3572	3271	2082	2141	0
4.696/257.12756	0	1400	1002	1030	749	903	711	608	893	1025	883	857	1137	0
0.736/257.13167	0	2006	2213	1437	1443	1266	813	1084	1854	1251	1166	732	1307	0
2.702/257.14924	0	65328	61462	62223	69769	66305	71116	60654	55745	65654	61177	66353	64848	0
2.629/257.15093	0	65328	57897	61880	62302	62390	54280	57309	55745	65654	57565	57664	46695	0
4.405/257.16365	0	1738	1324	1303	816	582	1250	814	1440	876	714	1271	1068	0
3.681/257.99636	0	1741	158	3585	9304	141	2725	256	18	7611	56	5190	5768	0
1.101/258.07708	0	3351	2358	5908	6373	4202	5089	3902	2188	6234	3460	4515	5015	0
0.777/258.09471	0	2646	1869	1959	1064	2217	1838	1817	1417	778	1658	1404	1290	0
4.318/258.11183	0	7104	4535	5635	6057	8838	6765	7485	3592	7999	7239	5771	7468	0
4.929/258.11244	0	2266	2235	3256	3290	4220	4173	4340	2063	3092	4003	4170	4211	0
5.210/258.11264	0	940	527	1376	1367	509	893	2734	436	1084	1040	426	422	0
4.415/258.11346	0	4788	3574	4621	6136	6502	6121	7722	2449	7410	5696	5600	10658	0
2.750/258.15358	0	6715	5363	6889	7446	8171	8027	5202	6454	5074	6854	7656	6200	0
4.728/258.15903	0	2638	2987	3200	2965	2676	2823	2371	1426	3196	3534	2624	2618	0
0.705/258.17435	0	83338	70531	95382	78674	67494	98257	63539	46046	98280	62638	93066	81755	0
1.131/258.22089	0	6310	6257	6238	6811	5898	6457	5274	4575	6049	5032	7147	6882	0
6.274/258.84183	0	1695	1603	1479	1624	1602	1465	1469	1612	1468	1546	1616	1527	0
5.468/258.92057	0	1052	1136	1155	1050	905	1131	1023	1035	1079	1059	1011	1012	0
4.768/259.12446	0	1386	1267	945	1139	795	588	529	700	1239	638	898	614	0
4.778/259.14369	0	1673	912	1603	1331	1360	1102	1207	1388	1609	1103	1114	1307	0
1.131/259.22419	0	69349	68982	72273	73400	58070	71661	52373	51202	64564	53589	77429	70783	0
4.598/259.57222	0	1606	1291	1359	1444	958	1258	1202	560	1398	1171	1642	1929	0
3.677/259.99447	0	0	0	506	1024	0	305	0	0	859	0	567	719	0
3.685/260.05522	0	466	421	541	656	786	616	838	175	1040	770	565	760	0
0.857/260.10938	0	2441	1998	2406	2567	1714	2281	2439	1148	2414	2046	2906	2728	0
1.472/260.11038	0	3846	1934	2844	3288	1986	3727	2745	1368	3869	2360	4145	4320	0
4.626/260.17566	0	51834	44413	38938	34419	29595	40965	26980	42935	38238	24344	41331	45568	0
0.585/260.17938	0	2326	2037	2421	2439	2241	1845	1886	2110	3081	2201	2513	1382	0
0.678/260.18970	0	156014	119889	211991	236515	127770	154725	139361	96979	203821	127869	194376	159124	0
4.293/260.19965	0	5604	5536	5379	4926	5663	4567	5794	3872	6114	4537	4381	5213	0
4.411/260.21160	0	3027	4685	2739	2120	3962	2743	3459	4490	1428	3602	2104	2306	0
2.510/260.37129	0	0	0	1187	351	0	0	0	0	832	0	0	0	0
4.743/261.03243	0	1110	668	2672	1370	1727	1534	1356	1141	2111	978	1012	1145	0
0.575/261.07476	0	0	0	748	314	1098	166	171	0	638	426	312	699	0
4.592/261.08177	0	41838	34986	55615	44668	52801	58784	45224	27174	48232	52052	54146	48629	0
0.727/261.11361	0	1792	1594	1796	1783	1462	2419	826	1400	1883	1187	1489	1518	0
5.087/261.15781	0	6218	3978	4871	5464	4243	4866	2664	4389	5410	3357	5255	4994	0
5.162/261.15825	0	8586	7126	8554	9007	6887	3288	8107	4972	9473	4707	3105	3078	0
4.704/261.15944	0	3071	3184	3447	4517	2929	3453	3211	3005	4124	3042	3150	2919	0
2.515/261.18287	0	0	0	179880	137629	0	0	0	0	162824	0	0	0	0
6.160/262.05346	0	302	650	752	540	1152	658	965	735	281	998	435	511	0
