Sample	True.blank.start	Single.blank	QC.1	AC9.3_I	AC9.3_II	AC9.1_II	AC9.1_III	pPTGE30_I	AC9.2_I	pPTGE30_II	AC9.3_III	AC9.1_I	pPTGE30_III	AC9.2_III	AC9.2_II	QC.2	True.blank.end
Label	BLANK	BLANK	QC	AC9.3	AC9.3	AC9.1	AC9.1	pPTGE30	AC9.2	pPTGE30	AC9.3	AC9.1	pPTGE30	AC9.2	AC9.2	QC	BLANK
2.132/435.18978	0	0	1306	2279	2536	1135	2084	1597	880	959	1785	1680	1519	839	971	1542	0	0
2.362/435.22449	0	0	2907	2642	4002	1030	2154	1439	6507	1244	3871	1413	1273	10678	7110	4065	0	0
2.135/435.23795	0	228	369	583	405	370	786	575	492	714	454	616	748	607	427	1091	0	76.1666666666667
0.770/435.29650	0	113	723	987	2450	598	453	1065	1254	1233	3458	959	1321	1091	1489	1094	0	37.75
0.460/436.03689	0	44	1004	919	512	1621	1854	1986	590	1694	1131	1051	1004	483	745	950	0	14.75
0.580/436.07583	0	44	3931	2009	1220	1266	1361	2202	2830	3319	2081	2619	4595	3011	1546	2389	0	14.75
0.794/436.10309	0	0	1858	1634	775	2424	1696	1514	2704	2140	237	2384	2315	2692	1937	1366	0	0
1.262/436.10458	0	0	2016	1206	1177	1501	2634	1284	1539	1914	619	2254	1167	1431	978	1321	0	0
2.144/436.10663	0	0	2235	2637	2026	3515	2799	1908	3022	2763	2038	4331	3232	2346	3762	2428	0	0
2.148/436.13171	0	0	867	382	232	1042	1012	487	678	488	491	351	366	1096	491	533	0	0
2.712/436.14327	0	0	4136	5315	3045	3823	4108	2340	4601	3590	842	6620	3921	5674	7312	4362	0	0
2.248/436.19054	0	0	2289	1504	2384	1338	1378	3846	1022	2315	1613	1374	2538	1261	1373	2689	0	0
0.773/436.23859	0	0	1149	928	905	560	982	603	661	624	880	1172	867	94	712	740	0	0
2.183/436.67793	94	0	1972	3105	2683	1808	3490	1470	3022	2707	3764	3461	1202	6385	5202	3501	0	31.2916666666667
0.609/437.00600	0	0	7506	10630	7114	9538	7735	5358	7502	5565	3837	9622	6118	6808	8354	7446	0	0
2.327/437.01862	0	0	0	56	0	0	139	165	110	570	434	311	360	278	680	1436	0	0
0.651/437.07328	0	0	8439	4921	10168	8754	7789	7283	5500	8158	7849	11960	7504	5841	5160	7819	0	0
0.560/437.07392	0	59	13410	11137	3604	7842	6671	3034	8838	13682	2273	11722	20141	16146	6564	9041	0	19.5833333333333
1.285/437.08213	0	0	781	470	376	719	1497	877	986	735	338	976	856	869	819	723	0	0
2.285/437.08628	0	0	1230	635	1133	20178	4072	29521	159	8884	134	1847	2983	206	97	220	0	0
2.182/437.18082	0	0	1054	1542	1250	2372	1503	1320	2105	1304	1816	1798	841	2530	2889	1819	0	0
2.221/437.20348	0	0	1066	939	1650	1062	1618	835	2848	710	2133	1477	1283	3244	3944	1860	0	0
0.767/437.25816	0	0	7967	6256	6149	7350	9013	8889	8969	8055	8764	8099	8145	12235	14172	10732	0	0
0.792/438.04212	0	0	3397	2733	2798	2652	3263	2632	4151	3422	2013	3915	2741	3875	3652	2819	0	0
0.562/438.06545	0	0	2046	2020	1173	1533	1306	840	1972	1416	554	2200	3750	2364	982	1320	0	0
1.042/438.10898	0	0	2138	1934	33	2225	2924	1176	2208	1419	0	1647	1482	2666	2328	1893	0	0
1.148/438.10927	0	0	269	176	1318	137	2924	1176	209	35	1129	172	0	115	188	1893	0	0
1.262/438.98122	0	0	1862	1680	1548	1701	1833	1668	1825	1611	1792	1830	2353	1430	1572	2194	0	0
2.107/438.98177	0	0	4069	3542	1543	2535	1553	1689	3478	2785	658	1123	2062	1792	1121	1759	0	0
2.302/439.04625	0	0	479	647	901	653	598	1372	826	1539	838	835	1026	994	1342	735	0	0
0.460/439.05182	0	252	638	610	360	608	710	1174	682	806	298	583	750	723	543	463	0	84.1041666666667
2.100/439.05495	0	0	1537	2086	1004	1731	1962	1229	3822	1508	1225	1144	1231	2487	3746	1898	0	0
0.574/439.08577	0	50	1816	1920	3063	1112	998	1260	1707	2457	1588	1720	1166	1660	1411	1764	0	16.8333333333333
2.133/439.18264	0	0	1048	552	1140	943	1214	358	366	1513	841	641	1060	1391	455	927	0	0
0.687/439.97870	0	0	1034	1088	1489	1636	1018	1438	1218	1063	1389	1167	1572	1640	1704	1350	0	0
0.616/440.12605	0	164	396	393	577	1246	1322	950	276	530	1076	673	298	407	257	740	0	54.7083333333333
2.702/440.16070	0	0	673	1451	289	252	873	150	991	181	512	164	372	556	1072	413	0	0
2.173/440.18160	0	0	816	781	558	1189	1146	915	791	1146	817	650	508	1486	888	888	0	0
0.579/440.22525	0	0	1096	989	1202	1594	1460	479	962	284	1473	1503	552	1261	1702	844	0	0
2.222/440.51988	0	0	2510	1078	423	1407	503	1228	1509	885	350	443	902	703	864	956	0	0
2.106/440.98157	0	0	3751	3140	1631	1937	2118	1529	3461	2060	419	1247	1091	1364	1149	1020	0	0
1.344/441.00291	0	0	510	551	718	763	579	734	916	630	260	781	612	691	1452	486	0	0
1.344/441.04072	0	0	878	996	341	476	1121	739	666	475	537	707	1305	819	516	686	0	0
2.104/441.07082	0	0	2145	1546	1636	1778	1579	1582	990	1721	876	1788	1305	1327	1433	1125	0	0
0.594/441.12435	0	68	829	576	1062	784	938	737	659	827	947	837	526	652	740	652	0	22.6875
0.915/441.13684	0	0	7187	5824	4093	8336	9685	9635	8360	8203	4866	9933	7827	7889	7404	7880	0	0
2.163/441.15313	0	0	789	377	623	902	658	1289	608	1166	898	1240	1293	1265	1058	848	0	0
2.137/441.18612	0	0	2198	1245	1078	1389	2049	1533	1874	1550	1366	1900	1854	1984	2246	1857	0	0
0.804/441.22170	0	102	2476	4132	0	3240	1755	168	4704	2505	74	3770	2803	5317	4120	2342	0	34
2.289/441.23332	0	0	495	1563	1100	505	852	349	416	250	1128	714	220	364	319	720	0	0
2.402/441.26835	0	0	124	378	263	191	274	80	137	74	1128	286	102	180	261	265	0	0
0.682/441.97152	0	0	7338	7988	7015	7625	6661	7830	7519	5824	5721	5242	6430	7180	6398	6088	0	0
0.436/442.08534	0	0	2280	1831	1023	2382	2009	2627	2526	2564	2514	2130	2618	2073	1924	2249	0	0
2.202/442.09123	0	0	482	133	106	537	830	339	283	621	165	1063	326	491	628	724	0	0
1.054/442.14362	0	0	1232	860	627	1038	1612	942	1236	809	0	1117	813	1127	1346	1176	0	0
0.585/442.17233	0	158	667	516	584	826	702	571	792	409	640	928	500	1116	751	741	0	52.5208333333333
2.133/442.18386	0	0	14325	14788	12656	17520	19582	16165	18858	15854	13237	19730	19957	17771	18962	18281	0	0
2.319/442.26598	0	0	1337	1438	1849	1061	1760	878	1844	1218	2287	1693	1119	3403	2726	2013	0	0
2.119/442.28702	0	0	819	1447	1102	536	969	862	237	414	1812	748	330	224	386	1160	0	0
0.435/442.98323	0	0	145	456	108	753	674	449	992	556	557	1735	579	1236	1001	969	0	0
0.552/443.01050	0	29	571	576	592	500	340	615	466	801	583	180	1299	513	262	524	0	9.66666666666667
0.644/443.05687	0	107	658	968	331	606	198	313	625	884	501	621	786	725	1253	571	0	35.5833333333333
2.114/443.14103	0	0	3299	7972	10896	3980	1211	4598	1179	5952	4986	1480	2491	2289	2864	4074	0	0
0.577/443.15157	0	525	883	827	625	944	928	701	536	864	1019	960	915	1034	551	908	0	175.145833333333
0.737/443.17219	0	0	21195	20177	13331	25925	26434	18129	22404	21322	14930	20570	19663	28047	25754	19586	0	0
2.735/443.18306	0	0	506	696	371	997	571	606	656	959	506	1125	1246	873	961	1123	0	0
2.156/443.22332	0	0	677	1120	1123	782	1091	764	768	871	1177	997	875	1091	761	1328	0	0
2.347/443.25049	0	0	5265	10304	11600	1906	5202	5409	1283	4949	12783	1591	3935	1683	1007	5209	0	0
0.772/443.25703	0	0	1245	2987	3241	1985	1321	1789	1752	1863	1618	1659	1300	1108	992	1452	0	0
2.266/443.70775	0	0	2906	1673	956	7945	9599	1448	6187	1642	1886	9262	1310	6580	6622	6241	0	0
2.410/443.71280	0	0	192	104	132	53	289	70	1822	0	654	250	76	4095	3222	1396	0	0
0.683/443.96630	0	0	2083	2259	2719	1524	2119	2805	1698	1413	1291	1786	1586	1533	2731	2888	0	0
0.977/444.00537	0	0	178	415	1180	91	306	281	137	102	875	183	44	90	179	225	0	0
0.675/444.03039	0	0	82532	84314	66096	87450	81811	80462	90449	86236	66522	85206	87614	94838	88083	80626	0	0
1.260/444.07885	0	0	1064	1202	1025	1396	1272	1251	1524	1461	652	1278	1498	1952	1378	882	0	0
2.256/444.10099	0	0	636	226	237	834	1311	664	640	851	44	1288	754	554	664	957	0	0
2.727/444.16935	0	0	420	278	156	322	436	502	590	417	218	737	902	670	1083	598	0	0
1.044/444.19205	0	0	4355	3728	2909	6279	7247	3233	5345	3153	0	4275	3722	9073	8404	5740	0	0
1.144/444.19506	0	0	4355	3728	2909	6279	7247	3233	317	20	3803	4275	48	98	981	5740	0	0
2.198/444.24444	0	0	2229	2247	3148	2204	2696	1994	1822	1842	3581	2436	1431	1430	1213	2729	0	0
0.766/444.27511	0	0	2089	2337	2345	2080	2487	2730	3166	2256	3268	1870	2819	3610	2974	4178	0	0
2.144/444.28231	0	0	532	917	1325	435	545	443	76	425	1122	647	326	236	346	336	0	0
2.481/444.69281	0	0	1920	12046	23232	1447	7273	10206	572	6337	27544	4060	3431	1512	798	10944	0	0
0.755/445.00902	0	0	1066	4226	2301	477	1778	453	2266	646	1941	518	414	1555	3024	1364	0	0
0.567/445.11712	0	137	1931	2436	3297	2300	1859	1356	858	3989	2171	2400	2411	2632	1464	2082	0	45.5416666666667
2.135/445.12785	0	0	12342	8698	6004	16073	21793	13375	15820	11286	8086	20257	18567	15724	16628	13178	0	0
0.780/445.13371	0	0	2916	1721	1307	3149	2884	1848	2006	2325	1133	2186	1635	2002	944	1250	0	0
2.143/445.16678	0	0	3136	3303	6355	4688	4858	3684	3188	3811	22407	5178	3676	2637	2608	4425	0	0
0.819/445.16689	0	0	886	1032	868	803	1058	704	1047	1372	322	1117	1280	1244	1439	1130	0	0
2.478/445.18657	0	0	6787	18407	39727	2484	13852	20858	1680	13282	44264	6444	6595	3875	3029	21158	0	0
1.344/445.21495	0	0	164	226	1001	247	416	390	183	91	63	222	71	151	160	294	0	0
2.277/445.22835	0	54	1475	3706	5075	1518	3552	3165	1051	2408	7529	2337	1674	1410	892	3025	0	18.0833333333333
2.282/445.26530	0	0	3002	2021	1657	2987	6250	1654	5835	1302	2516	4235	3178	9908	7160	3842	0	0
0.837/446.09878	0	0	1981	1281	1326	3110	3356	2486	1464	2332	1472	3287	2013	2333	1849	2182	0	0
2.132/446.13350	0	0	2561	2366	1718	3785	4959	2663	3353	2389	2412	5531	3952	3754	4571	3155	0	0
0.571/446.15199	0	127	2079	2515	1747	1786	1269	1446	1207	3716	2384	1529	943	1662	1371	2180	0	42.3333333333333
2.519/446.21558	0	0	2111	4184	3019	2865	3691	3165	1643	2345	2438	5042	2916	2557	3071	4237	0	0
2.654/446.21752	0	0	5766	6643	7143	6189	6410	5747	3712	4436	4163	7136	7838	4962	5422	7699	0	0
1.573/446.22077	0	0	570	136	52	81	280	32	1235	64	73	143	86	2149	1424	472	0	0
2.156/446.22456	0	0	6374	5748	7632	7072	8469	3696	11135	4623	7393	7201	6154	14975	11853	9139	0	0
0.740/446.23437	0	0	10602	6966	7377	10800	13656	10880	15688	13723	9525	10401	11408	20404	17467	16900	0	0
0.585/447.02959	0	36	373	269	1328	151	230	434	860	1223	1185	427	403	327	1120	616	0	12.0833333333333
1.263/447.05121	0	0	3967	4471	4560	5362	5543	3847	4323	4221	4109	4434	3771	4121	3993	4808	0	0
2.182/447.09325	0	0	1183	1684	1324	1435	1962	1067	1634	1280	1232	1725	969	1588	1610	1696	0	0
1.359/447.16240	0	0	1288	1062	760	1702	2041	1010	1373	820	1014	1466	989	1564	1410	1236	0	0
3.035/447.18493	0	0	141	124	109	137	132	118	90	0	313	225	0	1401	2903	1435	54	17.9166666666667
2.385/447.22666	0	0	2170	3707	7192	618	1762	2780	156	1627	5668	651	1259	534	323	2655	0	0
2.702/447.26032	0	0	2468	2988	2796	1330	3147	1894	1486	2487	1744	3149	3394	1582	2198	2620	0	0
2.277/447.65622	0	0	135	257	611	554	1253	157	766	332	614	805	478	1345	897	656	0	0
0.609/448.00089	0	0	21179	26469	23326	21944	20159	17721	21460	18530	15674	21557	20713	19917	21381	18688	0	0
0.577/448.11451	0	111	763	1007	691	493	265	476	452	847	496	740	822	689	689	677	0	37.125
0.780/448.16324	0	321	582	736	1567	823	268	750	863	764	1813	810	722	753	852	1110	0	107.104166666667
2.444/448.18278	0	0	750	1320	929	987	1064	788	1128	986	1310	945	761	989	984	1004	0	0
2.144/448.23620	0	0	1939	818	4026	3150	1441	1881	394	1070	5152	1805	321	565	2237	1498	0	0
2.256/448.73416	0	0	5433	11993	17347	1730	7825	12905	1140	6387	32765	4158	5869	5220	997	8968	0	0
2.134/449.09566	0	0	2774	2388	8079	933	1999	2939	1100	6044	4364	1701	1051	1224	1561	4936	0	0
0.744/449.10302	0	0	123841	102608	126720	128201	125467	133052	128427	100385	72834	129554	108884	101112	100679	114237	0	0
1.241/449.10497	0	0	1785	1057	1231	1505	2225	1277	1215	828	600	2276	1284	1938	1855	1814	0	0
2.135/449.20654	0	0	840	854	1004	686	670	595	933	506	1480	422	677	1531	1000	607	0	0
2.410/449.21533	0	0	346	312	260	83	244	253	100	270	1914	327	244	325	201	542	0	0
2.410/449.25310	0	0	1513	1263	1547	444	2514	344	1907	376	2861	1759	770	2784	2322	1788	0	0
0.672/450.04005	0	0	9427	8606	10409	9909	9677	7456	8185	7666	5493	7180	10335	8164	9992	7835	0	0
1.100/450.09212	0	0	7026	5417	7180	6805	7907	9160	5273	7186	3464	8676	4509	4965	4553	6220	0	0
1.230/450.09312	0	0	1645	582	2696	2215	3116	3648	709	1585	4229	2686	861	621	703	2001	0	0
0.684/450.09315	0	0	11576	7990	8082	8585	9628	10391	7779	16670	3913	10992	14740	10157	8667	9015	0	0
2.114/450.10257	0	0	1698	2141	6720	1150	1136	2154	510	5588	3423	1745	765	830	1097	2202	0	0
0.602/450.17540	0	0	184	115	81	231	197	1843	123	505	280	151	52	192	96	245	0	0
2.153/450.19806	0	0	1227	1723	956	604	1277	445	1180	568	214	639	1082	1494	1778	1115	0	0
0.772/450.27738	0	37	1483	1265	2726	522	725	845	880	958	1162	828	604	448	1101	769	0	12.4166666666667
2.187/450.70642	0	0	622	1190	381	3277	1326	221	1472	653	1210	3218	332	1742	2636	1618	0	0
0.461/450.78725	0	0	8104	9435	10562	7163	4512	5152	5118	5109	4258	2560	4967	3885	2968	4661	0	0
0.569/451.01892	0	66	702	1013	1408	578	569	436	508	448	757	433	531	605	806	706	0	22
2.818/451.02797	0	0	138	0	0	0	0	0	0	0	4994	0	0	0	0	268	0	0
2.643/451.02926	0	0	218	0	0	0	0	0	0	0	3563	0	0	0	0	255	0	0
1.224/451.08888	0	0	7877	2013	12913	9727	11202	14650	3067	7613	18564	8857	2887	3040	3087	7228	0	0
0.682/451.08915	0	238	50082	34955	30468	37779	36485	42140	36495	72400	14269	45412	66598	44140	29251	41870	0	79.4583333333333
2.085/451.08985	0	0	1268	553	901	1003	877	1048	581	1156	396	1077	888	698	584	643	0	0
1.103/451.09006	0	0	28830	22382	28024	31347	32573	40186	19931	31674	13501	39085	17776	20672	20167	25681	0	0
0.905/451.09089	0	0	18905	8561	16530	19248	18954	22498	11881	22176	18417	19630	12527	10706	10845	13436	0	0
0.577/451.12324	0	36	2248	2162	2224	2050	1942	2070	1466	1648	2209	1938	2002	2071	2239	2311	0	12.1666666666667
2.452/451.24964	0	0	131	85	276	200	1130	99	268	220	603	389	218	674	538	339	0	0
0.902/452.09206	0	0	3703	1436	3217	2832	3019	4568	2396	3777	3398	3586	2183	2051	2444	2424	0	0
0.774/452.21578	0	0	1449	1990	1142	1157	273	1211	1012	791	1407	1360	785	696	923	1189	0	0
0.772/452.23289	0	0	1658	1036	757	1092	1460	1146	1598	1282	705	1098	645	1246	996	956	0	0
0.460/452.78273	0	0	4045	4457	3551	2520	2418	1504	1910	2234	2036	1023	1535	1598	1814	2242	0	0
0.579/453.11642	0	29	816	1220	1143	1187	878	1739	854	1350	1391	794	902	1050	881	910	0	9.66666666666667
2.187/453.19954	0	111	2645	965	1247	1007	1511	396	7486	808	2376	1113	1116	15843	9350	4231	0	37.0833333333333
0.747/453.25131	0	0	4421	3393	3228	4924	4256	4780	5611	5871	5532	3851	4641	9410	7165	8037	0	0
0.583/454.08833	0	30	2241	1890	1086	1711	1779	1234	2207	2493	404	1990	5083	3397	1605	1870	0	9.83333333333333
0.577/454.20070	0	0	362	775	791	610	655	169	705	297	536	420	338	1080	653	512	0	0
2.149/454.20083	0	1282	2486	2507	2048	2162	2318	2350	3017	2756	2816	2742	2625	5050	3790	3031	0	427.270833333333
2.794/454.25650	0	0	240	539	794	264	696	504	799	511	949	1021	473	1270	716	967	0	0
2.277/454.26519	0	0	8988	12983	17444	2960	6998	15894	3305	10410	17388	4166	8215	3932	2637	9813	0	0
2.445/454.26596	0	0	3240	1871	1554	3476	5472	2076	4618	2713	2542	3667	3117	4561	3986	3757	0	0
2.085/454.34232	0	0	154	256	1147	519	1450	715	76	0	1016	393	0	99	33	386	0	0
2.103/454.57208	0	0	281	862	398	2918	2827	1436	2412	2598	502	5796	3098	3056	2465	3777	0	0
0.460/454.78030	0	0	833	870	1220	414	739	853	366	1110	679	286	798	740	458	784	0	0
2.300/455.02088	0	0	1850	2123	1476	2032	1410	2416	1939	3670	1738	2392	2619	2082	1912	2287	0	0
2.102/455.07282	0	0	84	302	107	500	715	409	276	759	96	960	1151	1100	721	1222	0	0
2.279/455.09751	0	0	99291	82652	87505	103454	109156	121198	94792	110251	91821	123410	100346	103684	97410	105227	0	0
0.591/455.10021	0	0	40896	58128	63466	25806	17992	53404	24067	48812	42613	22256	27607	25759	19932	32267	0	0
2.329/455.13656	0	0	9972	7391	8374	17893	16328	22670	12319	25332	14142	27027	17569	15505	15028	21194	0	0
2.132/455.21649	0	8273	15593	12498	10464	11598	11479	13372	14310	10635	12867	12361	15004	12469	13720	14667	0	2757.5625
2.494/455.24882	0	0	1504	2185	1541	925	1726	1773	1535	2492	4778	1936	691	910	1206	1907	0	0
2.070/455.34270	0	0	1473	1947	6453	3228	7090	4022	1186	100	4732	2667	0	1018	853	1596	0	0
2.257/455.71365	0	0	725	655	519	178	1099	243	3129	182	3248	144	580	5283	3398	1525	0	0
2.137/456.10390	0	375	708	544	778	773	863	1186	1133	821	930	930	1163	1364	1205	1087	0	125.020833333333
0.570/456.17348	0	36	5224	8010	6956	5738	4543	4313	3034	8291	5306	4121	4040	4266	3381	4832	0	12.0833333333333
2.192/456.17748	0	0	5587	5686	4343	7012	7381	3271	7178	2798	5316	9006	3356	5959	6952	6330	0	0
2.187/456.20849	0	0	5029	1161	1508	1676	5962	1883	9266	2518	2443	3528	3860	17394	12890	6872	0	0
1.069/456.21674	0	0	368	243	132	686	1132	157	587	284	123	578	529	170	792	730	0	0
2.508/456.28207	0	0	8829	3350	4127	10742	26483	3989	20678	5765	7104	15342	8299	38690	27723	18071	0	0
2.216/456.29000	0	0	1919	1777	2374	1384	2279	1669	830	786	1953	982	1302	1161	831	1605	0	0
2.073/456.99322	38	0	164	298	383	491	475	358	586	630	634	939	564	665	1051	1041	110	49.5833333333333
0.460/457.00584	0	0	3519	3789	3761	4482	5042	1922	5581	2130	3790	3546	2806	5251	5449	3850	0	0
2.302/457.01731	0	0	762	651	562	654	542	1545	792	1374	711	810	1461	804	983	980	0	0
2.102/457.04540	0	161	3274	2899	2995	3633	4360	3436	2328	4205	2074	3857	3802	2503	3051	3939	0	53.75
0.803/457.09686	0	2347	1714	719	3662	2318	3886	2015	279	567	5848	5644	817	1224	1768	2111	0	782.4375
2.328/457.13420	0	0	3814	3441	3599	5815	6790	8352	5048	9125	5891	9820	5965	4965	5556	7554	0	0
2.134/457.15798	0	0	4496	2530	3153	5070	5059	4260	4558	3302	3198	5515	6711	4958	4333	4242	0	0
0.794/457.15920	0	0	1224	436	852	1012	1332	810	1029	1426	1010	1119	939	1424	1415	1690	0	0
1.380/457.19159	0	0	1068	636	708	996	1784	627	941	685	1125	994	713	884	785	1152	0	0
1.044/457.20534	0	0	2628	1756	40	2384	2912	1490	3044	1961	38	1728	2241	4049	3241	2346	0	0
0.796/457.21792	0	0	628	826	125	1267	636	50	1502	762	72	655	1459	2818	1720	595	0	0
2.158/457.24149	0	0	1435	1672	2430	1648	2775	2700	976	1677	1907	2591	1311	1458	1145	1964	0	0
0.638/457.26340	0	0	11209	12464	6948	9547	10820	3697	11776	2731	12206	27776	1936	12863	18662	11563	0	0
2.135/457.27661	0	0	629	576	1205	379	819	407	221	334	1583	599	510	282	110	880	0	0
0.683/457.94187	0	0	2724	3206	2395	2469	3044	3181	2296	3318	2223	2549	2189	2407	2833	2848	0	0
2.107/458.08122	0	0	1068	2091	998	477	924	522	794	1894	609	1677	1348	983	754	863	0	0
1.139/458.11501	0	0	2779	2295	1320	2953	3109	1457	2282	142	1251	1888	39	402	31	2437	0	0
1.048/458.11618	0	0	2779	2295	1320	2953	3109	1457	2282	1968	0	1888	1605	3359	2976	2437	0	0
2.132/458.15788	0	0	37390	27677	25205	44594	46601	41351	49154	34099	32440	48093	54928	44368	50120	41669	0	0
0.577/458.18620	0	70	29327	44713	47563	34313	24590	22490	28577	42773	35920	23357	25435	33937	31034	30422	0	23.2083333333333
1.042/458.19006	0	0	1472	1252	351	2028	1901	769	1978	1145	56	1018	1636	2588	2164	1548	0	0
2.305/458.24325	0	0	2556	6832	3027	1639	2534	1782	1022	1957	2929	2974	1794	1307	1095	2504	0	0
2.225/458.26124	0	0	3063	2241	3158	2207	4235	1918	6819	1789	3274	2859	1706	10081	8396	5391	0	0
2.127/458.27476	0	0	1045	1221	1128	781	1049	888	414	429	1289	548	524	461	566	619	0	0
2.175/458.29695	0	0	2396	1560	1487	3300	4186	840	2191	883	2025	3312	956	2798	2936	2602	0	0
0.435/458.95580	0	0	247	811	432	959	1378	963	1477	1185	1094	3345	1634	1806	2372	2119	0	0
0.755/459.00791	0	0	1029	2886	2498	864	1235	364	1305	266	1193	411	326	1757	1241	1134	0	0
0.579/459.06662	0	39	2803	3204	1984	984	1530	41009	1288	2118	1761	1949	1544	894	1316	3136	0	12.9166666666667
0.565/459.09064	0	201	636	1654	1955	1553	428	412	618	1009	1218	141	331	349	550	717	0	66.8541666666667
1.939/459.09292	0	0	13566	9798	11043	23308	29408	16486	14380	18990	20749	43633	18593	23960	22595	22894	0	0
2.131/459.09404	0	0	10642	9151	9538	10850	9285	8049	9878	7209	5229	8476	11111	9315	6830	8867	0	0
2.069/459.09454	0	0	13098	12206	7726	8654	7514	7049	7432	6611	4666	8476	7174	6289	5739	8867	0	0
2.723/459.17948	0	0	369	772	554	680	660	1175	1242	972	384	843	982	726	989	737	0	0
0.774/459.23007	0	0	2737	4247	3352	2813	2208	2255	1932	2687	2609	3154	2416	2249	2278	2777	0	0
2.208/459.24557	0	0	1838	1349	1987	1109	3223	1091	2044	1045	1173	2464	1340	3505	3288	2202	0	0
0.777/459.24856	0	0	2214	1410	1410	1151	2043	1728	1192	1671	792	1459	1794	1536	1525	601	0	0
0.684/459.94274	0	0	1416	1648	784	1990	1056	1229	1011	1248	1406	1130	1514	988	1040	1008	0	0
1.261/460.05318	0	0	2611	1915	1222	1767	2315	2255	2313	1980	1121	1910	2384	2107	2045	2642	0	0
1.037/460.11483	0	0	1033	857	588	1326	1290	598	1018	769	57	832	603	1206	1189	1025	0	0
0.569/460.16516	0	36	3279	4151	3983	3288	1954	1695	2542	3528	3647	2750	2735	3415	2238	3200	0	12.1666666666667
1.385/460.20371	0	0	730	0	0	768	1451	516	128	877	0	1979	778	209	118	482	0	0
2.159/460.24039	0	0	2578	2855	3472	2082	4347	2117	4025	1535	6978	3686	2091	5560	3893	4107	0	0
2.327/460.25527	0	0	359	1367	289	257	264	510	192	473	607	547	157	299	229	422	0	0
2.681/460.73648	0	0	218	0	56	0	105	0	1300	0	959	0	52	3283	2508	332	0	0
1.266/460.96192	0	0	1051	951	972	813	690	1146	836	607	615	1058	607	792	784	845	0	0
2.235/460.97425	0	0	94	76	131	359	427	613	780	1507	541	423	1702	1166	454	623	0	0
0.757/460.98531	0	0	1981	2916	1638	432	1336	176	1741	369	2638	319	298	1392	1785	1161	0	0
0.577/461.01416	0	0	738	796	478	554	432	1121	637	577	542	627	592	570	497	627	0	0
1.263/461.03526	0	0	1709	1429	823	2162	1766	1632	1795	1776	896	1313	1307	1916	2309	1286	0	0
2.127/461.09369	0	147	1892	1277	1236	1523	1218	1741	921	1224	1208	1321	1767	1105	769	605	0	48.8541666666667
0.719/461.12550	0	74	593	391	438	744	695	1020	551	608	188	659	646	613	424	471	0	24.75
2.158/461.17745	0	0	2234	1406	2028	2023	2850	2430	1783	1870	1902	2430	1112	1909	1194	2084	0	0
2.150/461.22405	0	0	2354	1693	1543	2840	2335	3737	2483	4073	2065	3265	4212	3566	2499	3328	0	0
2.752/461.22906	0	0	296	210	171	255	451	632	385	493	215	1047	757	438	444	715	0	0
2.315/461.24057	0	0	764	1943	2472	549	1322	1422	1671	1111	1618	889	1092	2538	1842	1379	0	0
2.644/461.27804	0	0	544	454	422	510	1091	370	896	218	424	981	426	599	1768	1028	0	0
0.683/461.97081	0	0	3917	4183	4268	2915	3639	3259	2018	2103	1979	2423	2443	2768	2559	3285	0	0
0.573/462.11266	0	0	14414	16079	14769	17890	15652	10827	17675	12547	10757	15109	13569	13126	14200	13856	0	0
2.474/462.17765	0	0	2014	2421	1684	1316	1574	2102	2252	4017	1426	2349	2961	2994	2868	2392	0	0
2.149/462.22726	0	0	385	821	646	1065	1426	1167	873	1271	740	1190	522	937	674	1385	0	0
0.735/462.22991	0	0	13018	5959	4460	18530	29181	14361	16794	17138	8684	9533	14654	34714	28767	20613	0	0
2.302/462.23535	0	0	1690	1990	2444	607	950	1307	3049	862	2280	727	901	3717	2724	2025	0	0
1.261/463.02664	0	0	2910	3324	2566	3755	3104	2044	3459	2547	2336	2621	2822	2595	2496	3243	0	0
2.299/463.09332	0	0	1493	1646	1071	1077	1039	2081	1208	1754	1148	1471	2112	1473	2016	1759	0	0
0.698/463.09684	0	0	1455	868	574	2452	1868	1549	1190	1079	925	2047	804	1394	1179	1096	0	0
2.144/463.15165	0	0	476	284	304	1933	636	595	569	813	441	2117	470	532	601	756	0	0
2.303/463.18001	0	0	760	1095	754	735	1289	1450	1127	782	1437	1514	978	1818	1904	1322	0	0
0.594/463.21620	0	0	260	263	534	539	537	653	227	162	2298	313	154	205	344	347	0	0
2.405/463.21991	0	0	548	1658	1971	275	2190	961	154	225	3410	514	469	258	341	743	0	0
4.585/463.28889	0	0	148	73	0	0	312	0	591	0	116	0	0	127	2274	94	0	0
2.480/463.66880	0	0	199	595	1872	0	521	902	0	392	2276	181	216	71	76	1298	0	0
2.252/463.74202	0	0	143	536	945	72	204	793	49	192	1471	147	309	66	0	566	0	0
0.460/463.95633	0	0	977	423	566	803	895	2248	908	2171	1051	664	1542	802	710	858	0	0
0.610/463.97634	0	0	17459	20859	15284	19466	15632	14169	16925	15051	11650	16160	15281	15372	16911	14495	0	0
0.970/463.98622	0	0	2423	2896	2580	2049	2735	2491	2442	2133	2482	3065	1613	2272	2881	3189	0	0
0.689/464.02171	0	0	2378	1733	2648	2695	1503	1836	2661	2743	2602	2227	2569	3307	3983	2739	0	0
1.002/464.08739	0	0	190	542	0	150	32	32	556	516	0	168	694	2314	1024	149	0	0
