Sample	True.blank.start	Single.blank	QC.1	AC9.3_I	AC9.3_II	AC9.1_II	AC9.1_III	pPTGE30_I	AC9.2_I	pPTGE30_II	AC9.3_III	AC9.1_I	pPTGE30_III	AC9.2_III	AC9.2_II	QC.2	True.blank.end
Label	BLANK	BLANK	QC	AC9.3	AC9.3	AC9.1	AC9.1	pPTGE30	AC9.2	pPTGE30	AC9.3	AC9.1	pPTGE30	AC9.2	AC9.2	QC	BLANK
0.557/325.01092	0	0	3316	1786	1958	2991	2217	4485	3784	2522	2750	3050	4941	3549	3872	2793	0	0
2.136/325.01673	38	85	6041	5416	3452	4961	6119	4224	3283	3836	2263	2840	3833	2694	3979	2718	0	41.1666666666667
0.869/325.06386	0	0	5241	6053	6564	3117	4243	5005	4516	5209	4416	3623	3174	5341	5157	4111	0	0
0.641/325.09096	0	1200	6682	6318	4949	6586	4865	3851	7110	7278	3376	5402	6424	5336	6034	5549	0	400.166666666667
1.304/325.10753	0	86	69292	68519	45928	85285	65669	50028	83346	65272	46958	86318	58237	100872	103507	75744	0	28.625
0.564/325.12380	0	123	6454	5741	3869	6013	6873	5743	5071	5961	5081	6647	6854	6150	4235	6412	0	41.0625
0.702/325.13451	0	0	116	233	120	137	0	1242	54	56	35	59	126	141	73	86	0	0
2.064/325.14460	0	451	3008	3036	8494	4013	6180	6199	3194	1627	7834	5453	1600	3916	3392	4571	0	150.1875
0.566/325.16175	0	99	6359	7839	8170	8572	7935	5855	5718	7352	14886	5548	6046	6213	5362	8544	0	32.875
3.144/325.16567	0	0	25458	20330	16402	24185	17763	28050	18172	33005	27939	25118	29997	20143	19101	22651	84	28
2.110/325.71744	0	0	1565	4083	2429	1830	1837	3021	633	3025	2921	1810	2779	3261	2630	3138	0	0
0.552/325.99379	0	0	750	1285	1615	836	991	571	1181	1157	804	901	1548	792	1182	1208	0	0
0.817/326.02134	0	658	3438	2584	4421	3765	3882	3394	1250	2166	4154	4906	2431	2378	3140	3107	0	219.166666666667
0.585/326.04283	0	0	1837	1815	2168	2404	2137	1712	2100	2420	2212	1790	1638	2265	1712	2094	0	0
0.581/326.07359	0	266	1253	1285	1116	1293	1194	1763	1676	1398	1020	1174	2080	1651	1521	1323	0	88.625
0.800/326.07845	0	0	4526	5565	5241	4306	4600	3267	4265	4042	2671	5090	3399	5316	4573	4253	0	0
1.794/326.07887	0	0	1925	2232	1612	1961	2597	1076	1336	1343	452	2106	855	1745	2368	1566	0	0
2.164/326.11075	78	192	39521	40540	37308	33618	58324	30485	46446	28088	58585	38458	24676	34528	44180	37595	42	104.125
0.902/326.12623	0	0	889	1434	36	1296	130	133	1026	1180	107	893	570	1043	988	928	0	0
0.577/326.14292	0	100	1519	2530	1463	1418	1832	1193	1805	2225	2649	2276	1381	1715	2653	1571	0	33.25
0.776/326.14419	0	37	3443	4093	5252	3602	2736	4348	3673	3302	6736	5051	2702	3445	5287	6005	0	12.4166666666667
2.285/326.20779	0	0	2089	2468	1790	2065	3674	2144	2261	2100	2540	2011	2064	2659	1802	2118	0	0
0.447/326.94973	0	0	4105	4269	3084	4772	4726	3585	4619	3329	4389	5864	4756	5400	4917	4838	0	0
2.132/327.01401	134	279	3761	2334	2315	2486	2062	1769	1517	1559	1436	1438	2050	2124	1014	1223	0	137.5625
1.262/327.02821	0	0	9696	8926	8936	10350	9758	6810	8433	8305	7349	8155	7444	10286	8342	8822	0	0
1.199/327.06853	0	0	5492	4671	3944	4114	5028	3298	10318	2867	3669	3813	2379	12272	15812	5867	0	0
0.571/327.13974	0	287	2733	2016	1004	5409	5630	2166	1344	1260	1999	5513	2946	2155	1975	3208	0	95.5416666666667
0.560/327.17311	0	191	1332	1248	1985	1919	1297	588	899	773	1580	1950	837	1012	837	1633	0	63.7291666666667
2.160/327.94590	0	0	2579	1520	1695	2915	2126	3283	1815	3360	2189	3152	3955	1573	2393	2089	0	0
0.835/328.01406	0	0	34	65	134	632	576	636	0	1868	194	2245	1084	1369	166	552	0	0
0.556/328.03271	0	0	10766	8324	5888	11252	9800	17403	11418	15284	8120	12087	11817	9427	10262	11626	0	0
0.460/328.03412	0	0	28562	14957	13594	26963	20875	44318	22183	41475	16218	20967	27628	25695	22686	25288	0	0
0.567/328.12030	0	156	1162	1020	2007	1689	1526	458	1013	1821	550	1043	1323	1104	1357	962	0	52.0833333333333
2.735/328.12196	0	0	344	286	1050	268	264	408	195	202	381	217	190	203	362	314	0	0
0.810/328.15149	0	0	4786	4667	3502	4845	4516	4296	3371	4382	4972	5383	3997	3958	3511	3983	0	0
0.595/328.16089	0	373	1112	728	1046	2849	2704	446	966	787	1076	2869	656	1199	951	1460	0	124.416666666667
3.313/328.16856	652	1361	1830	2780	2948	3375	5078	6374	4514	10797	11990	15129	13724	18360	21904	18782	10641	4217.9375
2.298/328.22405	0	0	1029	1105	1576	1148	2318	1268	991	817	2526	1524	859	1206	1187	1316	0	0
2.149/328.95549	0	0	3671	2520	2644	2919	2018	2242	1379	2132	1049	1573	2137	1615	1899	1538	0	0
0.544/328.99602	0	0	210	236	220	618	620	451	130	479	1311	649	353	398	537	543	0	0
2.127/329.01235	0	0	2401	1254	1877	1318	1527	1014	561	1139	733	915	865	645	778	705	0	0
3.565/329.04585	0	0	3937	3497	3421	2113	1204	1371	2092	2684	4588	6354	5376	6369	4324	3370	0	0
1.785/329.05251	0	0	758	1230	1048	1146	1160	859	1009	551	372	879	988	911	674	845	0	0
0.794/329.05306	0	0	3868	5570	5992	4527	4643	3754	4821	3402	4301	4126	3492	5443	5210	3968	0	0
0.650/329.08189	0	0	3460	2789	3571	4040	4022	2824	4070	2749	3224	4648	2483	2723	3070	3650	0	0
2.134/329.09263	0	0	2948	2782	4225	518	2874	749	2672	734	4789	1045	245	3021	3267	3376	0	0
2.547/329.11344	0	0	1705	2121	2492	1750	2323	1974	1472	2311	2725	2753	2471	2102	2117	2660	0	0
2.730/329.12428	0	0	1084	1300	922	814	2076	2169	2514	1427	1112	2223	1491	1798	2360	1747	0	0
2.173/329.18269	0	0	2180	2623	3796	3003	4583	2230	2039	2754	3561	4371	2102	2601	2605	4056	0	0
0.615/329.20262	0	55	3935	8330	11412	4622	3966	1924	3019	880	14848	5225	933	2167	2372	3966	0	18.3333333333333
3.160/329.23228	118	139	496	785	793	658	993	689	405	598	1198	719	428	1350	508	1092	183	146.791666666667
3.305/329.23353	0	307	714	504	778	729	729	1281	627	1015	1687	1255	1968	1867	1496	1682	262	189.6875
2.160/329.94248	46	0	3202	2603	2603	4703	3190	4019	2253	4864	3083	3780	4526	3420	2592	3553	136	60.4166666666667
2.266/330.02856	0	0	1694	1382	124	2360	3591	1576	5924	3729	48	5694	5232	7971	4807	4076	0	0
2.459/330.02893	0	0	1148	1627	52	1678	1610	761	6276	4219	49	4923	4750	8286	6420	3442	0	0
0.677/330.04792	0	0	2802	3627	1360	2450	2928	3655	3647	2700	982	3262	3786	3084	3525	2540	0	0
0.460/330.05030	0	0	2223	580	781	1936	2040	3596	1906	2169	1550	2018	2967	2070	1458	1654	0	0
0.919/330.06087	0	0	1320	1133	2888	1488	2037	2570	1168	1514	1975	2107	177	1681	1012	1733	0	0
1.262/330.06935	0	0	1871	1149	1200	1132	1241	893	1319	1030	918	2364	1022	1742	1447	1456	0	0
0.631/330.12250	0	0	667	748	466	1501	1171	287	783	874	316	1804	370	876	806	977	0	0
1.302/330.13002	0	0	3648	4401	4118	4755	4933	3949	4173	3401	26	5486	3157	3850	3941	4307	0	0
0.819/330.13076	0	37	10801	14670	13710	12348	14556	7369	9387	6172	9162	11970	6017	11466	10339	10270	0	12.4166666666667
0.577/330.14500	0	132	762	837	991	840	721	519	1163	639	873	952	474	473	723	1072	0	44.1041666666667
3.314/330.16439	410	354	662	749	944	1235	1638	1515	1648	2928	4353	5350	3384	5175	7751	6765	2548	1104
2.152/330.16717	0	0	889	1051	713	1068	2042	1175	1033	983	1110	1178	656	661	657	1012	0	0
2.235/330.20401	0	0	1938	1963	1432	1697	2266	1836	1359	1843	2249	2079	1801	2294	1557	2052	0	0
0.444/330.60377	0	0	610	401	119	247	284	1551	531	1942	754	335	1699	425	383	253	0	0
0.458/330.84734	0	0	7909	8072	11817	6309	7902	11612	6456	12546	9374	6897	12828	6422	8632	9536	0	0
1.527/331.01012	0	0	302	489	491	916	753	335	385	696	262	1223	559	618	397	735	0	0
0.559/331.02531	0	0	13889	15412	13753	9859	8298	16940	18227	20835	18802	8421	21472	15047	16613	16404	0	0
1.376/331.07763	0	0	10946	12893	10786	12962	11617	8936	9459	8354	9146	12953	7488	9562	9769	10676	0	0
2.139/331.09251	0	0	1720	809	745	1240	1903	1526	1149	938	1670	2290	1377	1397	2227	2398	0	0
0.610/331.12674	0	170	6584	294	470	730	626	58290	830	8696	346	642	446	628	698	6720	0	56.8125
0.735/331.12692	0	74	72717	47810	31320	81615	102877	69347	62960	71290	39405	43166	71358	98163	82019	70091	0	24.75
2.227/331.13739	0	1344	1666	1714	1482	1569	1290	1787	1548	1536	2416	1370	1007	1611	1274	1328	0	448.041666666667
2.710/331.13866	0	0	594	590	1301	1031	728	1685	400	629	1663	628	529	500	447	845	0	0
3.442/331.15009	435	345	831	558	971	1370	1769	989	1253	1448	1308	1971	1888	2232	2639	1864	764	514.8125
2.186/331.17759	0	0	2771	4098	2949	4253	3483	2407	2484	2069	3092	4398	3223	2311	2808	3683	0	0
3.253/331.19114	0	0	2615	2228	2805	2292	2377	4640	2762	5348	3959	4358	5807	2543	4550	3725	0	0
2.160/331.94570	0	0	1739	1302	1689	2774	1842	2576	2093	3981	2193	2598	2684	1932	1717	2728	0	0
0.551/332.00879	0	35	19658	20676	16154	14875	15246	22897	22384	24640	19887	20200	29420	20288	27208	17964	0	11.5833333333333
0.460/332.02871	0	77	2335	1623	797	1734	1062	4018	1384	3941	1350	784	1631	2619	1741	1980	0	25.7083333333333
1.225/332.04360	0	0	15556	8873	11893	14522	19896	13370	10482	21320	13798	22881	16460	21637	12906	16831	0	0
0.716/332.05540	0	0	27036	24333	25871	24334	34265	15129	16637	17400	31417	31192	23490	30559	18144	28790	0	0
2.345/332.05883	0	0	15612	21052	27784	26654	36234	31184	21535	30052	44147	39659	20868	28598	30140	40312	0	0
2.144/332.08109	0	352	4310	4785	4866	4732	3627	4321	4937	3832	2549	5683	3261	3787	3205	3996	0	117.375
2.381/332.11656	0	0	1394	2198	2462	1261	1881	2802	1452	2545	2301	1670	1600	1917	2075	3452	0	0
3.443/332.12488	0	0	0	0	0	256	112	63	0	93	1478	149	58	166	447	187	0	0
0.826/332.12892	0	0	4305	4551	4730	4187	4419	2673	4401	2533	2868	4220	10380	13204	3728	3198	0	0
2.171/332.16070	0	0	2684	4525	2705	3118	3786	2301	2666	3016	3285	3502	2462	3582	3509	3013	0	0
2.441/332.16237	0	0	776	1076	1289	919	1345	714	1493	1135	1036	1807	847	1658	1902	1328	0	0
2.223/332.24773	0	295	624	596	801	616	542	537	500	614	916	1062	711	845	901	1065	0	98.2291666666667
0.456/332.84396	0	0	1053	1485	2474	1168	1133	2380	1277	2588	1968	1370	2355	875	1385	1291	0	0
0.549/332.99173	0	0	8230	10416	7432	5355	6633	10175	10903	9355	7218	9760	15485	12659	13594	9665	0	0
0.610/333.06868	0	183	34724	30028	27438	51224	44875	25756	37663	31062	25463	39912	32157	35596	29444	30520	0	60.9166666666667
1.345/333.10384	0	0	1289	1253	851	1281	2363	1232	913	1904	558	1494	968	743	1033	1087	0	0
2.745/333.10985	0	0	1045	1180	946	1837	626	1059	703	1043	2112	1359	999	1013	1982	2649	0	0
0.612/333.12309	0	0	1515	87	193	196	206	14460	87	2273	190	251	142	62	95	1833	0	0
0.756/333.13525	0	0	7144	8314	8376	7455	5884	7272	7063	6814	7098	7760	7058	5322	6675	7171	0	0
1.395/333.17737	0	0	1677	1275	820	926	1275	3501	589	2340	0	948	3654	707	754	1365	0	0
2.144/333.22491	0	119	986	627	652	673	788	642	458	605	739	706	526	1489	649	1508	0	39.6041666666667
2.160/333.94032	0	0	411	533	391	1173	544	705	605	1141	616	552	770	944	708	566	0	0
0.910/334.00317	0	0	1034	1177	673	520	866	455	853	1691	308	2066	1573	1893	1189	862	0	0
0.738/334.05447	0	35	6205	11710	9940	5280	6095	7142	7499	7283	8313	6431	6328	6082	7278	7587	0	11.6666666666667
2.345/334.05591	0	0	6258	8714	9929	9117	13450	11997	7730	11958	15651	14902	7764	10856	10551	15310	0	0
2.145/334.07855	0	83	1851	2056	2371	1627	1842	1548	1612	1680	1005	1966	1276	1199	1551	1446	0	27.6666666666667
2.152/334.13201	0	0	462	620	662	137	271	829	383	1031	374	528	403	456	256	499	0	0
3.181/334.13988	0	0	0	0	0	200	0	235	62	91	1484	415	169	205	1576	427	0	0
0.921/334.14428	0	0	918	680	392	447	1049	221	1563	121	206	436	237	1656	1558	1005	0	0
2.552/334.16963	0	0	1322	536	838	1889	1630	730	1069	502	517	2118	867	2092	1982	1378	0	0
2.431/334.17607	0	0	949	1094	1116	803	2096	865	1007	518	1769	1571	1026	830	1332	1350	0	0
2.319/334.17734	0	0	2122	1147	1278	1693	2976	1941	1263	1279	1328	1890	1278	2185	1394	2286	0	0
2.050/334.96774	0	0	223	347	466	624	542	869	1251	879	1130	1367	957	1430	1310	1665	0	0
0.552/334.98469	0	180	952	1465	967	564	1200	1054	733	1412	1238	830	1543	782	1204	1098	0	59.8333333333333
1.269/335.06049	0	0	792	953	1353	1019	663	661	1178	719	727	1033	772	598	780	771	0	0
1.716/335.08267	0	0	768	1163	215	1288	682	314	2595	1368	0	1148	1210	2339	1668	1376	0	0
0.634/335.09766	0	36	31254	25520	23853	47764	39953	20886	34773	26588	24339	42310	28625	33558	33372	30507	0	12.0833333333333
2.743/335.10843	0	0	659	338	241	364	226	292	308	503	1115	795	533	489	758	765	0	0
0.577/335.12129	0	36	657	1083	797	924	723	672	808	628	1167	739	542	432	386	1086	0	12.1666666666667
0.765/335.12257	0	30	3201	2832	3469	4003	4509	3653	5045	3370	4071	3720	3092	4659	6456	5307	0	10.1666666666667
2.126/335.12942	0	0	10754	13421	11689	3576	16222	3581	15699	4193	10955	4090	4113	15956	15741	10164	0	0
0.564/335.14439	0	38	1913	1552	1932	1774	2206	1452	1837	3011	1868	1437	2670	1613	2166	2049	0	12.6666666666667
2.248/335.15544	0	0	853	942	609	644	1002	213	1102	195	656	500	220	1223	967	575	0	0
2.928/335.18631	0	0	962	1146	1011	1112	1172	1469	795	1682	1273	2023	2277	2018	2067	1822	0	0
0.460/336.01932	0	539	571	349	220	703	518	1129	515	1109	254	511	646	687	584	594	0	179.541666666667
0.789/336.05958	0	0	6512	7540	6417	7210	5913	4745	6274	5318	7315	7765	4742	6437	5588	6553	0	0
2.353/336.13345	0	0	9618	5084	5971	14377	13824	20401	9536	18404	9177	25684	16188	13398	11918	18809	0	0
0.569/336.13804	0	61	1024	536	1086	2155	1747	764	266	850	550	1528	738	807	524	925	0	20.3541666666667
2.187/336.15675	0	0	1886	1667	2341	2228	3363	1640	5042	1327	3034	2555	1333	6806	6927	4610	0	0
1.025/336.16756	0	0	46375	58658	33203	57845	58684	26824	30230	30784	33247	76180	33314	28518	29224	43146	0	0
2.480/336.18397	0	0	1924	1604	975	1949	2226	2116	1175	2681	2040	1606	2023	2366	1979	2006	0	0
2.142/336.94906	0	0	34936	25977	23264	31432	31083	28298	24512	21379	23605	23630	27303	20407	28400	23423	0	0
0.560/336.97056	0	0	636	763	555	379	380	539	587	462	1366	347	582	498	342	577	0	0
0.585/337.00137	0	0	442	388	549	222	321	1023	189	350	257	482	306	216	269	282	0	0
0.884/337.03980	0	0	18330	11947	12652	20869	25237	15465	13308	21459	12135	28349	14738	21546	20121	18437	0	0
0.610/337.07585	0	72	33227	25186	23299	37646	31826	26331	42111	26709	19149	36238	33644	36558	29494	28631	0	24.0833333333333
0.769/337.12035	0	64	1555	1082	1943	1750	2488	1808	1511	1792	2099	2142	1901	2709	2456	2663	0	21.1666666666667
2.140/337.14023	0	0	1412	1655	1318	1575	2113	1592	1204	1962	1297	1828	1393	1582	1950	2228	0	0
2.735/337.14449	0	0	264	95	152	1024	189	280	434	308	886	445	189	380	788	457	0	0
0.569/337.16092	0	0	6860	5344	5116	8079	9115	6115	8719	11877	4321	8541	10696	9435	8219	7922	0	0
3.566/337.23703	0	0	728	1284	1517	303	591	1498	485	606	1620	759	821	603	546	1260	0	0
3.752/337.23979	0	0	568	1283	2281	523	426	855	410	379	2125	841	670	345	403	698	0	0
0.573/338.04605	0	30	4339	4268	3354	4405	4616	4429	3769	4894	4111	5070	5573	4524	4285	4638	0	9.83333333333333
0.965/338.05567	0	0	7920	6369	5130	9424	9556	7268	9094	9987	4274	9137	8648	10738	12055	9179	0	0
0.598/338.10946	0	166	1237	994	516	2195	2000	510	2377	1431	190	2583	2792	2722	1701	1354	0	55.2291666666667
2.353/338.13023	0	0	2340	1510	2219	5219	4156	7376	3111	6196	3600	8071	6058	5153	3412	6947	0	0
1.046/338.15863	0	0	12656	10967	7270	17210	20838	7000	13019	9161	0	10465	9601	19151	15171	12110	0	0
1.139/338.15989	0	0	12656	10967	7270	17210	20838	7000	1256	438	6018	10465	243	1923	1594	12110	0	0
2.141/338.94606	7870	1548	40768	30065	31076	37827	39042	36642	30327	24011	26870	31415	32763	29369	29418	24655	1490	3636.02083333333
0.896/338.99970	0	0	1237	778	564	1434	1239	1024	1401	1183	484	1410	658	1129	1142	1034	0	0
0.558/339.02692	0	564	6088	6604	3539	6258	3452	6633	6440	8593	4773	4882	10465	5211	3844	5826	0	188.020833333333
1.319/339.06865	0	0	1429	1229	461	1174	1327	836	2566	1148	158	1928	1394	2311	1974	1666	0	0
0.610/339.07195	0	73	3458	3037	2318	4207	3310	3074	4466	3060	2715	3436	3885	3650	3427	3358	0	24.25
2.299/339.07796	0	0	1427	1770	1854	1434	987	2342	1561	2166	1483	1967	2244	1445	1328	2026	0	0
2.164/339.08164	104	820	773	866	1083	1270	834	1727	1124	1420	945	1089	1272	724	926	1113	0	308.25
1.527/339.08224	0	0	749	615	587	914	859	564	712	606	290	1407	678	916	1089	721	0	0
0.562/339.13926	0	89	3980	3695	3534	5318	5510	3084	5578	3937	3661	3850	6699	3589	3487	4383	0	29.75
2.227/339.16507	0	744	1812	1527	1642	1065	1256	1584	1108	2057	5627	1896	1027	800	631	1602	0	247.854166666667
0.569/339.17735	0	36	2475	2817	1989	2985	1598	1599	2298	2688	2608	1906	2279	1491	2523	2774	0	12.0833333333333
2.744/339.18103	0	0	972	977	743	1891	567	703	702	591	747	677	1006	820	1290	1417	0	0
0.543/340.00933	0	0	3434	3257	1427	3060	2689	4484	2577	4852	3271	3420	4877	3252	3708	3313	0	0
2.107/340.01775	0	0	8055	7204	7155	7745	8374	6974	9532	6119	4466	7354	6380	8880	9550	7738	0	0
1.365/340.04227	0	0	4972	4911	4188	5143	5072	3988	4855	3948	3351	5965	3966	4741	5164	4186	0	0
2.485/340.05574	0	0	133	167	55	53	229	144	512	300	0	458	436	1336	1252	432	0	0
0.591/340.08631	0	128	3812	4304	7453	3447	3439	3046	3933	3589	4181	2997	4324	3622	3890	3596	0	42.75
0.979/340.12523	0	0	3398	5873	8013	3259	4593	2700	2670	2023	6375	3360	1086	2722	2903	4397	0	0
1.047/340.13785	0	0	7660	6473	4443	7388	10330	5528	6737	5682	32	5280	5193	10022	9049	8066	0	0
1.148/340.14006	0	0	1223	82	4443	2477	10330	5528	691	155	7052	5280	32	397	1668	8066	0	0
3.127/340.15092	159	172	302	894	360	617	421	1118	571	420	703	530	498	1331	677	1147	86	139.041666666667
0.750/340.16024	0	0	6164	6790	6526	6939	7368	7748	5875	6074	7074	7016	7863	7372	6401	6508	0	0
0.594/340.16131	0	50	2125	1283	1318	2027	2843	1880	2466	1897	2385	2340	2048	2382	2644	1962	0	16.6666666666667
2.327/340.16270	0	214	889	1249	1005	997	889	645	795	1492	1085	531	958	543	1194	1402	0	71.4791666666667
0.585/340.19651	0	74	508	582	1007	913	815	473	620	547	761	866	789	1159	939	525	0	24.6666666666667
2.625/340.22323	0	0	542	332	527	1693	1798	2143	351	900	1260	812	527	1547	999	1111	0	0
2.370/340.22362	0	0	2181	1959	2033	1626	2632	1977	1276	1300	2573	1679	1886	1710	2110	1821	0	0
2.141/340.94469	4367	1559	30194	21463	19383	26939	26728	21723	20459	18428	18233	23457	24068	17590	19963	15553	1073	2333.22916666667
1.263/341.00622	0	0	34046	29361	30477	32639	36422	27772	34410	30778	27808	31446	30167	33359	33510	31565	0	0
0.460/341.01433	0	100	3125	929	4019	2445	3450	6610	1030	1922	7025	1815	1896	1482	1640	2632	0	33.3333333333333
0.869/341.03829	0	0	3906	4103	4311	2753	2934	3321	3481	4731	3369	2920	3486	4013	3333	3469	0	0
2.103/341.08583	0	239	2121118	2217650	1702072	2250501	2198347	2089673	2981286	1881700	1438807	2289073	1570138	2466066	2810726	2334187	0	79.7916666666667
0.576/341.10795	0	484	49364	76971	85803	54639	34668	44928	39232	71618	69982	41380	40429	46519	40253	53789	0	161.479166666667
0.764/341.11047	0	0	11361	20300	21057	9813	5522	10652	6857	18501	15002	9167	8123	8672	7108	11454	0	0
2.738/341.13611	0	0	318	321	131	1365	415	379	277	569	782	846	1033	591	1564	1044	0	0
2.743/341.15615	0	0	1089	585	477	1177	767	1370	611	1058	1088	804	653	1011	826	860	0	0
2.164/341.18135	0	0	1557	2320	2258	619	1375	1810	515	1096	5966	469	1130	628	654	1821	0	0
2.577/341.89582	0	0	135	532	287	360	847	409	388	299	843	799	335	840	666	1451	0	0
0.585/341.96807	0	0	956	711	1386	889	932	538	850	601	867	871	762	948	748	624	0	0
1.364/342.03945	0	0	1658	1168	1446	1571	1666	1508	1547	1063	847	1562	944	1302	1968	1629	0	0
0.796/342.05155	0	0	2695	3158	2218	2968	2563	1946	2548	2692	1642	3186	2255	2458	2937	2373	0	0
0.590/342.05198	0	29	4579	3742	2624	1287	2495	13528	2826	3777	1868	2651	3359	2285	2092	3180	0	9.75
1.795/342.05368	0	0	1656	2040	995	1759	2732	802	1518	1520	725	2278	838	2444	2378	1704	0	0
0.627/342.07354	0	266	5865	4578	4313	5674	5072	4726	5430	4838	3321	5436	5530	4927	5066	4255	0	88.5416666666667
0.916/342.07396	0	0	1638	1704	1521	1221	1671	273	874	2432	356	3275	2691	3157	2204	1332	0	0
2.345/342.08843	0	0	1727	2241	1801	2045	3009	2871	1935	2670	3750	4304	2204	2539	2739	3292	0	0
0.919/342.11702	0	0	1126	813	877	1855	1025	491	370	925	166	1558	143	332	692	892	0	0
0.767/342.13853	0	0	1944	1769	1866	2303	2834	2257	1867	2335	2328	2376	2840	2850	2384	2665	0	0
2.166/342.14871	0	126	447	644	1367	850	997	1231	530	1079	1867	626	399	405	472	722	0	41.8333333333333
2.189/342.16566	0	311	885	538	719	1126	1438	647	1168	432	1329	1445	1143	2591	2015	1497	0	103.604166666667
2.389/342.23758	0	0	2836	1708	2016	1516	3320	1192	4106	1084	2006	2959	1596	6099	5071	3608	0	0
2.219/342.56790	0	0	446	703	370	759	1786	222	647	1094	535	933	655	958	2094	1344	0	0
2.141/342.94245	2494	714	12286	8860	7183	8280	9118	8611	8536	6195	7109	7627	9398	6866	7640	6106	578	1262.10416666667
1.262/343.00338	0	0	12543	11563	11753	13652	13174	10904	13084	12156	12074	12213	11594	12771	12285	13739	0	0
0.656/343.03617	0	0	6886	6379	7038	7330	8785	7575	8880	10235	9179	9779	8066	8214	10366	10859	0	0
2.002/343.03700	0	0	1113	1372	2044	2193	1902	2358	2510	2706	3386	4044	2637	5019	5448	5097	0	0
1.352/343.07216	0	0	6323	5228	4374	4450	3396	3790	3491	3626	2734	3394	3287	3414	3150	3204	0	0
0.569/343.11258	0	1156	1683	4872	2210	1866	1340	1617	1645	2883	2342	1892	2156	1821	1533	1728	0	385.291666666667
0.577/343.14857	0	1205	949	881	1813	1294	851	736	961	688	2134	1052	1056	880	1171	1017	0	401.541666666667
0.774/343.17054	0	0	9056	11212	11799	8018	8882	8879	9528	7988	10876	11499	9365	9034	11033	11036	0	0
0.574/343.17539	0	54	1307	944	1391	1725	1154	907	1200	2153	1230	1452	2577	1609	1263	811	0	18.1666666666667
2.142/343.19549	0	89	3938	5306	5858	2718	4344	3603	1808	3002	5367	2876	3077	1644	2061	2898	0	29.6666666666667
2.260/343.19843	0	0	1782	1486	1888	1164	2384	1655	848	1372	1702	1648	1400	1036	690	1406	0	0
2.142/343.98240	0	318	3387	2399	2527	1522	1467	1795	1901	1471	1022	1050	1372	770	1208	1206	0	106.0625
0.460/344.02923	0	0	3429	2582	2638	4428	3018	6205	3032	4787	5489	3071	3753	2937	3552	4594	0	0
0.827/344.03540	0	0	1122	1053	1288	1160	1419	1384	1209	1635	1772	1600	1184	1867	1843	1780	0	0
1.177/344.03783	0	0	1319	1244	1195	1778	1942	1356	1662	1134	1346	2033	858	1724	1578	1759	0	0
0.551/344.06730	0	100	4976	4501	4374	4480	3928	1760	4917	3196	3702	5057	4235	6397	8078	4756	0	33.3541666666667
1.747/344.14590	0	0	3586	4126	2498	3685	4805	688	2273	141	0	5533	1490	4072	3719	2976	0	0
1.943/344.14640	0	0	0	0	132	75	79	0	17	141	4063	52	0	0	0	44	0	0
1.805/344.14666	0	0	3586	4126	4010	4090	4847	1932	2273	141	13	5533	276	4072	3719	3484	0	0
2.134/344.19456	0	0	2680	1844	1414	2796	3248	1902	3076	1990	1576	3540	1980	3679	3830	3192	0	0
2.217/344.21873	0	0	1033	592	753	982	1092	274	2943	593	1251	1547	878	6012	7025	2668	0	0
2.327/344.22050	0	0	764	950	946	853	1578	756	820	850	1032	942	587	1227	814	860	0	0
2.135/344.94091	198	0	1385	591	940	935	1400	984	890	685	709	745	1440	617	705	809	0	66.0416666666667
0.671/344.96945	0	0	14508	13757	13969	16206	15109	14820	16836	14585	9992	19804	15156	19050	18824	14929	0	0
0.566/345.03459	0	0	1658	2508	2844	1486	1310	3304	1874	1489	1912	1627	2289	1880	1756	962	0	0
0.549/345.05244	0	116	6549	5453	7324	7351	9235	3171	10224	3056	5151	11835	5070	8923	9953	8834	0	38.7708333333333
1.341/345.07052	0	0	2584	1544	1772	1834	1157	1733	1362	741	808	836	1015	926	920	980	0	0
0.785/345.09431	0	0	2740	2324	2511	3445	2982	3428	3494	3773	2159	2911	3241	3098	2967	3137	0	0
0.552/345.10554	0	1117	2092	1341	1681	1403	2096	1066	1216	843	2841	1118	1015	1334	1526	1171	0	372.270833333333
0.783/345.17771	0	0	1161	1176	1066	918	1310	1553	1821	1562	1435	2194	884	2051	2440	1394	0	0
1.151/345.17858	0	0	1839	1790	2645	1919	3454	1432	1510	979	2860	2392	1278	2115	2323	1877	0	0
2.129/345.18323	0	0	808	1195	2820	1250	1787	622	1179	923	2073	1226	928	719	765	1093	0	0
2.252/345.19193	0	0	848	1076	1336	393	686	893	762	675	722	746	965	516	585	860	0	0
0.552/346.01397	0	0	1212	1175	2270	1837	2050	1307	1809	1769	1214	1609	2776	1178	2246	1235	0	0
1.252/346.05405	0	0	3308	3230	5710	4516	3429	2980	3268	3180	5938	3888	3058	3485	3228	3104	0	0
1.336/346.05499	0	0	8020	8507	5710	10441	9537	6462	7151	5899	1681	10376	6042	6290	7370	7358	0	0
0.848/346.05565	0	0	23818	20356	9947	27449	26093	22887	23372	23557	19520	31695	22794	22812	25050	22656	0	0
0.670/346.05632	0	0	4435270	4086350	3458319	4576471	4540863	4181782	4661576	4382248	3422126	5337177	4784692	4885665	5032420	4255208	0	0
3.124/346.13231	0	0	1357	300	796	5132	239	2443	220	1938	6773	876	361	1435	6093	3494	0	0
